ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	TURCHINID
8348	Jaru	jaru1254	EGG		gambiɲ	g a m b i ɲ	g a m b i H	K V M P V N	K A M P I N	EGG:3539	3539	EGG:KM	1122
8350	Djiwarli	djiw1241	EGG		ciluɹu	c i l u ɹ u	T i l u r u	K V R V R V	C I L Y R Y	EGG:3511	3511	EGG:KR	1125
8353	Kalkutung	kalk1246	EGG		kut̪u	k u t̪ u	k u t u	K V T V	K Y T Y	EGG:3537	3537	EGG:KT	1126
8354	Gamilaraay	gami1243	EGG		ko	k o	k o	K V	K U	EGG:3539	3539	EGG:KH	1119
8355	Karadjeri	kara1476	EGG		ɲuma	ɲ u m a	H u m a	N V M V	N Y M A	EGG:3505	3505	EGG:NM	1133
8358	Kartujarra	kart1247	EGG		canci	c a n c i	T a n T i	K V N K V	C A N C I	EGG:3506	3506	EGG:KN	1123
8361	Kaurna	kaur1267	EGG		muka	m u k a	m u k a	M V K V	M Y K A	EGG:3496	3496	EGG:MK	1128
8364	Kukatja	kuka1246	EGG		gambin	g a m b i n	g a m b i n	K V M P V N	K A M P I N	EGG:3539	3539	EGG:KM	1122
8365	Kuku-Yalanji	kuku1273	EGG		dibur	d i b u r	d i b u r	T V P V R	T I P Y R	EGG:3518	3518	EGG:TP	1142
8371	Gurdjar	gurd1238	EGG		woːt̪	w oː t̪	w o t	W V T	W U T	EGG:3531	3531	EGG:WT	1146
8372	Kuuku-Ya'u	kuuk1238	EGG		wujmpa	w u j m p a	w u y m p a	W V J M P V	W Y J M P A	EGG:3513	3513	EGG:WJ	1144
8374	Kala Lagaw Ya	kala1377	EGG		kakuɹu	k a k u ɹ u	k a k u r u	K V K V R V	K A K Y R Y	EGG:3489	3489	EGG:KK	1121
8380	Margany	marg1253	EGG		gabuɲ	g a b u ɲ	g a b u H	K V P V N	K A P Y N	EGG:3539	3539	EGG:KP	1124
8381	Martu Wangka	mart1256	EGG		caɲci	c a ɲ c i	T a H T i	K V N K V	C A N C I	EGG:3486	3486	EGG:KN	1123
8398	Mudburra	mudb1240	EGG		kambic	k a m b i c	k a m b i T	K V M P V K	K A M P I C	EGG:3539	3539	EGG:KM	1122
8400	Muruwari	muru1266	EGG		kapunc	k a p u n c	k a p u n T	K V P V N K	K A P Y N C	EGG:3539	3539	EGG:KP	1124
8403	Ngaanyatjarra	ngaa1240	EGG		ŋampu	ŋ a m p u	N a m p u	N V M P V	N A M P Y	EGG:3484	3484	EGG:NM	1133
8405	Lower Riverland	lowe1402	EGG		toldlomko	t o l d l o m k o	t o l d l o m k o	T V R T R V M K V	T U L T L U M K U	EGG:3503	3503	EGG:TR	1143
8406	Ngamini	ngam1284	EGG		pampu	p a m p u	p a m p u	P V M P V	P A M P Y	EGG:3493	3493	EGG:PM	1136
8409	Ngarinman	ngar1235	EGG		gambic	g a m b i c	g a m b i T	K V M P V K	K A M P I C	EGG:3539	3539	EGG:KM	1122
8411	Ngarluma	ngar1287	EGG		cimbu	c i m b u	T i m b u	K V M P V	C I M P Y	EGG:3494	3494	EGG:KM	1122
8412	Narrinyeri	narr1259	EGG		toldlomko	t o l d l o m k o	t o l d l o m k o	T V R T R V M K V	T U L T L U M K U	EGG:3503	3503	EGG:TR	1143
8420	Northern Coastal Nyangumarta	nort2754	EGG		cimpu	c i m p u	T i m p u	K V M P V	C I M P Y	EGG:3494	3494	EGG:KM	1122
8421	Nyamal	nyam1271	EGG		micaɹa	m i c a ɹ a	m i T a r a	M V K V R V	M I C A R A	EGG:3534	3534	EGG:MK	1128
8422	Nyangumarta	nyan1301	EGG		mica	m i c a	m i T a	M V K V	M I C A	EGG:3534	3534	EGG:MK	1128
8423	Nyunga	nyun1247	EGG		nuɹaga	n u ɹ a g a	n u r a g a	N V R V K V	N Y R A K A	EGG:3484	3484	EGG:NR	1135
8424	Paakantyi	darl1243	EGG		baɖi	b a ɖ i	b a d i	P V T V	P A T I	EGG:3516	3516	EGG:PT	1139
8428	Panytyima	pany1241	EGG		cimbu	c i m b u	T i m b u	K V M P V	C I M P Y	EGG:3494	3494	EGG:KM	1122
8429	Banggarla	bang1339	EGG		pepːi	p e pː i	p e p i	P V P V	P E P I	EGG:3497	3497	EGG:PP	1138
8430	Bayungu	bayu1240	EGG		kawuŋga	k a w u ŋ g a	k a w u N g a	K V W V N K V	K A W Y N K A	EGG:3539	3539	EGG:KW	1127
8434	Pitjantjatjara	pitj1243	EGG		ŋampu	ŋ a m p u	N a m p u	N V M P V	N A M P Y	EGG:3484	3484	EGG:NM	1133
8435	Pitta Pitta	pitt1247	EGG		cikula	c i k u l a	T i k u l a	K V K V R V	C I K Y L A	EGG:3536	3536	EGG:KK	1121
8437	Ritarungo	rita1239	EGG		mapuʔ	m a p u ʔ	m a p u 7	M V P V H	M A P Y H	EGG:3487	3487	EGG:MP	1130
8439	Dhalandji	dhal1245	EGG		cimbu	c i m b u	T i m b u	K V M P V	C I M P Y	EGG:3494	3494	EGG:KM	1122
8440	Dhargari	dhar1247	EGG		ciluɹu	c i l u ɹ u	T i l u r u	K V R V R V	C I L Y R Y	EGG:3511	3511	EGG:KR	1125
8443	Wagaya	waga1260	EGG		wiːtpu	w iː t p u	w i t p u	W V T P V	W I T P Y	EGG:3512	3512	EGG:WT	1146
8448	Ngura	ngur1261	EGG		kapiɲa	k a p i ɲ a	k a p i H a	K V P V N V	K A P I N A	EGG:3539	3539	EGG:KP	1124
8453	Warlpiri	warl1254	EGG		ŋipiɹi	ŋ i p i ɹ i	N i p i r i	N V P V R V	N I P I R I	EGG:3492	3492	EGG:NP	1134
8455	Wanman	wanm1242	EGG		ŋampu	ŋ a m p u	N a m p u	N V M P V	N A M P Y	EGG:3484	3484	EGG:NM	1133
8456	Wariyangga	wari1262	EGG		ciluɹu	c i l u ɹ u	T i l u r u	K V R V R V	C I L Y R Y	EGG:3511	3511	EGG:KR	1125
8457	Warumungu	waru1265	EGG		mula	m u l a	m u l a	M V R V	M Y L A	EGG:3488	3488	EGG:MR	1131
8459	Wathawurrung	wath1238	EGG		tajn	t a j n	t a y n	T V J N	T A J N	EGG:3502	3502	EGG:TJ	1140
8463	Wik-Mungkan	wikm1247	EGG		n̪epan	n̪ e p a n	n e p a n	N V P V N	N E P A N	EGG:3490	3490	EGG:NP	1134
8464	Wiradhuri	wira1262	EGG		gabuːga	g a b uː g a	g a b u g a	K V P V K V	K A P Y K A	EGG:3539	3539	EGG:KP	1124
8465	Wirangu-Nauo	wira1260	EGG		ŋuguɳ	ŋ u g u ɳ	N u g u n	N V K V N	N Y K Y N	EGG:3498	3498	EGG:NK	1132
8470	Yan-nhangu	yann1237	EGG		gæku	g æ k u	g E k u	K V K V	K E K Y	EGG:3487	3487	EGG:KK	1121
8471	Yandruwandha	yand1253	EGG		pampu	p a m p u	p a m p u	P V M P V	P A M P Y	EGG:3493	3493	EGG:PM	1136
8474	Yawarawarga	yawa1258	EGG		panpu	p a n p u	p a n p u	P V N P V	P A N P Y	EGG:3493	3493	EGG:PN	1137
8476	Yindjibarndi	yind1247	EGG		micaɹa	m i c a ɹ a	m i T a r a	M V K V R V	M I C A R A	EGG:3534	3534	EGG:MK	1128
8479	Yorta Yorta	yort1237	EGG		butcaŋa	b u t c a ŋ a	b u t T a N a	P V T K V N V	P Y T C A N A	EGG:3509	3509	EGG:PT	1139
8481	Yulparitja	yulp1238	EGG		caɲci	c a ɲ c i	T a H T i	K V N K V	C A N C I	EGG:3486	3486	EGG:KN	1123
8482	Yuwaalaraay	yuwa1242	EGG		gau	g a u	g a u	K V V	K A Y	EGG:3539	3539	EGG:KH	1119
8483	Adnyamathanha	adny1235	EYE		waciwaci	w a c i w a c i	w a T i w a T i	W V K V W V K V	W A C I W A C I	EYE:3580	3580	EYE:WK	1162
8485	Alyawarr	alya1239	EYE		anːga	a nː g a	a n g a	V N K V	A N K A	EYE:3592	3592	EYE:HN	1147
8487	Arabana	arab1267	EYE		milki	m i l k i	m i l k i	M V R K V	M I L K I	EYE:3601	3601	EYE:MR	1156
8491	Yugambeh-Bandjalang	band1339	EYE		me	m e	m e	M V	M E	EYE:3574	3574	EYE:MH	1152
8501	Dhangu	dhan1270	EYE		maŋutci	m a ŋ u t c i	m a N u t T i	M V N V T K V	M A N Y T C I	EYE:3604	3604	EYE:MN	1155
8503	Sydney	sydn1236	EYE		mi	m i	m i	M V	M I	EYE:3574	3574	EYE:MH	1152
8508	Dhuwal	dhuw1249	EYE		miːl	m iː l	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8510	Dieri	dier1241	EYE		milki	m i l k i	m i l k i	M V R K V	M I L K I	EYE:3601	3601	EYE:MR	1156
8511	Dyaabugay	dyaa1242	EYE		cili	c i l i	T i l i	K V R V	C I L I	EYE:3577	3577	EYE:KR	1150
8512	Djambarrpuyngu	djam1256	EYE		miːl	m iː l	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8514	Djinang	djin1253	EYE		mil	m i l	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8519	Gamilaraay	gami1243	EYE		mil	m i l	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8525	Kumbainggar	kumb1268	EYE		mil	m i l	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8530	Gupapuyngu	gupa1247	EYE		miːl	m iː l	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8531	Gurindji	guri1247	EYE		mila	m i l a	m i l a	M V R V	M I L A	EYE:3601	3601	EYE:MR	1156
8534	Guyani	guya1249	EYE		mina	m i n a	m i n a	M V N V	M I N A	EYE:3585	3585	EYE:MN	1155
8535	Sydney	sydn1236	EYE		mj	m j	m y	M J	M J	EYE:3574	3574	EYE:MJ	1153
8536	Jaru	jaru1254	EYE		milwa	m i l w a	m i l w a	M V R W V	M I L W A	EYE:3601	3601	EYE:MR	1156
8539	Djiwarli	djiw1241	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8542	Kalkutung	kalk1246	EYE		mil̪t̪i	m i l̪ t̪ i	m i l t i	M V R T V	M I L T I	EYE:3601	3601	EYE:MR	1156
8543	Gamilaraay	gami1243	EYE		milː	m i lː	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8544	Karadjeri	kara1476	EYE		pani	p a n i	p a n i	P V N V	P A N I	EYE:3598	3598	EYE:PN	1158
8548	Kartujarra	kart1247	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8551	Kaurna	kaur1267	EYE		meː	m eː	m e	M V	M E	EYE:3574	3574	EYE:MH	1152
8556	Kukatja	kuka1246	EYE		guɹu	g u ɹ u	g u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8557	Kuku-Yalanji	kuku1273	EYE		mijil	m i j i l	m i y i l	M V J V R	M I J I L	EYE:3601	3601	EYE:MJ	1153
8563	Gurdjar	gurd1238	EYE		iːl	iː l	i l	V R	I L	EYE:3601	3601	EYE:HR	1148
8564	Kuuku-Ya'u	kuuk1238	EYE		kuʔun	k u ʔ u n	k u 7 u n	K V H V N	K Y H Y N	EYE:3603	3603	EYE:KH	1149
8566	Kala Lagaw Ya	kala1377	EYE		puɹka	p u ɹ k a	p u r k a	P V R K V	P Y R K A	EYE:3605	3605	EYE:PR	1159
8572	Margany	marg1253	EYE		d̪ili	d̪ i l i	d i l i	T V R V	T I L I	EYE:3577	3577	EYE:TR	1161
8573	Martu Wangka	mart1256	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8590	Mudburra	mudb1240	EYE		mila	m i l a	m i l a	M V R V	M I L A	EYE:3601	3601	EYE:MR	1156
8592	Muruwari	muru1266	EYE		mil	m i l	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8595	Ngaanyatjarra	ngaa1240	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8598	Lower Riverland	lowe1402	EYE		koɭlo	k o ɭ l o	k o L l o	K V R R V	K U L L U	EYE:3603	3603	EYE:KR	1150
8599	Ngamini	ngam1284	EYE		miɹki	m i ɹ k i	m i r k i	M V R K V	M I R K I	EYE:3601	3601	EYE:MR	1156
8602	Ngarinman	ngar1235	EYE		mila	m i l a	m i l a	M V R V	M I L A	EYE:3601	3601	EYE:MR	1156
8604	Ngarluma	ngar1287	EYE		t̪uɭa	t̪ u ɭ a	t u L a	T V R V	T Y L A	EYE:3602	3602	EYE:TR	1161
8605	Narrinyeri	narr1259	EYE		tumːaki	t u mː a k i	t u m a k i	T V M V K V	T Y M A K I	EYE:3581	3581	EYE:TM	1160
8613	Northern Coastal Nyangumarta	nort2754	EYE		pani	p a n i	p a n i	P V N V	P A N I	EYE:3598	3598	EYE:PN	1158
8614	Nyamal	nyam1271	EYE		toːla	t oː l a	t o l a	T V R V	T U L A	EYE:3602	3602	EYE:TR	1161
8615	Nyamal	nyam1271	EYE		boːla	b oː l a	b o l a	P V R V	P U L A	EYE:3602	3602	EYE:PR	1159
8616	Nyangumarta	nyan1301	EYE		ciʈamara	c i ʈ a m a r a	T i t a m a r a	K V T V M V R V	C I T A M A R A	EYE:3590	3590	EYE:KT	1151
8617	Nyunga	nyun1247	EYE		meal	m e a l	m e a l	M V V R	M E A L	EYE:3601	3601	EYE:MR	1156
8618	Paakantyi	darl1243	EYE		meigi	m e i g i	m e i g i	M V V K V	M E I K I	EYE:3594	3594	EYE:MK	1154
8621	Panytyima	pany1241	EYE		t̪uɭa	t̪ u ɭ a	t u L a	T V R V	T Y L A	EYE:3602	3602	EYE:TR	1161
8622	Banggarla	bang1339	EYE		meːna	m eː n a	m e n a	M V N V	M E N A	EYE:3578	3578	EYE:MN	1155
8623	Bayungu	bayu1240	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8630	Pitjantjatjara	pitj1243	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8631	Pitta Pitta	pitt1247	EYE		miji	m i j i	m i y i	M V J V	M I J I	EYE:3601	3601	EYE:MJ	1153
8633	Ritarungo	rita1239	EYE		maŋuci	m a ŋ u c i	m a N u T i	M V N V K V	M A N Y C I	EYE:3601	3601	EYE:MN	1155
8634	Dhalandji	dhal1245	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8635	Dhargari	dhar1247	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8638	Wagaya	waga1260	EYE		minːgu	m i nː g u	m i n g u	M V N K V	M I N K Y	EYE:3585	3585	EYE:MN	1155
8645	Ngura	ngur1261	EYE		puldɹu	p u l d ɹ u	p u l d r u	P V R T R V	P Y L T R Y	EYE:3572	3572	EYE:PR	1159
8650	Warlpiri	warl1254	EYE		milpa	m i l p a	m i l p a	M V R P V	M I L P A	EYE:3601	3601	EYE:MR	1156
8652	Wanman	wanm1242	EYE		panaja	p a n a j a	p a n a y a	P V N V J V	P A N A J A	EYE:3598	3598	EYE:PN	1158
8653	Wariyangga	wari1262	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8654	Warumungu	waru1265	EYE		mijil	m i j i l	m i y i l	M V J V R	M I J I L	EYE:3601	3601	EYE:MJ	1153
8656	Wathawurrung	wath1238	EYE		mir	m i r	m i r	M V R	M I R	EYE:3576	3576	EYE:MR	1156
8660	Wik-Mungkan	wikm1247	EYE		meːʔ	m eː ʔ	m e 7	M V H	M E H	EYE:3601	3601	EYE:MH	1152
8661	Wiradhuri	wira1262	EYE		milː	m i lː	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8662	Wirangu-Nauo	wira1260	EYE		meil	m e i l	m e i l	M V V R	M E I L	EYE:3601	3601	EYE:MR	1156
8668	Yan-nhangu	yann1237	EYE		maŋutci	m a ŋ u t c i	m a N u t T i	M V N V T K V	M A N Y T C I	EYE:3604	3604	EYE:MN	1155
8669	Yandruwandha	yand1253	EYE		mici	m i c i	m i T i	M V K V	M I C I	EYE:3601	3601	EYE:MK	1154
8671	Yawarawarga	yawa1258	EYE		mitci	m i t c i	m i t T i	M V T K V	M I T C I	EYE:3601	3601	EYE:MT	1157
8673	Yindjibarndi	yind1247	EYE		t̪uɭa	t̪ u ɭ a	t u L a	T V R V	T Y L A	EYE:3602	3602	EYE:TR	1161
8677	Yorta Yorta	yort1237	EYE		ma	m a	m a	M V	M A	EYE:3574	3574	EYE:MH	1152
8679	Yulparitja	yulp1238	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	EYE:KR	1150
8680	Yuwaalaraay	yuwa1242	EYE		milː	m i lː	m i l	M V R	M I L	EYE:3601	3601	EYE:MR	1156
8877	Adnyamathanha	adny1235	FALL		waɖɳi	w a ɖ ɳ i	w a d n i	W V T N V	W A T N I	FALL:3622	3622	FALL:WT	1187
8879	Alyawarr	alya1239	FALL		ajtnejel	a j t n e j e l	a y t n e y e l	V J T N V J V R	A J T N E J E L	FALL:3642	3642	FALL:HJ	1163
8883	Arabana	arab1267	FALL		ŋopanaŋaɹitcinta	ŋ o p a n a ŋ a ɹ i t c i n t a	N o p a n a N a r i t T i n t a	N V P V N V N V R V T K V N T V	N U P A N A N A R I T C I N T A	FALL:3647	3647	FALL:NP	1173
8886	Yugambeh-Bandjalang	band1339	FALL		bana	b a n a	b a n a	P V N V	P A N A	FALL:1	1	FALL:PN	1174
8887	Yugambeh-Bandjalang	band1339	FALL		baŋa	b a ŋ a	b a N a	P V N V	P A N A	FALL:1	1	FALL:PN	1174
8888	Yugambeh-Bandjalang	band1339	FALL		barwa	b a r w a	b a r w a	P V R W V	P A R W A	FALL:1	1	FALL:PR	1176
8897	Dhangu	dhan1270	FALL		galki	g a l k i	g a l k i	K V R K V	K A L K I	FALL:3658	3658	FALL:KR	1170
8899	Sydney	sydn1236	FALL		boːlʔloːlbala	b oː l ʔ l oː l b a l a	b o l 7 l o l b a l a	P V R H R V R P V R V	P U L H L U L P A L A	FALL:3628	3628	FALL:PR	1176
8904	Dhuwal	dhuw1249	FALL		galkiri	g a l k i r i	g a l k i r i	K V R K V R V	K A L K I R I	FALL:3658	3658	FALL:KR	1170
8906	Dieri	dier1241	FALL		puri	p u r i	p u r i	P V R V	P Y R I	FALL:3609	3609	FALL:PR	1176
8907	Dyaabugay	dyaa1242	FALL		janaj?/ʔ	j a n a j ʔ	y a n a y 7	J V N V J H	J A N A J H	FALL:3665	3665	FALL:JN	1167
8908	Djambarrpuyngu	djam1256	FALL		galkiri	g a l k i r i	g a l k i r i	K V R K V R V	K A L K I R I	FALL:3658	3658	FALL:KR	1170
8910	Djinang	djin1253	FALL		galmidci	g a l m i d c i	g a l m i d T i	K V R M V T K V	K A L M I T C I	FALL:3679	3679	FALL:KR	1170
8913	Gamilaraay	gami1243	FALL		bundaːgi	b u n d aː g i	b u n d a g i	P V N T V K V	P Y N T A K I	FALL:3633	3633	FALL:PN	1174
8917	Kumbainggar	kumb1268	FALL		buːnmi	b uː n m i	b u n m i	P V N M V	P Y N M I	FALL:3616	3616	FALL:PN	1174
8922	Gupapuyngu	gupa1247	FALL		wirdcawirdcaʔʲun	w i r d c a w i r d c a ʔʲ u n	w i r d T a w i r d T a 7 u n	W V R T K V W V R T K V H V N	W I R T C A W I R T C A H Y N	FALL:3607	3607	FALL:WR	1186
8923	Gurindji	guri1247	FALL		paʈ_waniɲana	p a ʈ w a n i ɲ a n a	p a t w a n i H a n a	P V T W V N V N V N V	P A T W A N I N A N A	FALL:3611	3611	FALL:PT	1177
8926	Guyani	guya1249	FALL		woɹkaniniwodninta	w o ɹ k a n i n i w o d n i n t a	w o r k a n i n i w o d n i n t a	W V R K V N V N V W V T N V N T V	W U R K A N I N I W U T N I N T A	FALL:3621	3621	FALL:WR	1186
8927	Sydney	sydn1236	FALL		jiɹi	j i ɹ i	y i r i	J V R V	J I R I	FALL:1	1	FALL:JR	1168
8928	Jaru	jaru1254	FALL		dogaɹa_mana	d o g a ɹ a m a n a	d o g a r a m a n a	T V K V R V M V N V	T U K A R A M A N A	FALL:3617	3617	FALL:TK	1179
8930	Djiwarli	djiw1241	FALL		waɳiŋgu	w a ɳ i ŋ g u	w a n i N g u	W V N V N K V	W A N I N K Y	FALL:3642	3642	FALL:WN	1185
8932	Kalkutung	kalk1246	FALL		ŋuji	ŋ u j i	N u y i	N V J V	N Y J I	FALL:3634	3634	FALL:NJ	1171
8933	Gamilaraay	gami1243	FALL		bundaŋa	b u n d a ŋ a	b u n d a N a	P V N T V N V	P Y N T A N A	FALL:3633	3633	FALL:PN	1174
8934	Karadjeri	kara1476	FALL		boŋganca	b o ŋ g a n c a	b o N g a n T a	P V N K V N K V	P U N K A N C A	FALL:3616	3616	FALL:PN	1174
8938	Kartujarra	kart1247	FALL		puŋka	p u ŋ k a	p u N k a	P V N K V	P Y N K A	FALL:3616	3616	FALL:PN	1174
8940	Kaurna	kaur1267	FALL		kakːawoɳendi	k a kː a w o ɳ e n d i	k a k a w o n e n d i	K V K V W V N V N T V	K A K A W U N E N T I	FALL:3619	3619	FALL:KK	1169
8944	Kukatja	kuka1246	FALL		pataljutiku	p a t a l j u t i k u	p a t a l y u t i k u	P V T V R J V T V K V	P A T A L J Y T I K Y	FALL:3649	3649	FALL:PT	1177
8945	Kuku-Yalanji	kuku1273	FALL		daɹaj	d a ɹ a j	d a r a y	T V R V J	T A R A J	FALL:3608	3608	FALL:TR	1182
8949	Gurdjar	gurd1238	FALL		wilβaj	w i l β a j	w i l b a y	W V R P V J	W I L B A J	FALL:3672	3672	FALL:WR	1186
8950	Kuuku-Ya'u	kuuk1238	FALL		puŋkana	p u ŋ k a n a	p u N k a n a	P V N K V N V	P Y N K A N A	FALL:3616	3616	FALL:PN	1174
8952	Kala Lagaw Ya	kala1377	FALL		uɹati	u ɹ a t i	u r a t i	V R V T V	Y R A T I	FALL:3676	3676	FALL:HR	1165
8959	Margany	marg1253	FALL		d̪aŋgi	d̪ a ŋ g i	d a N g i	T V N K V	T A N K I	FALL:3671	3671	FALL:TN	1180
8960	Martu Wangka	mart1256	FALL		culjuljujanu	c u l j u l j u j a n u	T u l y u l y u y a n u	K V R J V R J V J V N V	C Y L J Y L J Y J A N Y	FALL:3632	3632	FALL:KR	1170
8976	Mudburra	mudb1240	FALL		cak	c a k	T a k	K V K	C A K	FALL:3618	3618	FALL:KK	1169
8977	Muruwari	muru1266	FALL		wara	w a r a	w a r a	W V R V	W A R A	FALL:3636	3636	FALL:WR	1186
8980	Ngaanyatjarra	ngaa1240	FALL		laɲtcarukatiku	l a ɲ t c a r u k a t i k u	l a H t T a r u k a t i k u	R V N T K V R V K V T V K V	L A N T C A R Y K A T I K Y	FALL:3673	3673	FALL:RN	1178
8981	Ngaanyatjarra	ngaa1240	FALL		paːljukatiku	p aː l j u k a t i k u	p a l y u k a t i k u	P V R J V K V T V K V	P A L J Y K A T I K Y	FALL:3673	3673	FALL:PR	1176
8982	Ngaanyatjarra	ngaa1240	FALL		paːljutcalkilku	p aː l j u t c a l k i l k u	p a l y u t T a l k i l k u	P V R J V T K V R K V R K V	P A L J Y T C A L K I L K Y	FALL:3673	3673	FALL:PR	1176
8983	Ngaanyatjarra	ngaa1240	FALL		punkalku	p u n k a l k u	p u n k a l k u	P V N K V R K V	P Y N K A L K Y	FALL:3673	3673	FALL:PN	1174
8985	Lower Riverland	lowe1402	FALL		ŋinkaŋgun	ŋ i n k a ŋ g u n	N i n k a N g u n	N V N K V N K V N	N I N K A N K Y N	FALL:3657	3657	FALL:NN	1172
8986	Ngamini	ngam1284	FALL		woɹantcanta	w o ɹ a n t c a n t a	w o r a n t T a n t a	W V R V N T K V N T V	W U R A N T C A N T A	FALL:3664	3664	FALL:WR	1186
8988	Ngarinman	ngar1235	FALL		waniɲa	w a n i ɲ a	w a n i H a	W V N V N V	W A N I N A	FALL:3627	3627	FALL:WN	1185
8990	Ngarluma	ngar1287	FALL		buŋga	b u ŋ g a	b u N g a	P V N K V	P Y N K A	FALL:3616	3616	FALL:PN	1174
8991	Narrinyeri	narr1259	FALL		piŋk	p i ŋ k	p i N k	P V N K	P I N K	FALL:3613	3613	FALL:PN	1174
8999	Northern Coastal Nyangumarta	nort2754	FALL		puŋkiɲi	p u ŋ k i ɲ i	p u N k i H i	P V N K V N V	P Y N K I N I	FALL:3616	3616	FALL:PN	1174
9000	Nyamal	nyam1271	FALL		waɳi	w a ɳ i	w a n i	W V N V	W A N I	FALL:3642	3642	FALL:WN	1185
9001	Nyangumarta	nyan1301	FALL		puŋka	p u ŋ k a	p u N k a	P V N K V	P Y N K A	FALL:3616	3616	FALL:PN	1174
9002	Nyunga	nyun1247	FALL		d̪abat	d̪ a b a t	d a b a t	T V P V T	T A P A T	FALL:3614	3614	FALL:TP	1181
9003	Paakantyi	darl1243	FALL		jaːga	j aː g a	y a g a	J V K V	J A K A	FALL:3610	3610	FALL:JK	1166
9005	Panytyima	pany1241	FALL		waɳiku	w a ɳ i k u	w a n i k u	W V N V K V	W A N I K Y	FALL:3642	3642	FALL:WN	1185
9006	Banggarla	bang1339	FALL		wakːariti	w a kː a r i t i	w a k a r i t i	W V K V R V T V	W A K A R I T I	FALL:3620	3620	FALL:WK	1184
9007	Bayungu	bayu1240	FALL		waɳima	w a ɳ i m a	w a n i m a	W V N V M V	W A N I M A	FALL:3642	3642	FALL:WN	1185
9011	Pitjantjatjara	pitj1243	FALL		punkani	p u n k a n i	p u n k a n i	P V N K V N V	P Y N K A N I	FALL:3616	3616	FALL:PN	1174
9012	Pitjantjatjara	pitj1243	FALL		pataŋaɹaɲi	p a t a ŋ a ɹ a ɲ i	p a t a N a r a H i	P V T V N V R V N V	P A T A N A R A N I	FALL:3616	3616	FALL:PT	1177
9013	Pitta Pitta	pitt1247	FALL		kurha	k u r h a	k u r h a	K V R H V	K Y R H A	FALL:3612	3612	FALL:KR	1170
9015	Ritarungo	rita1239	FALL		galki	g a l k i	g a l k i	K V R K V	K A L K I	FALL:3658	3658	FALL:KR	1170
9016	Dhalandji	dhal1245	FALL		waɳilgin	w a ɳ i l g i n	w a n i l g i n	W V N V R K V N	W A N I L K I N	FALL:3642	3642	FALL:WN	1185
9017	Dhargari	dhar1247	FALL		waɳi	w a ɳ i	w a n i	W V N V	W A N I	FALL:3642	3642	FALL:WN	1185
9021	Wagaya	waga1260	FALL		inp	i n p	i n p	V N P	I N P	FALL:3653	3653	FALL:HN	1164
9032	Ngura	ngur1261	FALL		puli	p u l i	p u l i	P V R V	P Y L I	FALL:3628	3628	FALL:PR	1176
9037	Warlpiri	warl1254	FALL		wantimi	w a n t i m i	w a n t i m i	W V N T V M V	W A N T I M I	FALL:3627	3627	FALL:WN	1185
9039	Wanman	wanm1242	FALL		punkala	p u n k a l a	p u n k a l a	P V N K V R V	P Y N K A L A	FALL:3616	3616	FALL:PN	1174
9040	Wariyangga	wari1262	FALL		waɳiŋgu	w a ɳ i ŋ g u	w a n i N g u	W V N V N K V	W A N I N K Y	FALL:3642	3642	FALL:WN	1185
9041	Warumungu	waru1265	FALL		wanpːan	w a n pː a n	w a n p a n	W V N P V N	W A N P A N	FALL:3669	3669	FALL:WN	1185
9043	Wathawurrung	wath1238	FALL		bapwiri	b a p w i r i	b a p w i r i	P V P W V R V	P A P W I R I	FALL:3623	3623	FALL:PP	1175
