ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	TURCHINID
2744	Bru-Talan	oog	cold		ŋaˀar	ŋ aˀa r	N a r	N V R	N A R	14	457	cold:NR	567
2745	Bru-Talan	oog	cold		ʔajʔəjh	ʔaj ʔəjh	7 7	H H	H H	15	458	cold:HH	554
2746	Bru-Ubon	bru	cold		səŋɛːt	s ə ŋ ɛː t	s I N E t	S V N V T	S E N E T	5	478	cold:SN	579
2747	Katang	kgd	cold		həŋɛːt	h ə ŋ ɛː t	h I N E t	H V N V T	H E N E T	2	462	cold:HN	557
2748	Katu-AnDiem	ktv	cold		cariet	c a r ie t	T a r i t	K V R V T	C A R I T	16	459	cold:KR	563
2750	Kui(Sriwises1978)	kdt	cold		cŋɛːt	c ŋ ɛː t	T N E t	K N V T	C N E T	2	462	cold:KN	562
2751	Kui(Huffman1979)	kdt	cold		cəŋɛːt	c ə ŋ ɛː t	T I N E t	K V N V T	C E N E T	2	462	cold:KN	562
2752	Kui(Huffman1979)	kdt	cold		səkɑˀɑ	s ə k ɑˀɑ	s I k o	S V K V	S E K A	12	456	cold:SK	578
2754	Mankong	sss	cold		səŋɛːt	s ə ŋ ɛː t	s I N E t	S V N V T	S E N E T	2	462	cold:SN	579
2755	Nge'	ngt	cold		criat	c r ia t	T r i t	K R V T	C R I T	16	459	cold:KR	563
2756	Pacoh	pac	cold		ŋŋɛat	ŋŋ ɛa t	N E t	N V T	N E T	2	462	cold:NT	568
2757	So-Khammouane	sss	cold		siŋɛːt	s i ŋ ɛː t	s i N E t	S V N V T	S I N E T	2	462	cold:SN	579
2758	So-SakonNakhon	sss	cold		siŋɛːt	s i ŋ ɛː t	s i N E t	S V N V T	S I N E T	2	462	cold:SN	579
2759	Souei-Saravan	kdt	cold		cəŋɛːt	c ə ŋ ɛː t	T I N E t	K V N V T	C E N E T	2	462	cold:KN	562
2760	TaOi	tto	cold		ŋaːr	ŋ aː r	N a r	N V R	N A R	14	457	cold:NR	567
2761	Khasi	khi	cold		kʰriat	kʰ r ia t	k r i t	K R V T	K R I T	16	459	cold:KR	563
2763	Pnar	pbv	cold		kʤam	k ʤ a m	k j a m	K K V M	K C A M	18	460	cold:KK	561
2764	War-Lamin	aml	cold		ktjam	k t j a m	k t y a m	K T J V M	K T J A M	18	460	cold:KT	564
2765	Khmer-Surin	kxm	cold		rŋiːa	r ŋ iːa	r N i	R N V	R N I	19	461	cold:RN	574
2766	Khmer-Standard	khm	cold		rɔŋie	r ɔ ŋ ie	r o N i	R V N V	R U N I	19	461	cold:RN	574
2767	Idu	tyh	cold		râ̰w	r â̰ w	r a w	R V W	R A W	20	463	cold:RW	576
2768	Khmu-Cuang	kjg	cold		huːc	h uː c	h u T	H V K	H Y C	21	464	cold:HK	555
2770	Khmu-Yuan	kjg	cold		ŋàr	ŋ à r	N a r	N V R	N A R	14	457	cold:NR	567
2771	Khmu-Yuan	kjg	cold		kát	k á t	k a t	K V T	K A T	1	453	cold:KT	564
2773	Mal-T'in	mlf	cold		kʰeːt	kʰ eː t	k e t	K V T	K E T	1	453	cold:KT	564
2778	Bugan	bbh	cold		ʦi³⁵	ʦ i	c i	K V	C I	23	465	cold:KH	560
2779	Bugan	bbh	cold		lou³³	l ou	l o	R V	L U	24	466	cold:RH	570
2780	Mang	zng	cold		hɛː⁶	h ɛː	h E	H V	H E	25	467	cold:HH	554
2781	Mang	zng	cold		ʔim²	ʔ i m	7 i m	H V M	H I M	26	468	cold:HM	556
2782	Mon	mnw	cold		bɑh	b ɑ h	b o h	P V H	P A H	27	469	cold:PH	569
2783	Nyahkur	cbn	cold		təkát	t ə k á t	t I k a t	T V K V T	T E K A T	1	453	cold:TK	580
2786	Gorum	pcj	cold		zieŋ	z ie ŋ	z i N	S V N	S I N	30	470	cold:SN	579
2789	Kharia	khr	cold		ruŋɡum	r u ŋ ɡ u m	r u N g u m	R V N K V M	R Y N K Y M	19	461	cold:RN	574
2790	Kharia	khr	cold		ˈrɑŋɡɑ	ˈr ɑ ŋ ɡ ɑ	r o N g o	R V N K V	R A N K A	19	461	cold:RN	574
2798	Santali	sat	cold		rejar	r e j a r	r e y a r	R V J V R	R E J A R	34	471	cold:RJ	571
2799	Sora	srb	cold		ˈrɑŋɡɑː	ˈr ɑ ŋ ɡ ɑː	r o N g o	R V N K V	R A N K A	19	461	cold:RN	574
2800	Car	caq	cold		ʔufo	ʔ u f o	7 u f o	H V P V	H Y B U	36	472	cold:HP	558
2801	Car	caq	cold		lɯc	l ɯ c	l u T	R V K	L I C	37	473	cold:RK	572
2803	Nancowri	ncb	cold		ke	k e	k e	K V	K E	39	475	cold:KH	560
2804	Nancowri	ncb	cold		ʃahɔːaŋ	ʃ a h ɔːa ŋ	S a h o N	S V H V N	S A H U N	38	474	cold:SH	577
2815	Lawa(Ratanakul)	lcp	cold		kɔt	k ɔ t	k o t	K V T	K U T	1	453	cold:KT	564
2817	ManMet	mml	cold		ŋaŋ³⁵	ŋ a ŋ	N a N	N V N	N A N	4	476	cold:NN	566
2819	Palaung-Dara'ang	pce	cold		găt	g ă t	g a t	K V T	K A T	1	453	cold:KT	564
2820	Palaung-Kalaw	pce	cold		gat	g a t	g a t	K V T	K A T	1	453	cold:KT	564
2823	Palaung-Namhsan	pce	cold		kət	k ə t	k I t	K V T	K E T	1	453	cold:KT	564
2824	Riang-Sak	ril	cold		ŋaŋ²	ŋ a ŋ	N a N	N V N	N A N	4	476	cold:NN	566
2827	Wa-Praok	prk	cold		lʰoŋ	lʰ o ŋ	l o N	R V N	L U N	47	477	cold:RN	574
2828	Wa-Praok	prk	cold		kuat	k ua t	k u t	K V T	K Y T	1	453	cold:KT	564
2836	Karii	pkt	cold		klɔːŋʔ	k l ɔː ŋ ʔ	k l o N 7	K R V N H	K L U N H	53	479	cold:KR	563
2837	Ruc	scb	cold		lubat³	l u b a t	l u b a t	R V P V T	L Y P A T	54	480	cold:RP	575
2838	Ruc	scb	cold		rəmaːc¹	r ə m aː c	r I m a T	R V M V K	R E M A C	55	481	cold:RM	573
2852	Alak	alk	dog		cɔː	c ɔː	T o	K V	C U	2	485	dog:KH	584
2853	Bahnar-Golar	bdq	dog		kɔʔ	k ɔ ʔ	k o 7	K V H	K U H	4	486	dog:KH	584
2854	Bahnar-Kontum	bdq	dog		kɔʔ	k ɔ ʔ	k o 7	K V H	K U H	4	486	dog:KH	584
2855	Bahnar-Pleiku	bdq	dog		kɔʔ	k ɔ ʔ	k o 7	K V H	K U H	4	486	dog:KH	584
2856	Brao	brb	dog		cɑː	c ɑː	T o	K V	C A	2	485	dog:KH	584
2860	Cua	cua	dog		sɔ	s ɔ	s o	S V	S U	2	485	dog:SH	591
2861	Halang	hal	dog		cou	c ou	T o	K V	C U	2	485	dog:KH	584
2862	Jeh	jeh	dog		cɔw	c ɔ w	T o w	K V W	C U W	2	485	dog:KW	589
2863	Jru-Laven	lbo	dog		cɔː	c ɔː	T o	K V	C U	2	485	dog:KH	584
2867	Mnong-Rölöm	mng	dog		saw	s a w	s a w	S V W	S A W	2	485	dog:SW	594
2868	Nyaheun	nev	dog		cɔː	c ɔː	T o	K V	C U	2	485	dog:KH	584
2870	Rengao	ren	dog		cɔː	c ɔː	T o	K V	C U	2	485	dog:KH	584
2872	Sedang	sed	dog		cɔ̰	c ɔ̰	T o	K V	C U	2	485	dog:KH	584
2873	Sre	kpm	dog		sɔ	s ɔ	s o	S V	S U	2	485	dog:SH	591
2874	Stieng	sti	dog		soː	s oː	s o	S V	S U	2	485	dog:SH	591
2877	Bru-Talan	oog	dog		cɔˀɔ	c ɔˀɔ	T o	K V	C U	2	485	dog:KH	584
2878	Bru-Ubon	bru	dog		ʔaːcɔː	ʔ aː c ɔː	7 a T o	H V K V	H A C U	2	485	dog:HK	582
2879	In	irr	dog		cɔ̰ː	c ɔ̰ː	T o	K V	C U	2	485	dog:KH	584
2880	Katang	kgd	dog		ʔacɔː	ʔ a c ɔː	7 a T o	H V K V	H A C U	2	485	dog:HK	582
2881	Katu-AnDiem	ktv	dog		ʔacɔː	ʔ a c ɔː	7 a T o	H V K V	H A C U	2	485	dog:HK	582
2883	Kui(Sriwises1978)	kdt	dog		cɑː	c ɑː	T o	K V	C A	2	485	dog:KH	584
2884	Kui(Huffman1979)	kdt	dog		ʔacɑː	ʔ a c ɑː	7 a T o	H V K V	H A C A	2	485	dog:HK	582
2886	Mankong	sss	dog		ʔacɑː	ʔ a c ɑː	7 a T o	H V K V	H A C A	2	485	dog:HK	582
2887	Pacoh	pac	dog		ʔəcɔ	ʔ ə c ɔ	7 I T o	H V K V	H E C U	2	485	dog:HK	582
2888	So-Khammouane	sss	dog		ʔacɑː	ʔ a c ɑː	7 a T o	H V K V	H A C A	2	485	dog:HK	582
2889	So-SakonNakhon	sss	dog		ʔacɑː	ʔ a c ɑː	7 a T o	H V K V	H A C A	2	485	dog:HK	582
2890	Souei-Saravan	kdt	dog		ʔacɔː	ʔ a c ɔː	7 a T o	H V K V	H A C U	2	485	dog:HK	582
2891	TaOi	tto	dog		cɔː	c ɔː	T o	K V	C U	2	485	dog:KH	584
2892	Khasi	khi	dog		ksew	k s e w	k s e w	K S V W	K S E W	2	485	dog:KS	588
2894	Pnar	pbv	dog		ksaw	k s a w	k s a w	K S V W	K S A W	2	485	dog:KS	588
2895	War-Lamin	aml	dog		ksia	k s ia	k s i	K S V	K S I	2	485	dog:KS	588
2896	Khmer-Surin	kxm	dog		ckɛː	c k ɛː	T k E	K K V	C K E	5	487	dog:KK	585
2897	Khmer-Standard	khm	dog		cʰəkɛː	cʰ ə k ɛː	T I k E	K V K V	C E K E	5	487	dog:KK	585
2898	Idu	tyh	dog		câ̰w	c â̰ w	T a w	K V W	C A W	2	485	dog:KW	589
2899	Khmu-Cuang	kjg	dog		sɔʔ	s ɔ ʔ	s o 7	S V H	S U H	2	485	dog:SH	591
2901	Khmu-Yuan	kjg	dog		sɔ́ʔ	s ɔ́ ʔ	s o 7	S V H	S U H	2	485	dog:SH	591
2903	Mal-T'in	mlf	dog		suaʔ	s ua ʔ	s u 7	S V H	S Y H	2	485	dog:SH	591
2909	Bugan	bbh	dog		ʦau³³	ʦ au	c a	K V	C A	2	485	dog:KH	584
2910	Mang	zng	dog		sə⁵¹	s ə	s I	S V	S E	2	485	dog:SH	591
2911	Mon	mnw	dog		kluiw	k l ui w	k l u w	K R V W	K L Y W	6	488	dog:KR	587
2912	Nyahkur	cbn	dog		cʰúr	cʰ ú r	T u r	K V R	C Y R	6	488	dog:KR	587
2915	Gorum	pcj	dog		kusoˀd	k u s oˀ d	k u s o d	K V S V T	K Y S U T	2	485	dog:KS	588
2918	Kharia	khr	dog		sɔˈlɔʔ	s ɔ ˈl ɔ ʔ	s o l o 7	S V R V H	S U L U H	2	485	dog:SR	592
2923	Santali	sat	dog		seta	s e t a	s e t a	S V T V	S E T A	7	489	dog:ST	593
2924	Sora	srb	dog		kinˈsoːd	k i n ˈs oː d	k i n s o d	K V N S V T	K I N S U T	2	485	dog:KN	586
2925	Car	caq	dog		am	a m	a m	V M	A M	9	490	dog:HM	583
2927	Nancowri	ncb	dog		aːm	aː m	a m	V M	A M	9	490	dog:HM	583
2937	Lawa(Ratanakul)	lcp	dog		sɔʔ	s ɔ ʔ	s o 7	S V H	S U H	2	485	dog:SH	591
2939	ManMet	mml	dog		sɔʔ⁵³	s ɔ ʔ	s o 7	S V H	S U H	2	485	dog:SH	591
2941	Palaung-Dara'ang	pce	dog		maso	m a s o	m a s o	M V S V	M A S U	2	485	dog:MS	590
2942	Palaung-Kalaw	pce	dog		saw	s a w	s a w	S V W	S A W	2	485	dog:SW	594
2944	Palaung-Namhsan	pce	dog		sɔ	s ɔ	s o	S V	S U	2	485	dog:SH	591
2945	Riang-Sak	ril	dog		soʔ¹	s o ʔ	s o 7	S V H	S U H	2	485	dog:SH	591
2949	Wa-Praok	prk	dog		soʔ	s o ʔ	s o 7	S V H	S U H	2	485	dog:SH	591
2956	Karii	pkt	dog		cɔːʔ	c ɔː ʔ	T o 7	K V H	C U H	2	485	dog:KH	584
2959	Ruc	scb	dog		acɔ³	a c ɔ	a T o	V K V	A C U	2	485	dog:HK	582
2962	Vietnamese	vie	dog		chó	c h ó	T h o	K H V	C H U	2	485	dog:KH	584
2975	Alak	alk	dry		hakɔh	h a k ɔ h	h a k o h	H V K V H	H A K U H	8	534	dry:HK	596
2976	Bahnar-Golar	bdq	dry		hrɛŋ	h r ɛ ŋ	h r E N	H R V N	H R E N	9	535	dry:HR	598
2977	Bahnar-Kontum	bdq	dry		hrɛŋ	h r ɛ ŋ	h r E N	H R V N	H R E N	9	535	dry:HR	598
2978	Bahnar-Pleiku	bdq	dry		srɛŋ	s r ɛ ŋ	s r E N	S R V N	S R E N	9	535	dry:SR	618
2979	Brao	brb	dry		cʰrak	cʰ r a k	T r a k	K R V K	C R A K	10	491	dry:KR	603
2984	Cua	cua	dry		hrak	h r a k	h r a k	H R V K	H R A K	10	491	dry:HR	598
2985	Halang	hal	dry		sram	s r a m	s r a m	S R V M	S R A M	14	495	dry:SR	618
2986	Jeh	jeh	dry		raŋ	r a ŋ	r a N	R V N	R A N	12	493	dry:RN	611
2987	Jru-Laven	lbo	dry		cram	c r a m	T r a m	K R V M	C R A M	14	495	dry:KR	603
2991	Mnong-Rölöm	mng	dry		krɔː	k r ɔː	k r o	K R V	K R U	13	494	dry:KR	603
2992	Mnong-Rölöm	mng	dry		praŋ	p r a ŋ	p r a N	P R V N	P R A N	16	497	dry:PR	608
2993	Nyaheun	nev	dry		sraŋ	s r a ŋ	s r a N	S R V N	S R A N	12	493	dry:SR	618
2995	Rengao	ren	dry		ʦriːŋ	ʦ r iː ŋ	c r i N	K R V N	C R I N	9	535	dry:KR	603
2998	Sedang	sed	dry		ʂḭŋ	ʂ ḭ ŋ	S i N	S V N	S I N	9	535	dry:SN	617
2999	Sre	kpm	dry		səh	s ə h	s I h	S V H	S E H	11	492	dry:SH	615
3000	Sre	kpm	dry		raɲ	r a ɲ	r a H	R V N	R A N	12	493	dry:RN	611
3001	Sre	kpm	dry		rɔ	r ɔ	r o	R V	R U	13	494	dry:RH	609
3002	Stieng	sti	dry		praŋ	p r a ŋ	p r a N	P R V N	P R A N	16	497	dry:PR	608
3003	Stieng	sti	dry		let	l e t	l e t	R V T	L E T	19	498	dry:RT	613
3004	Stieng	sti	dry		ʃuat	ʃ ua t	S u t	S V T	S Y T	20	499	dry:ST	619
3005	Stieng	sti	dry		ʃək	ʃ ə k	S I k	S V K	S E K	21	500	dry:SK	616
3010	Bru-Talan	oog	dry		crɛˀɛŋ	c r ɛˀɛ ŋ	T r E N	K R V N	C R E N	9	535	dry:KR	603
3011	Bru-Ubon	bru	dry		səʔəːt	s ə ʔ əː t	s I 7 I t	S V H V T	S E H E T	22	501	dry:SH	615
3012	In	irr	dry		trɛ̰ːŋ	t r ɛ̰ː ŋ	t r E N	T R V N	T R E N	9	535	dry:TR	620
3013	Katang	kgd	dry		treːŋ	t r eː ŋ	t r e N	T R V N	T R E N	9	535	dry:TR	620
3014	Katu-AnDiem	ktv	dry		gɑh	g ɑ h	g o h	K V H	K A H	15	496	dry:KH	601
3015	Katu-AnDiem	ktv	dry		prieŋ	p r ie ŋ	p r i N	P R V N	P R I N	26	505	dry:PR	608
3018	Kui(Sriwises1978)	kdt	dry		praŋ	p r a ŋ	p r a N	P R V N	P R A N	16	497	dry:PR	608
3019	Kui(Sriwises1978)	kdt	dry		sɁɑːt	s Ɂ ɑː t	s 7 o t	S H V T	S H A T	22	501	dry:SH	615
3020	Kui(Huffman1979)	kdt	dry		blɛːŋ	b l ɛː ŋ	b l E N	P R V N	P L E N	24	503	dry:PR	608
3021	Kui(Huffman1979)	kdt	dry		səʔɑːt	s ə ʔ ɑː t	s I 7 o t	S V H V T	S E H A T	22	501	dry:SH	615
3023	Mankong	sss	dry		rɑ̤h	r ɑ̤ h	r o h	R V H	R A H	25	504	dry:RH	609
3024	Mankong	sss	dry		səʔʌːt	s ə ʔ ʌː t	s I 7 o t	S V H V T	S E H E T	22	501	dry:SH	615
3025	Mankong	sss	dry		praŋ	p r a ŋ	p r a N	P R V N	P R A N	16	497	dry:PR	608
3026	Nge'	ngt	dry		cariaŋkatiak	cariaŋ katiak	T k	K K	C K	9	535	dry:KK	602
3027	Nge'	ngt	dry		saŋat	s a ŋ a t	s a N a t	S V N V T	S A N A T	26	505	dry:SN	617
3028	Nge'	ngt	dry		sarɔːk	s a r ɔː k	s a r o k	S V R V K	S A R U K	23	502	dry:SR	618
3029	Pacoh	pac	dry		prɛːŋ	p r ɛː ŋ	p r E N	P R V N	P R E N	26	505	dry:PR	608
3030	Pacoh	pac	dry		ʔənsaːm	ʔ ə n s aː m	7 I n s a m	H V N S V M	H E N S A M	27	506	dry:HN	597
3031	So-Khammouane	sss	dry		kram	k r a m	k r a m	K R V M	K R A M	14	495	dry:KR	603
3032	So-Khammouane	sss	dry		siʔəːt	s i ʔ əː t	s i 7 I t	S V H V T	S I H E T	22	501	dry:SH	615
3033	So-SakonNakhon	sss	dry		səʔəːt	s ə ʔ əː t	s I 7 I t	S V H V T	S E H E T	22	501	dry:SH	615
3034	Souei-Saravan	kdt	dry		srəm	s r ə m	s r I m	S R V M	S R E M	14	495	dry:SR	618
3035	TaOi	tto	dry		srɛːŋ	s r ɛː ŋ	s r E N	S R V N	S R E N	9	535	dry:SR	618
3036	TaOi	tto	dry		həŋanˀ	h ə ŋ a nˀ	h I N a n	H V N V N	H E N A N	28	507	dry:HN	597
3037	Khasi	khi	dry		rkʰiaŋ	r kʰ ia ŋ	r k i N	R K V N	R K I N	29	508	dry:RK	610
3039	Pnar	pbv	dry		raw	r a w	r a w	R V W	R A W	13	494	dry:RW	614
3040	War-Lamin	aml	dry		rhɪəŋ	r h ɪə ŋ	r h i N	R H V N	R H I N	29	508	dry:RH	609
3041	Khmer-Surin	kxm	dry		sŋʊːt	s ŋ ʊː t	s N u t	S N V T	S N Y T	31	509	dry:SN	617
3042	Khmer-Surin	kxm	dry		krɪːm	k r ɪː m	k r i m	K R V M	K R I M	14	495	dry:KR	603
3043	Khmer-Standard	khm	dry		riːŋ	r iː ŋ	r i N	R V N	R I N	9	535	dry:RN	611
3044	Khmer-Standard	khm	dry		sŋuət	s ŋ uə t	s N u t	S N V T	S N Y T	31	509	dry:SN	617
3045	Khmer-Standard	khm	dry		praŋ	p r a ŋ	p r a N	P R V N	P R A N	16	497	dry:PR	608
3046	Idu	tyh	dry		rɔ̰̂ː	r ɔ̰̂ː	r o	R V	R U	13	494	dry:RH	609
3047	Khmu-Cuang	kjg	dry		hntaŋ	h n t a ŋ	h n t a N	H N T V N	H N T A N	32	510	dry:HN	597
3048	Khmu-Cuang	kjg	dry		ras	r a s	r a s	R V S	R A S	33	511	dry:RS	612
3049	Khmu-Cuang	kjg	dry		sroːɲ	s r oː ɲ	s r o H	S R V N	S R U N	34	512	dry:SR	618
3051	Khmu-Yuan	kjg	dry		cróːɲ	c r óː ɲ	T r o H	K R V N	C R U N	34	512	dry:KR	603
3052	Khmu-Yuan	kjg	dry		hntáːr	h n t áː r	h n t a r	H N T V R	H N T A R	36	513	dry:HN	597
3053	Khmu-Yuan	kjg	dry		ŋát	ŋ á t	N a t	N V T	N A T	37	514	dry:NT	607
3054	Khmu-Yuan	kjg	dry		ràːs	r àː s	r a s	R V S	R A S	33	511	dry:RS	612
3055	Mal-T'in	mlf	dry		kʰɔh	kʰ ɔ h	k o h	K V H	K U H	38	515	dry:KH	601
3056	Mal-T'in	mlf	dry		ŋat	ŋ a t	N a t	N V T	N A T	37	514	dry:NT	607
3062	Bugan	bbh	dry		tʃiu⁵⁵	t ʃ iu	t S i	T S V	T S I	40	517	dry:TS	621
3063	Mang	zng	dry		ɲat⁷	ɲ a t	H a t	N V T	N A T	37	514	dry:NT	607
3064	Mang	zng	dry		ʔaː³	ʔ aː	7 a	H V	H A	41	518	dry:HH	595
3065	Mon	mnw	dry		kɔh	k ɔ h	k o h	K V H	K U H	38	515	dry:KH	601
3066	Nyahkur	cbn	dry		cəkáç	c ə k á ç	T I k a S	K V K V S	C E K A S	39	516	dry:KK	602
3067	Nyahkur	cbn	dry		ŋríəp	ŋ r íə p	N r i p	N R V P	N R I P	42	519	dry:NR	606
3070	Gorum	pcj	dry		asar	a s a r	a s a r	V S V R	A S A R	43	520	dry:HS	599
3073	Kharia	khr	dry		kɔˈsɔr	k ɔ ˈs ɔ r	k o s o r	K V S V R	K U S U R	43	520	dry:KS	604
3078	Santali	sat	dry		rohoɽ	r o h o ɽ	r o h o r	R V H V R	R U H U R	46	521	dry:RH	609
3079	Santali	sat	dry		tase	t a s e	t a s e	T V S V	T A S E	47	522	dry:TS	621
3080	Sora	srb	dry		ʌsʌr	ʌ s ʌ r	o s o r	V S V R	E S E R	43	520	dry:HS	599
3081	Car	caq	dry		tətmaːkuwə	t ə t m aː k u w ə	t I t m a k u w I	T V T M V K V W V	T E T M A K Y W E	48	523	dry:TT	622
3082	Car	caq	dry		ɲɔː	ɲ ɔː	H o	N V	N U	49	524	dry:NH	605
3084	Nancowri	ncb	dry		hala	h a l a	h a l a	H V R V	H A L A	51	525	dry:HR	598
3094	Lawa(Ratanakul)	lcp	dry		ʔɔh	ʔ ɔ h	7 o h	H V H	H U H	57	527	dry:HH	595
3097	ManMet	mml	dry		ɔn³¹	ɔ n	o n	V N	U N	56	526	dry:HN	597
3099	Palaung-Dara'ang	pce	dry		heɲ	h e ɲ	h e H	H V N	H E N	61	528	dry:HN	597
3100	Palaung-Kalaw	pce	dry		kahaoh	ka haoh	k h	K H	K H	62	529	dry:KH	601
3102	Palaung-Namhsan	pce	dry		hɔŋ	h ɔ ŋ	h o N	H V N	H U N	63	530	dry:HN	597
3103	Riang-Sak	ril	dry		hɔŋ¹	h ɔ ŋ	h o N	H V N	H U N	63	530	dry:HN	597
3106	Wa-Praok	prk	dry		rɛ̤t	r ɛ̤ t	r E t	R V T	R E T	65	531	dry:RT	613
3107	Wa-Praok	prk	dry		hit	h i t	h i t	H V T	H I T	66	532	dry:HT	600
3108	Wa-Praok	prk	dry		kʰriam	kʰ r ia m	k r i m	K R V M	K R I M	14	495	dry:KR	603
3116	Karii	pkt	dry		rɔːh	r ɔː h	r o h	R V H	R U H	13	494	dry:RH	609
3117	Ruc	scb	dry		kʰoː	kʰ oː	k o	K V	K U	69	533	dry:KH	601
3120	Vietnamese	vie	dry		khô	k h ô	k h o	K H V	K H U	69	533	dry:KH	601
3131	Alak	alk	ear		ntoː	n t oː	n t o	N T V	N T U	2	540	ear:NT	633
3132	Bahnar-Golar	bdq	ear		ɗɔːn	ɗ ɔː n	d o n	T V N	T U N	3	541	ear:TN	645
3133	Bahnar-Kontum	bdq	ear		ɗɔːn	ɗ ɔː n	d o n	T V N	T U N	3	541	ear:TN	645
3134	Bahnar-Pleiku	bdq	ear		ɗɔːn	ɗ ɔː n	d o n	T V N	T U N	3	541	ear:TN	645
3135	Brao	brb	ear		trəpit	t r ə p i t	t r I p i t	T R V P V T	T R E P I T	4	542	ear:TR	646
3139	Cua	cua	ear		toːl	t oː l	t o l	T V R	T U L	2	540	ear:TR	646
3140	Halang	hal	ear		pəːt	p əː t	p I t	P V T	P E T	4	542	ear:PT	635
3141	Jeh	jeh	ear		pa̤t	p a̤ t	p a t	P V T	P A T	4	542	ear:PT	635
3142	Jru-Laven	lbo	ear		hpiːt	h p iː t	h p i t	H P V T	H P I T	4	542	ear:HP	624
3146	Mnong-Rölöm	mng	ear		toːr	t oː r	t o r	T V R	T U R	2	540	ear:TR	646
3147	Nyaheun	nev	ear		ppit	pp i t	p i t	P V T	P I T	4	542	ear:PT	635
3149	Rengao	ren	ear		dɔːn	d ɔː n	d o n	T V N	T U N	3	541	ear:TN	645
3151	Sedang	sed	ear		tṵən	t ṵə n	t u n	T V N	T Y N	3	541	ear:TN	645
3152	Sre	kpm	ear		tour	t ou r	t o r	T V R	T U R	2	540	ear:TR	646
3153	Stieng	sti	ear		toːr	t oː r	t o r	T V R	T U R	2	540	ear:TR	646
3156	Bru-Talan	oog	ear		kətoːr	k ə t oː r	k I t o r	K V T V R	K E T U R	2	540	ear:KT	630
3157	Bru-Ubon	bru	ear		kətuːr	k ə t uː r	k I t u r	K V T V R	K E T Y R	2	540	ear:KT	630
3158	In	irr	ear		kətoːr	k ə t oː r	k I t o r	K V T V R	K E T U R	2	540	ear:KT	630
3159	Katang	kgd	ear		kətʊːr	k ə t ʊː r	k I t u r	K V T V R	K E T Y R	2	540	ear:KT	630
3160	Katu-AnDiem	ktv	ear		katɑr	k a t ɑ r	k a t o r	K V T V R	K A T A R	2	540	ear:KT	630
3162	Kui(Sriwises1978)	kdt	ear		kətɔːr	k ə t ɔː r	k I t o r	K V T V R	K E T U R	2	540	ear:KT	630
3163	Kui(Huffman1979)	kdt	ear		kətɔːl	k ə t ɔː l	k I t o l	K V T V R	K E T U L	2	540	ear:KT	630
3165	Mankong	sss	ear		kutoːr	k u t oː r	k u t o r	K V T V R	K Y T U R	2	540	ear:KT	630
3166	Nge'	ngt	ear		kator	k a t o r	k a t o r	K V T V R	K A T U R	2	540	ear:KT	630
3167	Pacoh	pac	ear		kutṵːr	k u t ṵː r	k u t u r	K V T V R	K Y T Y R	2	540	ear:KT	630
3168	So-Khammouane	sss	ear		kətuːr	k ə t uː r	k I t u r	K V T V R	K E T Y R	2	540	ear:KT	630
3169	So-SakonNakhon	sss	ear		kətuːr	k ə t uː r	k I t u r	K V T V R	K E T Y R	2	540	ear:KT	630
3170	Souei-Saravan	kdt	ear		kətoːl	k ə t oː l	k I t o l	K V T V R	K E T U L	2	540	ear:KT	630
3171	TaOi	tto	ear		kətoːr	k ə t oː r	k I t o r	K V T V R	K E T U R	2	540	ear:KT	630
3172	Khasi	khi	ear		ʃkɔːr	ʃ k ɔː r	S k o r	S K V R	S K U R	5	543	ear:SK	641
3174	Pnar	pbv	ear		ckoːr	c k oː r	T k o r	K K V R	C K U R	5	543	ear:KK	629
3175	War-Lamin	aml	ear		təraŋ	t ə r a ŋ	t I r a N	T V R V N	T E R A N	6	544	ear:TR	646
3176	Khmer-Surin	kxm	ear		tʨɪːɁ	t ʨ ɪː Ɂ	t C i 7	T K V H	T C I H	7	545	ear:TK	644
3177	Khmer-Standard	khm	ear		trɑciəʔ	t r ɑ c iə ʔ	t r o T i 7	T R V K V H	T R A C I H	7	545	ear:TR	646
3178	Idu	tyh	ear		kɛ́ʔ	k ɛ́ ʔ	k E 7	K V H	K E H	8	546	ear:KH	628
3179	Khmu-Cuang	kjg	ear		rməːj	r m əː j	r m I y	R M V J	R M E J	9	547	ear:RM	637
3181	Khmu-Yuan	kjg	ear		hrmə̀ːj	h r m ə̀ː j	h r m I y	H R M V J	H R M E J	9	547	ear:HR	625
3183	Mal-T'in	mlf	ear		mɔːj	m ɔː j	m o y	M V J	M U J	9	547	ear:MJ	631
3189	Bugan	bbh	ear		pa⁵⁵ʦɛ³⁵	pa⁵⁵ ʦɛ³⁵	p c	P K	P C	7	545	ear:PK	634
3190	Mang	zng	ear		ŋ²teː⁶	ŋ² teː⁶	N t	N T	N T	10	536	ear:NT	633
3191	Mon	mnw	ear		kato	k a t o	k a t o	K V T V	K A T U	2	540	ear:KT	630
3192	Nyahkur	cbn	ear		kətúər	k ə t úə r	k I t u r	K V T V R	K E T Y R	2	540	ear:KT	630
3195	Gorum	pcj	ear		luˀd	l uˀ d	l u d	R V T	L Y T	2	540	ear:RT	639
