ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	INFOMAPID
9836	Kala Lagaw Ya	kala1377	FEATHER		kaikai	k a i k a i	K V V K V V	k a i k a i	K A I K A I	FEATHER:3968	3968	FEATHER:1900	1900
9818	Kalkutung	kalk1246	FEATHER		puɭun	p u ɭ u n	P V R V N	p u L u n	P Y L Y N	FEATHER:4005	4005	FEATHER:1901	1901
9820	Karadjeri	kara1476	FEATHER		madogoɹa	m a d o g o ɹ a	M V T V K V R V	m a d o g o r a	M A T U K U R A	FEATHER:1	1	FEATHER:1876	1876
9822	Kartujarra	kart1247	FEATHER		ŋaɭpi	ŋ a ɭ p i	N V R P V	N a L p i	N A L P I	FEATHER:3965	3965	FEATHER:1863	1863
9824	Kaurna	kaur1267	FEATHER		wopːa	w o pː a	W V P V	w o p a	W U P A	FEATHER:3990	3990	FEATHER:1902	1902
9828	Kukatja	kuka1246	FEATHER		ɲaɭpi	ɲ a ɭ p i	N V R P V	H a L p i	N A L P I	FEATHER:3965	3965	FEATHER:1863	1863
9829	Kuku-Yalanji	kuku1273	FEATHER		bucu	b u c u	P V K V	b u T u	P Y C Y	FEATHER:3982	3982	FEATHER:1862	1862
9806	Kumbainggar	kumb1268	FEATHER		wuruːn	w u r uː n	W V R V N	w u r u n	W Y R Y N	FEATHER:4015	4015	FEATHER:1870	1870
9834	Kuuku-Ya'u	kuuk1238	FEATHER		punt̪a	p u n t̪ a	P V N T V	p u n t a	P Y N T A	FEATHER:4030	4030	FEATHER:1862	1862
9856	Lower Riverland	lowe1402	FEATHER		kuicu	k u i c u	K V V K V	k u i T u	K Y I C Y	FEATHER:4021	4021	FEATHER:1903	1903
9840	Margany	marg1253	FEATHER		buda	b u d a	P V T V	b u d a	P Y T A	FEATHER:3986	3986	FEATHER:1862	1862
9841	Martu Wangka	mart1256	FEATHER		ɲaɭpi	ɲ a ɭ p i	N V R P V	H a L p i	N A L P I	FEATHER:3965	3965	FEATHER:1863	1863
9850	Mudburra	mudb1240	FEATHER		binkir	b i n k i r	P V N K V R	b i n k i r	P I N K I R	FEATHER:3966	3966	FEATHER:1868	1868
9862	Narrinyeri	narr1259	FEATHER		junda	j u n d a	J V N T V	y u n d a	J Y N T A	FEATHER:3995	3995	FEATHER:1877	1877
9854	Ngaanyatjarra	ngaa1240	FEATHER		ɲaɭpi	ɲ a ɭ p i	N V R P V	H a L p i	N A L P I	FEATHER:3965	3965	FEATHER:1863	1863
9857	Ngamini	ngam1284	FEATHER		tilipuɹu	t i l i p u ɹ u	T V R V P V R V	t i l i p u r u	T I L I P Y R Y	FEATHER:3979	3979	FEATHER:1867	1867
9859	Ngarinman	ngar1235	FEATHER		marabara	m a r a b a r a	M V R V P V R V	m a r a b a r a	M A R A P A R A	FEATHER:3985	3985	FEATHER:1878	1878
9861	Ngarluma	ngar1287	FEATHER		baɖu	b a ɖ u	P V T V	b a d u	P A T Y	FEATHER:4036	4036	FEATHER:1862	1862
9894	Ngura	ngur1261	FEATHER		t̪iribulu	t̪ i r i b u l u	T V R V P V R V	t i r i b u l u	T I R I P Y L Y	FEATHER:3979	3979	FEATHER:1867	1867
9867	Northern Coastal Nyangumarta	nort2754	FEATHER		wipija	w i p i j a	W V P V J V	w i p i y a	W I P I J A	FEATHER:4035	4035	FEATHER:1879	1879
9868	Nyamal	nyam1271	FEATHER		marili	m a r i l i	M V R V R V	m a r i l i	M A R I L I	FEATHER:1	1	FEATHER:1880	1880
9869	Nyamal	nyam1271	FEATHER		paɹpu	p a ɹ p u	P V R P V	p a r p u	P A R P Y	FEATHER:1	1	FEATHER:1894	1894
9870	Nyamal	nyam1271	FEATHER		paʈu	p a ʈ u	P V T V	p a t u	P A T Y	FEATHER:1	1	FEATHER:1862	1862
9871	Nyamal	nyam1271	FEATHER		wiru	w i r u	W V R V	w i r u	W I R Y	FEATHER:1	1	FEATHER:1865	1865
9872	Nyangumarta	nyan1301	FEATHER		wiru	w i r u	W V R V	w i r u	W I R Y	FEATHER:4018	4018	FEATHER:1865	1865
9873	Nyunga	nyun1247	FEATHER		dciralj	d c i r a l j	T K V R V R J	d T i r a l y	T C I R A L J	FEATHER:3978	3978	FEATHER:1881	1881
9874	Paakantyi	darl1243	FEATHER		bulgi	b u l g i	P V R K V	b u l g i	P Y L K I	FEATHER:3976	3976	FEATHER:1871	1871
9880	Pitjantjatjara	pitj1243	FEATHER		ɲalpi	ɲ a l p i	N V R P V	H a l p i	N A L P I	FEATHER:3965	3965	FEATHER:1863	1863
9881	Pitjantjatjara	pitj1243	FEATHER		kalpi	k a l p i	K V R P V	k a l p i	K A L P I	FEATHER:3965	3965	FEATHER:1863	1863
9882	Pitta Pitta	pitt1247	FEATHER		t̪at̪i	t̪ a t̪ i	T V T V	t a t i	T A T I	FEATHER:4012	4012	FEATHER:1864	1864
9884	Ritarungo	rita1239	FEATHER		buɭuk	b u ɭ u k	P V R V K	b u L u k	P Y L Y K	FEATHER:3972	3972	FEATHER:1882	1882
9794	Sydney	sydn1236	FEATHER		wilːbiŋal	w i lː b i ŋ a l	W V R P V N V R	w i l b i N a l	W I L P I N A L	FEATHER:3999	3999	FEATHER:1883	1883
9813	Sydney	sydn1236	FEATHER		ŋɔɲul	ŋ ɔ ɲ u l	N V N V R	N o H u l	N U N Y L	FEATHER:1	1	FEATHER:1895	1895
9889	Wagaya	waga1260	FEATHER		inːju	i nː j u	V N J V	i n y u	I N J Y	FEATHER:4019	4019	FEATHER:1884	1884
9900	Wanman	wanm1242	FEATHER		wiʈawiʈa	w i ʈ a w i ʈ a	W V T V W V T V	w i t a w i t a	W I T A W I T A	FEATHER:4000	4000	FEATHER:1885	1885
9901	Wariyangga	wari1262	FEATHER		wambura	w a m b u r a	W V M P V R V	w a m b u r a	W A M P Y R A	FEATHER:4007	4007	FEATHER:1866	1866
9898	Warlpiri	warl1254	FEATHER		cincilcincilpa	c i n c i l c i n c i l p a	K V N K V R K V N K V R P V	T i n T i l T i n T i l p a	C I N C I L C I N C I L P A	FEATHER:3987	3987	FEATHER:1886	1886
9902	Warumungu	waru1265	FEATHER		limpːi	l i m pː i	R V M P V	l i m p i	L I M P I	FEATHER:3967	3967	FEATHER:1887	1887
9903	Wathawurrung	wath1238	FEATHER		kuran	k u r a n	K V R V N	k u r a n	K Y R A N	FEATHER:3992	3992	FEATHER:1870	1870
9905	Wik-Mungkan	wikm1247	FEATHER		woːt̪am	w oː t̪ a m	W V T V M	w o t a m	W U T A M	FEATHER:4016	4016	FEATHER:1888	1888
9906	Wiradhuri	wira1262	FEATHER		gawuːra	g a w uː r a	K V W V R V	g a w u r a	K A W Y R A	FEATHER:4003	4003	FEATHER:1889	1889
9910	Yan-nhangu	yann1237	FEATHER		guʈkuʈ	g u ʈ k u ʈ	K V T K V T	g u t k u t	K Y T K Y T	FEATHER:3973	3973	FEATHER:1890	1890
9911	Yandruwandha	yand1253	FEATHER		t̪iripuɖu	t̪ i r i p u ɖ u	T V R V P V T V	t i r i p u d u	T I R I P Y T Y	FEATHER:3979	3979	FEATHER:1867	1867
9913	Yawarawarga	yawa1258	FEATHER		kutca	k u t c a	K V T K V	k u t T a	K Y T C A	FEATHER:3980	3980	FEATHER:1869	1869
9914	Yindjibarndi	yind1247	FEATHER		baɖu	b a ɖ u	P V T V	b a d u	P A T Y	FEATHER:4036	4036	FEATHER:1862	1862
9916	Yorta Yorta	yort1237	FEATHER		duna	d u n a	T V N V	d u n a	T Y N A	FEATHER:4002	4002	FEATHER:1891	1891
9785	Yugambeh-Bandjalang	band1339	FEATHER		bidcaɹ	b i d c a ɹ	P V T K V R	b i d T a r	P I T C A R	FEATHER:1	1	FEATHER:1892	1892
9918	Yulparitja	yulp1238	FEATHER		ɲaɭpi	ɲ a ɭ p i	N V R P V	H a L p i	N A L P I	FEATHER:3965	3965	FEATHER:1863	1863
9919	Yuwaalaraay	yuwa1242	FEATHER		jad̪aːr	j a d̪ aː r	J V T V R	y a d a r	J A T A R	FEATHER:3994	3994	FEATHER:1864	1864
30890	Adnyamathanha	adny1235	FEMALE PERSON		aʈu	a ʈ u	V T V	a t u	A T Y	FEMALE PERSON:13010	13010	FEMALE PERSON:1917	1917
30892	Alyawarr	alya1239	FEMALE PERSON		aɹel̪	a ɹ e l̪	V R V R	a r e l	A R E L	FEMALE PERSON:13042	13042	FEMALE PERSON:1947	1947
30894	Arabana	arab1267	FEMALE PERSON		ulcuɭa	u l c u ɭ a	V R K V R V	u l T u L a	Y L C Y L A	FEMALE PERSON:13038	13038	FEMALE PERSON:1948	1948
31036	Banggarla	bang1339	FEMALE PERSON		balaɹa	b a l a ɹ a	P V R V R V	b a l a r a	P A L A R A	FEMALE PERSON:13014	13014	FEMALE PERSON:1918	1918
31037	Bayungu	bayu1240	FEMALE PERSON		ɲancil	ɲ a n c i l	N V N K V R	H a n T i l	N A N C I L	FEMALE PERSON:13045	13045	FEMALE PERSON:1919	1919
31050	Dhalandji	dhal1245	FEMALE PERSON		waljun	w a l j u n	W V R J V N	w a l y u n	W A L J Y N	FEMALE PERSON:13050	13050	FEMALE PERSON:1911	1911
30908	Dhangu	dhan1270	FEMALE PERSON		baʈami	b a ʈ a m i	P V T V M V	b a t a m i	P A T A M I	FEMALE PERSON:12998	12998	FEMALE PERSON:1949	1949
31051	Dhargari	dhar1247	FEMALE PERSON		macaŋu	m a c a ŋ u	M V K V N V	m a T a N u	M A C A N Y	FEMALE PERSON:13043	13043	FEMALE PERSON:1908	1908
30915	Dhuwal	dhuw1249	FEMALE PERSON		guɖiŋguɖiŋ	g u ɖ i ŋ g u ɖ i ŋ	K V T V N K V T V N	g u d i N g u d i N	K Y T I N K Y T I N	FEMALE PERSON:1	1	FEMALE PERSON:1950	1950
30917	Dieri	dier1241	FEMALE PERSON		wil̪a	w i l̪ a	W V R V	w i l a	W I L A	FEMALE PERSON:13040	13040	FEMALE PERSON:1904	1904
30919	Djambarrpuyngu	djam1256	FEMALE PERSON		waʈa	w a ʈ a	W V T V	w a t a	W A T A	FEMALE PERSON:13077	13077	FEMALE PERSON:1904	1904
30921	Djinang	djin1253	FEMALE PERSON		barpi	b a r p i	P V R P V	b a r p i	P A R P I	FEMALE PERSON:12997	12997	FEMALE PERSON:1920	1920
30947	Djiwarli	djiw1241	FEMALE PERSON		puraɖi	p u r a ɖ i	P V R V T V	p u r a d i	P Y R A T I	FEMALE PERSON:13049	13049	FEMALE PERSON:1913	1913
30918	Dyaabugay	dyaa1242	FEMALE PERSON		bancil	b a n c i l	P V N K V R	b a n T i l	P A N C I L	FEMALE PERSON:13062	13062	FEMALE PERSON:1921	1921
30926	Gamilaraay	gami1243	FEMALE PERSON		eːnaɹ	eː n a ɹ	V N V R	e n a r	E N A R	FEMALE PERSON:13032	13032	FEMALE PERSON:1905	1905
30951	Gamilaraay	gami1243	FEMALE PERSON		inaɹ	i n a ɹ	V N V R	i n a r	I N A R	FEMALE PERSON:13032	13032	FEMALE PERSON:1905	1905
30937	Gupapuyngu	gupa1247	FEMALE PERSON		waʈa	w a ʈ a	W V T V	w a t a	W A T A	FEMALE PERSON:13077	13077	FEMALE PERSON:1904	1904
30976	Gurdjar	gurd1238	FEMALE PERSON		waciwac	w a c i w a c	W V K V W V K	w a T i w a T	W A C I W A C	FEMALE PERSON:13030	13030	FEMALE PERSON:1922	1922
30977	Gurdjar	gurd1238	FEMALE PERSON		moːer	m oː e r	M V V R	m o e r	M U E R	FEMALE PERSON:13030	13030	FEMALE PERSON:1945	1945
30938	Gurindji	guri1247	FEMALE PERSON		canka	c a n k a	K V N K V	T a n k a	C A N K A	FEMALE PERSON:12994	12994	FEMALE PERSON:1909	1909
30943	Guyani	guya1249	FEMALE PERSON		kadɹu	k a d ɹ u	K V T R V	k a d r u	K A T R Y	FEMALE PERSON:13010	13010	FEMALE PERSON:1951	1951
30945	Jaru	jaru1254	FEMALE PERSON		gaolin	g a o l i n	K V V R V N	g a o l i n	K A U L I N	FEMALE PERSON:13009	13009	FEMALE PERSON:1923	1923
30980	Kala Lagaw Ya	kala1377	FEMALE PERSON		ipikazil	i p i k a z i l	V P V K V S V R	i p i k a z i l	I P I K A S I L	FEMALE PERSON:13002	13002	FEMALE PERSON:1924	1924
30950	Kalkutung	kalk1246	FEMALE PERSON		maɹapai	m a ɹ a p a i	M V R V P V V	m a r a p a i	M A R A P A I	FEMALE PERSON:13034	13034	FEMALE PERSON:1916	1916
30952	Karadjeri	kara1476	FEMALE PERSON		wakala	w a k a l a	W V K V R V	w a k a l a	W A K A L A	FEMALE PERSON:13033	13033	FEMALE PERSON:1925	1925
30956	Kartujarra	kart1247	FEMALE PERSON		wanti	w a n t i	W V N T V	w a n t i	W A N T I	FEMALE PERSON:13030	13030	FEMALE PERSON:1904	1904
30959	Kaurna	kaur1267	FEMALE PERSON		ŋamːaica	ŋ a mː a i c a	N V M V V K V	N a m a i T a	N A M A I C A	FEMALE PERSON:13013	13013	FEMALE PERSON:1952	1952
30968	Kukatja	kuka1246	FEMALE PERSON		maːnin	m aː n i n	M V N V N	m a n i n	M A N I N	FEMALE PERSON:12989	12989	FEMALE PERSON:1906	1906
30969	Kuku-Yalanji	kuku1273	FEMALE PERSON		calbu	c a l b u	K V R P V	T a l b u	C A L P Y	FEMALE PERSON:12988	12988	FEMALE PERSON:1953	1953
30932	Kumbainggar	kumb1268	FEMALE PERSON		ɲami	ɲ a m i	N V M V	H a m i	N A M I	FEMALE PERSON:13044	13044	FEMALE PERSON:1926	1926
30978	Kuuku-Ya'u	kuuk1238	FEMALE PERSON		ukulŋkumu	u k u l ŋ k u m u	V K V R N K V M V	u k u l N k u m u	Y K Y L N K Y M Y	FEMALE PERSON:13068	13068	FEMALE PERSON:1927	1927
31014	Lower Riverland	lowe1402	FEMALE PERSON		ŋamːaicu	ŋ a mː a i c u	N V M V V K V	N a m a i T u	N A M A I C Y	FEMALE PERSON:13013	13013	FEMALE PERSON:1954	1954
30986	Margany	marg1253	FEMALE PERSON		bid̪al	b i d̪ a l	P V T V R	b i d a l	P I T A L	FEMALE PERSON:12983	12983	FEMALE PERSON:1955	1955
30987	Martu Wangka	mart1256	FEMALE PERSON		mirkacara	m i r k a c a r a	M V R K V K V R V	m i r k a T a r a	M I R K A C A R A	FEMALE PERSON:12996	12996	FEMALE PERSON:1914	1914
31005	Mudburra	mudb1240	FEMALE PERSON		kiri	k i r i	K V R V	k i r i	K I R I	FEMALE PERSON:13004	13004	FEMALE PERSON:1910	1910
31007	Muruwari	muru1266	FEMALE PERSON		mugin	m u g i n	M V K V N	m u g i n	M Y K I N	FEMALE PERSON:13036	13036	FEMALE PERSON:1928	1928
31021	Narrinyeri	narr1259	FEMALE PERSON		jaʈuwe	j a ʈ u w e	J V T V W V	y a t u w e	J A T Y W E	FEMALE PERSON:13020	13020	FEMALE PERSON:1929	1929
31010	Ngaanyatjarra	ngaa1240	FEMALE PERSON		miɲma	m i ɲ m a	M V N M V	m i H m a	M I N M A	FEMALE PERSON:12981	12981	FEMALE PERSON:1915	1915
31011	Ngaanyatjarra	ngaa1240	FEMALE PERSON		mumuni	m u m u n i	M V M V N V	m u m u n i	M Y M Y N I	FEMALE PERSON:12981	12981	FEMALE PERSON:1946	1946
31015	Ngamini	ngam1284	FEMALE PERSON		widla	w i d l a	W V T R V	w i d l a	W I T L A	FEMALE PERSON:13040	13040	FEMALE PERSON:1904	1904
31018	Ngarinman	ngar1235	FEMALE PERSON		baɳmara	b a ɳ m a r a	P V N M V R V	b a n m a r a	P A N M A R A	FEMALE PERSON:13015	13015	FEMALE PERSON:1930	1930
31020	Ngarluma	ngar1287	FEMALE PERSON		maŋa	m a ŋ a	M V N V	m a N a	M A N A	FEMALE PERSON:13064	13064	FEMALE PERSON:1906	1906
31061	Ngura	ngur1261	FEMALE PERSON		waɭga	w a ɭ g a	W V R K V	w a L g a	W A L K A	FEMALE PERSON:13001	13001	FEMALE PERSON:1931	1931
31029	Northern Coastal Nyangumarta	nort2754	FEMALE PERSON		miɭkar	m i ɭ k a r	M V R K V R	m i L k a r	M I L K A R	FEMALE PERSON:13053	13053	FEMALE PERSON:1932	1932
31030	Nyamal	nyam1271	FEMALE PERSON		muŋala	m u ŋ a l a	M V N V R V	m u N a l a	M Y N A L A	FEMALE PERSON:13073	13073	FEMALE PERSON:1906	1906
31031	Nyangumarta	nyan1301	FEMALE PERSON		miʈawa	m i ʈ a w a	M V T V W V	m i t a w a	M I T A W A	FEMALE PERSON:13022	13022	FEMALE PERSON:1933	1933
31032	Nyunga	nyun1247	FEMALE PERSON		joːŋa_jago	j oː ŋ a j a g o	J V N V J V K V	y o N a y a g o	J U N A J A K U	FEMALE PERSON:13000	13000	FEMALE PERSON:1934	1934
31033	Paakantyi	darl1243	FEMALE PERSON		noŋo	n o ŋ o	N V N V	n o N o	N U N U	FEMALE PERSON:13006	13006	FEMALE PERSON:1935	1935
31035	Panytyima	pany1241	FEMALE PERSON		palja	p a l j a	P V R J V	p a l y a	P A L J A	FEMALE PERSON:13082	13082	FEMALE PERSON:1911	1911
31043	Pitjantjatjara	pitj1243	FEMALE PERSON		kuŋka	k u ŋ k a	K V N K V	k u N k a	K Y N K A	FEMALE PERSON:12981	12981	FEMALE PERSON:1909	1909
31044	Pitjantjatjara	pitj1243	FEMALE PERSON		miɲma	m i ɲ m a	M V N M V	m i H m a	M I N M A	FEMALE PERSON:12981	12981	FEMALE PERSON:1915	1915
31045	Pitta Pitta	pitt1247	FEMALE PERSON		paraca	p a r a c a	P V R V K V	p a r a T a	P A R A C A	FEMALE PERSON:13046	13046	FEMALE PERSON:1936	1936
31049	Ritarungo	rita1239	FEMALE PERSON		d̪iŋʔ	d̪ i ŋ ʔ	T V N H	d i N 7	T I N H	FEMALE PERSON:12999	12999	FEMALE PERSON:1937	1937
30910	Sydney	sydn1236	FEMALE PERSON		gin	g i n	K V N	g i n	K I N	FEMALE PERSON:13023	13023	FEMALE PERSON:1912	1912
30944	Sydney	sydn1236	FEMALE PERSON		cin	c i n	K V N	T i n	C I N	FEMALE PERSON:13023	13023	FEMALE PERSON:1912	1912
31054	Wagaya	waga1260	FEMALE PERSON		kiɹir	k i ɹ i r	K V R V R	k i r i r	K I R I R	FEMALE PERSON:13004	13004	FEMALE PERSON:1910	1910
31068	Wanman	wanm1242	FEMALE PERSON		wanacara	w a n a c a r a	W V N V K V R V	w a n a T a r a	W A N A C A R A	FEMALE PERSON:13029	13029	FEMALE PERSON:1938	1938
31069	Wariyangga	wari1262	FEMALE PERSON		puraɖi	p u r a ɖ i	P V R V T V	p u r a d i	P Y R A T I	FEMALE PERSON:13049	13049	FEMALE PERSON:1913	1913
31066	Warlpiri	warl1254	FEMALE PERSON		kaɳta	k a ɳ t a	K V N T V	k a n t a	K A N T A	FEMALE PERSON:13003	13003	FEMALE PERSON:1904	1904
31070	Warumungu	waru1265	FEMALE PERSON		kirici	k i r i c i	K V R V K V	k i r i T i	K I R I C I	FEMALE PERSON:13004	13004	FEMALE PERSON:1939	1939
31072	Wathawurrung	wath1238	FEMALE PERSON		bagurk	b a g u r k	P V K V R K	b a g u r k	P A K Y R K	FEMALE PERSON:13018	13018	FEMALE PERSON:1940	1940
31076	Wik-Mungkan	wikm1247	FEMALE PERSON		wanc	w a n c	W V N K	w a n T	W A N C	FEMALE PERSON:13030	13030	FEMALE PERSON:1941	1941
31077	Wiradhuri	wira1262	FEMALE PERSON		enːaɹ	e nː a ɹ	V N V R	e n a r	E N A R	FEMALE PERSON:13032	13032	FEMALE PERSON:1905	1905
31078	Wirangu-Nauo	wira1260	FEMALE PERSON		wijana	w i j a n a	W V J V N V	w i y a n a	W I J A N A	FEMALE PERSON:13016	13016	FEMALE PERSON:1942	1942
31084	Yan-nhangu	yann1237	FEMALE PERSON		muɳkaŋu	m u ɳ k a ŋ u	M V N K V N V	m u n k a N u	M Y N K A N Y	FEMALE PERSON:13005	13005	FEMALE PERSON:1908	1908
31085	Yandruwandha	yand1253	FEMALE PERSON		jiwa	j i w a	J V W V	y i w a	J I W A	FEMALE PERSON:13021	13021	FEMALE PERSON:1907	1907
31086	Yandruwandha	yand1253	FEMALE PERSON		n̪iwa	n̪ i w a	N V W V	n i w a	N I W A	FEMALE PERSON:13021	13021	FEMALE PERSON:1907	1907
31089	Yawarawarga	yawa1258	FEMALE PERSON		tciwaɹa	t c i w a ɹ a	T K V W V R V	t T i w a r a	T C I W A R A	FEMALE PERSON:13008	13008	FEMALE PERSON:1907	1907
31091	Yindjibarndi	yind1247	FEMALE PERSON		waɖira	w a ɖ i r a	W V T V R V	w a d i r a	W A T I R A	FEMALE PERSON:12974	12974	FEMALE PERSON:1943	1943
31095	Yorta Yorta	yort1237	FEMALE PERSON		wiɲar	w i ɲ a r	W V N V R	w i H a r	W I N A R	FEMALE PERSON:13025	13025	FEMALE PERSON:1905	1905
30898	Yugambeh-Bandjalang	band1339	FEMALE PERSON		doːbuɹj	d oː b u ɹ j	T V P V R J	d o b u r y	T U P Y R J	FEMALE PERSON:13067	13067	FEMALE PERSON:1944	1944
31097	Yulparitja	yulp1238	FEMALE PERSON		mirkacara	m i r k a c a r a	M V R K V K V R V	m i r k a T a r a	M I R K A C A R A	FEMALE PERSON:12996	12996	FEMALE PERSON:1914	1914
9920	Adnyamathanha	adny1235	FIRE		aɖɭa	a ɖ ɭ a	V T R V	a d L a	A T L A	FIRE:4129	4129	FIRE:1956	1956
9922	Alyawarr	alya1239	FIRE		rwa	r w a	R W V	r w a	R W A	FIRE:4113	4113	FIRE:1965	1965
9924	Arabana	arab1267	FIRE		maka	m a k a	M V K V	m a k a	M A K A	FIRE:4100	4100	FIRE:1958	1958
10062	Banggarla	bang1339	FIRE		gadla	g a d l a	K V T R V	g a d l a	K A T L A	FIRE:4129	4129	FIRE:1956	1956
10063	Banggarla	bang1339	FIRE		kuɖla	k u ɖ l a	K V T R V	k u d l a	K Y T L A	FIRE:4129	4129	FIRE:1956	1956
10064	Bayungu	bayu1240	FIRE		kaɭa	k a ɭ a	K V R V	k a L a	K A L A	FIRE:4129	4129	FIRE:1956	1956
10076	Dhalandji	dhal1245	FIRE		kaɭa	k a ɭ a	K V R V	k a L a	K A L A	FIRE:4129	4129	FIRE:1956	1956
9938	Dhangu	dhan1270	FIRE		d̪aŋut̪a	d̪ a ŋ u t̪ a	T V N V T V	d a N u t a	T A N Y T A	FIRE:4079	4079	FIRE:1966	1966
10077	Dhargari	dhar1247	FIRE		kaɖa	k a ɖ a	K V T V	k a d a	K A T A	FIRE:4129	4129	FIRE:1956	1956
9945	Dhuwal	dhuw1249	FIRE		guʈha	g u ʈ h a	K V T H V	g u t h a	K Y T H A	FIRE:4078	4078	FIRE:1956	1956
9947	Dieri	dier1241	FIRE		tudu	t u d u	T V T V	t u d u	T Y T Y	FIRE:4098	4098	FIRE:1961	1961
9949	Djambarrpuyngu	djam1256	FIRE		guʈha	g u ʈ h a	K V T H V	g u t h a	K Y T H A	FIRE:4078	4078	FIRE:1956	1956
9951	Djinang	djin1253	FIRE		dcuŋgi	d c u ŋ g i	T K V N K V	d T u N g i	T C Y N K I	FIRE:4075	4075	FIRE:1993	1993
9975	Djiwarli	djiw1241	FIRE		kaɭa	k a ɭ a	K V R V	k a L a	K A L A	FIRE:4129	4129	FIRE:1956	1956
9948	Dyaabugay	dyaa1242	FIRE		biɹi	b i ɹ i	P V R V	b i r i	P I R I	FIRE:4112	4112	FIRE:1967	1967
9956	Gamilaraay	gami1243	FIRE		wagi	w a g i	W V K V	w a g i	W A K I	FIRE:4085	4085	FIRE:1959	1959
9979	Gamilaraay	gami1243	FIRE		wi	w i	W V	w i	W I	FIRE:4083	4083	FIRE:1960	1960
9967	Gupapuyngu	gupa1247	FIRE		guʈha	g u ʈ h a	K V T H V	g u t h a	K Y T H A	FIRE:4078	4078	FIRE:1956	1956
10000	Gurdjar	gurd1238	FIRE		weːɖ	w eː ɖ	W V T	w e d	W E T	FIRE:4121	4121	FIRE:1960	1960
10001	Gurdjar	gurd1238	FIRE		ŋkuaːriŋ	ŋ k u aː r i ŋ	N K V V R V N	N k u a r i N	N K Y A R I N	FIRE:4121	4121	FIRE:1990	1990
9968	Gurindji	guri1247	FIRE		waɭu	w a ɭ u	W V R V	w a L u	W A L Y	FIRE:4113	4113	FIRE:1957	1957
9971	Guyani	guya1249	FIRE		itla	i t l a	V T R V	i t l a	I T L A	FIRE:4129	4129	FIRE:1956	1956
9973	Jaru	jaru1254	FIRE		dcao	d c a o	T K V V	d T a o	T C A U	FIRE:4086	4086	FIRE:1968	1968
10004	Kala Lagaw Ya	kala1377	FIRE		moi	m o i	M V V	m o i	M U I	FIRE:4099	4099	FIRE:1964	1964
9978	Kalkutung	kalk1246	FIRE		ucan	u c a n	V K V N	u T a n	Y C A N	FIRE:4128	4128	FIRE:1969	1969
9980	Karadjeri	kara1476	FIRE		kaɹita	k a ɹ i t a	K V R V T V	k a r i t a	K A R I T A	FIRE:4075	4075	FIRE:1994	1994
9984	Kartujarra	kart1247	FIRE		ŋujimpuɹa	ŋ u j i m p u ɹ a	N V J V M P V R V	N u y i m p u r a	N Y J I M P Y R A	FIRE:4090	4090	FIRE:1970	1970
9987	Kaurna	kaur1267	FIRE		gadla	g a d l a	K V T R V	g a d l a	K A T L A	FIRE:4129	4129	FIRE:1956	1956
9988	Kaurna	kaur1267	FIRE		peːa	p eː a	P V V	p e a	P E A	FIRE:4129	4129	FIRE:1991	1991
9993	Kukatja	kuka1246	FIRE		waɭu	w a ɭ u	W V R V	w a L u	W A L Y	FIRE:4113	4113	FIRE:1957	1957
9994	Kuku-Yalanji	kuku1273	FIRE		baja	b a j a	P V J V	b a y a	P A J A	FIRE:4117	4117	FIRE:1971	1971
9962	Kumbainggar	kumb1268	FIRE		waːgaj	w aː g a j	W V K V J	w a g a y	W A K A J	FIRE:4085	4085	FIRE:1959	1959
10002	Kuuku-Ya'u	kuuk1238	FIRE		juku	j u k u	J V K V	y u k u	J Y K Y	FIRE:4119	4119	FIRE:1972	1972
10039	Lower Riverland	lowe1402	FIRE		kapːaŋko	k a pː a ŋ k o	K V P V N K V	k a p a N k o	K A P A N K U	FIRE:4107	4107	FIRE:1973	1973
10011	Margany	marg1253	FIRE		buɖi	b u ɖ i	P V T V	b u d i	P Y T I	FIRE:4084	4084	FIRE:1974	1974
10012	Martu Wangka	mart1256	FIRE		taːru	t aː r u	T V R V	t a r u	T A R Y	FIRE:4097	4097	FIRE:1961	1961
10029	Mudburra	mudb1240	FIRE		buba	b u b a	P V P V	b u b a	P Y P A	FIRE:4123	4123	FIRE:1975	1975
10031	Muruwari	muru1266	FIRE		wiː	w iː	W V	w i	W I	FIRE:4083	4083	FIRE:1960	1960
10046	Narrinyeri	narr1259	FIRE		itca	i t c a	V T K V	i t T a	I T C A	FIRE:4087	4087	FIRE:1976	1976
10034	Ngaanyatjarra	ngaa1240	FIRE		ɲuɳma	ɲ u ɳ m a	N V N M V	H u n m a	N Y N M A	FIRE:4113	4113	FIRE:1977	1977
10035	Ngaanyatjarra	ngaa1240	FIRE		waɹu	w a ɹ u	W V R V	w a r u	W A R Y	FIRE:4113	4113	FIRE:1957	1957
10040	Ngamini	ngam1284	FIRE		tuɹu	t u ɹ u	T V R V	t u r u	T Y R Y	FIRE:4098	4098	FIRE:1961	1961
10043	Ngarinman	ngar1235	FIRE		cawi	c a w i	K V W V	T a w i	C A W I	FIRE:4086	4086	FIRE:1978	1978
10045	Ngarluma	ngar1287	FIRE		bugara	b u g a r a	P V K V R V	b u g a r a	P Y K A R A	FIRE:4127	4127	FIRE:1979	1979
