ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	SCAID
56281	Indonesian	?	father		ayah	aya h	V H	a h	A H	20	293	father:1178	1178
9071	Iraralay	?	father		ama	a m a	V M V	a m a	A M A	1	290	father:1134	1134
66728	Isamorong	?	father		mama	m a m a	M V M V	m a m a	M A M A	1	290	father:1134	1134
20165	Itbayat	?	father		papa	p a p a	P V P V	p a p a	P A P A	5	294	father:1135	1135
20166	Itbayat	?	father		ama	a m a	V M V	a m a	A M A	1	290	father:1134	1134
41199	Itbayaten	?	father		qamaq	q a m a q	K V M V K	q a m a q	K A M A K	1	290	father:1134	1134
35336	Ivasay	?	father		ama	a m a	V M V	a m a	A M A	1	290	father:1134	1134
32401	Katingan	?	father		yapaŋ	ya p a ŋ	V P V N	i p a N	Y P A N	12	291	father:1135	1135
21596	Lakalai	?	father		tama	t a m a	T V M V	t a m a	T A M A	1	290	father:1134	1134
63904	Luangiua	?	father		kama/nga	k a m a n g a	K V M V N K V	k a m a n g a	K A M A N K A	1	290	father:1134	1134
13831	MalayBahasaIndonesia	?	father		bapak	b a p a k	P V P V K	b a p a k	P A P A K	5	294	father:1135	1135
35052	Maori	?	father		matua	m a t ua	M V T V	m a t u	M A T Y	9	295	father:1136	1136
35053	Maori	?	father		papa	p a p a	P V P V	p a p a	P A P A	5	294	father:1135	1135
42466	Marquesan	?	father		motua	m o t ua	M V T V	m o t u	M U T Y	9	295	father:1136	1136
51977	Minangkabau	?	father		apaʔ	a p a ʔ	V P V H	a p a 7	A P A H	5	294	father:1135	1135
5248	NakanaiBilekiDialect	?	father		tama	t a m a	T V M V	t a m a	T A M A	1	290	father:1134	1134
52806	Ogan	?	father		bapaʔ	b a p a ʔ	P V P V H	b a p a 7	P A P A H	5	294	father:1135	1135
26873	Penrhyn	?	father		paa	p aa	P V	p a	P A	5	294	father:1135	1135
22102	RapanuiEasterIsland	?	father		matua	m a t ua	M V T V	m a t u	M A T Y	9	295	father:1136	1136
31973	Rarotongan	?	father		metua	m e t ua	M V T V	m e t u	M E T Y	9	295	father:1136	1136
31974	Rarotongan	?	father		papa	p a p a	P V P V	p a p a	P A P A	5	294	father:1135	1135
28568	Rennellese	?	father		tama/u	t a m a u	T V M V V	t a m a u	T A M A Y	1	290	father:1134	1134
1109	Rurutuan	?	father		paapaa	p aa p aa	P V P V	p a p a	P A P A	5	294	father:1135	1135
9525	Samoan	?	father		tama	t a m a	T V M V	t a m a	T A M A	1	290	father:1134	1134
39073	Sikaiana	?	father		tamana	t a m a n a	T V M V N V	t a m a n a	T A M A N A	1	290	father:1134	1134
16477	Surigaonon	?	father		tatay	t a t ay	T V T V	t a t a	T A T A	19	292	father:1136	1136
24185	Tagalog	?	father		ama	a m a	V M V	a m a	A M A	1	290	father:1134	1134
60640	TagalogAnthonydelaPaz	?	father		tatay	t a t ay	T V T V	t a t a	T A T A	19	292	father:1136	1136
60641	TagalogAnthonydelaPaz	?	father		ama	a m a	V M V	a m a	A M A	1	290	father:1134	1134
12907	TahitianModern	?	father		paapaa	p aa p aa	P V P V	p a p a	P A P A	5	294	father:1135	1135
9786	Tikopia	?	father		tama/na	t a m a n a	T V M V N V	t a m a n a	T A M A N A	1	290	father:1134	1134
19722	Tongan	?	father		tama|i	t a m a|i	T V M V	t a m a	T A M A	1	290	father:1134	1134
55143	UveaEast	?	father		tamai	t a m ai	T V M V	t a m a	T A M A	1	290	father:1134	1134
5415	WesternBukidnonManobo	?	father		amaq	a m a q	V M V K	a m a q	A M A K	1	290	father:1134	1134
7983	Woleai	?	father		tama	t a m a	T V M V	t a m a	T A M A	1	290	father:1134	1134
51254	Yami	?	father		ama	a m a	V M V	a m a	A M A	1	290	father:1134	1134
49202	Anuta	?	feather		puru	p u r u	P V R V	p u r u	P Y R Y	1	296	feather:1179	1179
50995	BanjareseMalay	?	feather		bulu	b u l u	P V R V	b u l u	P Y L Y	1	296	feather:1179	1179
46470	Carolinian	?	feather		ulayul	u l ayu l	V R V R	u l a l	Y L A L	1	296	feather:1179	1179
26897	Cebuano	?	feather		balahibo	b a l a h i b o	P V R V H V P V	b a l a h i b o	P A L A H I P U	21	299	feather:1179	1179
2876	Chuukese	?	feather		uun	uu n	V N	u n	Y N	30	300	feather:1183	1183
26154	ChuukeseAKATrukese	?	feather		wune	w u n e	W V N V	w u n e	W Y N E	30	300	feather:1183	1183
20129	DayakNgaju	?	feather		bulu	b u l u	P V R V	b u l u	P Y L Y	1	296	feather:1179	1179
67075	FutunaEast	?	feather		fulu	f u l u	P V R V	f u l u	B Y L Y	1	296	feather:1179	1179
51283	Indonesian	?	feather		bulu	b u l u	P V R V	b u l u	P Y L Y	1	296	feather:1179	1179
19166	Katingan	?	feather		buluʔ	b u l u ʔ	P V R V H	b u l u 7	P Y L Y H	1	296	feather:1179	1179
2564	Lakalai	?	feather		kokoma	k o k o m a	K V K V M V	k o k o m a	K U K U M A	10	297	feather:1189	1189
2565	Lakalai	?	feather		ivu	i v u	V W V	i v u	I B Y	1	296	feather:1215	1215
30782	Luangiua	?	feather		palaa	p a l aa	P V R V	p a l a	P A L A	5	302	feather:1179	1179
51884	MalayBahasaIndonesia	?	feather		bulu	b u l u	P V R V	b u l u	P Y L Y	1	296	feather:1179	1179
46062	Maori	?	feather		hurumanu	h u r u m a n u	H V R V M V N V	h u r u m a n u	H Y R Y M A N Y	1	296	feather:1192	1192
11357	Minangkabau	?	feather		bulu	b u l u	P V R V	b u l u	P Y L Y	1	296	feather:1179	1179
15211	NakanaiBilekiDialect	?	feather		kokoma	k o k o m a	K V K V M V	k o k o m a	K U K U M A	10	297	feather:1189	1189
40005	Niue	?	feather		palaa	p a l aa	P V R V	p a l a	P A L A	5	302	feather:1179	1179
60707	Ogan	?	feather		bulu	b u l u	P V R V	b u l u	P Y L Y	1	296	feather:1179	1179
41914	Penrhyn	?	feather		huru	h u r u	H V R V	h u r u	H Y R Y	1	296	feather:1192	1192
1182	RapanuiEasterIsland	?	feather		huruhuru	h u r u h u r u	H V R V H V R V	h u r u h u r u	H Y R Y H Y R Y	1	296	feather:1192	1192
63415	Rarotongan	?	feather		uruuru	u r uu r u	V R V R V	u r u r u	Y R Y R Y	1	296	feather:1192	1192
9588	Rennellese	?	feather		pala	p a l a	P V R V	p a l a	P A L A	5	302	feather:1179	1179
17458	Rurutuan	?	feather		ʔuruʔuru	ʔ u r u ʔ u r u	H V R V H V R V	7 u r u 7 u r u	H Y R Y H Y R Y	1	296	feather:1192	1192
15243	Samoan	?	feather		fulu	f u l u	P V R V	f u l u	B Y L Y	1	296	feather:1179	1179
43591	Sikaiana	?	feather		palaa	p a l aa	P V R V	p a l a	P A L A	5	302	feather:1179	1179
64440	Surigaonon	?	feather		balhibo	b a l h i b o	P V R H V P V	b a l h i b o	P A L H I P U	31	301	feather:1179	1179
16846	Tagalog	?	feather		balahibo	b a l a h i b o	P V R V H V P V	b a l a h i b o	P A L A H I P U	21	299	feather:1179	1179
41229	TagalogAnthonydelaPaz	?	feather		balahibo	b a l a h i b o	P V R V H V P V	b a l a h i b o	P A L A H I P U	21	299	feather:1179	1179
40942	TahitianModern	?	feather		huruhuru	h u r u h u r u	H V R V H V R V	h u r u h u r u	H Y R Y H Y R Y	1	296	feather:1192	1192
1273	Tikopia	?	feather		furu	f u r u	P V R V	f u r u	B Y R Y	1	296	feather:1179	1179
5005	Tongan	?	feather		fulufulu	f u l u f u l u	P V R V P V R V	f u l u f u l u	B Y L Y B Y L Y	1	296	feather:1209	1209
1526	Tuamotu	?	feather		huru	h u r u	H V R V	h u r u	H Y R Y	1	296	feather:1192	1192
50516	UveaEast	?	feather		palaa	p a l aa	P V R V	p a l a	P A L A	5	302	feather:1179	1179
34577	WesternBukidnonManobo	?	feather		bulvul	b u l v u l	P V R W V R	b u l v u l	P Y L B Y L	1	296	feather:1209	1209
16823	Woleai	?	feather		iula	iu l a	V R V	i l a	I L A	1	296	feather:1179	1179
52791	Yami	?	feather		panid	p a n i d	P V N V T	p a n i d	P A N I T	2	298	feather:1214	1214
52792	Yami	?	feather		bobow	b o b o w	P V P V W	b o b o w	P U P U W	1	296	feather:1216	1216
41259	Cebuano	?	fifty		kaliman	k a l i m a n	K V R V M V N	k a l i m a n	K A L I M A N	1	303	fifty:1217	1217
27094	ChuukeseAKATrukese	?	fifty		nime	n i m e	N V M V	n i m e	N I M E	1	303	fifty:1218	1218
65266	FutunaEast	?	fifty		kaulima	k au l i m a	K V R V M V	k a l i m a	K A L I M A	1	303	fifty:1217	1217
55626	Samoan	?	fifty		limagafulu	l i m a g a f u l u	R V M V K V P V R V	l i m a g a f u l u	L I M A K A B Y L Y	1	303	fifty:1220	1220
2300	Tagalog	?	fifty		limampuq	l i m a m p u q	R V M V M P V K	l i m a m p u q	L I M A M P Y K	1	303	fifty:1220	1220
33488	TagalogAnthonydelaPaz	?	fifty		limampu	l i m a m p u	R V M V M P V	l i m a m p u	L I M A M P Y	1	303	fifty:1220	1220
48802	Anuta	?	fire		api	a p i	V P V	a p i	A P I	1	304	fire:1221	1221
21385	BanjareseMalay	?	fire		api	a p i	V P V	a p i	A P I	1	304	fire:1221	1221
18888	Cebuano	?	fire		kalayo	k a l ayo	K V R V	k a l a	K A L A	10	305	fire:1223	1223
66412	Chuukese	?	fire		efi	e f i	V P V	e f i	E B I	1	304	fire:1221	1221
26490	ChuukeseAKATrukese	?	fire		efi	e f i	V P V	e f i	E B I	1	304	fire:1221	1221
14750	DayakNgaju	?	fire		apui	a p ui	V P V	a p u	A P Y	1	304	fire:1221	1221
24827	EastSumbaneseKamberaSoutherndialect	?	fire		api	a p i	V P V	a p i	A P I	1	304	fire:1221	1221
49725	EastSumbaneseUmbuRatuNggaidialect	?	fire		apu	a p u	V P V	a p u	A P Y	1	304	fire:1221	1221
13181	FutunaEast	?	fire		afi	a f i	V P V	a f i	A B I	1	304	fire:1221	1221
64547	Imorod	?	fire		apoy	a p oy	V P V	a p o	A P U	1	304	fire:1221	1221
20666	Indonesian	?	fire		api	a p i	V P V	a p i	A P I	1	304	fire:1221	1221
5350	Iraralay	?	fire		apoy	a p oy	V P V	a p o	A P U	1	304	fire:1221	1221
39395	Isamorong	?	fire		apoy	a p oy	V P V	a p o	A P U	1	304	fire:1221	1221
60696	Itbayat	?	fire		hapoy	h a p oy	H V P V	h a p o	H A P U	1	304	fire:1221	1221
11497	Itbayaten	?	fire		hapuy	h a p uy	H V P V	h a p u	H A P Y	1	304	fire:1221	1221
54491	Ivasay	?	fire		apoy	a p oy	V P V	a p o	A P U	1	304	fire:1221	1221
59012	Katingan	?	fire		apui	a p ui	V P V	a p u	A P Y	1	304	fire:1221	1221
33128	Lakalai	?	fire		havi	h a v i	H V W V	h a v i	H A B I	1	304	fire:1221	1221
9269	Luangiua	?	fire		ahi	a h i	V H V	a h i	A H I	1	304	fire:1239	1239
16911	MalayBahasaIndonesia	?	fire		api	a p i	V P V	a p i	A P I	1	304	fire:1221	1221
64392	Maori	?	fire		ahi	a h i	V H V	a h i	A H I	1	304	fire:1239	1239
52710	Marquesan	?	fire		ahi	a h i	V H V	a h i	A H I	1	304	fire:1239	1239
63124	Minangkabau	?	fire		api	a p i	V P V	a p i	A P I	1	304	fire:1221	1221
9936	NakanaiBilekiDialect	?	fire		havi	h a v i	H V W V	h a v i	H A B I	1	304	fire:1221	1221
49995	Niue	?	fire		afi	a f i	V P V	a f i	A B I	1	304	fire:1221	1221
51420	Ogan	?	fire		api	a p i	V P V	a p i	A P I	1	304	fire:1221	1221
67065	Penrhyn	?	fire		ahi	a h i	V H V	a h i	A H I	1	304	fire:1239	1239
1242	RapanuiEasterIsland	?	fire		ahi	a h i	V H V	a h i	A H I	1	304	fire:1239	1239
27832	Rarotongan	?	fire		ai	ai	V	a	A	1	304	fire:1249	1249
28769	Rennellese	?	fire		ahi	a h i	V H V	a h i	A H I	1	304	fire:1239	1239
42856	Rurutuan	?	fire		auaʔi	aua ʔ i	V H V	a 7 i	A H I	1	304	fire:1239	1239
30518	Samoan	?	fire		afi	a f i	V P V	a f i	A B I	1	304	fire:1221	1221
10003	Sikaiana	?	fire		ahi	a h i	V H V	a h i	A H I	1	304	fire:1239	1239
48846	Surigaonon	?	fire		kayajo	k aya j o	K V J V	k a y o	K A J U	10	305	fire:1223	1223
51278	Tagalog	?	fire		sunog	s u n o g	S V N V K	s u n o g	S Y N U K	16	306	fire:1255	1255
51279	Tagalog	?	fire		apoy	a p oy	V P V	a p o	A P U	1	304	fire:1221	1221
7958	TagalogAnthonydelaPaz	?	fire		sunog	s u n o g	S V N V K	s u n o g	S Y N U K	16	306	fire:1255	1255
7959	TagalogAnthonydelaPaz	?	fire		apoy	a p oy	V P V	a p o	A P U	1	304	fire:1221	1221
24831	TahitianModern	?	fire		auahi	aua h i	V H V	a h i	A H I	1	304	fire:1239	1239
11552	Tikopia	?	fire		afi	a f i	V P V	a f i	A B I	1	304	fire:1221	1221
44497	Tongan	?	fire		afi	a f i	V P V	a f i	A B I	1	304	fire:1221	1221
7593	Tuamotu	?	fire		ahi	a h i	V H V	a h i	A H I	1	304	fire:1239	1239
154	UveaEast	?	fire		afi	a f i	V P V	a f i	A B I	1	304	fire:1221	1221
6363	WesternBukidnonManobo	?	fire		hapuy	h a p uy	H V P V	h a p u	H A P Y	1	304	fire:1221	1221
65199	Woleai	?	fire		yafɪ	ya f ɪ	V P V	i f i	Y B I	1	304	fire:1221	1221
60143	Yami	?	fire		apoy	a p oy	V P V	a p o	A P U	1	304	fire:1221	1221
58447	Anuta	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
38526	BanjareseMalay	?	fish		iwak	i w a k	V W V K	i w a k	I W A K	25	311	fish:1257	1257
23527	Carolinian	?	fish		iigh	ii g h	V K H	i g h	I K H	1	307	fish:1256	1256
20847	Cebuano	?	fish		isda	i s d a	V S T V	i s d a	I S T A	18	309	fish:1259	1259
15169	Chuukese	?	fish		iik	ii k	V K	i k	I K	1	307	fish:1256	1256
47422	ChuukeseAKATrukese	?	fish		iik	ii k	V K	i k	I K	1	307	fish:1256	1256
27261	DayakNgaju	?	fish		laok	l ao k	R V K	l a k	L A K	14	308	fish:1256	1256
59595	EastSumbaneseKamberaSoutherndialect	?	fish		iyang	iya n g	V N K	i n g	I N K	1	307	fish:1263	1263
39068	EastSumbaneseUmbuRatuNggaidialect	?	fish		iyangu	iya n g u	V N K V	i n g u	I N K Y	1	307	fish:1263	1263
12062	FutunaEast	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
12063	FutunaEast	?	fish		matu	m a t u	M V T V	m a t u	M A T Y	32	312	fish:1299	1299
40937	Imorod	?	fish		among	a m o n g	V M V N K	a m o n g	A M U N K	19	310	fish:1263	1263
47846	Indonesian	?	fish		ikan	i k a n	V K V N	i k a n	I K A N	1	307	fish:1256	1256
661	Iraralay	?	fish		among	a m o n g	V M V N K	a m o n g	A M U N K	19	310	fish:1263	1263
56380	Isamorong	?	fish		among	a m o n g	V M V N K	a m o n g	A M U N K	19	310	fish:1263	1263
22231	Itbayat	?	fish		among	a m o n g	V M V N K	a m o n g	A M U N K	19	310	fish:1263	1263
19392	Itbayaten	?	fish		qamung	q a m u n g	K V M V N K	q a m u n g	K A M Y N K	19	310	fish:1263	1263
3450	Ivasay	?	fish		among	a m o n g	V M V N K	a m o n g	A M U N K	19	310	fish:1263	1263
58833	Katingan	?	fish		lauk	l au k	R V K	l a k	L A K	14	308	fish:1256	1256
13411	Lakalai	?	fish		ia	ia	V	i	I	1	307	fish:1274	1274
39392	MalayBahasaIndonesia	?	fish		ikan	i k a n	V K V N	i k a n	I K A N	1	307	fish:1256	1256
40039	Maori	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
55261	Marquesan	?	fish		ia	ia	V	i	I	1	307	fish:1274	1274
17347	Minangkabau	?	fish		ikan	i k a n	V K V N	i k a n	I K A N	1	307	fish:1256	1256
27752	NakanaiBilekiDialect	?	fish		ia	ia	V	i	I	1	307	fish:1274	1274
46030	Niue	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
20931	Ogan	?	fish		ikan	i k a n	V K V N	i k a n	I K A N	1	307	fish:1256	1256
35966	Penrhyn	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
1417	RapanuiEasterIsland	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
52569	Rarotongan	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
49215	Rennellese	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
53181	Rurutuan	?	fish		iʔa	i ʔ a	V H V	i 7 a	I H A	1	307	fish:1286	1286
61539	Samoan	?	fish		iʔa	i ʔ a	V H V	i 7 a	I H A	1	307	fish:1286	1286
50964	Sikaiana	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
50965	Sikaiana	?	fish		matu	m a t u	M V T V	m a t u	M A T Y	32	312	fish:1299	1299
58491	Surigaonon	?	fish		isda	i s d a	V S T V	i s d a	I S T A	18	309	fish:1259	1259
38151	Tagalog	?	fish		isda	i s d a	V S T V	i s d a	I S T A	18	309	fish:1259	1259
9417	TagalogAnthonydelaPaz	?	fish		isda	i s d a	V S T V	i s d a	I S T A	18	309	fish:1259	1259
18074	TahitianModern	?	fish		ia	ia	V	i	I	1	307	fish:1274	1274
23827	Tikopia	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
30951	Tongan	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
3148	UveaEast	?	fish		ika	i k a	V K V	i k a	I K A	1	307	fish:1256	1256
63795	WesternBukidnonManobo	?	fish		paqit	p a q i t	P V K V T	p a q i t	P A K I T	44	313	fish:1296	1296
61511	Woleai	?	fish		iga	i g a	V K V	i g a	I K A	1	307	fish:1256	1256
23396	Yami	?	fish		among	a m o n g	V M V N K	a m o n g	A M U N K	19	310	fish:1263	1263
10497	Anuta	?	five		nima	n i m a	N V M V	n i m a	N I M A	1	314	five:1300	1300
67351	BanjareseMalay	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
4823	Cebuano	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
4824	Cebuano	?	five		singko	s i n g k o	S V N K K V	s i n g k o	S I N K K U	4	315	five:1337	1337
32602	ChuukeseAKATrukese	?	five		niim	n ii m	N V M	n i m	N I M	1	314	five:1300	1300
45880	DayakNgaju	?	five		lime	l i m e	R V M V	l i m e	L I M E	1	314	five:1300	1300
57127	EastSumbaneseKamberaSoutherndialect	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
13792	FutunaEast	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
13525	Imorod	?	five		alima	a l i m a	V R V M V	a l i m a	A L I M A	1	314	five:1300	1300
10854	Indonesian	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
11495	Iraralay	?	five		alima	a l i m a	V R V M V	a l i m a	A L I M A	1	314	five:1300	1300
50618	Isamorong	?	five		dadima	d a d i m a	T V T V M V	d a d i m a	T A T I M A	1	314	five:1310	1310
21244	Itbayat	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
23936	Itbayaten	?	five		limaq	l i m a q	R V M V K	l i m a q	L I M A K	1	314	five:1300	1300
55404	Ivasay	?	five		dima	d i m a	T V M V	d i m a	T I M A	1	314	five:1300	1300
13558	Luangiua	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
39135	MalayBahasaIndonesia	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
66599	Maori	?	five		rima	r i m a	R V M V	r i m a	R I M A	1	314	five:1300	1300
20354	Marquesan	?	five		ima	i m a	V M V	i m a	I M A	1	314	five:1300	1300
16355	Minangkabau	?	five		limo	l i m o	R V M V	l i m o	L I M U	1	314	five:1300	1300
47509	NakanaiBilekiDialect	?	five		ilima	i l i m a	V R V M V	i l i m a	I L I M A	1	314	five:1300	1300
62091	Niue	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
12842	Penrhyn	?	five		rima	r i m a	R V M V	r i m a	R I M A	1	314	five:1300	1300
63059	RapanuiEasterIsland	?	five		rima	r i m a	R V M V	r i m a	R I M A	1	314	five:1300	1300
37736	Rarotongan	?	five		rima	r i m a	R V M V	r i m a	R I M A	1	314	five:1300	1300
34472	Rennellese	?	five		gima	g i m a	K V M V	g i m a	K I M A	1	314	five:1300	1300
4663	Rurutuan	?	five		pae	p ae	P V	p a	P A	9	316	five:1325	1325
18389	Samoan	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
24605	Sikaiana	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
64443	Surigaonon	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
33336	Tagalog	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
48430	TagalogAnthonydelaPaz	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
61199	TahitianModern	?	five		pae	p ae	P V	p a	P A	9	316	five:1325	1325
61200	TahitianModern	?	five		rima	r i m a	R V M V	r i m a	R I M A	1	314	five:1300	1300
55156	Tikopia	?	five		rima	r i m a	R V M V	r i m a	R I M A	1	314	five:1300	1300
24218	Tongan	?	five		nima	n i m a	N V M V	n i m a	N I M A	1	314	five:1300	1300
30698	Tuamotu	?	five		rima	r i m a	R V M V	r i m a	R I M A	1	314	five:1300	1300
51140	UveaEast	?	five		nima	n i m a	N V M V	n i m a	N I M A	1	314	five:1300	1300
39561	Yami	?	five		lima	l i m a	R V M V	l i m a	L I M A	1	314	five:1300	1300
60607	Anuta	?	flower		pua	p ua	P V	p u	P Y	1	317	flower:1338	1338
62749	BanjareseMalay	?	flower		kambang	k a m b a n g	K V M P V N K	k a m b a n g	K A M P A N K	21	320	flower:1339	1339
39157	Carolinian	?	flower		filoris	f i l o r i s	P V R V R V S	f i l o r i s	B I L U R I S	10	318	flower:1340	1340
13477	Cebuano	?	flower		bulak	b u l a k	P V R V K	b u l a k	P Y L A K	22	321	flower:1341	1341
67269	Chuukese	?	flower		pee	p ee	P V	p e	P E	10	318	flower:1338	1338
20621	ChuukeseAKATrukese	?	flower		peen	p ee n	P V N	p e n	P E N	10	318	flower:1338	1338
5920	DayakNgaju	?	flower		kambang	k a m b a n g	K V M P V N K	k a m b a n g	K A M P A N K	21	320	flower:1339	1339
17416	EastSumbaneseKamberaSoutherndialect	?	flower		wala	w a l a	W V R V	w a l a	W A L A	4	324	flower:1340	1340
56899	EastSumbaneseUmbuRatuNggaidialect	?	flower		wala	w a l a	W V R V	w a l a	W A L A	4	324	flower:1340	1340
26775	FutunaEast	?	flower		fiti	f i t i	P V T V	f i t i	B I T I	8	326	flower:1347	1347
26776	FutunaEast	?	flower		see	s ee	S V	s e	S E	9	327	flower:1356	1356
43067	Imorod	?	flower		savong	s a v o n g	S V W V N K	s a v o n g	S A B U N K	24	322	flower:1348	1348
47700	Indonesian	?	flower		buŋa	b u ŋ a	P V N V	b u N a	P Y N A	1	317	flower:1338	1338
21447	Iraralay	?	flower		savong	s a v o n g	S V W V N K	s a v o n g	S A B U N K	24	322	flower:1348	1348
13149	Isamorong	?	flower		savosavong	s a v o s a v o n g	S V W V S V W V N K	s a v o s a v o n g	S A B U S A B U N K	24	322	flower:1348	1348
34624	Itbayat	?	flower		savong	s a v o n g	S V W V N K	s a v o n g	S A B U N K	24	322	flower:1348	1348
45814	Itbayaten	?	flower		savung	s a v u n g	S V W V N K	s a v u n g	S A B Y N K	24	322	flower:1348	1348
55362	Ivasay	?	flower		savong	s a v o n g	S V W V N K	s a v o n g	S A B U N K	24	322	flower:1348	1348
18509	Katingan	?	flower		kanbaŋ	k a n b a ŋ	K V N P V N	k a n b a N	K A N P A N	21	320	flower:1339	1339
48264	Lakalai	?	flower		sesee	s e s ee	S V S V	s e s e	S E S E	16	319	flower:1356	1356
42510	Luangiua	?	flower		uke	u k e	V K V	u k e	Y K E	1	317	flower:1357	1357
23892	MalayBahasaIndonesia	?	flower		bunga	b u n g a	P V N K V	b u n g a	P Y N K A	1	317	flower:1338	1338
54744	Maori	?	flower		puaawai	p uaa w ai	P V W V	p u w a	P Y W A	1	317	flower:1338	1338
61629	Marquesan	?	flower		pua	p ua	P V	p u	P Y	1	317	flower:1338	1338
49635	Minangkabau	?	flower		buŋo	b u ŋ o	P V N V	b u N o	P Y N U	1	317	flower:1338	1338
43229	NakanaiBilekiDialect	?	flower		sese	s e s e	S V S V	s e s e	S E S E	16	319	flower:1356	1356
10429	Niue	?	flower		fiti	f i t i	P V T V	f i t i	B I T I	8	326	flower:1347	1347
31634	Ogan	?	flower		buŋə	b u ŋ ə	P V N V	b u N I	P Y N E	1	317	flower:1338	1338
4025	Penrhyn	?	flower		pua	p ua	P V	p u	P Y	1	317	flower:1338	1338
42610	RapanuiEasterIsland	?	flower		pua	p ua	P V	p u	P Y	1	317	flower:1338	1338
62048	Rarotongan	?	flower		pua	p ua	P V	p u	P Y	1	317	flower:1338	1338
8164	Rennellese	?	flower		laka	l a k a	R V K V	l a k a	L A K A	38	323	flower:1357	1357
62624	Rurutuan	?	flower		tiare	t ia r e	T V R V	t i r e	T I R E	7	325	flower:1369	1369
29668	Samoan	?	flower		fuŋa	f u ŋ a	P V N V	f u N a	B Y N A	1	317	flower:1338	1338
17138	Sikaiana	?	flower		see	s ee	S V	s e	S E	9	327	flower:1356	1356
6981	Surigaonon	?	flower		buyak	b uya k	P V K	b u k	P Y K	22	321	flower:1338	1338
39473	Tagalog	?	flower		bulaklak	b u l a k l a k	P V R V K R V K	b u l a k l a k	P Y L A K L A K	22	321	flower:1341	1341
3056	TagalogAnthonydelaPaz	?	flower		bulaklak	b u l a k l a k	P V R V K R V K	b u l a k l a k	P Y L A K L A K	22	321	flower:1341	1341
16201	TahitianModern	?	flower		taire	t ai r e	T V R V	t a r e	T A R E	7	325	flower:1369	1369
52130	Tikopia	?	flower		see	s ee	S V	s e	S E	9	327	flower:1356	1356
54344	Tuamotu	?	flower		pua	p ua	P V	p u	P Y	1	317	flower:1338	1338
994	UveaEast	?	flower		fisi	f i s i	P V S V	f i s i	B I S I	8	326	flower:1347	1347
20582	WesternBukidnonManobo	?	flower		bulak	b u l a k	P V R V K	b u l a k	P Y L A K	22	321	flower:1341	1341
9596	Woleai	?	flower		peo	p eo	P V	p e	P E	10	318	flower:1338	1338
7980	Yami	?	flower		savosavong	s a v o s a v o n g	S V W V S V W V N K	s a v o s a v o n g	S A B U S A B U N K	24	322	flower:1348	1348
30096	Anuta	?	fog		nepu	n e p u	N V P V	n e p u	N E P Y	22	334	fog:1370	1370
41938	BanjareseMalay	?	fog		kabut	k a b u t	K V P V T	k a b u t	K A P Y T	1	328	fog:1371	1371
59931	Cebuano	?	fog		gabon	g a b o n	K V P V N	g a b o n	K A P U N	3	337	fog:1371	1371
46182	DayakNgaju	?	fog		ambun	a m b u n	V M P V N	a m b u n	A M P Y N	35	338	fog:1373	1373
24054	EastSumbaneseKamberaSoutherndialect	?	fog		hambongu	h a m b o n g u	H V M P V N K V	h a m b o n g u	H A M P U N K Y	6	340	fog:1373	1373
46812	EastSumbaneseUmbuRatuNggaidialect	?	fog		habuang	h a b ua n g	H V P V N K	h a b u n g	H A P Y N K	6	340	fog:1373	1373
