ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	TURCHINID
12745	Woleai	?	far		ttawa	tt a w a	t a w a	T V W V	T A W A	1	270	far:TW	420
4866	Anuta	?	far		mamao	m a m ao	m a m a	M V M V	M A M A	13	271	far:MM	413
13076	Tagalog	?	far		malayo	m a l ayo	m a l a	M V R V	M A L A	34	274	far:MR	414
7648	Isamorong	?	far		marayi	m a r ayi	m a r a	M V R V	M A R A	25	273	far:MR	414
62759	Itbayaten	?	far		harawiq	h a r a w i q	h a r a w i q	H V R V W V K	H A R A W I K	25	273	far:HR	407
63761	Niue	?	far		mamao	m a m ao	m a m a	M V M V	M A M A	13	271	far:MM	413
21545	Itbayat	?	far		maharawi	m a h a r a w i	m a h a r a w i	M V H V R V W V	M A H A R A W I	25	273	far:MH	412
31286	Cebuano	?	far		layo	l ayo	l a	R V	L A	34	274	far:RH	415
64272	Tikopia	?	far		mao	m ao	m a	M V	M A	13	271	far:MH	412
31690	Marquesan	?	far		memao	m e m ao	m e m a	M V M V	M E M A	13	271	far:MM	413
32005	UveaEast	?	far		mamao	m a m ao	m a m a	M V M V	M A M A	13	271	far:MM	413
15812	FutunaEast	?	far		taumamao	t au m a m ao	t a m a m a	T V M V M V	T A M A M A	13	271	far:TM	419
32570	Carolinian	?	far		taaw	t aa w	t a w	T V W	T A W	1	270	far:TW	420
65590	Rarotongan	?	fat/grease		inu	i n u	i n u	V N V	I N Y	12	279	fat/grease:HN	421
65591	Rarotongan	?	fat/grease		ngako	n g a k o	n g a k o	N K V K V	N K A K U	14	281	fat/grease:NK	432
49529	DayakNgaju	?	fat/grease		enyak	e n ya k	e n i k	V N V K	E N Y K	1	278	fat/grease:HN	421
17348	Katingan	?	fat/grease		enak	e n a k	e n a k	V N V K	E N A K	1	278	fat/grease:HN	421
50280	BanjareseMalay	?	fat/grease		lamak	l a m a k	l a m a k	R V M V K	L A M A K	24	283	fat/grease:RM	433
50699	Luangiua	?	fat/grease		sunu	s u n u	s u n u	S V N V	S Y N Y	12	279	fat/grease:SN	434
18018	Indonesian	?	fat/grease		lemak	l e m a k	l e m a k	R V M V K	L E M A K	24	283	fat/grease:RM	433
2594	TahitianModern	?	fat/grease		mii	m ii	m i	M V	M I	13	280	fat/grease:MH	426
41475	MalayBahasaIndonesia	?	fat/grease		lemak	l e m a k	l e m a k	R V M V K	L E M A K	24	283	fat/grease:RM	433
19780	FutunaEast	?	fat/grease		sinu/sinu	s i n u s i n u	s i n u s i n u	S V N V S V N V	S I N Y S I N Y	12	279	fat/grease:SN	434
19781	FutunaEast	?	fat/grease		gako	g a k o	g a k o	K V K V	K A K U	14	281	fat/grease:KK	423
3545	TagalogAnthonydelaPaz	?	fat/grease		taba	t a b a	t a b a	T V P V	T A P A	23	282	fat/grease:TP	437
3616	Tuamotu	?	fat/grease		hinu	h i n u	h i n u	H V N V	H I N Y	12	279	fat/grease:HN	421
20680	EastSumbaneseUmbuRatuNggaidialect	?	fat/grease		kawahu	k a w a h u	k a w a h u	K V W V H V	K A W A H Y	6	289	fat/grease:KW	425
4835	Iraralay	?	fat/grease		tava	t a v a	t a v a	T V W V	T A B A	23	282	fat/grease:TW	438
21260	Rennellese	?	fat/grease		sinu/sinu	s i n u s i n u	s i n u s i n u	S V N V S V N V	S I N Y S I N Y	12	279	fat/grease:SN	434
21261	Rennellese	?	fat/grease		ngako	n g a k o	n g a k o	N K V K V	N K A K U	14	281	fat/grease:NK	432
54233	Maori	?	fat/grease		ngako	n g a k o	n g a k o	N K V K V	N K A K U	14	281	fat/grease:NK	432
54769	Yami	?	fat/grease		tava	t a v a	t a v a	T V W V	T A B A	23	282	fat/grease:TW	438
23132	Lakalai	?	fat/grease		molamola	m o l a m o l a	m o l a m o l a	M V R V M V R V	M U L A M U L A	1	278	fat/grease:MR	430
56790	Sikaiana	?	fat/grease		sinu	s i n u	s i n u	S V N V	S I N Y	12	279	fat/grease:SN	434
24566	Minangkabau	?	fat/grease		gomoʔ	g o m o ʔ	g o m o 7	K V M V H	K U M U H	26	284	fat/grease:KM	424
8711	RapanuiEasterIsland	?	fat/grease		nako	n a k o	n a k o	N V K V	N A K U	14	281	fat/grease:NK	432
8811	Ogan	?	fat/grease		gəmuʔ	g ə m u ʔ	g I m u 7	K V M V H	K E M Y H	26	284	fat/grease:KM	424
58001	WesternBukidnonManobo	?	fat/grease		taveq	t a v e q	t a v e q	T V W V K	T A B E K	23	282	fat/grease:TW	438
26055	UveaEast	?	fat/grease		huni	h u n i	h u n i	H V N V	H Y N I	12	279	fat/grease:HN	421
39844	NakanaiBilekiDialect	?	fat/grease		molamolala	m o l a m o l a l a	m o l a m o l a l a	M V R V M V R V R V	M U L A M U L A L A	1	278	fat/grease:MR	430
39955	Tagalog	?	fat/grease		taba	t a b a	t a b a	T V P V	T A P A	23	282	fat/grease:TP	437
39956	Tagalog	?	fat/grease		sebo	s e b o	s e b o	S V P V	S E P U	34	286	fat/grease:SP	435
59936	Ivasay	?	fat/grease		tava	t a v a	t a v a	T V W V	T A B A	23	282	fat/grease:TW	438
59937	Ivasay	?	fat/grease		havo	h a v o	h a v o	H V W V	H A B U	32	285	fat/grease:HW	422
10920	Itbayaten	?	fat/grease		tavaq	t a v a q	t a v a q	T V W V K	T A B A K	23	282	fat/grease:TW	438
43884	Penrhyn	?	fat/grease		sunu	s u n u	s u n u	S V N V	S Y N Y	12	279	fat/grease:SN	434
60358	Imorod	?	fat/grease		tava	t a v a	t a v a	T V W V	T A B A	23	282	fat/grease:TW	438
60359	Imorod	?	fat/grease		avo	a v o	a v o	V W V	A B U	38	287	fat/grease:HW	422
11632	Samoan	?	fat/grease		ŋaʔo	ŋ a ʔ o	N a 7 o	N V H V	N A H U	14	281	fat/grease:NH	431
61321	Tongan	?	fat/grease		ŋako	ŋ a k o	N a k o	N V K V	N A K U	14	281	fat/grease:NK	432
12480	Surigaonon	?	fat/grease		taba	t a b a	t a b a	T V P V	T A P A	23	282	fat/grease:TP	437
29377	Tikopia	?	fat/grease		sinu	s i n u	s i n u	S V N V	S I N Y	12	279	fat/grease:SN	434
45978	Niue	?	fat/grease		huni	h u n i	h u n i	H V N V	H Y N I	12	279	fat/grease:HN	421
63190	Itbayat	?	fat/grease		xavoh	x a v o h	x a v o h	K V W V H	G A B U H	38	287	fat/grease:KW	425
29972	Isamorong	?	fat/grease		tava	t a v a	t a v a	T V W V	T A B A	23	282	fat/grease:TW	438
45979	Niue	?	fat/grease		gako	g a k o	g a k o	K V K V	K A K U	14	281	fat/grease:KK	423
63189	Itbayat	?	fat/grease		tava	t a v a	t a v a	T V W V	T A B A	23	282	fat/grease:TW	438
30750	Cebuano	?	fat/grease		tambok	t a m b o k	t a m b o k	T V M P V K	T A M P U K	23	282	fat/grease:TM	436
30751	Cebuano	?	fat/grease		mantika	m a n t i k a	m a n t i k a	M V N T V K V	M A N T I K A	24	283	fat/grease:MN	428
47548	Anuta	?	fat/grease		momona	m o m o n a	m o m o n a	M V M V N V	M U M U N A	1	278	fat/grease:MM	427
29973	Isamorong	?	fat/grease		havo	h a v o	h a v o	H V W V	H A B U	32	285	fat/grease:HW	422
65307	EastSumbaneseKamberaSoutherndialect	?	fat/grease		mbuaka	m b ua k a	m b u k a	M P V K V	M P Y K A	5	288	fat/grease:MP	429
65371	Rurutuan	?	fat/grease		miʔi	m i ʔ i	m i 7 i	M V H V	M I H I	13	280	fat/grease:MH	426
16448	EastSumbaneseUmbuRatuNggaidialect	?	father		ama	a m a	a m a	V M V	A M A	1	290	father:HM	440
16477	Surigaonon	?	father		tatay	t a t ay	t a t a	T V T V	T A T A	19	292	father:TT	449
32909	DayakNgaju	?	father		bapa	b a p a	b a p a	P V P V	P A P A	5	294	father:PP	446
32910	DayakNgaju	?	father		apang	a p a n g	a p a n g	V P V N K	A P A N K	12	291	father:HP	441
1109	Rurutuan	?	father		paapaa	p aa p aa	p a p a	P V P V	P A P A	5	294	father:PP	446
66728	Isamorong	?	father		mama	m a m a	m a m a	M V M V	M A M A	1	290	father:MM	443
55143	UveaEast	?	father		tamai	t a m ai	t a m a	T V M V	T A M A	1	290	father:TM	448
55766	EastSumbaneseKamberaSoutherndialect	?	father		ama	a m a	a m a	V M V	A M A	1	290	father:HM	440
22102	RapanuiEasterIsland	?	father		matua	m a t ua	m a t u	M V T V	M A T Y	9	295	father:MT	444
51254	Yami	?	father		ama	a m a	a m a	V M V	A M A	1	290	father:HM	440
63904	Luangiua	?	father		kama/nga	k a m a n g a	k a m a n g a	K V M V N K V	K A M A N K A	1	290	father:KM	442
35052	Maori	?	father		matua	m a t ua	m a t u	M V T V	M A T Y	9	295	father:MT	444
35053	Maori	?	father		papa	p a p a	p a p a	P V P V	P A P A	5	294	father:PP	446
35336	Ivasay	?	father		ama	a m a	a m a	V M V	A M A	1	290	father:HM	440
51977	Minangkabau	?	father		apaʔ	a p a ʔ	a p a 7	V P V H	A P A H	5	294	father:HP	441
19722	Tongan	?	father		tama|i	t a m a|i	t a m a	T V M V	T A M A	1	290	father:TM	448
60640	TagalogAnthonydelaPaz	?	father		tatay	t a t ay	t a t a	T V T V	T A T A	19	292	father:TT	449
52806	Ogan	?	father		bapaʔ	b a p a ʔ	b a p a 7	P V P V H	P A P A H	5	294	father:PP	446
20165	Itbayat	?	father		papa	p a p a	p a p a	P V P V	P A P A	5	294	father:PP	446
20166	Itbayat	?	father		ama	a m a	a m a	V M V	A M A	1	290	father:HM	440
61259	Anuta	?	father		tama/na	t a m a n a	t a m a n a	T V M V N V	T A M A N A	1	290	father:TM	448
21596	Lakalai	?	father		tama	t a m a	t a m a	T V M V	T A M A	1	290	father:TM	448
5248	NakanaiBilekiDialect	?	father		tama	t a m a	t a m a	T V M V	T A M A	1	290	father:TM	448
5415	WesternBukidnonManobo	?	father		amaq	a m a q	a m a q	V M V K	A M A K	1	290	father:HM	440
39073	Sikaiana	?	father		tamana	t a m a n a	t a m a n a	T V M V N V	T A M A N A	1	290	father:TM	448
32401	Katingan	?	father		yapaŋ	ya p a ŋ	i p a N	V P V N	Y P A N	12	291	father:HP	441
56280	Indonesian	?	father		bapak	b a p a k	b a p a k	P V P V K	P A P A K	5	294	father:PP	446
56281	Indonesian	?	father		ayah	aya h	a h	V H	A H	20	293	father:HH	439
24185	Tagalog	?	father		ama	a m a	a m a	V M V	A M A	1	290	father:HM	440
7983	Woleai	?	father		tama	t a m a	t a m a	T V M V	T A M A	1	290	father:TM	448
41199	Itbayaten	?	father		qamaq	q a m a q	q a m a q	K V M V K	K A M A K	1	290	father:KM	442
8502	Carolinian	?	father		taata	t aa t a	t a t a	T V T V	T A T A	1	290	father:TT	449
9071	Iraralay	?	father		ama	a m a	a m a	V M V	A M A	1	290	father:HM	440
9525	Samoan	?	father		tama	t a m a	t a m a	T V M V	T A M A	1	290	father:TM	448
5776	Cebuano	?	father		amahan	a m a h a n	a m a h a n	V M V H V N	A M A H A N	1	290	father:HM	440
42466	Marquesan	?	father		motua	m o t ua	m o t u	M V T V	M U T Y	9	295	father:MT	444
60641	TagalogAnthonydelaPaz	?	father		ama	a m a	a m a	V M V	A M A	1	290	father:HM	440
28568	Rennellese	?	father		tama/u	t a m a u	t a m a u	T V M V V	T A M A Y	1	290	father:TM	448
31973	Rarotongan	?	father		metua	m e t ua	m e t u	M V T V	M E T Y	9	295	father:MT	444
12907	TahitianModern	?	father		paapaa	p aa p aa	p a p a	P V P V	P A P A	5	294	father:PP	446
26873	Penrhyn	?	father		paa	p aa	p a	P V	P A	5	294	father:PH	445
13831	MalayBahasaIndonesia	?	father		bapak	b a p a k	b a p a k	P V P V K	P A P A K	5	294	father:PP	446
14004	ChuukeseAKATrukese	?	father		seme	s e m e	s e m e	S V M V	S E M E	1	290	father:SM	447
46035	Imorod	?	father		moyama	m oya m a	m o m a	M V M V	M U M A	1	290	father:MM	443
14373	FutunaEast	?	father		tama/na	t a m a n a	t a m a n a	T V M V N V	T A M A N A	1	290	father:TM	448
9786	Tikopia	?	father		tama/na	t a m a n a	t a m a n a	T V M V N V	T A M A N A	1	290	father:TM	448
31974	Rarotongan	?	father		papa	p a p a	p a p a	P V P V	P A P A	5	294	father:PP	446
15998	Chuukese	?	father		saam	s aa m	s a m	S V M	S A M	1	290	father:SM	447
29449	BanjareseMalay	?	father		bapa	b a p a	b a p a	P V P V	P A P A	5	294	father:PP	446
49202	Anuta	?	feather		puru	p u r u	p u r u	P V R V	P Y R Y	1	296	feather:PR	456
16823	Woleai	?	feather		iula	iu l a	i l a	V R V	I L A	1	296	feather:HR	451
16846	Tagalog	?	feather		balahibo	b a l a h i b o	b a l a h i b o	P V R V H V P V	P A L A H I P U	21	299	feather:PR	456
17458	Rurutuan	?	feather		ʔuruʔuru	ʔ u r u ʔ u r u	7 u r u 7 u r u	H V R V H V R V	H Y R Y H Y R Y	1	296	feather:HR	451
1182	RapanuiEasterIsland	?	feather		huruhuru	h u r u h u r u	h u r u h u r u	H V R V H V R V	H Y R Y H Y R Y	1	296	feather:HR	451
1273	Tikopia	?	feather		furu	f u r u	f u r u	P V R V	B Y R Y	1	296	feather:PR	456
50516	UveaEast	?	feather		palaa	p a l aa	p a l a	P V R V	P A L A	5	302	feather:PR	456
1526	Tuamotu	?	feather		huru	h u r u	h u r u	H V R V	H Y R Y	1	296	feather:HR	451
67075	FutunaEast	?	feather		fulu	f u l u	f u l u	P V R V	B Y L Y	1	296	feather:PR	456
50995	BanjareseMalay	?	feather		bulu	b u l u	b u l u	P V R V	P Y L Y	1	296	feather:PR	456
51283	Indonesian	?	feather		bulu	b u l u	b u l u	P V R V	P Y L Y	1	296	feather:PR	456
2564	Lakalai	?	feather		kokoma	k o k o m a	k o k o m a	K V K V M V	K U K U M A	10	297	feather:KK	453
2565	Lakalai	?	feather		ivu	i v u	i v u	V W V	I B Y	1	296	feather:HW	452
51884	MalayBahasaIndonesia	?	feather		bulu	b u l u	b u l u	P V R V	P Y L Y	1	296	feather:PR	456
19166	Katingan	?	feather		buluʔ	b u l u ʔ	b u l u 7	P V R V H	P Y L Y H	1	296	feather:PR	456
2876	Chuukese	?	feather		uun	uu n	u n	V N	Y N	30	300	feather:HN	450
46470	Carolinian	?	feather		ulayul	u l ayu l	u l a l	V R V R	Y L A L	1	296	feather:HR	451
52791	Yami	?	feather		panid	p a n i d	p a n i d	P V N V T	P A N I T	2	298	feather:PN	454
52792	Yami	?	feather		bobow	b o b o w	b o b o w	P V P V W	P U P U W	1	296	feather:PP	455
20129	DayakNgaju	?	feather		bulu	b u l u	b u l u	P V R V	P Y L Y	1	296	feather:PR	456
5005	Tongan	?	feather		fulufulu	f u l u f u l u	f u l u f u l u	P V R V P V R V	B Y L Y B Y L Y	1	296	feather:PR	456
34577	WesternBukidnonManobo	?	feather		bulvul	b u l v u l	b u l v u l	P V R W V R	P Y L B Y L	1	296	feather:PR	456
40005	Niue	?	feather		palaa	p a l aa	p a l a	P V R V	P A L A	5	302	feather:PR	456
40942	TahitianModern	?	feather		huruhuru	h u r u h u r u	h u r u h u r u	H V R V H V R V	H Y R Y H Y R Y	1	296	feather:HR	451
41229	TagalogAnthonydelaPaz	?	feather		balahibo	b a l a h i b o	b a l a h i b o	P V R V H V P V	P A L A H I P U	21	299	feather:PR	456
41914	Penrhyn	?	feather		huru	h u r u	h u r u	H V R V	H Y R Y	1	296	feather:HR	451
15211	NakanaiBilekiDialect	?	feather		kokoma	k o k o m a	k o k o m a	K V K V M V	K U K U M A	10	297	feather:KK	453
9588	Rennellese	?	feather		pala	p a l a	p a l a	P V R V	P A L A	5	302	feather:PR	456
26154	ChuukeseAKATrukese	?	feather		wune	w u n e	w u n e	W V N V	W Y N E	30	300	feather:WN	457
64440	Surigaonon	?	feather		balhibo	b a l h i b o	b a l h i b o	P V R H V P V	P A L H I P U	31	301	feather:PR	456
43591	Sikaiana	?	feather		palaa	p a l aa	p a l a	P V R V	P A L A	5	302	feather:PR	456
11357	Minangkabau	?	feather		bulu	b u l u	b u l u	P V R V	P Y L Y	1	296	feather:PR	456
60707	Ogan	?	feather		bulu	b u l u	b u l u	P V R V	P Y L Y	1	296	feather:PR	456
46062	Maori	?	feather		hurumanu	h u r u m a n u	h u r u m a n u	H V R V M V N V	H Y R Y M A N Y	1	296	feather:HR	451
26897	Cebuano	?	feather		balahibo	b a l a h i b o	b a l a h i b o	P V R V H V P V	P A L A H I P U	21	299	feather:PR	456
63415	Rarotongan	?	feather		uruuru	u r uu r u	u r u r u	V R V R V	Y R Y R Y	1	296	feather:HR	451
30782	Luangiua	?	feather		palaa	p a l aa	p a l a	P V R V	P A L A	5	302	feather:PR	456
15243	Samoan	?	feather		fulu	f u l u	f u l u	P V R V	B Y L Y	1	296	feather:PR	456
33488	TagalogAnthonydelaPaz	?	fifty		limampu	l i m a m p u	l i m a m p u	R V M V M P V	L I M A M P Y	1	303	fifty:RM	460
41259	Cebuano	?	fifty		kaliman	k a l i m a n	k a l i m a n	K V R V M V N	K A L I M A N	1	303	fifty:KR	458
2300	Tagalog	?	fifty		limampuq	l i m a m p u q	l i m a m p u q	R V M V M P V K	L I M A M P Y K	1	303	fifty:RM	460
55626	Samoan	?	fifty		limagafulu	l i m a g a f u l u	l i m a g a f u l u	R V M V K V P V R V	L I M A K A B Y L Y	1	303	fifty:RM	460
27094	ChuukeseAKATrukese	?	fifty		nime	n i m e	n i m e	N V M V	N I M E	1	303	fifty:NM	459
65266	FutunaEast	?	fifty		kaulima	k au l i m a	k a l i m a	K V R V M V	K A L I M A	1	303	fifty:KR	458
154	UveaEast	?	fire		afi	a f i	a f i	V P V	A B I	1	304	fire:HP	462
33128	Lakalai	?	fire		havi	h a v i	h a v i	H V W V	H A B I	1	304	fire:HW	463
60143	Yami	?	fire		apoy	a p oy	a p o	V P V	A P U	1	304	fire:HP	462
49725	EastSumbaneseUmbuRatuNggaidialect	?	fire		apu	a p u	a p u	V P V	A P Y	1	304	fire:HP	462
49995	Niue	?	fire		afi	a f i	a f i	V P V	A B I	1	304	fire:HP	462
66412	Chuukese	?	fire		efi	e f i	e f i	V P V	E B I	1	304	fire:HP	462
67065	Penrhyn	?	fire		ahi	a h i	a h i	V H V	A H I	1	304	fire:HH	461
51278	Tagalog	?	fire		sunog	s u n o g	s u n o g	S V N V K	S Y N U K	16	306	fire:SN	466
51279	Tagalog	?	fire		apoy	a p oy	a p o	V P V	A P U	1	304	fire:HP	462
51420	Ogan	?	fire		api	a p i	a p i	V P V	A P I	1	304	fire:HP	462
18888	Cebuano	?	fire		kalayo	k a l ayo	k a l a	K V R V	K A L A	10	305	fire:KR	465
16911	MalayBahasaIndonesia	?	fire		api	a p i	a p i	V P V	A P I	1	304	fire:HP	462
11552	Tikopia	?	fire		afi	a f i	a f i	V P V	A B I	1	304	fire:HP	462
20666	Indonesian	?	fire		api	a p i	a p i	V P V	A P I	1	304	fire:HP	462
52710	Marquesan	?	fire		ahi	a h i	a h i	V H V	A H I	1	304	fire:HH	461
21385	BanjareseMalay	?	fire		api	a p i	a p i	V P V	A P I	1	304	fire:HP	462
54491	Ivasay	?	fire		apoy	a p oy	a p o	V P V	A P U	1	304	fire:HP	462
5350	Iraralay	?	fire		apoy	a p oy	a p o	V P V	A P U	1	304	fire:HP	462
6363	WesternBukidnonManobo	?	fire		hapuy	h a p uy	h a p u	H V P V	H A P Y	1	304	fire:HP	462
14750	DayakNgaju	?	fire		apui	a p ui	a p u	V P V	A P Y	1	304	fire:HP	462
48802	Anuta	?	fire		api	a p i	a p i	V P V	A P I	1	304	fire:HP	462
1242	RapanuiEasterIsland	?	fire		ahi	a h i	a h i	V H V	A H I	1	304	fire:HH	461
7593	Tuamotu	?	fire		ahi	a h i	a h i	V H V	A H I	1	304	fire:HH	461
7958	TagalogAnthonydelaPaz	?	fire		sunog	s u n o g	s u n o g	S V N V K	S Y N U K	16	306	fire:SN	466
39395	Isamorong	?	fire		apoy	a p oy	a p o	V P V	A P U	1	304	fire:HP	462
24827	EastSumbaneseKamberaSoutherndialect	?	fire		api	a p i	a p i	V P V	A P I	1	304	fire:HP	462
24831	TahitianModern	?	fire		auahi	aua h i	a h i	V H V	A H I	1	304	fire:HH	461
26490	ChuukeseAKATrukese	?	fire		efi	e f i	e f i	V P V	E B I	1	304	fire:HP	462
59012	Katingan	?	fire		apui	a p ui	a p u	V P V	A P Y	1	304	fire:HP	462
9936	NakanaiBilekiDialect	?	fire		havi	h a v i	h a v i	H V W V	H A B I	1	304	fire:HW	463
42856	Rurutuan	?	fire		auaʔi	aua ʔ i	a 7 i	V H V	A H I	1	304	fire:HH	461
64547	Imorod	?	fire		apoy	a p oy	a p o	V P V	A P U	1	304	fire:HP	462
10003	Sikaiana	?	fire		ahi	a h i	a h i	V H V	A H I	1	304	fire:HH	461
27832	Rarotongan	?	fire		ai	ai	a	V	A	1	304	fire:HH	461
11497	Itbayaten	?	fire		hapuy	h a p uy	h a p u	H V P V	H A P Y	1	304	fire:HP	462
60696	Itbayat	?	fire		hapoy	h a p oy	h a p o	H V P V	H A P U	1	304	fire:HP	462
65199	Woleai	?	fire		yafɪ	ya f ɪ	i f i	V P V	Y B I	1	304	fire:HP	462
44497	Tongan	?	fire		afi	a f i	a f i	V P V	A B I	1	304	fire:HP	462
28769	Rennellese	?	fire		ahi	a h i	a h i	V H V	A H I	1	304	fire:HH	461
13181	FutunaEast	?	fire		afi	a f i	a f i	V P V	A B I	1	304	fire:HP	462
63124	Minangkabau	?	fire		api	a p i	a p i	V P V	A P I	1	304	fire:HP	462
30518	Samoan	?	fire		afi	a f i	a f i	V P V	A B I	1	304	fire:HP	462
7959	TagalogAnthonydelaPaz	?	fire		apoy	a p oy	a p o	V P V	A P U	1	304	fire:HP	462
64392	Maori	?	fire		ahi	a h i	a h i	V H V	A H I	1	304	fire:HH	461
48846	Surigaonon	?	fire		kayajo	k aya j o	k a y o	K V J V	K A J U	10	305	fire:KJ	464
9269	Luangiua	?	fire		ahi	a h i	a h i	V H V	A H I	1	304	fire:HH	461
49215	Rennellese	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
661	Iraralay	?	fish		among	a m o n g	a m o n g	V M V N K	A M U N K	19	310	fish:HM	469
17347	Minangkabau	?	fish		ikan	i k a n	i k a n	V K V N	I K A N	1	307	fish:HK	468
1417	RapanuiEasterIsland	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
18074	TahitianModern	?	fish		ia	ia	i	V	I	1	307	fish:HH	467
50964	Sikaiana	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
50965	Sikaiana	?	fish		matu	m a t u	m a t u	M V T V	M A T Y	32	312	fish:MT	474
35966	Penrhyn	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
19392	Itbayaten	?	fish		qamung	q a m u n g	q a m u n g	K V M V N K	K A M Y N K	19	310	fish:KM	473
3148	UveaEast	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
52569	Rarotongan	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
3450	Ivasay	?	fish		among	a m o n g	a m o n g	V M V N K	A M U N K	19	310	fish:HM	469
20847	Cebuano	?	fish		isda	i s d a	i s d a	V S T V	I S T A	18	309	fish:HS	471
20931	Ogan	?	fish		ikan	i k a n	i k a n	V K V N	I K A N	1	307	fish:HK	468
38151	Tagalog	?	fish		isda	i s d a	i s d a	V S T V	I S T A	18	309	fish:HS	471
38526	BanjareseMalay	?	fish		iwak	i w a k	i w a k	V W V K	I W A K	25	311	fish:HW	472
22231	Itbayat	?	fish		among	a m o n g	a m o n g	V M V N K	A M U N K	19	310	fish:HM	469
55261	Marquesan	?	fish		ia	ia	i	V	I	1	307	fish:HH	467
39068	EastSumbaneseUmbuRatuNggaidialect	?	fish		iyangu	iya n g u	i n g u	V N K V	I N K Y	1	307	fish:HN	470
39392	MalayBahasaIndonesia	?	fish		ikan	i k a n	i k a n	V K V N	I K A N	1	307	fish:HK	468
58491	Surigaonon	?	fish		isda	i s d a	i s d a	V S T V	I S T A	18	309	fish:HS	471
23396	Yami	?	fish		among	a m o n g	a m o n g	V M V N K	A M U N K	19	310	fish:HM	469
23527	Carolinian	?	fish		iigh	ii g h	i g h	V K H	I K H	1	307	fish:HK	468
56380	Isamorong	?	fish		among	a m o n g	a m o n g	V M V N K	A M U N K	19	310	fish:HM	469
40039	Maori	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
9417	TagalogAnthonydelaPaz	?	fish		isda	i s d a	i s d a	V S T V	I S T A	18	309	fish:HS	471
23827	Tikopia	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
53181	Rurutuan	?	fish		iʔa	i ʔ a	i 7 a	V H V	I H A	1	307	fish:HH	467
40937	Imorod	?	fish		among	a m o n g	a m o n g	V M V N K	A M U N K	19	310	fish:HM	469
47846	Indonesian	?	fish		ikan	i k a n	i k a n	V K V N	I K A N	1	307	fish:HK	468
15169	Chuukese	?	fish		iik	ii k	i k	V K	I K	1	307	fish:HK	468
58447	Anuta	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
13411	Lakalai	?	fish		ia	ia	i	V	I	1	307	fish:HH	467
58833	Katingan	?	fish		lauk	l au k	l a k	R V K	L A K	14	308	fish:RK	476
27261	DayakNgaju	?	fish		laok	l ao k	l a k	R V K	L A K	14	308	fish:RK	476
27752	NakanaiBilekiDialect	?	fish		ia	ia	i	V	I	1	307	fish:HH	467
12062	FutunaEast	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
12063	FutunaEast	?	fish		matu	m a t u	m a t u	M V T V	M A T Y	32	312	fish:MT	474
61511	Woleai	?	fish		iga	i g a	i g a	V K V	I K A	1	307	fish:HK	468
61539	Samoan	?	fish		iʔa	i ʔ a	i 7 a	V H V	I H A	1	307	fish:HH	467
46030	Niue	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
59595	EastSumbaneseKamberaSoutherndialect	?	fish		iyang	iya n g	i n g	V N K	I N K	1	307	fish:HN	470
30951	Tongan	?	fish		ika	i k a	i k a	V K V	I K A	1	307	fish:HK	468
63795	WesternBukidnonManobo	?	fish		paqit	p a q i t	p a q i t	P V K V T	P A K I T	44	313	fish:PK	475
47422	ChuukeseAKATrukese	?	fish		iik	ii k	i k	V K	I K	1	307	fish:HK	468
33336	Tagalog	?	five		lima	l i m a	l i m a	R V M V	L I M A	1	314	five:RM	482
50618	Isamorong	?	five		dadima	d a d i m a	d a d i m a	T V T V M V	T A T I M A	1	314	five:TT	485
63059	RapanuiEasterIsland	?	five		rima	r i m a	r i m a	R V M V	R I M A	1	314	five:RM	482
67351	BanjareseMalay	?	five		lima	l i m a	l i m a	R V M V	L I M A	1	314	five:RM	482
64443	Surigaonon	?	five		lima	l i m a	l i m a	R V M V	L I M A	1	314	five:RM	482
18389	Samoan	?	five		lima	l i m a	l i m a	R V M V	L I M A	1	314	five:RM	482
34472	Rennellese	?	five		gima	g i m a	g i m a	K V M V	K I M A	1	314	five:KM	479
30698	Tuamotu	?	five		rima	r i m a	r i m a	R V M V	R I M A	1	314	five:RM	482
20354	Marquesan	?	five		ima	i m a	i m a	V M V	I M A	1	314	five:HM	477
4823	Cebuano	?	five		lima	l i m a	l i m a	R V M V	L I M A	1	314	five:RM	482
4824	Cebuano	?	five		singko	s i n g k o	s i n g k o	S V N K K V	S I N K K U	4	315	five:SN	483
21244	Itbayat	?	five		lima	l i m a	l i m a	R V M V	L I M A	1	314	five:RM	482
37736	Rarotongan	?	five		rima	r i m a	r i m a	R V M V	R I M A	1	314	five:RM	482
