ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
203	Iraralay	?	correct,true		oyod	oyo d	V T	o d	U T	21	157
36858	Isamorong	?	correct,true		kosto	k o s t o	K V S T V	k o s t o	K U S T U	25	159
36859	Isamorong	?	correct,true		oyod	oyo d	V T	o d	U T	21	157
27073	Itbayat	?	correct,true		oyod	oyo d	V T	o d	U T	21	157
64661	Itbayaten	?	correct,true		uyud	uyu d	V T	u d	Y T	21	157
170	Ivasay	?	correct,true		hosto	h o s t o	H V S T V	h o s t o	H U S T U	25	159
171	Ivasay	?	correct,true		oyod	oyo d	V T	o d	U T	21	157
44945	Katingan	?	correct,true		buah	b ua h	P V H	b u h	P Y H	2	156
9506	Lakalai	?	correct,true		matata	m a t a t a	M V T V T V	m a t a t a	M A T A T A	28	160
9507	Lakalai	?	correct,true		sesele	s e s e l e	S V S V R V	s e s e l e	S E S E L E	16	155
61992	Luangiua	?	correct,true		koŋu	k o ŋ u	K V N V	k o N u	K U N Y	8	168
19004	MalayBahasaIndonesia	?	correct,true		benar	b e n a r	P V N V R	b e n a r	P E N A R	1	153
49781	Maori	?	correct,true		tika	t i k a	T V K V	t i k a	T I K A	9	169
27683	Marquesan	?	correct,true		toitoi	t oi t oi	T V T V	t o t o	T U T U	41	164
18860	Minangkabau	?	correct,true		bana	b a n a	P V N V	b a n a	P A N A	1	153
18861	Minangkabau	?	correct,true		batua	b a t ua	P V T V	b a t u	P A T Y	23	158
60257	NakanaiBilekiDialect	?	correct,true		matata	m a t a t a	M V T V T V	m a t a t a	M A T A T A	28	160
60258	NakanaiBilekiDialect	?	correct,true		sesele	s e s e l e	S V S V R V	s e s e l e	S E S E L E	16	155
46268	Niue	?	correct,true		tonu	t o n u	T V N V	t o n u	T U N Y	8	168
46269	Niue	?	correct,true		tika	t i k a	T V K V	t i k a	T I K A	9	169
32912	Ogan	?	correct,true		bənax	b ə n a x	P V N V K	b I n a x	P E N A G	1	153
51992	Penrhyn	?	correct,true		tika	t i k a	T V K V	t i k a	T I K A	9	169
25949	RapanuiEasterIsland	?	correct,true		titika	t i t i k a	T V T V K V	t i t i k a	T I T I K A	9	169
20009	Rarotongan	?	correct,true		tika	t i k a	T V K V	t i k a	T I K A	9	169
22007	Rennellese	?	correct,true		tonu	t o n u	T V N V	t o n u	T U N Y	8	168
54067	Rurutuan	?	correct,true		ʔaafaro	ʔ aa f a r o	H V P V R V	7 a f a r o	H A B A R U	39	163
65398	Samoan	?	correct,true		amiotonu	a m io t o n u	V M V T V N V	a m i t o n u	A M I T U N Y	8	168
58972	Sikaiana	?	correct,true		tonu	t o n u	T V N V	t o n u	T U N Y	8	168
34283	Surigaonon	?	correct,true		tinood	t i n oo d	T V N V T	t i n o d	T I N U T	38	162
46914	Tagalog	?	correct,true		tama	t a m a	T V M V	t a m a	T A M A	3	161
46915	Tagalog	?	correct,true		totoo	t o t oo	T V T V	t o t o	T U T U	6	166
8218	TagalogAnthonydelaPaz	?	correct,true		tama	t a m a	T V M V	t a m a	T A M A	3	161
8219	TagalogAnthonydelaPaz	?	correct,true		totoo	t o t oo	T V T V	t o t o	T U T U	6	166
55765	TahitianModern	?	correct,true		aafaro	aa f a r o	V P V R V	a f a r o	A B A R U	39	163
35164	Tikopia	?	correct,true		tonu	t o n u	T V N V	t o n u	T U N Y	8	168
746	Tongan	?	correct,true		tonu	t o n u	T V N V	t o n u	T U N Y	8	168
49334	Tuamotu	?	correct,true		tika	t i k a	T V K V	t i k a	T I K A	9	169
54502	UveaEast	?	correct,true		tonu	t o n u	T V N V	t o n u	T U N Y	8	168
7872	WesternBukidnonManobo	?	correct,true		benar	b e n a r	P V N V R	b e n a r	P E N A R	1	153
52739	Woleai	?	correct,true		nnet	nn e t	N V T	n e t	N E T	67	167
52740	Woleai	?	correct,true		biungɪʊ	b iu n g ɪʊ	P V N K V	b i n g i	P I N K I	12	154
1764	Yami	?	correct,true		manuyuŋ	m a n uyu ŋ	M V N V N	m a n u N	M A N Y N	21	157
32095	Anuta	?	day		ao	ao	V	a	A	5	174
49864	Carolinian	?	day		raal	r aa l	R V R	r a l	R A L	6	175
20004	Cebuano	?	day		adlaw	a d l a w	V T R V W	a d l a w	A T L A W	1	170
42315	Chuukese	?	day		raan	r aa n	R V N	r a n	R A N	6	175
58536	ChuukeseAKATrukese	?	day		raani	r aa n i	R V N V	r a n i	R A N I	6	175
36195	DayakNgaju	?	day		andaw	a n d a w	V N T V W	a n d a w	A N T A W	1	170
36305	EastSumbaneseKamberaSoutherndialect	?	day		lodu	l o d u	R V T V	l o d u	L U T Y	12	171
43082	EastSumbaneseUmbuRatuNggaidialect	?	day		ladu	l a d u	R V T V	l a d u	L A T Y	12	171
11650	FutunaEast	?	day		aso	a s o	V S V	a s o	A S U	5	174
47327	Imorod	?	day		maraw	m a r a w	M V R V W	m a r a w	M A R A W	1	170
3236	Indonesian	?	day		hari	h a r i	H V R V	h a r i	H A R I	17	172
58980	Isamorong	?	day		maraw	m a r a w	M V R V W	m a r a w	M A R A W	1	170
25707	Itbayat	?	day		aaaraw	aaa r a w	V R V W	a r a w	A R A W	1	170
17147	Itbayaten	?	day		qaraw	q a r a w	K V R V W	q a r a w	K A R A W	1	170
37356	Ivasay	?	day		maaraw	m aa r a w	M V R V W	m a r a w	M A R A W	1	170
255	Katingan	?	day		andau	a n d au	V N T V	a n d a	A N T A	1	170
20902	Lakalai	?	day		haro	h a r o	H V R V	h a r o	H A R U	5	174
9905	Luangiua	?	day		aho	a h o	V H V	a h o	A H U	5	174
44487	MalayBahasaIndonesia	?	day		hari	h a r i	H V R V	h a r i	H A R I	17	172
23406	Maori	?	day		ao	ao	V	a	A	5	174
23407	Maori	?	day		raa	r aa	R V	r a	R A	7	176
63851	Marquesan	?	day		oatea	oa t ea	V T V	o t e	U T E	27	173
63852	Marquesan	?	day		ao	ao	V	a	A	5	174
40097	Minangkabau	?	day		hari	h a r i	H V R V	h a r i	H A R I	17	172
54252	NakanaiBilekiDialect	?	day		haro	h a r o	H V R V	h a r o	H A R U	5	174
15811	Niue	?	day		aho	a h o	V H V	a h o	A H U	5	174
54708	Ogan	?	day		axi	a x i	V K V	a x i	A G I	17	172
35666	Penrhyn	?	day		ao	ao	V	a	A	5	174
2427	RapanuiEasterIsland	?	day		raa	r aa	R V	r a	R A	7	176
29337	Rarotongan	?	day		ao	ao	V	a	A	5	174
45329	Rennellese	?	day		aso	a s o	V S V	a s o	A S U	5	174
57164	Rurutuan	?	day		ao	ao	V	a	A	5	174
57165	Rurutuan	?	day		maʔana	m a ʔ a n a	M V H V N V	m a 7 a n a	M A H A N A	8	177
16274	Samoan	?	day		aso	a s o	V S V	a s o	A S U	5	174
19301	Sikaiana	?	day		aso	a s o	V S V	a s o	A S U	5	174
22297	Surigaonon	?	day		adlaw	a d l a w	V T R V W	a d l a w	A T L A W	1	170
35376	Tagalog	?	day		araw	a r a w	V R V W	a r a w	A R A W	1	170
32706	TagalogAnthonydelaPaz	?	day		araw	a r a w	V R V W	a r a w	A R A W	1	170
60833	TahitianModern	?	day		ao	ao	V	a	A	5	174
62825	Tikopia	?	day		aso	a s o	V S V	a s o	A S U	5	174
6068	Tongan	?	day		ʔaho	ʔ a h o	H V H V	7 a h o	H A H U	5	174
22645	Tuamotu	?	day		ao	ao	V	a	A	5	174
17414	UveaEast	?	day		aho	a h o	V H V	a h o	A H U	5	174
35019	WesternBukidnonManobo	?	day		andew	a n d e w	V N T V W	a n d e w	A N T E W	1	170
65870	Woleai	?	day		rannɪ	r a nn ɪ	R V N V	r a n i	R A N I	6	175
21298	Yami	?	day		araw	a r a w	V R V W	a r a w	A R A W	1	170
49429	Anuta	?	dirty		parapara	p a r a p a r a	P V R V P V R V	p a r a p a r a	P A R A P A R A	7	191
64817	BanjareseMalay	?	dirty		rigat	r i g a t	R V K V T	r i g a t	R I K A T	34	187
24208	Carolinian	?	dirty		pwpwel	p w p w e l	P W P W V R	p w p w e l	P W P W E L	74	192
30948	Cebuano	?	dirty		hugaw	h u g a w	H V K V W	h u g a w	H Y K A W	11	180
45711	Chuukese	?	dirty		pwpun	p w p u n	P W P V N	p w p u n	P W P Y N	74	192
23741	EastSumbaneseKamberaSoutherndialect	?	dirty		marihak	m a r i h a k	M V R V H V K	m a r i h a k	M A R I H A K	3	185
48523	EastSumbaneseUmbuRatuNggaidialect	?	dirty		irak	i r a k	V R V K	i r a k	I R A K	1	178
44088	FutunaEast	?	dirty		palapala	p a l a p a l a	P V R V P V R V	p a l a p a l a	P A L A P A L A	7	191
44089	FutunaEast	?	dirty		kele/kele	k e l e k e l e	K V R V K V R V	k e l e k e l e	K E L E K E L E	10	179
47002	Imorod	?	dirty		lolit	l o l i t	R V R V T	l o l i t	L U L I T	27	182
26734	Indonesian	?	dirty		kotor	k o t o r	K V T V R	k o t o r	K U T U R	31	186
37209	Isamorong	?	dirty		lapos	l a p o s	R V P V S	l a p o s	L A P U S	28	183
37210	Isamorong	?	dirty		rodit	r o d i t	R V T V T	r o d i t	R U T I T	45	189
592	Itbayat	?	dirty		rapos	r a p o s	R V P V S	r a p o s	R A P U S	28	183
593	Itbayat	?	dirty		saypet	s ay p e t	S V P V T	s a p e t	S A P E T	29	184
67240	Ivasay	?	dirty		lapos	l a p o s	R V P V S	l a p o s	L A P U S	28	183
67241	Ivasay	?	dirty		saypet	s ay p e t	S V P V T	s a p e t	S A P E T	29	184
67242	Ivasay	?	dirty		ropitek	r o p i t e k	R V P V T V K	r o p i t e k	R U P I T E K	45	189
33302	Lakalai	?	dirty		mumugu	m u m u g u	M V M V K V	m u m u g u	M Y M Y K Y	18	181
31986	Luangiua	?	dirty		sava	s a v a	S V W V	s a v a	S A B A	8	193
25689	MalayBahasaIndonesia	?	dirty		kotor	k o t o r	K V T V R	k o t o r	K U T U R	31	186
4569	Marquesan	?	dirty		paapaa	p aa p aa	P V P V	p a p a	P A P A	7	191
4570	Marquesan	?	dirty		hava	h a v a	H V W V	h a v a	H A B A	8	193
52938	Minangkabau	?	dirty		kumuah	k u m ua h	K V M V H	k u m u h	K Y M Y H	35	188
63297	NakanaiBilekiDialect	?	dirty		mumugu	m u m u g u	M V M V K V	m u m u g u	M Y M Y K Y	18	181
66466	Niue	?	dirty		palapala	p a l a p a l a	P V R V P V R V	p a l a p a l a	P A L A P A L A	7	191
29518	Ogan	?	dirty		kamah	k a m a h	K V M V H	k a m a h	K A M A H	35	188
28882	Penrhyn	?	dirty		para/para	p a r a p a r a	P V R V P V R V	p a r a p a r a	P A R A P A R A	7	191
28883	Penrhyn	?	dirty		sava	s a v a	S V W V	s a v a	S A B A	8	193
49656	RapanuiEasterIsland	?	dirty		hava	h a v a	H V W V	h a v a	H A B A	8	193
16962	Rarotongan	?	dirty		repo	r e p o	R V P V	r e p o	R E P U	9	194
16963	Rarotongan	?	dirty		avaava	a v aa v a	V W V W V	a v a v a	A B A B A	8	193
3447	Rennellese	?	dirty		pagapaga	p a g a p a g a	P V K V P V K V	p a g a p a g a	P A K A P A K A	7	191
63920	Rurutuan	?	dirty		repo	r e p o	R V P V	r e p o	R E P U	9	194
65129	Samoan	?	dirty		ʔeleʔelea	ʔ e l e ʔ e l ea	H V R V H V R V	7 e l e 7 e l e	H E L E H E L E	10	179
38075	Sikaiana	?	dirty		pela	p e l a	P V R V	p e l a	P E L A	7	191
38076	Sikaiana	?	dirty		sava	s a v a	S V W V	s a v a	S A B A	8	193
66541	Tagalog	?	dirty		madumi	m a d u m i	M V T V M V	m a d u m i	M A T Y M I	51	190
51293	TagalogAnthonydelaPaz	?	dirty		marumi	m a r u m i	M V R V M V	m a r u m i	M A R Y M I	51	190
11927	TahitianModern	?	dirty		repo	r e p o	R V P V	r e p o	R E P U	9	194
39353	Tikopia	?	dirty		kere/kere	k e r e k e r e	K V R V K V R V	k e r e k e r e	K E R E K E R E	10	179
27352	Tuamotu	?	dirty		hava	h a v a	H V W V	h a v a	H A B A	8	193
64519	UveaEast	?	dirty		palapala	p a l a p a l a	P V R V P V R V	p a l a p a l a	P A L A P A L A	7	191
64520	UveaEast	?	dirty		kele/kele	k e l e k e l e	K V R V K V R V	k e l e k e l e	K E L E K E L E	10	179
63183	Woleai	?	dirty		pwpwelɪʊ	p w p w e l ɪʊ	P W P W V R V	p w p w e l i	P W P W E L I	74	192
21809	Yami	?	dirty		maloit	m a l oi t	M V R V T	m a l o t	M A L U T	27	182
45186	Anuta	?	dog		korii	k o r ii	K V R V	k o r i	K U R I	7	203
39917	Cebuano	?	dog		iro	i r o	V R V	i r o	I R U	24	199
1686	Chuukese	?	dog		konaak	k o n aa k	K V N V K	k o n a k	K U N A K	50	202
45988	ChuukeseAKATrukese	?	dog		konak	k o n a k	K V N V K	k o n a k	K U N A K	50	202
32984	DayakNgaju	?	dog		asu	a s u	V S V	a s u	A S Y	1	195
16312	EastSumbaneseKamberaSoutherndialect	?	dog		ahu	a h u	V H V	a h u	A H Y	1	195
31810	EastSumbaneseUmbuRatuNggaidialect	?	dog		ahu	a h u	V H V	a h u	A H Y	1	195
30304	FutunaEast	?	dog		kulii	k u l ii	K V R V	k u l i	K Y L I	7	203
67147	Imorod	?	dog		citow	c i t o w	K V T V W	T i t o w	C I T U W	49	201
67148	Imorod	?	dog		agsa	a g s a	V K S V	a g s a	A K S A	22	198
10474	Indonesian	?	dog		anjiŋ	a n j i ŋ	V N J V N	a n y i N	A N J I N	27	200
39373	Iraralay	?	dog		agsa	a g s a	V K S V	a g s a	A K S A	22	198
67031	Isamorong	?	dog		cito	c i t o	K V T V	T i t o	C I T U	49	201
18457	Itbayat	?	dog		tito	t i t o	T V T V	t i t o	T I T U	49	201
25193	Itbayaten	?	dog		tituq	t i t u q	T V T V K	t i t u q	T I T Y K	49	201
64209	Ivasay	?	dog		cito	c i t o	K V T V	T i t o	C I T U	49	201
52882	Katingan	?	dog		asuʔ	a s u ʔ	V S V H	a s u 7	A S Y H	1	195
29061	Lakalai	?	dog		paia	p aia	P V	p a	P A	14	196
52483	MalayBahasaIndonesia	?	dog		anjing	a n j i n g	V N J V N K	a n y i n g	A N J I N K	27	200
53114	Maori	?	dog		kurii	k u r ii	K V R V	k u r i	K Y R I	7	203
56628	Marquesan	?	dog		kui	k ui	K V	k u	K Y	7	203
20168	Minangkabau	?	dog		anjiaŋ	a n j ia ŋ	V N J V N	a n y i N	A N J I N	27	200
46316	NakanaiBilekiDialect	?	dog		paia	p aia	P V	p a	P A	14	196
28514	Niue	?	dog		kulii	k u l ii	K V R V	k u l i	K Y L I	7	203
15140	Ogan	?	dog		anjiŋ	a n j i ŋ	V N J V N	a n y i N	A N J I N	27	200
8741	Penrhyn	?	dog		kurii	k u r ii	K V R V	k u r i	K Y R I	7	203
22729	RapanuiEasterIsland	?	dog		kuri	k u r i	K V R V	k u r i	K Y R I	7	203
57579	Rarotongan	?	dog		kurii	k u r ii	K V R V	k u r i	K Y R I	7	203
5804	Rennellese	?	dog		kugi	k u g i	K V K V	k u g i	K Y K I	7	203
44609	Rurutuan	?	dog		ʔuurii	ʔ uu r ii	H V R V	7 u r i	H Y R I	7	203
41653	Samoan	?	dog		ʔuli	ʔ u l i	H V R V	7 u l i	H Y L I	7	203
46253	Sikaiana	?	dog		kulii	k u l ii	K V R V	k u l i	K Y L I	7	203
17741	Surigaonon	?	dog		tito	t i t o	T V T V	t i t o	T I T U	49	201
17742	Surigaonon	?	dog		ido	i d o	V T V	i d o	I T U	21	197
55153	Tagalog	?	dog		aso	a s o	V S V	a s o	A S U	1	195
36829	TagalogAnthonydelaPaz	?	dog		aso	a s o	V S V	a s o	A S U	1	195
585	TahitianModern	?	dog		urii	u r ii	V R V	u r i	Y R I	7	203
55573	Tikopia	?	dog		kuri	k u r i	K V R V	k u r i	K Y R I	7	203
25957	Tongan	?	dog		kuli	k u l i	K V R V	k u l i	K Y L I	7	203
35397	Tuamotu	?	dog		kurio	k u r io	K V R V	k u r i	K Y R I	7	203
44389	UveaEast	?	dog		kulii	k u l ii	K V R V	k u l i	K Y L I	7	203
7032	WesternBukidnonManobo	?	dog		asu	a s u	V S V	a s u	A S Y	1	195
44209	Yami	?	dog		agsa	a g s a	V K S V	a g s a	A K S A	22	198
57224	Anuta	?	dry		pakupaku	p a k u p a k u	P V K V P V K V	p a k u p a k u	P A K Y P A K Y	38	214
25124	BanjareseMalay	?	dry		karing	k a r i n g	K V R V N K	k a r i n g	K A R I N K	22	209
5049	Carolinian	?	dry		pel	p e l	P V R	p e l	P E L	67	218
5050	Carolinian	?	dry		pwas	p w a s	P W V S	p w a s	P W A S	14	208
35000	Cebuano	?	dry		mala	m a l a	M V R V	m a l a	M A L A	1	204
35001	Cebuano	?	dry		uga	u g a	V K V	u g a	Y K A	23	210
52510	Chuukese	?	dry		pwas	p w a s	P W V S	p w a s	P W A S	14	208
48997	DayakNgaju	?	dry		keyang	k eya n g	K V N K	k e n g	K E N K	22	209
19335	EastSumbaneseKamberaSoutherndialect	?	dry		madu	m a d u	M V T V	m a d u	M A T Y	73	220
57799	EastSumbaneseUmbuRatuNggaidialect	?	dry		marakut	m a r a k u t	M V R V K V T	m a r a k u t	M A R A K Y T	54	217
55714	FutunaEast	?	dry		maloo	m a l oo	M V R V	m a l o	M A L U	13	207
55715	FutunaEast	?	dry		masa	m a s a	M V S V	m a s a	M A S A	11	205
25311	Imorod	?	dry		makjit	m a k j i t	M V K J V T	m a k y i t	M A K J I T	25	212
40564	Indonesian	?	dry		keriŋ	k e r i ŋ	K V R V N	k e r i N	K E R I N	22	209
4674	Iraralay	?	dry		mabkaw	m a b k a w	M V P K V W	m a b k a w	M A P K A W	24	211
4675	Iraralay	?	dry		makjit	m a k j i t	M V K J V T	m a k y i t	M A K J I T	25	212
4928	Isamorong	?	dry		mabkoh	m a b k o h	M V P K V H	m a b k o h	M A P K U H	24	211
4929	Isamorong	?	dry		makjit	m a k j i t	M V K J V T	m a k y i t	M A K J I T	25	212
63552	Itbayat	?	dry		mabkox	m a b k o x	M V P K V K	m a b k o x	M A P K U G	24	211
61832	Itbayaten	?	dry		rakayan	r a k aya n	R V K V N	r a k a n	R A K A N	71	219
4278	Ivasay	?	dry		mabkoh	m a b k o h	M V P K V H	m a b k o h	M A P K U H	24	211
62296	Lakalai	?	dry		tagara	t a g a r a	T V K V R V	t a g a r a	T A K A R A	35	213
62297	Lakalai	?	dry		masaga	m a s a g a	M V S V K V	m a s a g a	M A S A K A	11	205
43341	Luangiua	?	dry		paupaʔu	p au p a ʔ u	P V P V H V	p a p a 7 u	P A P A H Y	38	214
40022	MalayBahasaIndonesia	?	dry		kering	k e r i n g	K V R V N K	k e r i n g	K E R I N K	22	209
8511	Maori	?	dry		maroke	m a r o k e	M V R V K V	m a r o k e	M A R U K E	13	207
44969	Marquesan	?	dry		moo	m oo	M V	m o	M U	13	207
44970	Marquesan	?	dry		pakaka	p a k a k a	P V K V K V	p a k a k a	P A K A K A	12	206
15427	Minangkabau	?	dry		kariaŋ	k a r ia ŋ	K V R V N	k a r i N	K A R I N	22	209
42707	NakanaiBilekiDialect	?	dry		taga	t a g a	T V K V	t a g a	T A K A	35	213
42708	NakanaiBilekiDialect	?	dry		masag	m a s a g	M V S V K	m a s a g	M A S A K	11	205
50346	Niue	?	dry		pakaka	p a k a k a	P V K V K V	p a k a k a	P A K A K A	12	206
50347	Niue	?	dry		maha	m a h a	M V H V	m a h a	M A H A	11	205
6843	Ogan	?	dry		kəxiŋ	k ə x i ŋ	K V K V N	k I x i N	K E G I N	22	209
58831	Penrhyn	?	dry		masa	m a s a	M V S V	m a s a	M A S A	11	205
25123	RapanuiEasterIsland	?	dry		pakapaka	p a k a p a k a	P V K V P V K V	p a k a p a k a	P A K A P A K A	12	206
62203	Rarotongan	?	dry		maroo	m a r oo	M V R V	m a r o	M A R U	13	207
59503	Rennellese	?	dry		maamala	m aa m a l a	M V M V R V	m a m a l a	M A M A L A	45	216
59504	Rennellese	?	dry		magoo	m a g oo	M V K V	m a g o	M A K U	13	207
32419	Rurutuan	?	dry		maroo	m a r oo	M V R V	m a r o	M A R U	13	207
153	Samoan	?	dry		maŋo	m a ŋ o	M V N V	m a N o	M A N U	1	204
12817	Sikaiana	?	dry		masa	m a s a	M V S V	m a s a	M A S A	11	205
31135	Surigaonon	?	dry		maya	m aya	M V	m a	M A	1	204
21406	Tagalog	?	dry		tumuyo	t u m uyo	T V M V	t u m u	T Y M Y	43	215
27684	TagalogAnthonydelaPaz	?	dry		tuyo	t uyo	T V	t u	T Y	43	215
26889	TahitianModern	?	dry		maroo	m a r oo	M V R V	m a r o	M A R U	13	207
25556	Tikopia	?	dry		maroo	m a r oo	M V R V	m a r o	M A R U	13	207
25557	Tikopia	?	dry		masa	m a s a	M V S V	m a s a	M A S A	11	205
53999	Tuamotu	?	dry		maroo	m a r oo	M V R V	m a r o	M A R U	13	207
13085	UveaEast	?	dry		malo	m a l o	M V R V	m a l o	M A L U	13	207
13086	UveaEast	?	dry		maha	m a h a	M V H V	m a h a	M A H A	11	205
45806	WesternBukidnonManobo	?	dry		maza	m a z a	M V S V	m a z a	M A S A	1	204
36526	Woleai	?	dry		palɛ	p a l ɛ	P V R V	p a l E	P A L E	67	218
32082	Yami	?	dry		makjit	m a k j i t	M V K J V T	m a k y i t	M A K J I T	25	212
56449	Anuta	?	dull,blunt		pengu	p e n g u	P V N K V	p e n g u	P E N K Y	12	224
51536	Carolinian	?	dull,blunt		kkobw	kk o b w	K V P W	k o b w	K U P W	13	225
63173	Chuukese	?	dull,blunt		kkopw	kk o p w	K V P W	k o p w	K U P W	13	225
49346	ChuukeseAKATrukese	?	dull,blunt		kkopwu	kk o p w u	K V P W V	k o p w u	K U P W Y	13	225
66801	DayakNgaju	?	dull,blunt		tumpul	t u m p u l	T V M P V R	t u m p u l	T Y M P Y L	3	228
66802	DayakNgaju	?	dull,blunt		badul	b a d u l	P V T V R	b a d u l	P A T Y L	1	221
54176	EastSumbaneseKamberaSoutherndialect	?	dull,blunt		buli	b u l i	P V R V	b u l i	P Y L I	6	231
43734	Imorod	?	dull,blunt		mangaleh	m a n g a l e h	M V N K V R V H	m a n g a l e h	M A N K A L E H	26	227
228	Indonesian	?	dull,blunt		tumpul	t u m p u l	T V M P V R	t u m p u l	T Y M P Y L	3	228
53741	Iraralay	?	dull,blunt		mangaleh	m a n g a l e h	M V N K V R V H	m a n g a l e h	M A N K A L E H	26	227
50765	Isamorong	?	dull,blunt		mangareh	m a n g a r e h	M V N K V R V H	m a n g a r e h	M A N K A R E H	26	227
64743	Itbayat	?	dull,blunt		mangarex	m a n g a r e x	M V N K V R V K	m a n g a r e x	M A N K A R E G	26	227
20788	Itbayaten	?	dull,blunt		maŋarɨǥ	m a ŋ a r ɨ ǥ	M V N V R V K	m a N a r I x	M A N A R I K	26	227
53701	Ivasay	?	dull,blunt		mangareh	m a n g a r e h	M V N K V R V H	m a n g a r e h	M A N K A R E H	26	227
32981	MalayBahasaIndonesia	?	dull,blunt		tumpul	t u m p u l	T V M P V R	t u m p u l	T Y M P Y L	3	228
56532	Maori	?	dull,blunt		puuhuki	p uu h u k i	P V H V K V	p u h u k i	P Y H Y K I	18	226
41635	Marquesan	?	dull,blunt		puriki	p u r i k i	P V R V K V	p u r i k i	P Y R I K I	18	226
41636	Marquesan	?	dull,blunt		tumue	t u m ue	T V M V	t u m u	T Y M Y	10	222
29950	Ogan	?	dull,blunt		tumpul	t u m p u l	T V M P V R	t u m p u l	T Y M P Y L	3	228
49005	Penrhyn	?	dull,blunt		muu	m uu	M V	m u	M Y	10	222
22938	RapanuiEasterIsland	?	dull,blunt		puni	p u n i	P V N V	p u n i	P Y N I	39	229
26825	Rarotongan	?	dull,blunt		mania	m a n ia	M V N V	m a n i	M A N I	11	223
30179	Rennellese	?	dull,blunt		paluɣa	p a l u ɣ a	P V R V K V	p a l u x a	P A L Y G A	50	230
40204	Rurutuan	?	dull,blunt		tuumuu	t uu m uu	T V M V	t u m u	T Y M Y	10	222
40205	Rurutuan	?	dull,blunt		mania	m a n ia	M V N V	m a n i	M A N I	11	223
45158	Sikaiana	?	dull,blunt		matapu	m a t a p u	M V T V P V	m a t a p u	M A T A P Y	39	229
49019	TahitianModern	?	dull,blunt		mania	m a n ia	M V N V	m a n i	M A N I	11	223
32174	Tikopia	?	dull,blunt		paku	p a k u	P V K V	p a k u	P A K Y	61	232
55977	Tongan	?	dull,blunt		peku	p e k u	P V K V	p e k u	P E K Y	61	232
22106	Tuamotu	?	dull,blunt		tii/muu	t ii m uu	T V M V	t i m u	T I M Y	10	222
1025	WesternBukidnonManobo	?	dull,blunt		dumpel	d u m p e l	T V M P V R	d u m p e l	T Y M P E L	3	228
8971	Woleai	?	dull,blunt		kkabʊ	kk a b ʊ	K V P V	k a b u	K A P Y	13	225
8596	Yami	?	dull,blunt		mangareh	m a n g a r e h	M V N K V R V H	m a n g a r e h	M A N K A R E H	26	227
53261	BanjareseMalay	?	dust		dabu	d a b u	T V P V	d a b u	T A P Y	1	233
47558	Cebuano	?	dust		abug	a b u g	V P V K	a b u g	A P Y K	1	233
21981	DayakNgaju	?	dust		kawu	k a w u	K V W V	k a w u	K A W Y	1	233
25549	EastSumbaneseKamberaSoutherndialect	?	dust		au	au	V	a	A	1	233
44896	EastSumbaneseUmbuRatuNggaidialect	?	dust		kumbur	k u m b u r	K V M P V R	k u m b u r	K Y M P Y R	72	238
32411	FutunaEast	?	dust		efu	e f u	V P V	e f u	E B Y	1	233
15356	Imorod	?	dust		banaikbek	b a n ai k b e k	P V N V K P V K	b a n a k b e k	P A N A K P E K	1	233
57172	Indonesian	?	dust		debu	d e b u	T V P V	d e b u	T E P Y	1	233
31908	Iraralay	?	dust		yibek	yi b e k	V P V K	i b e k	Y P E K	1	233
3711	Isamorong	?	dust		ahbek	a h b e k	V H P V K	a h b e k	A H P E K	1	233
57137	Itbayat	?	dust		axbek	a x b e k	V K P V K	a x b e k	A G P E K	1	233
24295	Itbayaten	?	dust		qaǥbɨk	q a ǥ b ɨ k	K V K P V K	q a x b I k	K A K P I K	1	233
60954	Ivasay	?	dust		ahbek	a h b e k	V H P V K	a h b e k	A H P E K	1	233
34657	Katingan	?	dust		kawuʔ	k a w u ʔ	K V W V H	k a w u 7	K A W Y H	1	233
54195	Lakalai	?	dust		magasapupusi	m a g a s a p u p u s i	M V K V S V P V P V S V	m a g a s a p u p u s i	M A K A S A P Y P Y S I	10	234
65458	Luangiua	?	dust		puŋaehu	p u ŋ ae h u	P V N V H V	p u N a h u	P Y N A H Y	1	233
59624	MalayBahasaIndonesia	?	dust		debu	d e b u	T V P V	d e b u	T E P Y	1	233
50220	Maori	?	dust		pu|ehu	p u|e h u	P V H V	p u h u	P Y H Y	1	233
55447	Marquesan	?	dust		epo	e p o	V P V	e p o	E P U	7	237
21621	Minangkabau	?	dust		abu	a b u	V P V	a b u	A P Y	31	235
7516	NakanaiBilekiDialect	?	dust		pusi	p u s i	P V S V	p u s i	P Y S I	10	234
14898	Niue	?	dust		puefu	p ue f u	P V P V	p u f u	P Y B Y	1	233
54316	Ogan	?	dust		abu	a b u	V P V	a b u	A P Y	31	235
32041	Penrhyn	?	dust		puuehu	p uue h u	P V H V	p u h u	P Y H Y	1	233
41859	RapanuiEasterIsland	?	dust		pugaehu	p u g ae h u	P V K V H V	p u g a h u	P Y K A H Y	1	233
19708	Rarotongan	?	dust		pueu	p ueu	P V	p u	P Y	1	233
24100	Rennellese	?	dust		ɣebu	ɣ e b u	K V P V	x e b u	G E P Y	7	237
