# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	GLOTTOCODE	COGID
46128	Ngarigu	BANDICOOT	d̪ u r w a ɲ	ngar1297	1
46129	Ngarinman	BANDICOOT	b a l a d m a w u	ngar1235	1
46130	Ngarluma	BANDICOOT	k a ʈ u k a ɭ i	ngar1287	1
46131	Narrinyeri	BANDICOOT	p u n k u n d u l e o l	narr1259	716
46132	Ngiyambaa	BANDICOOT	k u r uː	ngiy1239	1
46133	Ngunawal	BANDICOOT	m u n d a w a ɹ i	ngun1277	1
46134	Nhanda	BANDICOOT	w u ɳ d i	nhan1238	1
46135	Northern Coastal Nyangumarta	BANDICOOT	m i ʈ a r a	nort2754	1
46136	Nyamal	BANDICOOT	m u ɲ a r i	nyam1271	1
46137	Nyangumarta	BANDICOOT	m i ʈ a r a	nyan1301	1
46138	Nyunga	BANDICOOT	u e ɳ d	nyun1247	1
46139	Paakantyi	BANDICOOT	g u ḍ/d i	darl1243	1
46140	Pakanha	BANDICOOT	m i n̪ a k u tː u	paka1251	1
46141	Banggarla	BANDICOOT	k u ɹ k u lː u	bang1339	1
46142	Pintupi-Luritja	BANDICOOT	n a t a ɹ i	pint1250	1
46143	Pintupi-Luritja	BANDICOOT	n i n u	pint1250	1
46144	Pintupi-Luritja	BANDICOOT	k u n i n k a	pint1250	1
46145	Pintupi-Luritja	BANDICOOT	t aː l k u	pint1250	1
46146	Pirriya	BANDICOOT	w o i t c a l a	pirr1240	719
46147	Pitta Pitta	BANDICOOT	t̪ a l k a	pitt1247	717
46148	Ritarungo	BANDICOOT	w a ɳ g u r a ʔ	rita1239	718
46149	Wagaya	BANDICOOT	u l p u ŋ i n c u	waga1260	1
46150	Ngura	BANDICOOT	b u r k a j a	ngur1261	1
46151	Wardandi	BANDICOOT	gʷ i n d a	ward1248	1
46152	Warrgamay	BANDICOOT	g u d j i l a	warr1255	712
46153	Warlpiri	BANDICOOT	w a ɖ a l j a r i	warl1254	719
46154	Wanman	BANDICOOT	m i ʈ a ɹ a	wanm1242	1
46155	Warumungu	BANDICOOT	p a kː u ɹ u	waru1265	713
46156	Warrungo	BANDICOOT	g u c i l a	waru1264	712
46157	Wathawurrung	BANDICOOT	b u	wath1238	715
46158	Wajuk	BANDICOOT	kʷ o gː a	waju1234	1
46159	Wik-Mungkan	BANDICOOT	k u t	wikm1247	1
46160	Wiradhuri	BANDICOOT	g u ɹ a w u ŋ	wira1262	1
46161	Wirangu-Nauo	BANDICOOT	w a ɭ i l j a	wira1260	1
46162	Woiwurrung	BANDICOOT	b u ŋ	woiw1237	715
46163	Wulguru	BANDICOOT	g u d̪ i l a	wulg1239	712
46164	Yalarnnga	BANDICOOT	b e k u ɹ a	yala1262	1
46165	Yan-nhangu	BANDICOOT	w a ɳ ˀk u r a	yann1237	718
46166	Yorta Yorta	BANDICOOT	t̪ a l w a	yort1237	717
46168	Yulparitja	BANDICOOT	m i ŋ a c u r u	yulp1238	1
46169	Yuwaalaraay	BANDICOOT	g u j u	yuwa1242	1
#
46961	Adnyamathanha	BAT	m i k a	adny1235	1
46962	Alyawarr	BAT	a n c i p e ɹ	alya1239	1
46963	Arabana	BAT	p i n t c i p i n t c i n t a ɹ a	arab1267	1
46964	Awabakal	BAT	g ɔ l a ŋ g ɔ l a ŋ	awab1243	1
46965	Badjiri	BAT	b i n t a lː i ɲ	badj1244	1
46966	Yugambeh-Bandjalang	BAT	b e l i ŋ	band1339	1
46967	Kabikabi	BAT	ŋ u l i j a m	kabi1260	1
46968	Southern Maric	BAT	ŋ a d j a ɹ a	sout2765	1
46969	Biri	BAT	m u ɲ u _ m u ɲ u	biri1256	1
46970	Birrpayi	BAT	w i ɹ i j a m b a i	birr1241	1
46971	Bularnu	BAT	w i n t̪ i n̪ a r a	bula1255	1
46972	Bunganditj	BAT	ŋ a n i n ŋ a n i n	bung1264	1
46973	Hawkesbury	BAT	w a nː a g a n	hawk1239	1
46974	Thurawal	BAT	g ɔ n d̪ a nː a	thur1254	1
46975	Sydney	BAT	w i ɹ a m b i	sydn1236	1
46976	Dayi	BAT	w i ɲ i w i ɲ i	dayi1244	1
46977	Dhudhuroa	BAT	m a n m a l a w u n a	dhud1236	1
46978	Dhurga	BAT	g a ɹ a m ɔ n d a	dhur1239	1
46979	Dieri	BAT	p i n t c i p i n t c i n d a ɹ a	dier1241	1
46980	Dyaabugay	BAT	g u g i ɲ	dyaa1242	1
46982	Duungidjawu	BAT	d c a d c a	duun1241	1
46983	Gumatj	BAT	l æ m b i ɲ	guma1253	1
46984	Kumbainggar	BAT	w u l u m b a	kumb1268	1
46985	Northern Inland Yui	BAT	w i r i m b a i	nort2760	1
46986	Gunya	BAT	m a d j a m b i ɖ a ɲ	guny1241	1
46987	Gupapuyngu	BAT	w i ɲ i w i ɲ i	gupa1247	1
46988	Gurindji	BAT	p a ɳ k a l	guri1247	1
46989	Guugu Yimidhirr	BAT	d j i p u l	gugu1255	1
46990	Guyani	BAT	p i n t c i p i n t c i n d a ɹ a	guya1249	1
46991	Sydney	BAT	w i ɹ i j a m i n	sydn1236	1
46992	Jaru	BAT	b i n d c i ɹ m i	jaru1254	1
46993	Djiwarli	BAT	m i g a l j a c i	djiw1241	1
46994	Kalkutung	BAT	m u ŋ u	kalk1246	1
46995	Karadjeri	BAT	ŋ a ɹ i m i n c a m i n c a	kara1476	1
46996	Kariyarra	BAT	m a r i m a r i	kari1304	1
46998	Kartujarra	BAT	p a t u p i r i	kart1247	1
46999	Gathang	BAT	g a n d i w a i	gath1234	1
47000	Kaurna	BAT	m a i c o m a i c o	kaur1267	1
47001	Kukatja	BAT	p a t u p i r i	kuka1246	1
47003	Kurrama	BAT	c i w i r i	kurr1243	1
47004	Gurdjar	BAT	n t̪ o ɹ ɣ	gurd1238	1
47005	Kuuku-Ya'u	BAT	m u ŋ u j	kuuk1238	1
47006	Kala Lagaw Ya	BAT	a ɹ a ɹ a p a	kala1377	1
47007	Malyangapa	BAT	m a lː _ p a n a n c a k a	maly1234	1
47008	Margany	BAT	m a c a m b i ɖ a ɲ	marg1253	1
47009	Martu Wangka	BAT	c a ʈ i	mart1256	1
47011	Mudburra	BAT	ŋ a ɭ a m a ɲ m a ɲ a	mudb1240	1
47012	Muruwari	BAT	m a t c a m	muru1266	1
47013	Narungga	BAT	m a d c i d c u	naru1238	1
47015	Ngaanyatjarra	BAT	p i ɲ t c a ɲ a r a	ngaa1240	1
47016	Ngadjunmaya	BAT	t a d i	ngad1258	1
47017	Ngadjuri	BAT	m i k ʔ a	ngad1257	1
47018	Lower Riverland	BAT	ŋ e d l i ŋ e d l u ʈ o	lowe1402	1
47019	Ngamini	BAT	p i n t c i p i n t c i n d a ɹ a	ngam1284	1
47020	Ngarigu	BAT	ŋ u d j a n ŋ u d j a n	ngar1297	1
47021	Ngarinman	BAT	b a ɳ g a l	ngar1235	1
47022	Ngarla	BAT	ŋ u ŋ u ɲ	ngar1296	1
47023	Ngarluma	BAT	m a r i m a r i	ngar1287	1
47024	Narrinyeri	BAT	j a ɹ u n m u n d u l e	narr1259	1
47025	Ngawun	BAT	m a ɲ i m a ɲ i	ngaw1240	1
47026	Ngiyambaa	BAT	p a t̪ aː j p aː l a	ngiy1239	1
47027	Ngunawal	BAT	ŋ a d j a ŋ a d j a n	ngun1277	1
47028	Nhanda	BAT	m e l a ɲ oː	nhan1238	1
47029	Mangala	BAT	c a ʈ i	mang1383	1
47030	Northern Coastal Nyangumarta	BAT	c a ʈ i	nort2754	1
47031	Nyamal	BAT	t c a ʈ i	nyam1271	1
47032	Nyangumarta	BAT	t c a ʈ i	nyan1301	1
47033	Nyunga	BAT	p a l a n	nyun1247	1
47034	Paakantyi	BAT	b a ɳ a d c a	darl1243	1
47035	Pakanha	BAT	m aː l i	paka1251	1
47036	Pakanha	BAT	m i n̪ a	paka1251	1
47037	Banggarla	BAT	m i l c i ɲ e	bang1339	1
47038	Bayungu	BAT	k u r a l j a c i	bayu1240	1
47039	Pintupi-Luritja	BAT	p a t c u p i r i	pint1250	1
47040	Pitjantjatjara	BAT	p a t u p i ɹ i	pitj1243	1
47041	Dhalandji	BAT	ŋ a n i m a r a	dhal1245	1
47042	Umpila	BAT	m u ŋ u j	umpi1239	1
47043	Wajarri	BAT	i b i l̪ i b i l̪	waja1257	1
47044	Wagaya	BAT	w a k a l a k a l a n a	waga1260	1
47045	Wangganguru	BAT	p i n t c i p i n t c i n d a ɹ a	wang1290	1
47046	Pintiini	BAT	p a t u p i r i	pint1251	1
47047	Ngura	BAT	b i n t a l a ɲ i	ngur1261	1
47048	Warrgamay	BAT	m u ɲ u n m u ɲ u n	warr1255	1
47049	Warlmanpa	BAT	k u n a w i ɳ i c a ŋ u	warl1255	1
47050	Warlpiri	BAT	j a n t c i p i ɹ i	warl1254	1
47051	Warluwara	BAT	k a ɳ d a m u ɳ a	warl1256	1
47052	Wanman	BAT	t c a ʈ i	wanm1242	1
47053	Warumungu	BAT	ŋ a ɭ i m i n m i n	waru1265	1
47054	Warrungo	BAT	m u ɲ u n m u ɲ u n	waru1264	1
47055	Wathawurrung	BAT	ŋ a n i n ŋ a n i t c	wath1238	721
47056	Wajuk	BAT	b a m b i	waju1234	1
47057	Wik-Mungkan	BAT	m a l	wikm1247	1
47058	Wik-Mungkan	BAT	m i n̪	wikm1247	1
47059	Wiradhuri	BAT	ŋ a r a d a n	wira1262	1
47060	Wirangu-Nauo	BAT	b i n d̪ i n a ɹ a	wira1260	1
47061	Wirangu-Nauo	BAT	b i n d j i n d j a ɹ a	wira1260	1
47062	Woiwurrung	BAT	b a r a u ŋ	woiw1237	1
47063	Yagara	BAT	b i l i ŋ	yaga1262	1
47064	Yanyuwa	BAT	a w a k a l a k a l a	yany1243	1
47065	Yawarawarga	BAT	p i n t c i p i n t c i n t a ɹ a	yawa1258	1
47066	Yidiñ	BAT	m u ɲ i n	yidi1250	1
47067	Yirandhali	BAT	w i nː eː o n b oː ɹ oː	yira1239	1
47068	Yorta Yorta	BAT	m u m i a ŋ a	yort1237	1
47070	Yulparitja	BAT	c a ʈ i	yulp1238	1
47071	Yuwaalaraay	BAT	ŋ a r aː d̪ aː n	yuwa1242	1
#
15589	Adnyamathanha	BE ALIVE	i p i	adny1235	6441
15590	Alyawarr	BE ALIVE	i t e t̪	alya1239	6450
15591	Arabana	BE ALIVE	a ŋ k a	arab1267	6474
15592	Awabakal	BE ALIVE	m o ɹ o n _ k a t e a _ k æ n u n	awab1243	6440
15593	Badjiri	BE ALIVE	n i nː u nː a k a i	badj1244	6479
15594	Yugambeh-Bandjalang	BE ALIVE	m a m i ɹ _ j	band1339	6468
15595	Yugambeh-Bandjalang	BE ALIVE	m i ɹ i n z _ o t̪ e r s	band1339	6468
15596	Southern Maric	BE ALIVE	d̪ u w a ɖ	sout2765	6472
15597	Biri	BE ALIVE	d u n b i	biri1256	6445
15598	Birrpayi	BE ALIVE	m oː t a ŋ	birr1241	6440
15599	Bularnu	BE ALIVE	w a g a	bula1255	6446
15600	Bunganditj	BE ALIVE	j u l i	bung1264	6465
15601	Hawkesbury	BE ALIVE	m u d a ŋ	hawk1239	6440
15602	Thurawal	BE ALIVE	m u ɹ u ŋ a l e	thur1254	6440
15603	Sydney	BE ALIVE	m u t̪ u ŋ	sydn1236	6440
15604	Dharumbal	BE ALIVE	m u n d a r	dhar1248	6483
15605	Dayi	BE ALIVE	w a l ŋ a	dayi1244	6491
15606	Dhudhuroa	BE ALIVE	m u r b u w a	dhud1236	6458
15607	Dhurga	BE ALIVE	m u ɹ ʔ ɹ o w a n	dhur1239	6440
15608	Dhuwal	BE ALIVE	w a l ŋ a	dhuw1249	6491
15610	Dieri	BE ALIVE	t e p i ŋ a n a n t a	dier1241	6439
15611	Dyaabugay	BE ALIVE	ɲ u b a _ ɲ u b a	dyaa1242	6459
15612	Djambarrpuyngu	BE ALIVE	w a l ŋ a	djam1256	6491
15613	Djapu	BE ALIVE	w a l ŋ a	djap1238	6491
15614	Djinang	BE ALIVE	w a nː g i	djin1253	6491
15615	Duungidjawu	BE ALIVE	m i l	duun1241	6478
15616	Dyirbal	BE ALIVE	g u ŋ a	dyir1250	6485
15617	Gamilaraay	BE ALIVE	m u r u n	gami1243	6440
15618	Gangulu	BE ALIVE	d u n b i	gang1268	6445
15619	Kalali	BE ALIVE	n i n a	kala1380	6479
15620	Gumatj	BE ALIVE	w a l ŋ a	guma1253	6491
15621	Kumbainggar	BE ALIVE	g uː n u	kumb1268	6460
15622	Northern Inland Yui	BE ALIVE	m u ɹ u ŋ a _ k a d oː m b a	nort2760	6440
15623	Gunya	BE ALIVE	d̪ u w a ɖ	guny1241	6472
15624	Gupapuyngu	BE ALIVE	w a l ŋ a	gupa1247	6491
15625	Gurindji	BE ALIVE	w a n c i _ k a r i ɲ a n a	guri1247	6464
15626	Guugu Yimidhirr	BE ALIVE	ŋ a m b u ɹ g o	gugu1255	1
15627	Guwa	BE ALIVE	c u w a	guwa1242	1
15628	Guyani	BE ALIVE	t e p i n i n t a	guya1249	6439
15629	Sydney	BE ALIVE	m u d a ŋ	sydn1236	1
15630	Jaru	BE ALIVE	w a ɲ c i	jaru1254	6464
15632	Djiwarli	BE ALIVE	m u l g u	djiw1241	6463
15633	Kalkutung	BE ALIVE	i t̪ i	kalk1246	6450
15634	Gamilaraay	BE ALIVE	m u ɹ u n b u	gami1243	6440
15635	Karadjeri	BE ALIVE	w a n k a j i	kara1476	6474
15637	Kartujarra	BE ALIVE	w a n k a	kart1247	6474
15638	Gathang	BE ALIVE	g i ɹ ɹ u	gath1234	6447
15639	Kaurna	BE ALIVE	p u r u nː a	kaur1267	6438
15640	Kuku-Uwan	BE ALIVE	j e t̪ a l a	kuku1280	6476
15641	Gugadj	BE ALIVE	j iː c	guga1239	6450
15642	Gugadj	BE ALIVE	j iː c	guga1239	6450
15643	Kukatja	BE ALIVE	w a ŋ a ɹ i g o n a	kuka1246	6474
15644	Kuku-Yalanji	BE ALIVE	c u ɹ a	kuku1273	6487
15646	Kurrama	BE ALIVE	w a n k a	kurr1243	6474
15647	Gurdjar	BE ALIVE	m aː ɖ	gurd1238	6481
15648	Kuuku-Ya'u	BE ALIVE	j a l u m a	kuuk1238	6475
15649	Leningitij	BE ALIVE	ŋ g a j	leni1238	6451
15650	Kala Lagaw Ya	BE ALIVE	d a n p a l a i	kala1377	6437
15651	Malyangapa	BE ALIVE	m a lː _ t̪ i p i	maly1234	6439
15654	Margany	BE ALIVE	d̪ u w a ɖ	marg1253	6472
15655	Martu Wangka	BE ALIVE	w a n k a	mart1256	6474
15657	Mayaguduna	BE ALIVE	t u n d u	maya1280	6445
15658	Mayaguduna	BE ALIVE	t u n d u	maya1280	6445
15659	Mayi-Thakurti	BE ALIVE	k a l i r	mayi1234	6477
15660	Mayi-Thakurti	BE ALIVE	k a l i r	mayi1234	6477
15661	Mbabaram	BE ALIVE	m ɛ r	mbab1239	6488
15662	Anguthimri	BE ALIVE	l a t̪ i m i	angu1242	6454
15663	Minjungbal	BE ALIVE	m u n m e ɹ a b oː	minj1242	6470
15664	Kalarko	BE ALIVE	k a ɳ a ŋ u	kala1379	6452
15665	Mithaka	BE ALIVE	k u l i	mith1236	6480
15667	Mudburra	BE ALIVE	w a n k a	mudb1240	6474
15669	Muruwari	BE ALIVE	k a r i n c	muru1266	6456
15670	Narungga	BE ALIVE	m a m b a l i j a	naru1238	6442
15671	Ngaanyatjarra	BE ALIVE	k a n a	ngaa1240	6474
15672	Ngaanyatjarra	BE ALIVE	w a n k a	ngaa1240	6474
15673	Ngadjunmaya	BE ALIVE	t e ɖ a d c i	ngad1258	6490
15674	Lower Riverland	BE ALIVE	m a ŋ u ŋ k o	lowe1402	6469
15675	Ngamini	BE ALIVE	k a l p a l i	ngam1284	6457
15676	North-western Warlpiri	BE ALIVE	w a n k a ɹ u	nort2753	6474
15677	Ngarigu	BE ALIVE	k u bː u k u d j a n	ngar1297	6436
15678	Ngarinman	BE ALIVE	w a ɲ c i	ngar1235	6464
15679	Ngarla	BE ALIVE	w a n k a	ngar1296	6474
15680	Ngarluma	BE ALIVE	w a n k a	ngar1287	6474
15681	Narrinyeri	BE ALIVE	t a m b i	narr1259	6444
15682	Ngiyambaa	BE ALIVE	m uː n	ngiy1239	6489
15683	Ngunawal	BE ALIVE	m u l a ŋ g a ɹ i	ngun1277	1
15684	Nhanda	BE ALIVE	w a w ɭ a	nhan1238	6484
15685	Nhirrpi	BE ALIVE	t̪ i p i	nhir1234	6439
15686	Mangala	BE ALIVE	w a l p u r a	mang1383	6453
15687	Northern Coastal Nyangumarta	BE ALIVE	w a n k a ɲ u	nort2754	6474
15688	Nyamal	BE ALIVE	w a n k a ɲ u	nyam1271	6474
15689	Nyangumarta	BE ALIVE	w a n k a	nyan1301	6474
15690	Nyunga	BE ALIVE	d̪ a ɖ a l	nyun1247	6490
15691	Paakantyi	BE ALIVE	b u ɹ i n c a	darl1243	6438
15692	Pakanha	BE ALIVE	j e t̪ a	paka1251	1
15693	Panytyima	BE ALIVE	w a n k a	pany1241	6474
15694	Banggarla	BE ALIVE	i p i	bang1339	6441
15695	Bayungu	BE ALIVE	w a n k a	bayu1240	6474
15696	Pintupi-Luritja	BE ALIVE	w a n k a	pint1250	6474
15697	Pitjantjatjara	BE ALIVE	w a n k a	pitj1243	6474
15698	Pitta Pitta	BE ALIVE	k i m p a	pitt1247	6435
15699	Ritarungo	BE ALIVE	w a l ŋ a	rita1239	6491
15700	Dhalandji	BE ALIVE	w a n k a	dhal1245	6474
15701	Dhargari	BE ALIVE	w a t g a	dhar1247	6474
15702	Umpila	BE ALIVE	a m p i	umpi1239	6466
15703	Wajarri	BE ALIVE	w a n g a	waja1257	6474
15704	Wagaya	BE ALIVE	w a n k u	waga1260	6474
15707	Wangganguru	BE ALIVE	ŋ a n k a	wang1290	1
15708	Pintiini	BE ALIVE	w a n k a r i	pint1251	6474
15709	Wanggamala	BE ALIVE	n̪ a ŋ k a l i	wang1289	6471
15710	Ngura	BE ALIVE	t̪ i b a	ngur1261	6439
15711	Wardandi	BE ALIVE	m u d i d c a	ward1248	1
15712	Warrgamay	BE ALIVE	g u ŋ a	warr1255	6485
15713	Warlpiri	BE ALIVE	w a n k a ɹ u	warl1254	6474
15714	Warluwara	BE ALIVE	w a k a	warl1256	6446
15715	Wanman	BE ALIVE	w a n k a	wanm1242	6474
15716	Wariyangga	BE ALIVE	m u l g u	wari1262	6463
15717	Warumungu	BE ALIVE	w a n kː a	waru1265	6474
15718	Wathawurrung	BE ALIVE	m u r u n	wath1238	6440
15719	Wadiwadi	BE ALIVE	p u ɹ i ɲ a	wadi1249	1
15720	Wajuk	BE ALIVE	w o ŋ i n	waju1234	6448
15721	Western Arrarnta	BE ALIVE	i t e t̪ e	west2441	6450
15722	Wik-Mungkan	BE ALIVE	m a n _ e ɹ p a t̪ a ŋ	wikm1247	6462
15723	Wiradhuri	BE ALIVE	m u r o n	wira1262	6440
15724	Wirangu-Nauo	BE ALIVE	j a n a	wira1260	6443
15725	Woiwurrung	BE ALIVE	m u r o n	woiw1237	6440
15726	Wulguru	BE ALIVE	g u ɹ i	wulg1239	6467
15727	Yabula Yabula	BE ALIVE	d̪ o ɹ o a ŋ	yabu1234	6486
15728	Yagara	BE ALIVE	m i l b u l p u b u n	yaga1262	6482
15729	Yalarnnga	BE ALIVE	j u t̪ u w a r a	yala1262	6455
15730	Yan-nhangu	BE ALIVE	w a n ŋ a	yann1237	6491
15731	Yandruwandha	BE ALIVE	t̪ i p i	yand1253	6439
15732	Yanyuwa	BE ALIVE	l̪ u ŋ k u	yany1243	6461
15733	Yarluyandi	BE ALIVE	t̪ i p a	yarl1238	6439
15734	Yawarawarga	BE ALIVE	t e p i n a ɹ i	yawa1258	6439
15735	Yidiñ	BE ALIVE	d u g i ɹ	yidi1250	6473
15736	Yindjibarndi	BE ALIVE	m u w a	yind1247	6489
15737	Yorta Yorta	BE ALIVE	d̪ o n a	yort1237	6449
15739	Yulparitja	BE ALIVE	w a n k a	yulp1238	6474
15740	Yuwaalaraay	BE ALIVE	m u r u n	yuwa1242	6440
#
41197	Adnyamathanha	BE HUNGRY	a ɳ b a n i	adny1235	1
41198	Aghu Tharnggalu	BE HUNGRY	l b u ɹ	aghu1254	1
41199	Alyawarr	BE HUNGRY	a ŋ a i j a kʷ	alya1239	1
41200	Alyawarr	BE HUNGRY	a ŋ a i j e l	alya1239	1
41201	Andegerebinha	BE HUNGRY	u ɳ e n k a kʷ	ande1247	1
41202	Arabana	BE HUNGRY	w o d l a	arab1267	1
41203	Badimaya	BE HUNGRY	g u l j a	badi1246	1
41204	Badjiri	BE HUNGRY	b u ɹ o k a ɹ a	badj1244	1
41205	Yugambeh-Bandjalang	BE HUNGRY	g o bː e r i e	band1339	1
41206	Kabikabi	BE HUNGRY	g a g a n c d̪ u	kabi1260	1
41207	Southern Maric	BE HUNGRY	b u ŋ g a ɖ	sout2765	1
41208	Bilinara	BE HUNGRY	c a m a ɳ d a r a	bili1250	1
41209	Biri	BE HUNGRY	g a ŋ u n u	biri1256	1
41210	Birrpayi	BE HUNGRY	c o bː ɹ eː _ k i n e	birr1241	1
41211	Birrpayi	BE HUNGRY	g i t̪ e l g i n	birr1241	1
41212	Bularnu	BE HUNGRY	g a n a t̪ a r i	bula1255	1
41213	Bunganditj	BE HUNGRY	t i ʈ p a n	bung1264	1
41214	Hawkesbury	BE HUNGRY	d̪ a l i	hawk1239	1
41215	Dhangu	BE HUNGRY	d c a ɳ ŋ a r	dhan1270	1
41216	Thurawal	BE HUNGRY	g a g i	thur1254	1
41217	Sydney	BE HUNGRY	j u ɹ u	sydn1236	1
41218	Dharumbal	BE HUNGRY	b a p u l	dhar1248	1
41219	Dayi	BE HUNGRY	d c a ɭ ŋ a r	dayi1244	1
41220	Dhudhuroa	BE HUNGRY	b u ŋ o w o n a b eː	dhud1236	1
41221	Dhuwal	BE HUNGRY	d c a ɳ ŋ a r	dhuw1249	1
41222	Dieri	BE HUNGRY	m a n a l i	dier1241	1
41223	Dyaabugay	BE HUNGRY	d a l iː r	dyaa1242	1
41224	Djambarrpuyngu	BE HUNGRY	d c a ɳ ŋ a r	djam1256	1
41225	Djapu	BE HUNGRY	d c a ɳ ŋ a r	djap1238	1
41226	Djinang	BE HUNGRY	ŋ a l b i ɹ k i	djin1253	1
41228	Duungidjawu	BE HUNGRY	d c u ɹ a j i	duun1241	1
41229	Dyirbal	BE HUNGRY	k u n c o	dyir1250	1
41230	Wadjigu	BE HUNGRY	k a ɹ c e n o	wadj1255	1
41231	Gamilaraay	BE HUNGRY	j uː l ŋ i n	gami1243	1
41232	Gangulu	BE HUNGRY	g a b i n a	gang1268	1
41233	Kalali	BE HUNGRY	m a n u w u _ d̪ a l i n̪ a	kala1380	1
41234	Gumatj	BE HUNGRY	d c a ɳ ŋ a r	guma1253	1
41235	Kumbainggar	BE HUNGRY	m i r aː n d i	kumb1268	1
41236	Gunditjmara	BE HUNGRY	p oː n b oː ɹ g oː n i n	gund1249	1
41237	Northern Inland Yui	BE HUNGRY	d̪ i j a l d a	nort2760	1
41238	Kunggari	BE HUNGRY	g u ŋ g a r	kung1258	1
41239	Gunya	BE HUNGRY	g a b i ɖ b a ɹ i	guny1241	1
41240	Gupapuyngu	BE HUNGRY	d c a ɳ ŋ a r	gupa1247	1
41241	Gurindji	BE HUNGRY	t a n k u m u l u ŋ	guri1247	1
41242	Guugu Yimidhirr	BE HUNGRY	d i ŋ g a d i ɹ	gugu1255	1
41243	Guwa	BE HUNGRY	w i ŋ u r a	guwa1242	1
41244	Guyani	BE HUNGRY	k a n p a n k u	guya1249	1
41245	Jaru	BE HUNGRY	m i ŋ g o d c a	jaru1254	1
41246	Djiwarli	BE HUNGRY	k a m u	djiw1241	1
41247	Kalkutung	BE HUNGRY	p a i	kalk1246	1
41248	Gamilaraay	BE HUNGRY	j uː l ŋ i n	gami1243	1
41249	Karadjeri	BE HUNGRY	w a m b a ɹ	kara1476	1
41250	Kariyarra	BE HUNGRY	k a m a ŋ u	kari1304	1
41251	Kartujarra	BE HUNGRY	k a m a	kart1247	1
41252	Karruwali	BE HUNGRY	m i n i k i b e	karr1236	1
41253	Gathang	BE HUNGRY	g oː b ɹ eː g i	gath1234	1
41254	Kaurna	BE HUNGRY	m a iː m p i	kaur1267	1
41255	Kuku-Uwan	BE HUNGRY	m a d̪ c i	kuku1280	1
41256	Gugadj	BE HUNGRY	w u p e ŋ i n	guga1239	1
41257	Kukatja	BE HUNGRY	m i l j t c a r i	kuka1246	1
41258	Kuku-Yalanji	BE HUNGRY	t a q u e j	kuku1273	1
41260	Kuungkari of Barcoo River	BE HUNGRY	w a m a i n t̪	kuun1236	1
41261	Kula (Australia)	BE HUNGRY	w i l k a h k a	kula1275	1
41262	Kurrama	BE HUNGRY	k a m u ŋ u	kurr1243	1
41263	Gurdjar	BE HUNGRY	l β eː ŋ _ n c i j	gurd1238	1
41264	Gurdjar	BE HUNGRY	β eː l k i ɖ _ n t i j	gurd1238	1
41265	Kuuku-Ya'u	BE HUNGRY	uː l i	kuuk1238	1
41266	Leningitij	BE HUNGRY	a ð i m	leni1238	1
41267	Kala Lagaw Ya	BE HUNGRY	i e ɹ a g i	kala1377	1
41268	Malgana	BE HUNGRY	b u l j a r u	malg1242	1
41269	Malngin	BE HUNGRY	n u n k u w a r a	maln1239	1
41270	Malyangapa	BE HUNGRY	p u ɹ a ŋ u	maly1234	1
41271	Margany	BE HUNGRY	o l u ŋ	marg1253	1
41272	Martu Wangka	BE HUNGRY	k a l j p a ʈ u	mart1256	1
41274	Madhi Madhi	BE HUNGRY	w i k a t̪ a	madh1244	1
41275	Mayi-Kulan	BE HUNGRY	p u l ŋ i	mayi1236	1
41276	Mayi-Thakurti	BE HUNGRY	b u l n i ŋ o	mayi1234	1
41277	Mayi-Yapi	BE HUNGRY	p u l ŋ eː	mayi1235	1
41278	Mbabaram	BE HUNGRY	k oː j eː	mbab1239	1
41279	Anguthimri	BE HUNGRY	d̪ a j m ɹ i	angu1242	1
41280	Minjungbal	BE HUNGRY	k o bː i c	minj1242	1
41281	Kalarko	BE HUNGRY	p u p a r	kala1379	1
41282	Mithaka	BE HUNGRY	m a ŋ k a _ w a p i	mith1236	1
41283	Mudburra	BE HUNGRY	c a m a ɳ d a r a	mudb1240	1
41284	Muruwari	BE HUNGRY	k a n t u ɭ	muru1266	1
41285	Narungga	BE HUNGRY	d̪ a d c u ɹ i	naru1238	1
41287	Ngaanyatjarra	BE HUNGRY	m i r k a t c i r a c a	ngaa1240	1
41288	Ngaanyatjarra	BE HUNGRY	n u ŋ k u m u n u	ngaa1240	1
41289	Ngaanyatjarra	BE HUNGRY	p a ɭ t c a m u n u	ngaa1240	1
41290	Lower Riverland	BE HUNGRY	j e w a r a n	lowe1402	1
41291	Ngamini	BE HUNGRY	m u a n u	ngam1284	1
41292	North-western Warlpiri	BE HUNGRY	k a r m a n t a w a ŋ u	nort2753	1
41293	Ngarigu	BE HUNGRY	m i r i d j a	ngar1297	1
41294	Ngarinman	BE HUNGRY	c a m a ɳ d a r a	ngar1235	1
41295	Ngarla	BE HUNGRY	w u ŋ k a	ngar1296	1
41296	Ngarluma	BE HUNGRY	g a m u ŋ u	ngar1287	1
41297	Narrinyeri	BE HUNGRY	ɹ i m a	narr1259	1
41298	Ngawun	BE HUNGRY	p u p a l a m b a	ngaw1240	1
41299	Ngiyambaa	BE HUNGRY	p i r a p i l i	ngiy1239	1
41300	Ngunawal	BE HUNGRY	a ɹ a n d a	ngun1277	1
41301	Nhanda	BE HUNGRY	k u t c i t u	nhan1238	1
41302	Nhirrpi	BE HUNGRY	m a w a l i	nhir1234	1
