ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
674	Yintale	yint1235	blood		ṣwei³³	ʂ w e i	S W V V	S w e i	S W E I	blood:487	487
686	Zeme	zeme1240	blood		hezai	h e z a i	H V S V V	h e z a i	H E S A I	blood:487	487
673	Zhaba	zhab1238	blood		sui²¹	s u i	S V V	s u i	S Y I	blood:487	487
727	Alike Tibetan	amdo1237	bone		rə_pä	r ə p æ	R V P V	r I p E	R E P E	bone:1448	1448
768	Ao-Chungli	chon1286	bone		terat	t e r a t	T V R V T	t e r a t	T E R A T	bone:1448	1448
717	Ao-Mongsen	mong1332	bone		terat	t e r a t	T V R V T	t e r a t	T E R A T	bone:1448	1448
700	Apatari	apat1240	bone		àló	a l o	V R V	a l o	A L U	bone:434	434
736	Batang Tibetan	kham1282	bone		zö¹³_pa⁵³	z ö p a	S V P V	z E p a	S U P A	bone:1448	1448
747	Beijing	mand1415	bone		gǔtou_śY	g u t o u	K V T V V	g u t o u	K Y T U Y	bone:560	560
764	Bodo	bodo1269	bone		bezeʔŋ	b e z e ʔ ŋ	P V S V H N	b e z e 7 N	P E S E H N	bone:1435	1435
721	Bokar	bori1243	bone		loŋ_poŋ	l o ŋ p o ŋ	R V N P V N	l o N p o N	L U N P U N	bone:434	434
770	Bola	pela1242	bone		ʃă³⁵_u³¹	ʃ a u	S V V	S a u	S A Y	bone:1448	1448
766	Burmese	nucl1310	bone		aruiː	a r u iː	V R V V	a r u i	A R Y I	bone:1448	1448
699	Dhimal	dhim1246	bone		hara	h a r a	H V R V	h a r a	H A R A	bone:1420	1420
758	Dimasa	dima1251	bone		begereŋ	b e g e r e ŋ	P V K V R V N	b e g e r e N	P E K E R E N	bone:1435	1435
710	Dulong	drun1238	bone		aːŋ⁵⁵_rɨ⁵⁵	aː ŋ r ɨ	V N R V	a N r I	A N R I	bone:1448	1448
765	Fuzhou	mind1253	bone		kouk²³	k o u k	K V V K	k o u k	K U Y K	bone:560	560
740	Garo	garo1247	bone		greŋ	g r e ŋ	K R V N	g r e N	K R E N	bone:1435	1435
725	Geba	geba1237	bone		khwĩʔ⁵³	kʰ w ĩ ∼ ʔ	K W V N H	k w i n 7	K W I 9 H	bone:1448	1448
715	Geker	geko1235	bone		tʃweiʔ⁵³	tʃ w e i ʔ	T W V V H	t w e i 7	T W E I H	bone:1448	1448
771	Guiqiong	guiq1238	bone		wü⁵⁵_wü⁵⁵	w y w y	W V W V	w i w i	W Y W Y	bone:1448	1448
738	Gurung	guru1261	bone		xri³ba	x r i b a	K R V P V	x r i b a	G R I P A	bone:1448	1448
744	Hakka	hakk1236	bone		gut⁵_teu²	g u t t e u	K V T T V V	g u t t e u	K Y T T E Y	bone:560	560
723	Hmar	hmar1241	bone		ru	r u	R V	r u	R Y	bone:1499	1499
767	Horpa	horp1239	bone		rə_ra	r ə r a	R V R V	r I r a	R E R A	bone:1448	1448
763	Jingpo	kach1280	bone		n³³_ʒa³³	n ʒ a	N S V	n Z a	N S A	bone:1420	1420
751	Jinuo	youl1235	bone		ʃɔ⁴⁴_ɣɨ⁴⁴	ʃ ɔ ɣ ɨ	S V K V	S o x I	S U G I	bone:1448	1448
702	Jirel	jire1238	bone		ruː_L¹ba_L¹	r uː b a	R V P V	r u b a	R Y P A	bone:1448	1448
749	Kaike	kaik1246	bone		shuru	sʰ u r u	S V R V	s u r u	S Y R Y	bone:1448	1448
732	Khaling	khal1275	bone		soluH	s o l u	S V R V	s o l u	S U L Y	bone:1448	1448
714	Kulung	kulu1253	bone		tupri	t u p r i	T V P R V	t u p r i	T Y P R I	bone:1448	1448
706	Lepcha	lepc1244	bone		a-krăt	a k r a t	V K R V T	a k r a t	A K R A T	bone:1448	1448
739	Lhasa Tibetan	tibe1272	bone		rü¹³_pə⁵⁵	r y p ə	R V P V	r i p I	R Y P E	bone:1448	1448
704	Lhota	loth1237	bone		oːrɨ	oː r ɨ	V R V	o r I	U R I	bone:1448	1448
757	Liangmai	lian1251	bone		parah	p a r a h	P V R V H	p a r a h	P A R A H	bone:1448	1448
761	Lijiang-Naxi	lich1241	bone		so³³_lo³³	s o l o	S V R V	s o l o	S U L U	bone:1448	1448
741	Limbu	limb1266	bone		yɛʔl	y ɛ ʔ l	V V H R	i E 7 l	Y E H L	bone:1448	1448
705	Lushai	lush1249	bone		ruh	r u h	R V H	r u h	R Y H	bone:1499	1499
755	Lüsu	lisu1250	bone		ər³³_khuo⁵³	ə r kʰ u o	V R K V V	I r k u o	E R K Y U	bone:1448	1448
726	Manu	manu1255	bone		khwi⁴⁴	kʰ w i	K W V	k w i	K W I	bone:1448	1448
745	Motuo-M	dakp1242	bone		khaŋ	kʰ a ŋ	K V N	k a N	K A N	bone:1435	1435
760	N-Qiang	nort2722	bone		ər_pac̣	ə r p a tʂ	V R P V T	I r p a t	E R P A T	bone:1448	1448
753	Namuzi	namu1246	bone		ṣa⁵⁵_qa⁵⁵	ʂ a q a	S V K V	S a q a	S A K A	bone:889	889
731	Ninglang-Naxi	naxi1245	bone		ṣa³³_ŋv¹³	ʂ a ŋ v	S V N W	S a N v	S A N B	bone:1448	1448
724	Nusu	nusu1239	bone		jrɨ⁵⁵	j r ɨ	J R V	y r I	J R I	bone:1448	1448
703	Old Chinese	oldc1244	bone		kūt	k uː t	K V T	k u t	K Y T	bone:560	560
712	Pa'O	paok1235	bone		ʔa¹¹_cut¹¹	ʔ a ts u t	H V K V T	7 a C u t	H A C Y T	bone:1253	1253
769	Padam	pada1257	bone		a-loŋ	a l o ŋ	V R V N	a l o N	A L U N	bone:434	434
698	Quueyu	quey1238	bone		ʃə⁵⁵_rə⁵⁵	ʃ ə r ə	S V R V	S I r I	S E R E	bone:1448	1448
719	Rawang	rawa1265	bone		šərer	ʃ ə r e r	S V R V R	S I r e r	S E R E R	bone:1448	1448
708	Rourou	nusu1239	bone		_ʔua⁴⁴	ʔ u a	H V V	7 u a	H Y A	bone:891	891
752	Serdukpen	sher1257	bone		skit	s k i t	S K V T	s k i t	S K I T	bone:560	560
707	Sgaw	sgaw1245	bone		xi⁴⁴	x i	K V	x i	G I	bone:1448	1448
718	Sherpa	sher1255	bone		rok_LR	r o k	R V K	r o k	R U K	bone:1448	1448
728	Shixing	shix1238	bone		ćɨ⁵⁵_ər³³	tsʲ ɨ ə r	T V V R	t I I r	T I E R	bone:1448	1448
711	Tangkul	tang1336	bone		ara	a r a	V R V	a r a	A R A	bone:1448	1448
746	Tujia	nort2732	bone		lu¹_ka¹	l u k a	R V K V	l u k a	L Y K A	bone:434	434
733	W. Kayah	west2409	bone		krui⁵⁵	k r u i	K R V V	k r u i	K R Y I	bone:1448	1448
734	Written Tibetan	tibe1272	bone		rus_pa	r u s p a	R V S P V	r u s p a	R Y S P A	bone:1448	1448
754	Xiaxe Tibetan	amdo1237	bone		rə_pa	r ə p a	R V P V	r I p a	R E P A	bone:1448	1448
759	Yeinbaw	yinb1236	bone		ʃhwe⁵⁵	ʃʰ w e	S W V	S w e	S W E	bone:1448	1448
750	Yintale	yint1235	bone		khwei⁵⁵	kʰ w e i	K W V V	k w e i	K W E I	bone:1448	1448
762	Zeme	zeme1240	bone		pera	p e r a	P V R V	p e r a	P E R A	bone:1448	1448
748	Zhaba	zhab1238	bone		ʃŏ²¹_vui²¹	ʃ o v u i	S V W V V	S o v u i	S U B Y I	bone:1448	1448
800	Alike Tibetan	amdo1237	breast		nə_mä	n ə m æ	N V M V	n I m E	N E M E	breast:1399	1399
837	Ao-Chungli	chon1286	breast		mama	m a m a	M V M V	m a m a	M A M A	breast:1403	1403
792	Ao-Mongsen	mong1332	breast		mama	m a m a	M V M V	m a m a	M A M A	breast:1403	1403
776	Apatari	apat1240	breast		ańíŋ	a nʲ i ŋ	V N V N	a n i N	A N I N	breast:1399	1399
809	Batang Tibetan	kham1282	breast		ńâ⁵⁵_ńâʔ⁵	nʲ a nʲ a ʔ	N V N V H	n a n a 7	N A N A H	breast:1385	1385
819	Beijing	mand1415	breast		rǔfáŋ	r u f a ŋ	R V P V N	r u f a N	R Y B A N	breast:1399	1399
845	Beijing	mand1415	breast		nǎi	n a i	N V V	n a i	N A I	breast:1385	1385
834	Bodo	bodo1269	breast		abu	a b u	V P V	a b u	A P Y	breast:705	705
796	Bokar	bori1243	breast		a_ću	a tsʲ u	V T V	a t u	A T Y	breast:360	360
839	Bola	pela1242	breast		nau³⁵	n a u	N V V	n a u	N A Y	breast:1399	1399
835	Burmese	nucl1310	breast		nui	n u i	N V V	n u i	N Y I	breast:1399	1399
775	Dhimal	dhim1246	breast		tumta	t u m t a	T V M T V	t u m t a	T Y M T A	breast:1537	1537
829	Dimasa	dima1251	breast		abo	a b o	V P V	a b o	A P U	breast:705	705
786	Dulong	drun1238	breast		nuːŋ⁵⁵	n uː ŋ	N V N	n u N	N Y N	breast:1399	1399
790	Ersu	ersu1241	breast		ńo⁵⁵_ńo⁵⁵	nʲ o nʲ o	N V N V	n o n o	N U N U	breast:1399	1399
846	Fuzhou	mind1253	breast		neiŋ⁵²	n e i ŋ	N V V N	n e i N	N E I N	breast:1385	1385
813	Garo	garo1247	breast		cel	ts e l	K V R	C e l	C E L	breast:728	728
840	Guiqiong	guiq1238	breast		ni⁵⁵_ni⁵⁵	n i n i	N V N V	n i n i	N I N I	breast:1399	1399
811	Gurung	guru1261	breast		ŋxe	ŋ x e	N K V	N x e	N G E	breast:1385	1385
844	Hakka	hakk1236	breast		nen⁴_gu¹	n e n g u	N V N K V	n e n g u	N E N K Y	breast:1385	1385
798	Hmar	hmar1241	breast		aːwm	aː w m	V W M	a w m	A W M	breast:729	729
843	Hmar	hmar1241	breast		neːneː	n eː n eː	N V N V	n e n e	N E N E	breast:1385	1385
836	Horpa	horp1239	breast		łhə	ɬ h ə	R H V	L h I	L H E	breast:894	894
780	Idu	idum1241	breast		ńo¹_bi²	nʲ o b i	N V P V	n o b i	N U P I	breast:1399	1399
833	Jingpo	kach1280	breast		tšu̲ʔ⁵⁵	t ʃ u ʔ	T S V H	t S u 7	T S Y H	breast:360	360
822	Jinuo	youl1235	breast		mɛ⁴⁴_po⁴²	m ɛ p o	M V P V	m E p o	M E P U	breast:705	705
778	Jirel	jire1238	breast		ṭhaŋ_L¹	ʈ h a ŋ	T H V N	t h a N	T H A N	breast:481	481
821	Kaike	kaik1246	breast		homã	h o m ã ∼	H V M V N	h o m a n	H U M A 9	breast:1271	1271
805	Khaling	khal1275	breast		cünbren_L	ts y n b r e n	K V N P R V N	C i n b r e n	C Y N P R E N	breast:360	360
789	Kulung	kulu1253	breast		cu	ts u	K V	C u	C Y	breast:360	360
783	Lepcha	lepc1244	breast		nyen	n y e n	N V V N	n i e n	N Y E N	breast:1385	1385
812	Lhasa Tibetan	tibe1272	breast		o¹³_ma⁵⁵_EE	o m a	V M V	o m a	U M A	breast:1399	1399
781	Lhota	loth1237	breast		širo_	ʃ i r o	S V R V	S i r o	S I R U	breast:895	895
828	Liangmai	lian1251	breast		tana	t a n a	T V N V	t a n a	T A N A	breast:1399	1399
831	Lijiang-Naxi	lich1241	breast		ə⁵⁵_po³¹	ə p o	V P V	I p o	E P U	breast:705	705
814	Limbu	limb1266	breast		nu	n u	N V	n u	N Y	breast:1399	1399
782	Lushai	lush1249	breast		hnu-teː	h n u t eː	H N V T V	h n u t e	H N Y T E	breast:1399	1399
826	Lüsu	lisu1250	breast		ʒ̣æ³³_ńü⁵³	ʒ æ nʲ y	S V N V	Z E n i	S E N Y	breast:1399	1399
817	Motuo-M	dakp1242	breast		nu	n u	N V	n u	N Y	breast:1399	1399
830	N-Qiang	nort2722	breast		pa_pa	p a p a	P V P V	p a p a	P A P A	breast:705	705
824	Namuzi	namu1246	breast		ńy³³_ńy⁵⁵	nʲ y nʲ y	N V N V	n i n i	N Y N Y	breast:1399	1399
804	Ninglang-Naxi	naxi1245	breast		ńu³¹_bi³³	nʲ u b i	N V P V	n u b i	N Y P I	breast:1399	1399
799	Nusu	nusu1239	breast		nɨ⁵⁵_nɨ³¹_jɔ	n ɨ n ɨ j ɔ	N V N V J V	n I n I y o	N I N I J U	breast:893	893
779	Old Chinese	oldc1244	breast		noʔ	n o ʔ	N V H	n o 7	N U H	breast:1399	1399
838	Padam	pada1257	breast		a-ńun	a nʲ u n	V N V N	a n u n	A N Y N	breast:1399	1399
774	Quueyu	quey1238	breast		ŋi⁵⁵_nɛ⁵⁵	ŋ i n ɛ	N V N V	N i n E	N I N E	breast:1399	1399
794	Rawang	rawa1265	breast		nuŋ	n u ŋ	N V N	n u N	N Y N	breast:1399	1399
784	Rourou	nusu1239	breast		_pho⁴²	pʰ o	P V	p o	P U	breast:705	705
823	Serdukpen	sher1257	breast		ńuŋ	nʲ u ŋ	N V N	n u N	N Y N	breast:1399	1399
793	Sherpa	sher1255	breast		num_LR	n u m	N V M	n u m	N Y M	breast:1399	1399
801	Shixing	shix1238	breast		ńu⁵⁵_ńu³³	nʲ u nʲ u	N V N V	n u n u	N Y N Y	breast:1399	1399
787	Tangkul	tang1336	breast		naror	n a r o r	N V R V R	n a r o r	N A R U R	breast:1399	1399
818	Tujia	nort2732	breast		man⁴	m a n	M V N	m a n	M A N	breast:1271	1271
807	Written Tibetan	tibe1272	breast		nu_ma	n u m a	N V M V	n u m a	N Y M A	breast:1399	1399
825	Xiaxe Tibetan	amdo1237	breast		nə_ma	n ə m a	N V M V	n I m a	N E M A	breast:1399	1399
832	Zeme	zeme1240	breast		mituŋ	m i t u ŋ	M V T V N	m i t u N	M I T Y N	breast:145	145
820	Zhaba	zhab1238	breast		nau⁵⁵	n a u	N V V	n a u	N A Y	breast:1399	1399
870	Alike Tibetan	amdo1237	burn tr.		par	p a r	P V R	p a r	P A R	burn tr.:1191	1191
905	Ao-Chungli	chon1286	burn tr.		aroŋ	a r o ŋ	V R V N	a r o N	A R U N	burn tr.:1436	1436
864	Ao-Mongsen	mong1332	burn tr.		ruŋ	r u ŋ	R V N	r u N	R Y N	burn tr.:1436	1436
849	Apatari	apat1240	burn tr.		par	p a r	P V R	p a r	P A R	burn tr.:1191	1191
877	Batang Tibetan	kham1282	burn tr.		mba³⁵	m b a	M P V	m b a	M P A	burn tr.:1191	1191
887	Beijing	mand1415	burn tr.		shāo	sʰ aː o	S V V	s a o	S A U	burn tr.:620	620
907	Bola	pela1242	burn tr.		tɛʔ³¹	t ɛ ʔ	T V H	t E 7	T E H	burn tr.:1345	1345
903	Burmese	nucl1310	burn tr.		miː_hrui	m iː h r u i	M V H R V V	m i h r u i	M I H R Y I	burn tr.:1444	1444
848	Dhimal	dhim1246	burn tr.		ti	t i	T V	t i	T I	burn tr.:730	730
896	Dimasa	dima1251	burn tr.		sao	s a o	S V V	s a o	S A U	burn tr.:170	170
857	Dulong	drun1238	burn tr.		reːl⁵⁵	r eː l	R V R	r e l	R E L	burn tr.:701	701
902	Fuzhou	mind1253	burn tr.		siu⁵⁵	s i u	S V V	s i u	S I Y	burn tr.:620	620
881	Garo	garo1247	burn tr.		so-a	s o a	S V V	s o a	S U A	burn tr.:170	170
868	Geba	geba1237	burn tr.		b̄o⁴⁴_kəla³³	b̄ o k ə l a	P V K V R V	b o k I l a	P U K E L A	burn tr.:416	416
862	Geker	geko1235	burn tr.		ḍʒuʔ⁵³_kæʔ⁵	ɖʐ u ʔ k æ ʔ	K V H K V H	j u 7 k E 7	C Y H K E H	burn tr.:170	170
908	Guiqiong	guiq1238	burn tr.		lə³⁵	l ə	R V	l I	L E	burn tr.:416	416
879	Gurung	guru1261	burn tr.		khrõbaː²	kʰ r õ ∼ b aː	K R V N P V	k r o n b a	K R U 9 P A	burn tr.:1436	1436
884	Hakka	hakk1236	burn tr.		seu¹_fo³	s e u f o	S V V P V	s e u f o	S E Y B U	burn tr.:620	620
904	Horpa	horp1239	burn tr.		_rjɛ	r j ɛ	R J V	r y E	R J E	burn tr.:219	219
901	Jingpo	kach1280	burn tr.		wut³¹	w u t	W V T	w u t	W Y T	burn tr.:684	684
890	Jinuo	youl1235	burn tr.		phu⁴²	pʰ u	P V	p u	P Y	burn tr.:1342	1342
874	Khaling	khal1275	burn tr.		hannä	h a n n æ	H V N N V	h a n n E	H A N N E	burn tr.:684	684
861	Kulung	kulu1253	burn tr.		khi-ma	kʰ i m a	K V M V	k i m a	K I M A	burn tr.:1174	1174
854	Lepcha	lepc1244	burn tr.		făn	f a n	P V N	f a n	B A N	burn tr.:1342	1342
880	Lhasa Tibetan	tibe1272	burn tr.		par¹³_EE	p a r	P V R	p a r	P A R	burn tr.:1191	1191
852	Lhota	loth1237	burn tr.		roːŋ	r oː ŋ	R V N	r o N	R U N	burn tr.:1436	1436
895	Liangmai	lian1251	burn tr.		ntoh	n t o h	N T V H	n t o h	N T U H	burn tr.:170	170
899	Lijiang-Naxi	lich1241	burn tr.		khɨ⁵⁵	kʰ ɨ	K V	k I	K I	burn tr.:701	701
882	Limbu	limb1266	burn tr.		haːmmaʔ	h aː m m a ʔ	H V M M V H	h a m m a 7	H A M M A H	burn tr.:684	684
853	Lushai	lush1249	burn tr.		haːl	h aː l	H V R	h a l	H A L	burn tr.:701	701
893	Lüsu	lisu1250	burn tr.		de³³_bær⁵³	d e b æ r	T V P V R	d e b E r	T E P E R	burn tr.:1191	1191
869	Manu	manu1255	burn tr.		ʃho¹¹	ʃʰ o	S V	S o	S U	burn tr.:175	175
885	Motuo-M	dakp1242	burn tr.		der	d e r	T V R	d e r	T E R	burn tr.:136	136
898	N-Qiang	nort2722	burn tr.		dɛ_wu	d ɛ w u	T V W V	d E w u	T E W Y	burn tr.:136	136
891	Namuzi	namu1246	burn tr.		luo³¹_nʒæ³⁵	l u o n ʒ æ	R V V N S V	l u o n Z E	L Y U N S E	burn tr.:219	219
873	Ninglang-Naxi	naxi1245	burn tr.		ka¹³	k a	K V	k a	K A	burn tr.:701	701
867	Nusu	nusu1239	burn tr.		mrə̃r⁵³	m r ə̃ ∼ r	M R V N R	m r I n r	M R E 9 R	burn tr.:1436	1436
851	Old Chinese	oldc1244	burn tr.		sŋeu	s ŋ e u	S N V V	s N e u	S N E Y	burn tr.:620	620
859	Pa'O	paok1235	burn tr.		kho⁵⁵	kʰ o	K V	k o	K U	burn tr.:701	701
906	Padam	pada1257	burn tr.		uk	u k	V K	u k	Y K	burn tr.:482	482
847	Quueyu	quey1238	burn tr.		mbɛr¹³_zo⁵⁵	m b ɛ r z o	M P V R S V	m b E r z o	M P E R S U	burn tr.:1191	1191
865	Rawang	rawa1265	burn tr.		whəR	w h ə	W H V	w h I	W H E	burn tr.:701	701
856	Rourou	nusu1239	burn tr.		kha⁴²	kʰ a	K V	k a	K A	burn tr.:701	701
855	Sgaw	sgaw1245	burn tr.		d̄wɛʔ⁵³_ʔu⁴⁴	d̄ w ɛ ʔ ʔ u	T W V H H V	d w E 7 7 u	T W E H H Y	burn tr.:136	136
871	Shixing	shix1238	burn tr.		nga³¹	ŋ a	N V	N a	N A	burn tr.:620	620
858	Tangkul	tang1336	burn tr.		chui	tsʰ u i	K V V	C u i	C Y I	burn tr.:170	170
886	Tujia	nort2732	burn tr.		ta¹	t a	T V	t a	T A	burn tr.:1345	1345
875	W. Kayah	west2409	burn tr.		i¹¹_shɨ⁵⁵	i sʰ ɨ	V S V	i s I	I S I	burn tr.:175	175
876	Written Tibetan	tibe1272	burn tr.		ãbar	ã ∼ b a r	V N P V R	a n b a r	A 9 P A R	burn tr.:1191	1191
892	Xiaxe Tibetan	amdo1237	burn tr.		mbar	m b a r	M P V R	m b a r	M P A R	burn tr.:1191	1191
897	Yeinbaw	yinb1236	burn tr.		cụ²²_kại²²	ts ṵ k a̰ i	K V K V V	C u k a i	C Y K A I	burn tr.:170	170
889	Yintale	yint1235	burn tr.		shu⁵⁵_mi⁴⁴	sʰ u m i	S V M V	s u m i	S Y M I	burn tr.:175	175
900	Zeme	zeme1240	burn tr.		ru	r u	R V	r u	R Y	burn tr.:1444	1444
911	Zeme	zeme1240	burn tr.		tei	t e i	T V V	t e i	T E I	burn tr.:730	730
888	Zhaba	zhab1238	burn tr.		mut²¹	m u t	M V T	m u t	M Y T	burn tr.:684	684
942	Alike Tibetan	amdo1237	claw(nail)		shen_mo	sʰ e n m o	S V N M V	s e n m o	S E N M U	claw(nail):287	287
981	Ao-Chungli	chon1286	claw(nail)		teme-ʒɨŋ	t e m e ʒ ɨ ŋ	T V M V S V N	t e m e Z I N	T E M E S I N	claw(nail):287	287
932	Ao-Mongsen	mong1332	claw(nail)		tɨmecɨ	t ɨ m e ts ɨ	T V M V K V	t I m e C I	T I M E C I	claw(nail):287	287
914	Apatari	apat1240	claw(nail)		lɨhiŋ	l ɨ h i ŋ	R V H V N	l I h i N	L I H I N	claw(nail):287	287
950	Batang Tibetan	kham1282	claw(nail)		she⁵⁵_mo⁵⁵	sʰ e m o	S V M V	s e m o	S E M U	claw(nail):287	287
962	Beijing	mand1415	claw(nail)		zhījia	z h iː j i a	S H V J V V	z h i y i a	S H I J I A	claw(nail):644	644
977	Bodo	bodo1269	claw(nail)		asikur	a s i k u r	V S V K V R	a s i k u r	A S I K Y R	claw(nail):590	590
936	Bokar	bori1243	claw(nail)		lu_gin__<_*lak	l u g i n	R V K V N	l u g i n	L Y K I N	claw(nail):287	287
983	Bola	pela1242	claw(nail)		saŋ³⁵	s a ŋ	S V N	s a N	S A N	claw(nail):287	287
979	Burmese	nucl1310	claw(nail)		_sańː	s a nːʲ	S V N	s a n	S A N	claw(nail):287	287
913	Dhimal	dhim1246	claw(nail)		khursiŋ	kʰ u r s i ŋ	K V R S V N	k u r s i N	K Y R S I N	claw(nail):287	287
971	Dimasa	dima1251	claw(nail)		jaosugur	j a o s u g u r	J V V S V K V R	y a o s u g u r	J A U S Y K Y R	claw(nail):590	590
925	Dulong	drun1238	claw(nail)		ńɨːl⁵⁵	nʲ ɨː l	N V R	n I l	N I L	claw(nail):899	899
931	Ersu	ersu1241	claw(nail)		lɛ³³_ʒɨ⁵⁵	l ɛ ʒ ɨ	R V S V	l E Z I	L E S I	claw(nail):287	287
978	Fuzhou	mind1253	claw(nail)		kak²³_	k a k	K V K	k a k	K A K	claw(nail):644	644
954	Garo	garo1247	claw(nail)		jaskil	j a s k i l	J V S K V R	y a s k i l	J A S K I L	claw(nail):590	590
940	Geba	geba1237	claw(nail)		kəsɨ³³ṭi⁴⁴_mi	k ə s ɨ ʈ i m i	K V S V T V M V	k I s I t i m i	K E S I T I M I	claw(nail):731	731
930	Geker	geko1235	claw(nail)		ḍʒɨ¹¹_mə⁴⁴_b	ɖʐ ɨ m ə b	K V M V P	j I m I b	C I M E P	claw(nail):731	731
984	Guiqiong	guiq1238	claw(nail)		kue³³_śɛ⁵³	k u e sʲ ɛ	K V V S V	k u e s E	K Y E S E	claw(nail):287	287
952	Gurung	guru1261	claw(nail)		chĩ¹	tsʰ ĩ ∼	K V N	C i n	C I 9	claw(nail):287	287
959	Hakka	hakk1236	claw(nail)		gap⁵_	g a p	K V P	g a p	K A P	claw(nail):644	644
955	Hill-Miri	nyis1236	claw(nail)		leksin	l e k s i n	R V K S V N	l e k s i n	L E K S I N	claw(nail):287	287
938	Hmar	hmar1241	claw(nail)		tin	t i n	T V N	t i n	T I N	claw(nail):287	287
980	Horpa	horp1239	claw(nail)		lʒə	l ʒ ə	R S V	l Z I	L S E	claw(nail):287	287
918	Idu	idum1241	claw(nail)		a¹_huŋ¹_koŋ²	a h u ŋ k o ŋ	V H V N K V N	a h u N k o N	A H Y N K U N	claw(nail):1128	1128
976	Jingpo	kach1280	claw(nail)		lə³¹_mjin³³	l ə m j i n	R V M J V N	l I m y i n	L E M J I N	claw(nail):731	731
966	Jinuo	youl1235	claw(nail)		_sə⁴⁴	s ə	S V	s I	S E	claw(nail):287	287
916	Jirel	jire1238	claw(nail)		ser_T¹muk_T¹	s e r m u k	S V R M V K	s e r m u k	S E R M Y K	claw(nail):287	287
964	Kaike	kaik1246	claw(nail)		sɔrmy	s ɔ r m y	S V R M V	s o r m i	S U R M Y	claw(nail):287	287
945	Khaling	khal1275	claw(nail)		sendü_L	s e n d y	S V N T V	s e n d i	S E N T Y	claw(nail):287	287
929	Kulung	kulu1253	claw(nail)		sen	s e n	S V N	s e n	S E N	claw(nail):287	287
921	Lepcha	lepc1244	claw(nail)		pŭn-či	p u n tʃ i	P V N T V	p u n t i	P Y N T I	claw(nail):1212	1212
953	Lhasa Tibetan	tibe1272	claw(nail)		sẽ⁵⁵_mo⁵⁵	s ẽ ∼ m o	S V N M V	s e n m o	S E 9 M U	claw(nail):287	287
919	Lhota	loth1237	claw(nail)		yiŋ-kyep	y i ŋ k y e p	V V N K V V P	i i N k i e p	Y I N K Y E P	claw(nail):287	287
974	Lijiang-Naxi	lich1241	claw(nail)		_cɨ³¹	ts ɨ	K V	C I	C I	claw(nail):287	287
956	Limbu	limb1266	claw(nail)		sɛndhuk	s ɛ n d h u k	S V N T H V K	s E n d h u k	S E N T H Y K	claw(nail):287	287
920	Lushai	lush1249	claw(nail)		tin	t i n	T V N	t i n	T I N	claw(nail):287	287
970	Lüsu	lisu1250	claw(nail)		le³³_ca⁵³	l e ts a	R V K V	l e C a	L E C A	claw(nail):287	287
941	Manu	manu1255	claw(nail)		khɔ⁴⁴_mụ¹¹_b	kʰ ɔ m ṵ b	K V M V P	k o m u b	K U M Y P	claw(nail):731	731
960	Motuo-M	dakp1242	claw(nail)		chiŋ_naŋ	tsʰ i ŋ n a ŋ	K V N N V N	C i N n a N	C I N N A N	claw(nail):287	287
973	N-Qiang	nort2722	claw(nail)		_si	s i	S V	s i	S I	claw(nail):287	287
968	Namuzi	namu1246	claw(nail)		le³³_ńi³⁵_c	l e nʲ i ts	R V N V K	l e n i C	L E N I C	claw(nail):287	287
944	Ninglang-Naxi	naxi1245	claw(nail)		_c̣ɨ¹³	tʂ ɨ	T V	t I	T I	claw(nail):287	287
939	Nusu	nusu1239	claw(nail)		_sə̃r⁵⁵	s ə̃ ∼ r	S V N R	s I n r	S E 9 R	claw(nail):287	287
917	Old Chinese	oldc1244	claw(nail)		ćūʔ_	tsʲ uː ʔ	T V H	t u 7	T Y H	claw(nail):1291	1291
927	Pa'O	paok1235	claw(nail)		cu³³_mi³³	ts u m i	K V M V	C u m i	C Y M I	claw(nail):731	731
982	Padam	pada1257	claw(nail)		laːg-yin	l aː g y i n	R V K V V N	l a g i i n	L A K Y I N	claw(nail):287	287
912	Quueyu	quey1238	claw(nail)		ṣcɛ¹³_ćni⁵	ʂ ts ɛ tsʲ n i	S K V T N V	S C E t n i	S C E T N I	claw(nail):287	287
934	Rawang	rawa1265	claw(nail)		ńin	nʲ i n	N V N	n i n	N I N	claw(nail):899	899
923	Rourou	nusu1239	claw(nail)		_se³¹	s e	S V	s e	S E	claw(nail):287	287
967	Serdukpen	sher1257	claw(nail)		ik-ciŋ	i k ts i ŋ	V K K V N	i k C i N	I K C I N	claw(nail):287	287
922	Sgaw	sgaw1245	claw(nail)		mẽʔ⁵³	m ẽ ∼ ʔ	M V N H	m e n 7	M E 9 H	claw(nail):731	731
933	Sherpa	sher1255	claw(nail)		sermuHF	s e r m u	S V R M V	s e r m u	S E R M Y	claw(nail):287	287
943	Shixing	shix1238	claw(nail)		lie³³_c̣ɛ̃³⁵	l i e tʂ ɛ̃ ∼	R V V T V N	l i e t E n	L I E T E 9	claw(nail):287	287
926	Tangkul	tang1336	claw(nail)		ašo	a ʃ o	V S V	a S o	A S U	claw(nail):287	287
961	Tujia	nort2732	claw(nail)		kho¹_tha¹	kʰ o tʰ a	K V T V	k o t a	K U T A	claw(nail):1272	1272
