# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	GLOTTOCODE	COGID
9370	Wanggamala	FAT (ORGANIC SUBSTANCE)	t̪ u t̪ a	wang1289	3786
9371	Ngura	FAT (ORGANIC SUBSTANCE)	m a ɳ ŋ i	ngur1261	3750
9373	Wardandi	FAT (ORGANIC SUBSTANCE)	j eː ɹ i ŋ	ward1248	3817
9374	Warrgamay	FAT (ORGANIC SUBSTANCE)	p a l p a l a	warr1255	1
9375	Warlmanpa	FAT (ORGANIC SUBSTANCE)	w a ɹ a	warl1255	3753
9376	Warlmanpa	FAT (ORGANIC SUBSTANCE)	t i k a	warl1255	3753
9377	Warlpiri	FAT (ORGANIC SUBSTANCE)	c a ɹ a	warl1254	3817
9378	Warluwara	FAT (ORGANIC SUBSTANCE)	t̪ i n d̪ a	warl1256	3778
9379	Wanman	FAT (ORGANIC SUBSTANCE)	c i ɲ c i	wanm1242	3772
9380	Wariyangga	FAT (ORGANIC SUBSTANCE)	c i n c i	wari1262	3772
9381	Warumungu	FAT (ORGANIC SUBSTANCE)	t iː k a	waru1265	3746
9382	Warrungo	FAT (ORGANIC SUBSTANCE)	c a m b i b a j a	waru1264	3809
9383	Wathawurrung	FAT (ORGANIC SUBSTANCE)	m a m b u l a	wath1238	3755
9384	Wadiwadi	FAT (ORGANIC SUBSTANCE)	p i p a l	wadi1249	3784
9385	Wajuk	FAT (ORGANIC SUBSTANCE)	c e r i ŋ	waju1234	3767
9386	Western Arrarnta	FAT (ORGANIC SUBSTANCE)	n t e ɹ e	west2441	3804
9387	Wik-Mungkan	FAT (ORGANIC SUBSTANCE)	t̪ a n t̪	wikm1247	1
9388	Wiradhuri	FAT (ORGANIC SUBSTANCE)	g uː r aː j	wira1262	3773
9389	Wirangu-Nauo	FAT (ORGANIC SUBSTANCE)	m i ɳ u	wira1260	3750
9390	Woiwurrung	FAT (ORGANIC SUBSTANCE)	m a r m b u l	woiw1237	3755
9391	Wulguru	FAT (ORGANIC SUBSTANCE)	ŋ u ɹ g a l	wulg1239	3805
9392	Wulguru	FAT (ORGANIC SUBSTANCE)	ŋ u ɹ g a l j	wulg1239	3805
9393	Yabula Yabula	FAT (ORGANIC SUBSTANCE)	g u ɹ a t c	yabu1234	3765
9394	Yagara	FAT (ORGANIC SUBSTANCE)	t i ŋ g a l	yaga1262	3812
9395	Yalarnnga	FAT (ORGANIC SUBSTANCE)	ɲ i l k i	yala1262	3775
9396	Yan-nhangu	FAT (ORGANIC SUBSTANCE)	g a n d a r j i n d i	yann1237	3749
9397	Yandruwandha	FAT (ORGANIC SUBSTANCE)	m a ɳ i	yand1253	3750
9398	Yandruwandha	FAT (ORGANIC SUBSTANCE)	m a ɳ i p i k a	yand1253	3750
9399	Yanyuwa	FAT (ORGANIC SUBSTANCE)	k i ɹ i c i	yany1243	3789
9400	Yarluyandi	FAT (ORGANIC SUBSTANCE)	p a l k i p a l k i ɹ a	yarl1238	3783
9401	Yawarawarga	FAT (ORGANIC SUBSTANCE)	w a ʈ c i	yawa1258	3795
9402	Yidiñ	FAT (ORGANIC SUBSTANCE)	g i l m b a ɹ	yidi1250	3779
9403	Yindjibarndi	FAT (ORGANIC SUBSTANCE)	g u ɹ uː ɹ u	yind1247	3814
9404	Yindjilandji	FAT (ORGANIC SUBSTANCE)	g ʊ ŋ ʊ	yind1248	3794
9405	Bidyara	FAT (ORGANIC SUBSTANCE)	d̪ a m i	bidy1243	3785
9406	Yirandhali	FAT (ORGANIC SUBSTANCE)	d oː t a	yira1239	3786
9407	Yorta Yorta	FAT (ORGANIC SUBSTANCE)	w a l i t c a	yort1237	3770
9409	Yulparitja	FAT (ORGANIC SUBSTANCE)	c i ɹ a	yulp1238	3817
9410	Yuwaalaraay	FAT (ORGANIC SUBSTANCE)	w a m u	yuwa1242	3754
#
9411	Adnyamathanha	FATHER	v a p i	adny1235	3826
9412	Aghu Tharnggalu	FATHER	t̪ a j n̪ d̪ ə	aghu1254	3825
9413	Alyawarr	FATHER	a k ŋ e j	alya1239	3853
9414	Alyawarr	FATHER	a j n i kʷ	alya1239	3853
9415	Andegerebinha	FATHER	a k ŋ e j e	ande1247	1
9416	Arabana	FATHER	a p i t c i	arab1267	3823
9417	Awabakal	FATHER	b i n t u n	awab1243	3841
9418	Badimaya	FATHER	m a m a	badi1246	3868
9419	Badjiri	FATHER	c a b u	badj1244	3843
9420	Yugambeh-Bandjalang	FATHER	m a ɹ m o ŋ	band1339	3858
9421	Kabikabi	FATHER	b i j a	kabi1260	3839
9422	Southern Maric	FATHER	j a b u	sout2765	3843
9423	Bilinara	FATHER	ŋ a c i	bili1250	3832
9424	Biri	FATHER	ŋ a n d i	biri1256	3838
9425	Birrpayi	FATHER	b e a ŋ a	birr1241	3839
9426	Bularnu	FATHER	ŋ a w i l i	bula1255	3831
9427	Bunganditj	FATHER	m a m	bung1264	3868
9428	Colac	FATHER	m aː h m a	cola1237	3868
9429	Hawkesbury	FATHER	b i j a	hawk1239	3839
9430	Dhangu	FATHER	d c a w u ɭ p a	dhan1270	3819
9431	Sydney	FATHER	b e a n d a	sydn1236	3839
9432	Dharumbal	FATHER	p i n a	dhar1248	1
9433	Dayi	FATHER	g u n̪ u ʔ	dayi1244	3822
9434	Dhudhuroa	FATHER	m a m a	dhud1236	3868
9435	Dhurga	FATHER	b a b a	dhur1239	3873
9436	Dhuwal	FATHER	d c a w u ɭ p a	dhuw1249	3819
9438	Dieri	FATHER	ŋ a p i ɹ i	dier1241	3823
9439	Dyaabugay	FATHER	ɲ u m b u	dyaa1242	3861
9440	Djambarrpuyngu	FATHER	b æ p a	djam1256	3819
9441	Djapu	FATHER	m æ ɭ u	djap1238	3834
9442	Djinang	FATHER	d c i r p i ŋ	djin1253	3821
9444	Duungidjawu	FATHER	b u w aː	duun1241	3873
9445	Dyirbal	FATHER	ŋ u m a	dyir1250	3871
9446	Flinders Island	FATHER	e p i	flin1247	3835
9447	Wadjigu	FATHER	j a bː oː	wadj1255	3843
9448	Gamilaraay	FATHER	b aː j n a	gami1243	3873
9449	Gamilaraay	FATHER	b u b aː	gami1243	3873
9450	Gamilaraay	FATHER	b u w a d c a r	gami1243	3873
9451	Gangulu	FATHER	j a b u	gang1268	3843
9452	Kalali	FATHER	ŋ a n i	kala1380	3862
9453	Gureng Gureng	FATHER	b u p a ɹ	gure1255	3873
9454	Gudjal	FATHER	j a b u	gudj1237	3849
9455	Gumatj	FATHER	d c a w u ɭ p a	guma1253	3819
9456	Kumbainggar	FATHER	b aː b a	kumb1268	3873
9457	Gunditjmara	FATHER	m a mː j	gund1249	3868
9458	Kunggari	FATHER	j a b u	kung1258	3843
9459	Gunya	FATHER	j a b u	guny1241	3843
9460	Gupapuyngu	FATHER	d c a w u ɭ p a	gupa1247	3819
9461	Gurindji	FATHER	b l i t̪	guri1247	3827
9462	Guugu Yimidhirr	FATHER	d u n c o	gugu1255	3825
9463	Guwa	FATHER	k o bː a	guwa1242	3867
9464	Guyani	FATHER	p a p i	guya1249	3826
9465	Sydney	FATHER	b e a ŋ a	sydn1236	3839
9466	Jaru	FATHER	ŋ aː b i	jaru1254	3823
9468	Djiwarli	FATHER	m a ɳ d i	djiw1241	3851
9469	Walmajarri	FATHER	j i ɳ a	walm1241	3874
9470	Kanju	FATHER	p iː p i	kanj1260	3852
9471	Kalkutung	FATHER	k u ɭ a	kalk1246	3818
9472	Gamilaraay	FATHER	b a i n a	gami1243	3846
9473	Karadjeri	FATHER	c a p u l u	kara1476	3850
9475	Kariyarra	FATHER	m a m a	kari1304	3868
9477	Kartujarra	FATHER	m a m a	kart1247	3868
9478	Karruwali	FATHER	a p e ɹ i e	karr1236	3823
9479	Gathang	FATHER	b e o j u ɹ	gath1234	3839
9480	Kaurna	FATHER	ŋ a i c e ɭ i	kaur1267	3832
9481	Northern Sunraysia	FATHER	b a j t	nort2756	3855
9482	Northern Sunraysia	FATHER	b eː t	nort2756	3855
9483	Kuku-Uwan	FATHER	ŋ a c i	kuku1280	3832
9484	Gugadj	FATHER	k ɹ aː ɲ c	guga1239	3856
9485	Gugadj	FATHER	k ɹ aː ɲ c	guga1239	3856
9486	Kukatja	FATHER	ŋ aː b i	kuka1246	3823
9487	Kuku-Yalanji	FATHER	ŋ a n c a n	kuku1273	3870
9490	Kuungkari of Barcoo River	FATHER	k u ɭ a ɲ	kuun1236	3818
9491	Kula (Australia)	FATHER	k a h m b eː c a	kula1275	3820
9492	Kurrama	FATHER	m a m a	kurr1243	3868
9493	Gurdjar	FATHER	iː β	gurd1238	3835
9494	Kuuku-Ya'u	FATHER	p iː p i	kuuk1238	3852
9495	Leningitij	FATHER	n i t̪ a ɣ	leni1238	3866
9496	Kala Lagaw Ya	FATHER	b a b a	kala1377	3873
9497	Malgana	FATHER	m a mː a	malg1242	3868
9498	Malyangapa	FATHER	k u m b i d g i	maly1234	3820
9501	Margany	FATHER	j a b u	marg1253	3843
9502	Martu Wangka	FATHER	t a t i	mart1256	3842
9504	Madhi Madhi	FATHER	m aː m i	madh1244	3868
9505	Mayi-Kulan	FATHER	m u t c u	mayi1236	3854
9506	Mayi-Kulan	FATHER	m u t c u	mayi1236	3854
9507	Mayi-Thakurti	FATHER	j a t o	mayi1234	3849
9508	Mayi-Thakurti	FATHER	j a t o	mayi1234	3849
9509	Mayi-Yapi	FATHER	m u t c u	mayi1235	3854
9510	Mayi-Yapi	FATHER	m u t c u	mayi1235	3854
9511	Mbabaram	FATHER	a ɲ c a	mbab1239	3829
9512	Anguthimri	FATHER	n a t̪ i	angu1242	1
9513	Minjungbal	FATHER	b e u ŋ	minj1242	3839
9514	Kalarko	FATHER	m a m a ɭ u	kala1379	3868
9515	Mithaka	FATHER	ŋ a p ɹ i	mith1236	3823
9517	Mudburra	FATHER	k i ɖ a	mudb1240	3830
9519	Muruwari	FATHER	b a d a i n	muru1266	3845
9520	Muruwari	FATHER	b a n d a i n	muru1266	3845
9521	Narungga	FATHER	a d c a l i	naru1238	3833
9523	Ngaanyatjarra	FATHER	m a m a	ngaa1240	3868
9524	Ngaanyatjarra	FATHER	p u n a r i	ngaa1240	3868
9525	Ngadjunmaya	FATHER	m a m a	ngad1258	3868
9526	Lower Riverland	FATHER	n u kː u w u ɹ	lowe1402	3860
9527	Ngamini	FATHER	ŋ a ɹ p i	ngam1284	3823
9528	North-western Warlpiri	FATHER	ŋ a p i j i	nort2753	3823
9529	Ngarigu	FATHER	b u b a ŋ	ngar1297	3873
9530	Ngarinman	FATHER	ŋ a c i	ngar1235	3832
9531	Ngarla	FATHER	m a l j a	ngar1296	3857
9532	Ngarluma	FATHER	c a b u	ngar1287	3843
9533	Narrinyeri	FATHER	i k u w o n	narr1259	3836
9534	Ngawun	FATHER	j a t̪ u	ngaw1240	3849
9535	Ngawun	FATHER	j a t̪ u	ngaw1240	3849
9536	Ngiyambaa	FATHER	b u b a	ngiy1239	3873
9537	Ngunawal	FATHER	b o b o ŋ	ngun1277	3873
9538	Nhanda	FATHER	a m a	nhan1238	3868
9539	Nhirrpi	FATHER	ŋ a p i ɹ i	nhir1234	3823
9540	Mangala	FATHER	w u l u	mang1383	3848
9541	Northern Coastal Nyangumarta	FATHER	c a p a ʈ u	nort2754	3840
9542	Nyamal	FATHER	m a m a	nyam1271	3868
9543	Nyangumarta	FATHER	c a p a ʈ u	nyan1301	3840
9544	Nyunga	FATHER	m a mː a n	nyun1247	3868
9545	Paakantyi	FATHER	k o m b i t̪ a	darl1243	3820
9546	Paakantyi	FATHER	g a m b i c i	darl1243	3820
9547	Pakanha	FATHER	ŋ a t̪ː i	paka1251	3832
9548	Pallanganmiddang	FATHER	m a m a	pall1243	3868
9549	Pallanganmiddang	FATHER	m a m g a	pall1243	3868
9550	Panytyima	FATHER	m a m a	pany1241	3868
9551	Banggarla	FATHER	p a p i	bang1339	3826
9552	Bayungu	FATHER	m a m a	bayu1240	3868
9553	Western Victoria	FATHER	m a ɹ m i	west2443	3868
9554	Pintupi-Luritja	FATHER	m a m a	pint1250	3868
9555	Pintupi-Luritja	FATHER	p aː p a	pint1250	3868
9556	Pintupi-Luritja	FATHER	w u l m i n	pint1250	3868
9557	Pintupi-Luritja	FATHER	k a n t c u	pint1250	3868
9558	Pirriya	FATHER	t̪ a t̪ a	pirr1240	3842
9559	Pitjantjatjara	FATHER	m a m a	pitj1243	3868
9560	Pitta Pitta	FATHER	j a p i ɹ i	pitt1247	3823
9561	Ritarungo	FATHER	b aː p a	rita1239	3819
9563	Dhalandji	FATHER	p a b u	dhal1245	3873
9564	Dhargari	FATHER	m a ʈ i	dhar1247	3851
9565	Umpila	FATHER	p iː p i	umpi1239	3852
9566	Wajarri	FATHER	m a m a	waja1257	3868
9567	Wagaya	FATHER	ŋ u l i n t̪ u	waga1260	3863
9570	Wangganguru	FATHER	a n c a	wang1290	3829
9571	Wanggamala	FATHER	ŋ a p i ɹ i	wang1289	3823
9572	Ngura	FATHER	ŋ a ɳ i d c a	ngur1261	3838
9574	Wardandi	FATHER	m a mː o n	ward1248	3868
9575	Warrgamay	FATHER	d j a ŋ a	warr1255	3872
9576	Warlmanpa	FATHER	k i ʈ a	warl1255	3830
9577	Warlpiri	FATHER	p a p a	warl1254	3873
9578	Wanman	FATHER	m a m a ɳ p a	wanm1242	3868
9579	Wariyangga	FATHER	m a ɳ d i	wari1262	3851
9580	Warumungu	FATHER	k a m p a c u	waru1265	3820
9581	Warrungo	FATHER	k a j a	waru1264	1
9582	Wathawurrung	FATHER	g u r a u	wath1238	3837
9583	Wadiwadi	FATHER	m ʔ a m oː	wadi1249	3868
9584	Wajuk	FATHER	m a mː a n	waju1234	3868
9585	Western Arrarnta	FATHER	k aː ʈ a	west2441	3828
9586	Wik-Mungkan	FATHER	p iː p	wikm1247	3852
9587	Wiradhuri	FATHER	b a b eː n	wira1262	3826
9588	Wirangu-Nauo	FATHER	m u m a	wira1260	3868
9589	Woiwurrung	FATHER	m a m u n	woiw1237	3868
9590	Wulguru	FATHER	m u g a u j	wulg1239	3859
9591	Yabula Yabula	FATHER	n u ŋ i l a m b i ŋ u l u m	yabu1234	3869
9592	Yagara	FATHER	b i ŋ	yaga1262	3839
9593	Yalarnnga	FATHER	k a ɭ u	yala1262	3844
9594	Yan-nhangu	FATHER	g u n̪ a r k u ɭ i	yann1237	3822
9595	Yandruwandha	FATHER	ŋ a p i ɹ i	yand1253	3823
9596	Yanyuwa	FATHER	b i j i	yany1243	3852
9597	Yarluyandi	FATHER	ŋ a p i ɹ i	yarl1238	3823
9598	Yawarawarga	FATHER	ŋ a p a t i	yawa1258	3823
9599	Yidiñ	FATHER	b i m b i	yidi1250	3864
9600	Yindjibarndi	FATHER	b a b u	yind1247	3873
9601	Yindjilandji	FATHER	j a h p oː	yind1248	3843
9602	Bidyara	FATHER	j a b u	bidy1243	3843
9603	Yirandhali	FATHER	m a ɹ i n e ɹ	yira1239	3865
9604	Yorta Yorta	FATHER	g a i j a	yort1237	3824
9606	Yulparitja	FATHER	j i n a	yulp1238	3874
9607	Yuwaalaraay	FATHER	b u w a d c a r	yuwa1242	3847
#
9608	Adnyamathanha	FEAR (BE AFRAID)	w a j i	adny1235	3936
9609	Aghu Tharnggalu	FEAR (BE AFRAID)	b j e l	aghu1254	3961
9610	Alyawarr	FEAR (BE AFRAID)	a r a l c	alya1239	3921
9611	Arabana	FEAR (BE AFRAID)	t̪ a d l a ɹ a _ w a j a	arab1267	3919
9612	Awabakal	FEAR (BE AFRAID)	k i n t a	awab1243	3907
9613	Badjiri	FEAR (BE AFRAID)	k u r a p a	badj1244	3930
9614	Yugambeh-Bandjalang	FEAR (BE AFRAID)	d u h j i j n _ j	band1339	3929
9615	Yugambeh-Bandjalang	FEAR (BE AFRAID)	d u l u n z _ c	band1339	3929
9616	Yugambeh-Bandjalang	FEAR (BE AFRAID)	g u j i ɹ _ w	band1339	3929
9617	Yugambeh-Bandjalang	FEAR (BE AFRAID)	c	band1339	3929
9618	Yugambeh-Bandjalang	FEAR (BE AFRAID)	g u j i h ɹ _ w e	band1339	3929
9619	Yugambeh-Bandjalang	FEAR (BE AFRAID)	d a l a n z _ c	band1339	3929
9620	Kabikabi	FEAR (BE AFRAID)	w u d̪ i m	kabi1260	3954
9621	Southern Maric	FEAR (BE AFRAID)	d̪ u ŋ g a d i m a	sout2765	3950
9622	Bilinara	FEAR (BE AFRAID)	w u g a r a	bili1250	3902
9623	Biri	FEAR (BE AFRAID)	b a ŋ g a ɲ	biri1256	3904
9624	Birrpayi	FEAR (BE AFRAID)	g e ɹ u n d	birr1241	3909
9625	Bularnu	FEAR (BE AFRAID)	w a d j i l i	bula1255	3895
9626	Bunganditj	FEAR (BE AFRAID)	b a l e t a ŋ	bung1264	3896
9627	Colac	FEAR (BE AFRAID)	m i n e _ g a ɹ _ n oː k	cola1237	3960
9628	Hawkesbury	FEAR (BE AFRAID)	g i n d j a	hawk1239	3907
9629	Dhangu	FEAR (BE AFRAID)	b i j a ɳ u	dhan1270	3888
9630	Thurawal	FEAR (BE AFRAID)	c a ɖ u	thur1254	3910
9631	Sydney	FEAR (BE AFRAID)	j e ɹ ɹ u n	sydn1236	3909
9632	Dharumbal	FEAR (BE AFRAID)	d u l u j i g i	dhar1248	3939
9633	Dayi	FEAR (BE AFRAID)	b a r a ɹ i j i r	dayi1244	3890
9634	Dhudhuroa	FEAR (BE AFRAID)	w a r a g a n a	dhud1236	1
9635	Dhurga	FEAR (BE AFRAID)	g oː ʔ ɹ oː g oː n d̪ a g a	dhur1239	3933
9636	Dhuwal	FEAR (BE AFRAID)	b a r a ɹ i	dhuw1249	3890
9638	Dieri	FEAR (BE AFRAID)	d a d l a	dier1241	3919
9639	Dyaabugay	FEAR (BE AFRAID)	j a r n g a j	dyaa1242	3943
9640	Djambarrpuyngu	FEAR (BE AFRAID)	b a r a ɹ i	djam1256	3890
9641	Djapu	FEAR (BE AFRAID)	b a r a ɹ i	djap1238	3890
9642	Djinang	FEAR (BE AFRAID)	ŋ u j _ i ɲ d c i _ g i ɹ i	djin1253	3889
9644	Duungidjawu	FEAR (BE AFRAID)	b aː ŋ g i	duun1241	3934
9645	Dyirbal	FEAR (BE AFRAID)	j i k a m	dyir1250	1
9646	Gamilaraay	FEAR (BE AFRAID)	g e l i e l	gami1243	3912
9647	Gangulu	FEAR (BE AFRAID)	b a ŋ g a ɲ	gang1268	3904
9648	Kalali	FEAR (BE AFRAID)	k a l p a	kala1380	3931
9649	Gureng Gureng	FEAR (BE AFRAID)	j e n c eː g i m	gure1255	3944
9650	Gumatj	FEAR (BE AFRAID)	b a r a ɹ i	guma1253	3890
9651	Kumbainggar	FEAR (BE AFRAID)	w aː m b i	kumb1268	3923
9652	Gunditjmara	FEAR (BE AFRAID)	k uː n i n _ b a n	gund1249	1
9653	Northern Inland Yui	FEAR (BE AFRAID)	c o j a tː	nort2760	3911
9654	Kunggari	FEAR (BE AFRAID)	j i d i	kung1258	3947
9655	Gunya	FEAR (BE AFRAID)	g a l a	guny1241	1
9656	Gupapuyngu	FEAR (BE AFRAID)	b a r a ɹ i	gupa1247	3890
9657	Gurindji	FEAR (BE AFRAID)	p u ʈ u c _ m a ɳ a n a	guri1247	3897
9658	Guugu Yimidhirr	FEAR (BE AFRAID)	j i n i	gugu1255	3885
9659	Guyani	FEAR (BE AFRAID)	w a c i	guya1249	3936
9660	Sydney	FEAR (BE AFRAID)	c e r u n d	sydn1236	3909
9661	Jaru	FEAR (BE AFRAID)	ɹ i w a _ m a n a n	jaru1254	3898
9663	Djiwarli	FEAR (BE AFRAID)	c i r i l	djiw1241	3920
9664	Kalkutung	FEAR (BE AFRAID)	ɹ u m p i	kalk1246	3918
9665	Gamilaraay	FEAR (BE AFRAID)	g e l i e l	gami1243	3912
9666	Karadjeri	FEAR (BE AFRAID)	g a d c a l	kara1476	3915
9668	Kariyarra	FEAR (BE AFRAID)	w a j a g a r i	kari1304	3936
9670	Kartujarra	FEAR (BE AFRAID)	ŋ u ɭ u r i	kart1247	3958
9671	Gathang	FEAR (BE AFRAID)	g i n d j a n a n	gath1234	1
9672	Kaurna	FEAR (BE AFRAID)	w a i e n e n d i	kaur1267	3936
9673	Gugadj	FEAR (BE AFRAID)	k a ɹ p	guga1239	3930
9674	Gugadj	FEAR (BE AFRAID)	k a ɹ p	guga1239	3930
9675	Kukatja	FEAR (BE AFRAID)	w o l g o	kuka1246	3886
9676	Kuku-Yalanji	FEAR (BE AFRAID)	j i n i l	kuku1273	3885
9679	Kuungkari of Barcoo River	FEAR (BE AFRAID)	k a j a l p a t̪ a	kuun1236	3915
9680	Kula (Australia)	FEAR (BE AFRAID)	oː lː j a	kula1275	3953
9681	Kurrama	FEAR (BE AFRAID)	w aː t p aː t p a	kurr1243	3962
9682	Gurdjar	FEAR (BE AFRAID)	m p a r w i l k	gurd1238	3956
9683	Kuuku-Ya'u	FEAR (BE AFRAID)	w i n i n i	kuuk1238	3942
9684	Leningitij	FEAR (BE AFRAID)	ŋ i t̪ m a	leni1238	1
9685	Kala Lagaw Ya	FEAR (BE AFRAID)	a k a	kala1377	3887
9687	Martu Wangka	FEAR (BE AFRAID)	ŋ u ɭ u	mart1256	3958
9689	Madhi Madhi	FEAR (BE AFRAID)	b a m b a	madh1244	1
9690	Madhi Madhi	FEAR (BE AFRAID)	b a m b a d _ a	madh1244	1
9691	Mayi-Kulan	FEAR (BE AFRAID)	k a w i	mayi1236	3946
9692	Mayi-Kulan	FEAR (BE AFRAID)	k a w i	mayi1236	3946
9693	Mayaguduna	FEAR (BE AFRAID)	t̪ a l k a l	maya1280	3894
9694	Mayaguduna	FEAR (BE AFRAID)	t̪ a l k a l	maya1280	3894
9695	Mayi-Thakurti	FEAR (BE AFRAID)	k a w i	mayi1234	3946
9696	Mayi-Thakurti	FEAR (BE AFRAID)	k a w i	mayi1234	3946
9697	Anguthimri	FEAR (BE AFRAID)	Z/ʒ i t a m a	angu1242	3963
9698	Minjungbal	FEAR (BE AFRAID)	d w i ŋ g a l a	minj1242	3929
9699	Kalarko	FEAR (BE AFRAID)	p i j u	kala1379	3888
9700	Mithaka	FEAR (BE AFRAID)	k i ɲ a n d u	mith1236	3907
9702	Mudburra	FEAR (BE AFRAID)	w i l a ɲ k a r a	mudb1240	3899
9704	Muruwari	FEAR (BE AFRAID)	k a r a	muru1266	3916
9705	Ngaanyatjarra	FEAR (BE AFRAID)	ŋ u ɭ u ɲ ŋ u ɭ u ɲ p a	ngaa1240	3958
9706	Ngadjunmaya	FEAR (BE AFRAID)	p i _ i u	ngad1258	3964
9707	Ngadjunmaya	FEAR (BE AFRAID)	p e _ i u	ngad1258	3964
9708	Lower Riverland	FEAR (BE AFRAID)	j u r u n	lowe1402	3945
9709	Ngamini	FEAR (BE AFRAID)	p a n d a n u	ngam1284	3935
9710	Ngarigu	FEAR (BE AFRAID)	d j a u a tː b u ɲ a	ngar1297	3940
9711	Ngarla	FEAR (BE AFRAID)	w a ɭ u	ngar1296	3941
9712	Ngarluma	FEAR (BE AFRAID)	w a j a g a b u	ngar1287	3936
9713	Narrinyeri	FEAR (BE AFRAID)	w a u w a u w i	narr1259	3906
9714	Ngawun	FEAR (BE AFRAID)	k a w a	ngaw1240	3946
9715	Ngawun	FEAR (BE AFRAID)	k a w a	ngaw1240	3946
9716	Ngiyambaa	FEAR (BE AFRAID)	g i a n d u nː a	ngiy1239	3948
9717	Ngunawal	FEAR (BE AFRAID)	d j ɔ w i d j ɔ d j	ngun1277	1
9718	Nhanda	FEAR (BE AFRAID)	p a ɭ a d a t a	nhan1238	3896
9719	Mangala	FEAR (BE AFRAID)	ɹ a j i n t a r i	mang1383	3926
9720	Northern Coastal Nyangumarta	FEAR (BE AFRAID)	ŋ a r u ʈ a	nort2754	3905
9721	Nyamal	FEAR (BE AFRAID)	w i ɳ t i	nyam1271	1
9722	Nyangumarta	FEAR (BE AFRAID)	w i ɳ t i	nyan1301	3905
9723	Nyunga	FEAR (BE AFRAID)	w a j a ɳ	nyun1247	3936
9724	Paakantyi	FEAR (BE AFRAID)	ŋ uː j a l a	darl1243	3917
9725	Panytyima	FEAR (BE AFRAID)	ɲ i m b a	pany1241	3957
9726	Banggarla	FEAR (BE AFRAID)	w a iː	bang1339	3936
9727	Bayungu	FEAR (BE AFRAID)	p i ɹ u	bayu1240	3964
9728	Pintupi-Luritja	FEAR (BE AFRAID)	k u l u ŋ k a	pint1250	3922
9729	Pintupi-Luritja	FEAR (BE AFRAID)	ŋ u l u	pint1250	3922
9730	Pirriya	FEAR (BE AFRAID)	k a j a l p a t̪ a w i n a	pirr1240	3915
9731	Pitjantjatjara	FEAR (BE AFRAID)	ŋ u l u	pitj1243	3958
9732	Pitta Pitta	FEAR (BE AFRAID)	t̪ a l a l a	pitt1247	3919
9733	Ritarungo	FEAR (BE AFRAID)	g u ɲ d c a ʔ dʱ i r i	rita1239	3891
9735	Dhalandji	FEAR (BE AFRAID)	p i ɹ u	dhal1245	3964
9736	Dhargari	FEAR (BE AFRAID)	c i r i l	dhar1247	3920
9737	Umpila	FEAR (BE AFRAID)	w i n i	umpi1239	3942
9738	Wajarri	FEAR (BE AFRAID)	ŋ u ɭ u	waja1257	3958
9739	Wagaya	FEAR (BE AFRAID)	c i r e w	waga1260	3951
9741	Wangganguru	FEAR (BE AFRAID)	t a d l a	wang1290	3919
9742	Pintiini	FEAR (BE AFRAID)	ŋ u ɭ u	pint1251	3958
9743	Wanggamala	FEAR (BE AFRAID)	t̪ a l a ɹ a c i	wang1289	3919
9744	Ngura	FEAR (BE AFRAID)	p a ɭ i p a ɭ i	ngur1261	3896
9745	Wardandi	FEAR (BE AFRAID)	w a n a n c	ward1248	1
9746	Warrgamay	FEAR (BE AFRAID)	b iː ɽ a	warr1255	3964
9747	Warlpiri	FEAR (BE AFRAID)	l a ŋ k a r	warl1254	3901
9748	Warluwara	FEAR (BE AFRAID)	j i ɹ a t̪ aː r i	warl1256	3928
9749	Wanman	FEAR (BE AFRAID)	ŋ u ɭ u	wanm1242	3958
9750	Wariyangga	FEAR (BE AFRAID)	c i r i l	wari1262	3920
9751	Warumungu	FEAR (BE AFRAID)	j i ŋ a l	waru1265	3900
9752	Warrungo	FEAR (BE AFRAID)	b i ɲ c i l g u m a n b i	waru1264	3937
9753	Wathawurrung	FEAR (BE AFRAID)	ŋ a p k u n a ŋ	wath1238	3903
9754	Wajuk	FEAR (BE AFRAID)	t a ɳ a v a n	waju1234	3908
9755	Western Arrarnta	FEAR (BE AFRAID)	t e ɹ i r e m e	west2441	3938
9756	Wik-Mungkan	FEAR (BE AFRAID)	w i ɲ	wikm1247	3925
9757	Wiradhuri	FEAR (BE AFRAID)	g i a l	wira1262	3912
9758	Wirangu-Nauo	FEAR (BE AFRAID)	w a j i	wira1260	3936
9759	Woiwurrung	FEAR (BE AFRAID)	b a m b u	woiw1237	3949
9760	Wulguru	FEAR (BE AFRAID)	g u l m a n	wulg1239	3932
9761	Yabula Yabula	FEAR (BE AFRAID)	d j eː m u l	yabu1234	3893
9762	Yagara	FEAR (BE AFRAID)	j a n d a i n	yaga1262	3959
9763	Yalarnnga	FEAR (BE AFRAID)	k a n t a	yala1262	3913
9764	Yan-nhangu	FEAR (BE AFRAID)	ɭ a w a ŋ d̪ u n	yann1237	3892
9765	Yandruwandha	FEAR (BE AFRAID)	j a b a j i	yand1253	3927
9766	Yandruwandha	FEAR (BE AFRAID)	j a b a l i	yand1253	3927
9767	Yanyuwa	FEAR (BE AFRAID)	w a ɳ d u r a n k a j a r a	yany1243	3924
9768	Yarluyandi	FEAR (BE AFRAID)	t̪ a d n a	yarl1238	3908
9769	Yawarawarga	FEAR (BE AFRAID)	c a p a	yawa1258	3927
