ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
6433	URDU	urd	fog		d̪ʰʊ̃d̪	d̪ʰ ʊ̃ d̪	T V T	d u d	T Y T	fog:F	643
11331	ANCIENT_GREEK	grc	foot		puːs	p uː s	P V S	p u s	P Y S	foot:B	651
11348	BELARUSIAN	bel	foot		naˈɣa	n a ˈɣ a	N V K V	n a x a	N A G A	foot:G	654
11339	BIHARI	mai	foot		pyaer	p yae r	P V R	p i r	P Y R	foot:B	651
11344	BULGARIAN	bul	foot		krak	k r a k	K R V K	k r a k	K R A K	foot:E	653
11372	CATALAN	cat	foot		pɛuw	p ɛu w	P V W	p E w	P E W	foot:B	651
11351	CZECH	ces	foot		ˈnɔɦa	ˈn ɔ ɦ a	N V H V	n o h a	N U H A	foot:G	654
11363	DANISH	dan	foot		foˀð	f oˀ ð	P V T	f o 8	B U D	foot:B	651
11364	DANISH_FJOLDE		foot		fuoð	f uo ð	P V T	f u 8	B Y D	foot:B	651
11369	DUTCH	nld	foot		vut	v u t	W V T	v u t	B Y T	foot:B	651
11362	ELFDALIAN	qov	foot		fʉət	f ʉə t	P V T	f I t	B Y T	foot:B	651
11367	ENGLISH	eng	foot		fʊt	f ʊ t	P V T	f u t	B Y T	foot:B	651
11357	FAROESE	fao	foot		ˈfɔuːtʊɹ	ˈf ɔuː t ʊ ɹ	P V T V R	f o t u r	B U T Y R	foot:B	651
11375	FRENCH	fra	foot		pje	p j e	P J V	p y e	P J E	foot:B	651
11370	GERMAN	deu	foot		fu:s	f u: s	P V S	f u s	B Y S	foot:B	651
11332	GREEK	ell	foot		ˈpo̞ði	ˈp o̞ ð i	P V T V	p o 8 i	P U D I	foot:B	651
11365	GUTNISH_LAU		foot		fout	f ou t	P V T	f o t	B U T	foot:B	651
11366	GUTNISH_LAU		foot		baɪn	b aɪ n	P V N	b a n	P A N	foot:M	657
11356	ICELANDIC	isl	foot		ˈfouːtʰʏr	ˈf ouː tʰ ʏ r	P V T V R	f o t i r	B U T Y R	foot:B	651
11376	ITALIAN	ita	foot		pjɛde	p j ɛ d e	P J V T V	p y E d e	P J E T E	foot:B	651
11371	LATIN	lat	foot		peːs	p eː s	P V S	p e s	P E S	foot:B	651
11345	MACEDONIAN	mkd	foot		ˈnoɡa	ˈn o ɡ a	N V K V	n o g a	N U K A	foot:G	654
11341	MARATHI	mar	foot		paj	p a j	P V J	p a y	P A J	foot:B	651
11358	NORWEGIAN_RIKSMAL	nor	foot		fuːt	f uː t	P V T	f u t	B Y T	foot:B	651
11342	OLD_CHURCH_SLAVONIC	chu	foot		nɔɡɑ	n ɔ ɡ ɑ	N V K V	n o g o	N U K A	foot:G	654
11377	OLD_IRISH	sga	foot		traɣʹ	t r a ɣʹ	T R V K	t r a x	T R A G	foot:D	652
11378	OLD_IRISH	sga	foot		kos	k o s	K V S	k o s	K U S	foot:I	655
11355	OLD_NORSE	non	foot		foːtr	f oː t r	P V T R	f o t r	B U T R	foot:B	651
11360	OLD_SWEDISH		foot		ˈfoːter	ˈf oː t e r	P V T V R	f o t e r	B U T E R	foot:B	651
11338	ORIYA	ori	foot		padɔ	p a d ɔ	P V T V	p a d o	P A T U	foot:B	651
11337	OSSETIC_DIGOR	oss	foot		kaχ	k a χ	K V K	k a G	K A G	foot:K	656
11336	OSSETIC_IRON	oss	foot		kaχ	k a χ	K V K	k a G	K A G	foot:K	656
11347	POLISH	pol	foot		ˈnɔɡa	ˈn ɔ ɡ a	N V K V	n o g a	N U K A	foot:G	654
11373	PORTUGUESE	por	foot		pɛ	p ɛ	P V	p E	P E	foot:B	651
11346	RUSSIAN	rus	foot		noga	n o g a	N V K V	n o g a	N U K A	foot:G	654
11343	SERBO-CROATIAN	srp	foot		ˈnɔ̌ɡa	ˈn ɔ̌ ɡ a	N V K V	n o g a	N U K A	foot:G	654
11350	SLOVAK	slk	foot		ˈnɔɦa	ˈn ɔ ɦ a	N V H V	n o h a	N U H A	foot:G	654
11354	SLOVENIAN	slv	foot		ˈnɔ̌ːɡa	ˈn ɔ̌ː ɡ a	N V K V	n o g a	N U K A	foot:G	654
11353	SORBIAN_LOWER	dsb	foot		ˈnɔɡa	ˈn ɔ ɡ a	N V K V	n o g a	N U K A	foot:G	654
11352	SORBIAN_UPPER	hsb	foot		ˈnɔha	ˈn ɔ h a	N V H V	n o h a	N U H A	foot:G	654
11374	SPANISH	spa	foot		pje	p j e	P J V	p y e	P J E	foot:B	651
11359	STAVANGERSK		foot		fuːd	f uː d	P V T	f u d	B Y T	foot:B	651
11361	SWEDISH	swe	foot		fuːt	f uː t	P V T	f u t	B Y T	foot:B	651
11349	UKRAINIAN	ukr	foot		nɔˈɦa	n ɔ ˈɦ a	N V H V	n o h a	N U H A	foot:G	654
11340	URDU	urd	foot		pɑũ	p ɑũ	P V	p o	P A	foot:B	651
1152	ANCIENT_GREEK	grc	four		tétːares	t é tː a r e s	T V T V R V S	t e t a r e s	T E T A R E S	four:N	658
1170	BELARUSIAN	bel	four		tʂaˈtɨrɨ	t ʂ a ˈt ɨ r ɨ	T S V T V R V	t S a t I r I	T S A T I R I	four:N	658
1160	BIHARI	mai	four		cəir	c əi r	K V R	T I r	C E R	four:N	658
1166	BULGARIAN	bul	four		ˈtʃɛtiri	ˈt ʃ ɛ t i r i	T S V T V R V	t S E t i r i	T S E T I R I	four:N	658
1193	CATALAN	cat	four		kwatɾə	k w a t ɾ ə	K W V T R V	k w a t r I	K W A T R E	four:N	658
1173	CZECH	ces	four		ˈtʃtɪr̝ɪ	ˈt ʃ t ɪ r̝ ɪ	T S T V R V	t S t i r i	T S T I R I	four:N	658
1185	DANISH	dan	four		ˈfi:ʌ	ˈf i:ʌ	P V	f i	B I	four:N	658
1186	DANISH_FJOLDE		four		ˈfejəɹ	ˈf e j ə ɹ	P V J V R	f e y I r	B E J E R	four:N	658
1190	DUTCH	nld	four		vir	v i r	W V R	v i r	B I R	four:N	658
1184	ELFDALIAN	qov	four		ˈfỳːrɑ	ˈf yː r ɑ	P V R V	f i r o	B Y R A	four:N	658
1188	ENGLISH	eng	four		fɔ:	f ɔ:	P V	f o	B U	four:N	658
1179	FAROESE	fao	four		ˈfʊiːɹa	ˈf ʊiː ɹ a	P V R V	f u r a	B Y R A	four:N	658
1196	FRENCH	fra	four		katʀ	k a t ʀ	K V T R	k a t r	K A T R	four:N	658
1191	GERMAN	deu	four		fi:ɐ̯	f i:ɐ̯	P V	f i	B I	four:N	658
1153	GREEK	ell	four		ˈte̞se̞ˌra	ˈt e̞ s e̞ ˌr a	T V S V R V	t e s e r a	T E S E R A	four:N	658
1187	GUTNISH_LAU		four		ˈfɛɪrɛ	ˈf ɛɪ r ɛ	P V R V	f E r E	B E R E	four:N	658
1178	ICELANDIC	isl	four		ˈfjouːrɪr	ˈf j ouː r ɪ r	P J V R V R	f y o r i r	B J U R I R	four:N	658
1197	ITALIAN	ita	four		kwattro	k w a tt r o	K W V T R V	k w a t r o	K W A T R U	four:N	658
1192	LATIN	lat	four		ˈkʷatːuor	ˈkʷ a tː uo r	K V T V R	k a t u r	K A T Y R	four:N	658
1167	MACEDONIAN	mkd	four		ˈtʃetiri	ˈt ʃ e t i r i	T S V T V R V	t S e t i r i	T S E T I R I	four:N	658
1163	MARATHI	mar	four		tʃaɾ	t ʃ a ɾ	T S V R	t S a r	T S A R	four:N	658
1180	NORWEGIAN_RIKSMAL	nor	four		ˈfìːɾə	ˈf ìː ɾ ə	P V R V	f i r I	B I R E	four:N	658
1164	OLD_CHURCH_SLAVONIC	chu	four		ʧɛtɯrɛ	ʧ ɛ t ɯ r ɛ	K V T V R V	C E t u r E	C E T I R E	four:N	658
1198	OLD_IRISH	sga	four		kʹeθərʹ	kʹ e θ ə rʹ	K V T V R	k e 8 I r	K E D E R	four:N	658
1177	OLD_NORSE	non	four		ˈfjoːrir	ˈf j oː r i r	P J V R V R	f y o r i r	B J U R I R	four:N	658
1182	OLD_SWEDISH		four		ˈfjuːrir	ˈf j uː r i r	P J V R V R	f y u r i r	B J Y R I R	four:N	658
1159	ORIYA	ori	four		cari	c a r i	K V R V	T a r i	C A R I	four:N	658
1157	OSSETIC_DIGOR	oss	four		cuppar	c u pp a r	K V P V R	T u p a r	C Y P A R	four:N	658
1156	OSSETIC_IRON	oss	four		syppar	s y pp a r	S V P V R	s i p a r	S Y P A R	four:N	658
1169	POLISH	pol	four		ˈtʂtɛrɘ̟	ˈt ʂ t ɛ r ɘ̟	T S T V R V	t S t E r I	T S T E R E	four:N	658
1194	PORTUGUESE	por	four		ˈkuatɾu	ˈk ua t ɾ u	K V T R V	k u t r u	K Y T R Y	four:N	658
1168	RUSSIAN	rus	four		tʃɛtɨrʲi	t ʃ ɛ t ɨ rʲ i	T S V T V R V	t S E t I r i	T S E T I R I	four:N	658
1165	SERBO-CROATIAN	srp	four		ˈtʃětiri	ˈt ʃ ě t i r i	T S V T V R V	t S e t i r i	T S E T I R I	four:N	658
1172	SLOVAK	slk	four		ˈʃtiri	ˈʃ t i r i	S T V R V	S t i r i	S T I R I	four:N	658
1176	SLOVENIAN	slv	four		ˈʃtǐːri	ˈʃ t ǐː r i	S T V R V	S t i r i	S T I R I	four:N	658
1175	SORBIAN_LOWER	dsb	four		ˈstɘ̟rʲi	ˈs t ɘ̟ rʲ i	S T V R V	s t I r i	S T E R I	four:N	658
1174	SORBIAN_UPPER	hsb	four		ˈʃtɘ̟ʀi	ˈʃ t ɘ̟ ʀ i	S T V R V	S t I r i	S T E R I	four:N	658
1195	SPANISH	spa	four		kwatɾo	k w a t ɾ o	K W V T R V	k w a t r o	K W A T R U	four:N	658
1181	STAVANGERSK		four		ˈfìːʁa	ˈf ìː ʁ a	P V R V	f i G a	B I R A	four:N	658
1183	SWEDISH	swe	four		ˈfỳːra	ˈf yː r a	P V R V	f i r a	B Y R A	four:N	658
1171	UKRAINIAN	ukr	four		tʂɔˈtɪrɪ	t ʂ ɔ ˈt ɪ r ɪ	T S V T V R V	t S o t i r i	T S U T I R I	four:N	658
1162	URDU	urd	four		ʧɑɾ	ʧ ɑ ɾ	K V R	C o r	C A R	four:N	658
5754	ANCIENT_GREEK	grc	freeze		pɛ́ːgnumai̯	p ɛ́ː g n u m ai̯	P V K N V M V	p E g n u m a	P E K N Y M A	freeze:K	663
5773	BELARUSIAN	bel	freeze		zamʲarzatsʲ	z a mʲ a r z a t sʲ	S V M V R S V T S	z a m a r z a t s	S A M A R S A T S	freeze:C	660
5763	BIHARI	mai	freeze		jəməb	j ə m ə b	J V M V P	y I m I b	J E M E P	freeze:F	661
5769	BULGARIAN	bul	freeze		zəˈmrɤzvəm	z ə ˈm r ɤ z v ə m	S V M R V S W V M	z I m r o z v I m	S E M R E S B E M	freeze:C	660
5796	CATALAN	cat	freeze		ʒəla	ʒ ə l a	S V R V	Z I l a	S E L A	freeze:G	662
5776	CZECH	ces	freeze		ˈmr̩znɔut	ˈm r̩ z n ɔu t	M R S N V T	m r z n o t	M R S N U T	freeze:C	660
5789	DANISH	dan	freeze		ˈfʁy:sə	ˈf ʁ y: s ə	P R V S V	f G i s I	B R Y S E	freeze:B	659
5790	DANISH_FJOLDE		freeze		fɹyːs	f ɹ yː s	P R V S	f r i s	B R Y S	freeze:B	659
5793	DUTCH	nld	freeze		vrizən	v r i z ə n	W R V S V N	v r i z I n	B R I S E N	freeze:B	659
5788	ELFDALIAN	qov	freeze		tyœ̀lɔ	t yœ̀ l ɔ	T V R V	t i l o	T Y L U	freeze:Q	665
5792	ENGLISH	eng	freeze		fri:z	f r i: z	P R V S	f r i z	B R I S	freeze:B	659
5783	FAROESE	fao	freeze		ˈfɹɪsta	ˈf ɹ ɪ s t a	P R V S T V	f r i s t a	B R I S T A	freeze:B	659
5799	FRENCH	fra	freeze		ʒəle	ʒ ə l e	S V R V	Z I l e	S E L E	freeze:G	662
5794	GERMAN	deu	freeze		fri:rən	f r i: r ə n	P R V R V N	f r i r I n	B R I R E N	freeze:B	659
5755	GREEK	ell	freeze		paˈɣo̞no̞	p a ˈɣ o̞ n o̞	P V K V N V	p a x o n o	P A G U N U	freeze:K	663
5791	GUTNISH_LAU		freeze		ˈfrausɛ	ˈf r au s ɛ	P R V S V	f r a s E	B R A S E	freeze:B	659
5782	ICELANDIC	isl	freeze		ˈfrjouːsa	ˈf r j ouː s a	P R J V S V	f r y o s a	B R J U S A	freeze:B	659
5800	ITALIAN	ita	freeze		dʒelare	d ʒ e l a r e	T S V R V R V	d Z e l a r e	T S E L A R E	freeze:G	662
5795	LATIN	lat	freeze		geˈlaːre	g e ˈl aː r e	K V R V R V	g e l a r e	K E L A R E	freeze:G	662
5770	MACEDONIAN	mkd	freeze		ˈmərznɛ	ˈm ə r z n ɛ	M V R S N V	m I r z n E	M E R S N E	freeze:C	660
5766	MARATHI	mar	freeze		goʈʰɳe	g o ʈʰ ɳ e	K V T N V	g o t n e	K U T N E	freeze:U	668
5784	NORWEGIAN_RIKSMAL	nor	freeze		ˈfɾỳːsə	ˈf ɾ yː s ə	P R V S V	f r i s I	B R Y S E	freeze:B	659
5767	OLD_CHURCH_SLAVONIC	chu	freeze		po	p o	P V	p o	P U	freeze:C	660
5801	OLD_IRISH	sga	freeze		rʹe:oðəðʹ	rʹ e:o ð ə ðʹ	R V T V T	r e 8 I 8	R E D E D	freeze:B	659
5802	OLD_IRISH	sga	freeze		sʹekəðʹ	sʹ e k ə ðʹ	S V K V T	s e k I 8	S E K E D	freeze:S	667
5780	OLD_NORSE	non	freeze		ˈkala	ˈk a l a	K V R V	k a l a	K A L A	freeze:R	666
5781	OLD_NORSE	non	freeze		ˈfrjoːsa	ˈf r j oː s a	P R J V S V	f r y o s a	B R J U S A	freeze:B	659
5786	OLD_SWEDISH		freeze		ˈfryːsa	ˈf r yː s a	P R V S V	f r i s a	B R Y S A	freeze:B	659
5762	ORIYA	ori	freeze		bɔsiǰiba	b ɔ s i ǰ i b a	P V S V K V P V	b o s i j i b a	P U S I C I P A	freeze:V	669
5760	OSSETIC_DIGOR	oss	freeze		sɐl	s ɐ l	S V R	s a l	S E L	freeze:M	664
5759	OSSETIC_IRON	oss	freeze		šɐl	š ɐ l	S V R	S a l	S E L	freeze:M	664
5772	POLISH	pol	freeze		zaˈmarzatɕ	z a ˈm a r z a t ɕ	S V M V R S V T S	z a m a r z a t S	S A M A R S A T S	freeze:C	660
5797	PORTUGUESE	por	freeze		ʒɨˈlaɾ	ʒ ɨ ˈl a ɾ	S V R V R	Z I l a r	S I L A R	freeze:G	662
5771	RUSSIAN	rus	freeze		zamʲɛrzatʲ	z a mʲ ɛ r z a tʲ	S V M V R S V T	z a m E r z a t	S A M E R S A T	freeze:C	660
5768	SERBO-CROATIAN	srp	freeze		ˈsmr̂znuti	ˈs m r̂ z n u t i	S M R S N V T V	s m r z n u t i	S M R S N Y T I	freeze:C	660
5775	SLOVAK	slk	freeze		ˈmr̩znuc	ˈm r̩ z n u c	M R S N V K	m r z n u T	M R S N Y C	freeze:C	660
5779	SLOVENIAN	slv	freeze		ˈmə̌ːrzniti	ˈm ə̌ː r z n i t i	M V R S N V T V	m I r z n i t i	M E R S N I T I	freeze:C	660
5778	SORBIAN_LOWER	dsb	freeze		ˈmarznuɕ	ˈm a r z n u ɕ	M V R S N V S	m a r z n u S	M A R S N Y S	freeze:C	660
5777	SORBIAN_UPPER	hsb	freeze		ˈmĕɛʀznɘ̟tʃ	ˈm ĕɛ ʀ z n ɘ̟ t ʃ	M V R S N V T S	m e r z n I t S	M E R S N E T S	freeze:C	660
5798	SPANISH	spa	freeze		elaɾ	e l a ɾ	V R V R	e l a r	E L A R	freeze:G	662
5785	STAVANGERSK		freeze		ˈfʁyːsa	ˈf ʁ yː s a	P R V S V	f G i s a	B R Y S A	freeze:B	659
5787	SWEDISH	swe	freeze		ˈfrỳ:sa	ˈf r yː s a	P R V S V	f r i s a	B R Y S A	freeze:B	659
5774	UKRAINIAN	ukr	freeze		zamɛrˈzatɪ	z a m ɛ r ˈz a t ɪ	S V M V R S V T V	z a m E r z a t i	S A M E R S A T I	freeze:C	660
5765	URDU	urd	freeze		ʤəmnə	ʤ ə m n ə	K V M N V	j I m n I	C E M N E	freeze:F	661
9591	ANCIENT_GREEK	grc	fruit		karpós	k a r p ó s	K V R P V S	k a r p o s	K A R P U S	fruit:D	671
9609	BELARUSIAN	bel	fruit		pɫɔd	p ɫ ɔ d	P R V T	p l o d	P L U T	fruit:G	673
9599	BIHARI	mai	fruit		phal	p h a l	P H V R	p h a l	P H A L	fruit:E	672
9605	BULGARIAN	bul	fruit		pɫɔd	p ɫ ɔ d	P R V T	p l o d	P L U T	fruit:G	673
9637	CATALAN	cat	fruit		frui	f r ui	P R V	f r u	B R Y	fruit:B	670
9612	CZECH	ces	fruit		plɔd	p l ɔ d	P R V T	p l o d	P L U T	fruit:G	673
9628	DANISH	dan	fruit		fʁɔg̥d̥ʰ	f ʁ ɔ g̥ d̥ʰ	P R V K T	f G o g d	B R U K T	fruit:B	670
9629	DANISH_FJOLDE		fruit		fɹoɡd	f ɹ o ɡ d	P R V K T	f r o g d	B R U K T	fruit:B	670
9634	DUTCH	nld	fruit		vrʏχt	v r ʏ χ t	W R V K T	v r i G t	B R Y G T	fruit:B	670
9627	ELFDALIAN	qov	fruit		frʉkt	f r ʉ k t	P R V K T	f r I k t	B R Y K T	fruit:B	670
9632	ENGLISH	eng	fruit		fru:t	f r u: t	P R V T	f r u t	B R Y T	fruit:B	670
9620	FAROESE	fao	fruit		ˈald̥an	ˈa l d̥ a n	V R T V N	a l d a n	A L T A N	fruit:S	679
9621	FAROESE	fao	fruit		fɹʊkt	f ɹ ʊ k t	P R V K T	f r u k t	B R Y K T	fruit:B	670
9640	FRENCH	fra	fruit		fʀɥi	f ʀ ɥ i	P R J V	f r y i	B R J I	fruit:B	670
9635	GERMAN	deu	fruit		fruxt	f r u x t	P R V K T	f r u x t	B R Y G T	fruit:B	670
9592	GREEK	ell	fruit		ˈfruto̞	ˈf r u t o̞	P R V T V	f r u t o	B R Y T U	fruit:B	670
9630	GUTNISH_LAU		fruit		ˈskɑːvɛl	ˈs k ɑː v ɛ l	S K V W V R	s k o v E l	S K A B E L	fruit:T	680
9631	GUTNISH_LAU		fruit		frukt	f r u k t	P R V K T	f r u k t	B R Y K T	fruit:B	670
9618	ICELANDIC	isl	fruit		ˈald̥ɪn	ˈa l d̥ ɪ n	V R T V N	a l d i n	A L T I N	fruit:S	679
9619	ICELANDIC	isl	fruit		ˈauːvœxstʏr	ˈauː v œ x s t ʏ r	V W V K S T V R	a v E x s t i r	A B U G S T Y R	fruit:U	681
9641	ITALIAN	ita	fruit		frutto	f r u tt o	P R V T V	f r u t o	B R Y T U	fruit:B	670
9636	LATIN	lat	fruit		ˈpoːmum	ˈp oː m u m	P V M V M	p o m u m	P U M Y M	fruit:M	676
9606	MACEDONIAN	mkd	fruit		plod	p l o d	P R V T	p l o d	P L U T	fruit:G	673
9602	MARATHI	mar	fruit		pʰəɭ	pʰ ə ɭ	P V R	p I L	P E L	fruit:E	672
9622	NORWEGIAN_RIKSMAL	nor	fruit		fɾʉkt	f ɾ ʉ k t	P R V K T	f r I k t	B R Y K T	fruit:B	670
9603	OLD_CHURCH_SLAVONIC	chu	fruit		plɔdʊ̆	p l ɔ d ʊ̆	P R V T V	p l o d u	P L U T Y	fruit:G	673
9642	OLD_IRISH	sga	fruit		torəð	t o r ə ð	T V R V T	t o r I 8	T U R E D	fruit:J	675
9616	OLD_NORSE	non	fruit		fruktr	f r u k t r	P R V K T R	f r u k t r	B R Y K T R	fruit:B	670
9617	OLD_NORSE	non	fruit		ˈaldin	ˈa l d i n	V R T V N	a l d i n	A L T I N	fruit:S	679
9624	OLD_SWEDISH		fruit		frukt	f r u k t	P R V K T	f r u k t	B R Y K T	fruit:B	670
9625	OLD_SWEDISH		fruit		ˈaldin	ˈa l d i n	V R T V N	a l d i n	A L T I N	fruit:S	679
9598	ORIYA	ori	fruit		phɔɭɔ	p h ɔ ɭ ɔ	P H V R V	p h o L o	P H U L U	fruit:E	672
9596	OSSETIC_DIGOR	oss	fruit		rɐzɐ	r ɐ z ɐ	R V S V	r a z a	R E S E	fruit:Q	678
9595	OSSETIC_IRON	oss	fruit		dyrʁ	d y r ʁ	T V R R	d i r G	T Y R R	fruit:N	677
9608	POLISH	pol	fruit		ˈɔvɔts	ˈɔ v ɔ t s	V W V T S	o v o t s	U B U T S	fruit:H	674
9638	PORTUGUESE	por	fruit		ˈfɾutɐ	ˈf ɾ u t ɐ	P R V T V	f r u t a	B R Y T E	fruit:B	670
9607	RUSSIAN	rus	fruit		pɫɔd	p ɫ ɔ d	P R V T	p l o d	P L U T	fruit:G	673
9604	SERBO-CROATIAN	srp	fruit		plôːd	p l ôː d	P R V T	p l o d	P L U T	fruit:G	673
9611	SLOVAK	slk	fruit		plɔd	p l ɔ d	P R V T	p l o d	P L U T	fruit:G	673
9615	SLOVENIAN	slv	fruit		plôːd	p l ôː d	P R V T	p l o d	P L U T	fruit:G	673
9614	SORBIAN_LOWER	dsb	fruit		pwɔd	p w ɔ d	P W V T	p w o d	P W U T	fruit:G	673
9613	SORBIAN_UPPER	hsb	fruit		pwʊd	p w ʊ d	P W V T	p w u d	P W Y T	fruit:G	673
9639	SPANISH	spa	fruit		fɾuta	f ɾ u t a	P R V T V	f r u t a	B R Y T A	fruit:B	670
9623	STAVANGERSK		fruit		fʁukt	f ʁ u k t	P R V K T	f G u k t	B R Y K T	fruit:B	670
9626	SWEDISH	swe	fruit		frɵkt	f r ɵ k t	P R V K T	f r I k t	B R U K T	fruit:B	670
9610	UKRAINIAN	ukr	fruit		plʲid	p lʲ i d	P R V T	p l i d	P L I T	fruit:G	673
9601	URDU	urd	fruit		pʰəl	pʰ ə l	P V R	p I l	P E L	fruit:E	672
10306	ANCIENT_GREEK	grc	full		mestós	m e s t ó s	M V S T V S	m e s t o s	M E S T U S	full:G	685
10307	ANCIENT_GREEK	grc	full		plɛ́ːrɛs	p l ɛ́ː r ɛ s	P R V R V S	p l E r E s	P L E R E S	full:A	682
10323	BELARUSIAN	bel	full		ˈpɔwnɨ	ˈp ɔ w n ɨ	P V W N V	p o w n I	P U W N I	full:A	682
10314	BIHARI	mai	full		bhərəl	b h ə r ə l	P H V R V R	b h I r I l	P H E R E L	full:C	683
10319	BULGARIAN	bul	full		ˈpɤlɘn	ˈp ɤ l ɘ n	P V R V N	p o l I n	P E L E N	full:A	682
10326	CZECH	ces	full		ˈpl̩niː	ˈp l̩ n iː	P R N V	p l n i	P L N I	full:A	682
10338	DANISH	dan	full		fulˀ	f u lˀ	P V R	f u l	B Y L	full:A	682
10339	DANISH_FJOLDE		full		fulʲ	f u lʲ	P V R	f u l	B Y L	full:A	682
10341	DUTCH	nld	full		vɔl	v ɔ l	W V R	v o l	B U L	full:A	682
10337	ELFDALIAN	qov	full		fʉlː	f ʉ lː	P V R	f I l	B Y L	full:A	682
10332	FAROESE	fao	full		ˈfʊd̥lʊɹ	ˈf ʊ d̥ l ʊ ɹ	P V T R V R	f u d l u r	B Y T L Y R	full:A	682
10345	FRENCH	fra	full		plɛ̃	p l ɛ̃	P R V	p l E	P L E	full:A	682
10342	GERMAN	deu	full		fɔl	f ɔ l	P V R	f o l	B U L	full:A	682
10308	GREEK	ell	full		ʝe̞ˈmato̞s	ʝ e̞ ˈm a t o̞ s	S V M V T V S	S e m a t o s	S E M A T U S	full:F	684
10340	GUTNISH_LAU		full		ˈfulːar	ˈf u lː a r	P V R V R	f u l a r	B Y L A R	full:A	682
10331	ICELANDIC	isl	full		ˈfʏd̥lʏr	ˈf ʏ d̥ l ʏ r	P V T R V R	f i d l i r	B Y T L Y R	full:A	682
10346	ITALIAN	ita	full		pjɛno	p j ɛ n o	P J V N V	p y E n o	P J E N U	full:A	682
10343	LATIN	lat	full		pleːnus	p l eː n u s	P R V N V S	p l e n u s	P L E N Y S	full:A	682
10320	MACEDONIAN	mkd	full		poln	p o l n	P V R N	p o l n	P U L N	full:A	682
10333	NORWEGIAN_RIKSMAL	nor	full		fʉlː	f ʉ lː	P V R	f I l	B Y L	full:A	682
10317	OLD_CHURCH_SLAVONIC	chu	full		pl̩nʊ̆	p l̩ n ʊ̆	P R N V	p l n u	P L N Y	full:A	682
10347	OLD_IRISH	sga	full		la:n	l a: n	R V N	l a n	L A N	full:A	682
10330	OLD_NORSE	non	full		fulːr	f u lː r	P V R R	f u l r	B Y L R	full:A	682
10335	OLD_SWEDISH		full		ˈfulder	ˈf u l d e r	P V R T V R	f u l d e r	B Y L T E R	full:A	682
10312	ORIYA	ori	full		bhɔrti	b h ɔ r t i	P H V R T V	b h o r t i	P H U R T I	full:C	683
10313	ORIYA	ori	full		purɳɳɔ	p u r ɳɳ ɔ	P V R N V	p u r n o	P Y R N U	full:A	682
10322	POLISH	pol	full		ˈpɛwnɘ̟	ˈp ɛ w n ɘ̟	P V W N V	p E w n I	P E W N E	full:A	682
10321	RUSSIAN	rus	full		pɔɫnɨj	p ɔ ɫ n ɨ j	P V R N V J	p o l n I y	P U L N I J	full:A	682
10318	SERBO-CROATIAN	srp	full		pûn	p u n	P V N	p u n	P Y N	full:A	682
10325	SLOVAK	slk	full		ˈpl̩niː	ˈp l̩ n iː	P R N V	p l n i	P L N I	full:A	682
10329	SLOVENIAN	slv	full		pɔ̂ːwn	p ɔ̂ː w n	P V W N	p o w n	P U W N	full:A	682
10328	SORBIAN_LOWER	dsb	full		ˈpownɘ̟	ˈp o w n ɘ̟	P V W N V	p o w n I	P U W N E	full:A	682
10327	SORBIAN_UPPER	hsb	full		ˈponɘ̟	ˈp o n ɘ̟	P V N V	p o n I	P U N E	full:A	682
10344	SPANISH	spa	full		ʎeno	ʎ e n o	R V N V	l e n o	L E N U	full:A	682
10334	STAVANGERSK		full		ˈfudlə	ˈf u d l ə	P V T R V	f u d l I	B Y T L E	full:A	682
10336	SWEDISH	swe	full		fɵlː	f ɵ lː	P V R	f I l	B U L	full:A	682
10324	UKRAINIAN	ukr	full		ˈpɔʋnɪj	ˈp ɔ ʋ n ɪ j	P V W N V J	p o w n i y	P U W N I J	full:A	682
10316	URDU	urd	full		puɾə	p u ɾ ə	P V R V	p u r I	P Y R E	full:A	682
2856	ANCIENT_GREEK	grc	give		dídɔːmi	d í d ɔː m i	T V T V M V	d i d o m i	T I T U M I	give:B	687
2875	BELARUSIAN	bel	give		daˈvatsʲ	d a ˈv a t sʲ	T V W V T S	d a v a t s	T A B A T S	give:B	687
2865	BIHARI	mai	give		deb	d e b	T V P	d e b	T E P	give:B	687
2871	BULGARIAN	bul	give		ˈdavəm	ˈd a v ə m	T V W V M	d a v I m	T A B E M	give:B	687
2897	CATALAN	cat	give		duna	d u n a	T V N V	d u n a	T Y N A	give:B	687
2878	CZECH	ces	give		daːvat	d aː v a t	T V W V T	d a v a t	T A B A T	give:B	687
2890	DANISH	dan	give		g̥i	g̥ i	K V	g i	K I	give:A	686
2891	DANISH_FJOLDE		give		ɡi	ɡ i	K V	g i	K I	give:A	686
2894	DUTCH	nld	give		ɣevən	ɣ e v ə n	K V W V N	x e v I n	G E B E N	give:A	686
2889	ELFDALIAN	qov	give		ˈdʒæ̀vɔ	ˈd ʒ æ̀ v ɔ	T S V W V	d Z E v o	T S E B U	give:A	686
2893	ENGLISH	eng	give		gɪv	g ɪ v	K V W	g i v	K I B	give:A	686
2884	FAROESE	fao	give		ˈd̥ʒeːva	ˈd̥ ʒ eː v a	T S V W V	d Z e v a	T S E B A	give:A	686
2900	FRENCH	fra	give		dɔne	d ɔ n e	T V N V	d o n e	T U N E	give:B	687
