Subgroup	Language	GlossID	Gloss	PhonemecizedForm	CognateCode
Paman	Kunjen	7	armpit	amuɹ	31
Paman	Kuuk Thaayorre	7	armpit	kaːpu	13
Paman	Kuuku-Ya’u	7	armpit	waːta	29
Paman	Linngithigh	7	armpit	amoγ	31
Yardli	Malyangapa	7	armpit	kapuɾu	13
Maric	Margany	7	armpit	kapaʈ	13
Wati	Martu Wangka	7	armpit	kitikiti	49
Mayi	Mayi-Kulan	7	armpit	ŋamur	31
Paman	Mbabaram	7	armpit	pɔkíɹ	14
Paman	Mbakwithi	7	armpit	maγu	52
Mirniny	Mirniny	7	armpit	ŋukara	72
Ngumpin-Yapa	Mudburra	7	armpit	ŋapikiʎi	23
Muruwaric	Muruwari	7	armpit	kapaʈ	13
Thura-Yura	Narrungga	7	armpit	t̪ikipara	26
Karnic	Ngamini	7	armpit	kapuɾa	13
Ngumpin-Yapa	Ngardily	7	armpit	kitikiti	49
Ngumpin-Yapa	Ngarinyman	7	armpit	karwi	12
Ngayarta	Ngarla	7	armpit	kaʈa	58
Ngayarta	Ngarluma	7	armpit	ŋunamara	5
Lower Murray	Ngarrindjeri	7	armpit	ŋiakkai	28
Central NSW	Ngiyambaa	7	armpit	kilkin	33
Kartu	Nhanta	7	armpit	kaʎa	6
Paman	Ntra’ngith	7	armpit	mowg/ɣ	31
Thura-Yura	Nukunu	7	armpit	pitɲu	70
Marrngu	Nyangumarta	7	armpit	ŋalkuɲ	4
Eastern Nyulnyulan	Nyikina	7	armpit	kalŋuɲ	1
Western Nyulnyulan	Nyulnyul	7	armpit	nimpaɹm	81
Paakantyi	Paakantyi	7	armpit	t̪ikiɲa	18
Paman	Pakanh	7	armpit	mapu	39
Ngayarta	Panyjima	7	armpit	yuri	61
Thura-Yura	Parnkala	7	armpit	kappuru	13
Kanyara-Mantharta	Payungu	7	armpit	wakuɲ	10
Wati	Pintupi-Luritja	7	armpit	ŋayaɲpa	4
Karnic	Pitta-Pitta	7	armpit	kiʎikiʎi	9
Gunwinyguan	Rembarrnga	7	armpit	wanc-na	11
Yolngu	Ritharrngu	7	armpit	wakuy	10
Kanyara-Mantharta	Thalanyji	7	armpit	kaʎa	6
Yuin-Kuri	Thanggati	7	armpit	muɹai	79
Kanyara-Mantharta	Tharrgari	7	armpit	kaca	6
Paman	Thaynakwith	7	armpit	mawɣ	52
Paman	Umpila	7	armpit	waːt̪a	29
Paman	Uw Oykangand	7	armpit	amuɹ	31
Central NSW	Wailwan	7	armpit	kicikici	49
Kartu	Wajarri	7	armpit	kaʎa	6
Warluwaric	Wakaya	7	armpit	pun̪un	36
Wati	Wangkajunga	7	armpit	ŋakulpa	4
Karnic	Wangkumara	7	armpit	kampura	13
Dyirbalic	Wargamay	7	armpit	ŋamuɹu	31
Ngumpin-Yapa	Warlmanpa	7	armpit	ŋampukuʎa	4
Ngumpin-Yapa	Warlpiri	7	armpit	ŋakuʎka	49
Warluwaric	Warluwarra	7	armpit	kuwuru	51
Wati	Warnman	7	armpit	ŋalkuɲpa	4
Kanyara-Mantharta	Warriyangga	7	armpit	kaʎa	6
Warumungic	Warumungu	7	armpit	ŋakkumpuʎa	4
Kulin	Wemba-Wemba	7	armpit	kat̪ap	77
Arandic	Western Arrarnta	7	armpit	l̪anpe	44
Central NSW	Wiradjuri	7	armpit	kilkin	34
Thura-Yura	Wirangu	7	armpit	ŋakuʎ	4
Kalkatungic	Yalarnnga	7	armpit	kicipuɭu	35
Karnic	Yandruwandha	7	armpit	kapurukuca	13
Karnic	Yarluyandi	7	armpit	kapuɾu	13
Eastern Nyulnyulan	Yawuru	7	armpit	nimaɹmba	1
Paman	Yidiny	7	armpit	kaɲcar	22
Ngayarta	Yindjibarndi	7	armpit	ŋuna	7
Paman	Yir Yoront	7	armpit	ŋumur	31
Wati	Yulparija	7	armpit	ŋalkuɲpa	4
Central NSW	Yuwaalaraay	7	armpit	kicikici	49
Thura-Yura	Adnyamathanha	140	ashamed	vaɭpaka	21
Arandic	Alyawarr	140	ashamed	ɲərərəyəl	32
Karnic	Arabana	140	ashamed	yuɹaniɹa	14
Kartu	Badimaya	140	ashamed	wayiɲapi	4
Western Nyulnyulan	Bardi	140	ashamed	ɹaɹʈyinca ma	59
Waka-Kabi	Batyala	140	ashamed	wiɹaɹumpai	51
Maric	Biri	140	ashamed	nuɹkal	24
Maningrida	Burarra	140	ashamed	guɹkuɹkuɟa	8
Yolngu	Dhangu	140	ashamed	guːɳa	8
Yuin-Kuri	Dharuk	140	ashamed	wuɹal	26
Yolngu	Dhayyi	140	ashamed	guːɹamir	8
Karnic	Diyari	140	ashamed	nint̪alie	14
Paman	Djabugay	140	ashamed	pata kiraɲci	16
Waka-Kabi	Duungidjawu	140	ashamed	muŋin	15
Garrwan	Garrwa	140	ashamed	maɲirumpa	49
Bandjalangic	Githabul	140	ashamed	kiɹiːɹ	43
Bunuban	Gooniyandi	140	ashamed	kaɲpili	57
Maric	Gugu-Badhun	140	ashamed	ciŋku	50
Yolngu	Gupapuyngu	140	ashamed	mirwil̪i	10
Ngumpin-Yapa	Gurindji	140	ashamed	miɲiri kariɲana	13
Thura-Yura	Guyani	140	ashamed	munkuɹuɹinta	14
Jaminjungan	Jaminjung	140	ashamed	wurŋ	57
Ngumpin-Yapa	Jaru	140	ashamed	miɲiri	17
Kanyara-Mantharta	Jiwarli	140	ashamed	kuɳta-yi	4
Kalkatungic	Kalkatungu	140	ashamed	wakun̪t̪i	29
Marrngu	Karajarri	140	ashamed	talu	3
Ngayarta	Kariyarra	140	ashamed	kuɳtaɲ	4
Wati	Kartujarra	140	ashamed	kuɳtari	4
Thura-Yura	Kaurna	140	ashamed	kuru	5
NorthernIsolate	Kukatj	140	ashamed	yilcaɹ kak	39
Wati	Kukatja	140	ashamed	ŋuɳta	4
Paman	Kunjen	140	ashamed	urade	53
Ngayarta	Kurrama	140	ashamed	kuɳta	4
Paman	Kuuku-Ya’u	140	ashamed	yaːnt̪aɲa	36
Wati	Martu Wangka	140	ashamed	kuɳta	4
Paman	Mbakwithi	140	ashamed	ʒuwi-ʒuwi	2
Ngumpin-Yapa	Mudburra	140	ashamed	mapu	13
Muruwaric	Muruwari	140	ashamed	yuriɲpaki	12
Karnic	Ngamini	140	ashamed	nintanu	14
Ngumpin-Yapa	Ngarinyman	140	ashamed	miɲiri	17
Ngayarta	Ngarla	140	ashamed	kuɳtari	4
Ngayarta	Ngarluma	140	ashamed	ŋayiɲ waʎka-waɳi (-ku)	4
Lower Murray	Ngarrindjeri	140	ashamed	puɭ-in	22
Central NSW	Ngiyambaa	140	ashamed	kuyan	43
Kartu	Nhanta	140	ashamed	ciːga	6
Marrngu	Nyangumarta	140	ashamed	kuɳtaɲ	4
Eastern Nyulnyulan	Nyikina	140	ashamed	taɭu	3
Western Nyulnyulan	Nyulnyul	140	ashamed	wiːn-et	58
Paakantyi	Paakantyi	140	ashamed	paɭʈawaŋka	11
Ngayarta	Panyjima	140	ashamed	kuɳta	4
Thura-Yura	Parnkala	140	ashamed	wilkiti	19
Kanyara-Mantharta	Payungu	140	ashamed	piɹu-ŋka-ri-ma	31
Wati	Pintupi-Luritja	140	ashamed	kuntaʎanu	4
Karnic	Pitta-Pitta	140	ashamed	yurat̪it̪arka	12
Yolngu	Ritharrngu	140	ashamed	guːɹa-	8
Yuin-Kuri	Thanggati	140	ashamed	kuyuŋ	43
Kanyara-Mantharta	Tharrgari	140	ashamed	kuʈa-yi	4
Paman	Umpila	140	ashamed	yaːnt̪a-ɲu-ci	36
Garrwan	Waanyi	140	ashamed	manŋuru	14
Central NSW	Wailwan	140	ashamed	kuyan	43
Kartu	Wajarri	140	ashamed	ŋaŋkukaʈakunman̪a	6
Warluwaric	Wakaya	140	ashamed	mawer	30
Wati	Wangkajunga	140	ashamed	ɲakula watarkuri	46
Karnic	Wangkumara	140	ashamed	kuɳta	4
Nyungar	Wardandi	140	ashamed	taːtapuk	52
Ngumpin-Yapa	Warlmanpa	140	ashamed	kuɳta-ca-ra	4
Ngumpin-Yapa	Warlpiri	140	ashamed	kuɳcari	20
Warluwaric	Warluwarra	140	ashamed	yiʎiʎiri	34
Wati	Warnman	140	ashamed	kuɳtakari	4
Warumungic	Warumungu	140	ashamed	manŋara-ci-nta	14
Maric	Warungu	140	ashamed	ŋuɹkalŋuɹkal	37
Nyungar	Watjuk	140	ashamed	kulumpuɹin	29
Central NSW	Wiradjuri	140	ashamed	kwiːnta	28
Thura-Yura	Wirangu	140	ashamed	impara	38
Dyirbalic	Wulguru	140	ashamed	yant̪antay	36
Kalkatungic	Yalarnnga	140	ashamed	kulpuɹu	29
Karnic	Yandruwandha	140	ashamed	nintali	18
Karnic	Yarluyandi	140	ashamed	l̪indandu	41
Eastern Nyulnyulan	Yawuru	140	ashamed	waɳamar	3
Paman	Yidiny	140	ashamed	yiɲciːɹiŋ	16
Paman	Yir Yoront	140	ashamed	moy	1
Wati	Yulparija	140	ashamed	kuɳtariɲin	4
Central NSW	Yuwaalaraay	140	ashamed	puriːn	43
Thura-Yura	Adnyamathanha	8	ashes	yuɭtaɹha	27
Paman	Aghu-Tharrnggala	8	ashes	riəbəɹ	70
Arandic	Alyawarr	8	ashes	ətnmənt̪	51
Arandic	Antekerrepenhe	8	ashes	ikwenc	19
Karnic	Arabana	8	ashes	t̪ult̪aɾa	23
Kartu	Badimaya	8	ashes	puɳaŋka	110
Western Nyulnyulan	Bardi	8	ashes	muɭ	111
Paman	Barrow Point	8	ashes	ʼwoɹkɑn	88
Maric	Bidyara-Gungabula	8	ashes	puŋka	24
Maric	Biri	8	ashes	t̪unpuɹu	35
Warluwaric	Bularnu	8	ashes	ŋaɭupara	52
Maningrida	Burarra	8	ashes	mun-gurirabiɳiɲɟa	98
Arandic	Central Anmatyerr	8	ashes	aɳmiɲe	95
Yolngu	Dhangu	8	ashes	ganuʔ	11
Yuin-Kuri	Dharawal	8	ashes	tapil	40
Yolngu	Dhayyi	8	ashes	gunguyu	29
Karnic	Diyari	8	ashes	put̪a	24
Paman	Djabugay	8	ashes	pulŋan	46
Yolngu	Djinang	8	ashes	girabiɭi	14
Waka-Kabi	Duungidjawu	8	ashes	ɲun	54
Central NSW	Gamilaraay	8	ashes	kiran	38
Maric	Gangulu	8	ashes	puŋka	20
Garrwan	Garrwa	8	ashes	cuɭur	107
Bandjalangic	Githabul	8	ashes	muɹuːyn	22
Maric	Gugu-Badhun	8	ashes	pumpa	1
Gumbaynggiric	Gumbaynggir	8	ashes	culaːr	50
Maric	Gunggari	8	ashes	putaɹa	24
Yolngu	Gupapuyngu	8	ashes	l̪irgi(ʔ)	15
Ngumpin-Yapa	Gurindji	8	ashes	caɲca	26
Maric	Guwamu	8	ashes	put̪ara	24
Thura-Yura	Guyani	8	ashes	tultaɹa	33
Paman	Ikarranggal	8	ashes	apahaɹ	82
Jaminjungan	Jaminjung	8	ashes	caɭiɲ	63
Ngumpin-Yapa	Jaru	8	ashes	palkaɹa	9
Kanyara-Mantharta	Jiwarli	8	ashes	ŋari	49
Kalkatungic	Kalkatungu	8	ashes	t̪urŋun	1
Marrngu	Karajarri	8	ashes	yiːpa	2
Ngayarta	Kariyarra	8	ashes	t̪uɳpa	6
Wati	Kartujarra	8	ashes	cuɳpa	4
Thura-Yura	Kaurna	8	ashes	ŋunkuɲa	24
Arandic	Kaytetye	8	ashes	waɹe pmerke	108
Paman	Koko-Bera	8	ashes	peɹ kaŋkáɹ	86
Paman	Kugu Nganhcara	8	ashes	put̪ca	24
NorthernIsolate	Kukatj	8	ashes	kut̪er	1
Wati	Kukatja	8	ashes	waɹiɹki	9
Paman	Kuku-Wura	8	ashes	n̪t̪i	65
Karnic	Kungadutyi	8	ashes	turpa	25
Paman	Kunjen	8	ashes	ontoɣoɹ	65
Ngayarta	Kurrama	8	ashes	yiwaʈa	71
Paman	Kuuk Thaayorre	8	ashes	n̪aŋka; paːt̪-	3
Paman	Kuuku-Ya’u	8	ashes	puɹka	59
Paman	Linngithigh	8	ashes	iβi	37
Kartu	Malgana	8	ashes	t̪alaːpa	39
Yardli	Malyangapa	8	ashes	t̪ilta	33
Wati	Martu Wangka	8	ashes	cuɳpa	4
Kulin	Mathi-Mathi	8	ashes	t̪ipu	60
Mayi	Mayi-Kulan	8	ashes	t̪ulŋaɹu	64
Paman	Mbabaram	8	ashes	púmpa	1
Paman	Mbakwithi	8	ashes	βüyi	24
Mirniny	Mirniny	8	ashes	purku	1
Karnic	Mithaka	8	ashes	put̪a	24
Ngumpin-Yapa	Mudburra	8	ashes	wupːa	12
Muruwaric	Muruwari	8	ashes	tikiɲ	24
Thura-Yura	Narrungga	8	ashes	caʈa	28
Karnic	Ngamini	8	ashes	tuɹpa	25
Ngumpin-Yapa	Ngarinyman	8	ashes	puna	30
Ngayarta	Ngarla	8	ashes	cuɳpa	75
Ngayarta	Ngarluma	8	ashes	ŋaʈiwaʈu	6
Lower Murray	Ngarrindjeri	8	ashes	wirace	36
Central NSW	Ngiyambaa	8	ashes	nummuɹ	43
Kartu	Nhanta	8	ashes	uŋaɳu	7
Paman	Ntra’ngith	8	ashes	iβi	37
Thura-Yura	Nukunu	8	ashes	muɾu	22
Marrngu	Nyangumarta	8	ashes	yawu	4
Eastern Nyulnyulan	Nyikina	8	ashes	cuntapal	72
Western Nyulnyulan	Nyulnyul	8	ashes	kacuʈ	111
Paakantyi	Paakantyi	8	ashes	piːla	18
Paman	Pakanh	8	ashes	t̪umma-n̪uːta	66
Ngayarta	Panyjima	8	ashes	ŋari	49
Thura-Yura	Parnkala	8	ashes	yura	22
Kanyara-Mantharta	Payungu	8	ashes	ŋari	49
Wati	Pintupi-Luritja	8	ashes	ŋamuru	109
Karnic	Pitta-Pitta	8	ashes	pun̪u	23
Yolngu	Ritharrngu	8	ashes	ganuʔ	11
Kanyara-Mantharta	Thalanyji	8	ashes	ŋari	49
Kanyara-Mantharta	Tharrgari	8	ashes	ŋari	57
Paman	Thaynakwith	8	ashes	ivi	37
Paman	Umpila	8	ashes	purka	65
Paman	Uradhi	8	ashes	ɹaⁿdai	80
Garrwan	Waanyi	8	ashes	culwu	107
Central NSW	Wailwan	8	ashes	puwar	92
Kartu	Wajarri	8	ashes	ciʈi	32
Warluwaric	Wakaya	8	ashes	n̪anŋwi	47
Wati	Wangkajunga	8	ashes	cuɳpa	27
Karnic	Wangkumara	8	ashes	t̪urpa	25
Nyungar	Wardandi	8	ashes	ŋwapa	32
Dyirbalic	Wargamay	8	ashes	ɹulmpura	74
Ngumpin-Yapa	Warlmanpa	8	ashes	wuppa	63
Ngumpin-Yapa	Warlpiri	8	ashes	yuɭpuʎpa	21
Warluwaric	Warluwarra	8	ashes	ŋaɭupara	55
Wati	Warnman	8	ashes	cuɳpa	4
Kanyara-Mantharta	Warriyangga	8	ashes	ŋari	49
WestVictoria	Warrnambool	8	ashes	palaɲ	99
Warumungic	Warumungu	8	ashes	wuppa	12
Maric	Warungu	8	ashes	pumpa	1
Nyungar	Watjuk	8	ashes	taʈak	39
Kulin	Wemba-Wemba	8	ashes	puɲ	102
Arandic	Western Arrarnta	8	ashes	iɭpmeɲe	51
Central NSW	Wiradjuri	8	ashes	wata	44
Thura-Yura	Wirangu	8	ashes	mapaɭa	31
Wororan	Worrorra	8	ashes	pimpiɳal	112
Dyirbalic	Wulguru	8	ashes	mit̪a	61
Kalkatungic	Yalarnnga	8	ashes	pumpa	1
Karnic	Yandruwandha	8	ashes	turpa	22
Warluwaric	Yanyuwa	8	ashes	cilpuru	56
Eastern Nyulnyulan	Yawuru	8	ashes	ŋuɭuɳ	2
Paman	Yidiny	8	ashes	tunta	68
Ngayarta	Yindjibarndi	8	ashes	yuwaɹ	8
Paman	Yir Yoront	8	ashes	tumnul	85
Yotayotic	Yorta Yorta	8	ashes	panarut	42
Wati	Yulparija	8	ashes	waɹuʎuɹ	4
Central NSW	Yuwaalaraay	8	ashes	kiran	38
Thura-Yura	Adnyamathanha	10	back	yaʈɳa	32
Paman	Aghu-Tharrnggala	10	back	cilŋ	2
Arandic	Alyawarr	10	back	aŋkəp	54
Karnic	Arabana	10	back	ŋadu	25
Kartu	Badimaya	10	back	waru	67
Western Nyulnyulan	Bardi	10	back	niyaɲan	118
Paman	Barrow Point	10	back	urkuːl	115
Waka-Kabi	Batyala	10	back	puyay	83
Maric	Bidyara-Gungabula	10	back	puɾku	44
Ngumpin-Yapa	Bilinarra	10	back	ŋakaʈ	30
Maric	Biri	10	back	pulku	82
Warluwaric	Bularnu	10	back	waluru	7
Maningrida	Burarra	10	back	ɟonama	112
Arandic	Central Anmatyerr	10	back	aʈep	54
Yuin-Kuri	Darkinyung	10	back	bulga	44
Yolngu	Dhangu	10	back	ɖilci	17
Yuin-Kuri	Dharawal	10	back	muhbaɹ	44
Maric	Dharawala	10	back	putku	44
Yuin-Kuri	Dharuk	10	back	gili	47
Maric	Dharumbal	10	back	uŋkal	70
Yuin-Kuri	Dhurga	10	back	balga	44
Karnic	Diyari	10	back	ŋadlata	91
Paman	Djabugay	10	back	witil	19
Waka-Kabi	Duungidjawu	10	back	tiyeː	14
Dyirbalic	Dyirbal	10	back	mampu	77
Central NSW	Gamilaraay	10	back	pawa	49
Maric	Gangulu	10	back	yuŋku	76
Garrwan	Garrwa	10	back	ŋulur	55
Bandjalangic	Githabul	10	back	num	101
Yolngu	Gumatj	10	back	yalmar	17
Gumbaynggiric	Gumbaynggir	10	back	ciːpa	64
Maric	Gunggari	10	back	kura	86
Yolngu	Gupapuyngu	10	back	ŋapa	14
Ngumpin-Yapa	Gurindji	10	back	cuɭŋura	24
Thura-Yura	Guyani	10	back	miliɹi	34
Jaminjungan	Jaminjung	10	back	ŋakac	30
Ngumpin-Yapa	Jaru	10	back	waɹiɹ	37
Kanyara-Mantharta	Jiwarli	10	back	yuʈa	60
Kalkatungic	Kalkatungu	10	back	miɲci	27
Marrngu	Karajarri	10	back	yuɹu	3
Ngayarta	Kariyarra	10	back	muru	6
Wati	Kartujarra	10	back	murpu	43
Thura-Yura	Kaurna	10	back	ŋuro	40
Paman	Koko-Bera	10	back	cukúr	113
Paman	Kugu Nganhcara	10	back	kika ŋaŋka	62
NorthernIsolate	Kukatj	10	back	ŋuɹh	68
Wati	Kukatja	10	back	wuru	10
Paman	Kuku Yalanji	10	back	muku	2
Karnic	Kungadutyi	10	back	wita (muku)	11
Paman	Kunjen	10	back	ormb3ɹ	107
Ngayarta	Kurrama	10	back	yiʈara	6
Paman	Kuuk Thaayorre	10	back	mut	19
Paman	Kuuku-Ya’u	10	back	muci	36
Paman	Linngithigh	10	back	mbwin	75
Kartu	Malgana	10	back	puntu	5
Yardli	Malyangapa	10	back	tuɳa	12
Wati	Martu Wangka	10	back	waɳŋa	12
Kulin	Mathi-Mathi	10	back	tut̪i	74
Mayi	Mayi-Kulan	10	back	puru	55
Paman	Mbabaram	10	back	mpɨl	75
Paman	Mbakwithi	10	back	mbiːni	75
Mirniny	Mirniny	10	back	kampu	9
Karnic	Mithaka	10	back	kuku	25
Ngumpin-Yapa	Mudburra	10	back	cuːɳa	39
Muruwaric	Muruwari	10	back	piɭa	50
Thura-Yura	Narrungga	10	back	ŋaɹata	38
Karnic	Ngamini	10	back	ŋatamu	50
Ngumpin-Yapa	Ngardily	10	back	waɹupuɹu	31
Ngumpin-Yapa	Ngarinyman	10	back	lurpu	24
Ngayarta	Ngarla	10	back	cunku	12
Ngayarta	Ngarluma	10	back	t̪aɳa	6
Lower Murray	Ngarrindjeri	10	back	ŋ‡y‡mp [sic]	41
Central NSW	Ngiyambaa	10	back	moːnon	51
Kartu	Nhanta	10	back	t̪aʈimundi	5
Paman	Ntra’ngith	10	back	mbwin̪	75
Thura-Yura	Nukunu	10	back	yaʈna	108
Marrngu	Nyangumarta	10	back	piɳtil	5
Eastern Nyulnyulan	Nyikina	10	back	ŋiːal	121
Western Nyulnyulan	Nyulnyul	10	back	niːk	118
Paakantyi	Paakantyi	10	back	t̪intiɲa	12
Paman	Pakanh	10	back	pik oŋko	80
Ngayarta	Panyjima	10	back	muru	6
Thura-Yura	Parnkala	10	back	yaɖna	58
Kanyara-Mantharta	Payungu	10	back	ciɭi	53
Wati	Pintupi-Luritja	10	back	wanŋa	12
Karnic	Pitta-Pitta	10	back	kuku	25
Gunwinyguan	Rembarrnga	10	back	palma-na	124
Yolngu	Ritharrngu	10	back	ŋapa	14
Kanyara-Mantharta	Thalanyji	10	back	yara	53
Yuin-Kuri	Thanggati	10	back	mun̪uŋ	100
Kanyara-Mantharta	Tharrgari	10	back	yuʈa	61
Paman	Thaynakwith	10	back	mbwiːni	75
Paman	Umpila	10	back	muci	36
Paman	Uradhi	10	back	uⁿdoi	96
Garrwan	Waanyi	10	back	cuŋkiɲa	120
Kartu	Wajarri	10	back	waru	21
Warluwaric	Wakaya	10	back	ŋuntet̪	29
Wati	Wangkajunga	10	back	wiʈapi	11
Karnic	Wangkumara	10	back	wit̪a-muku	11
Nyungar	Wardandi	10	back	pukala	45
Ngumpin-Yapa	Warlmanpa	10	back	lampu	33
Ngumpin-Yapa	Warlpiri	10	back	putuɭu	5
Warluwaric	Warluwarra	10	back	t̪urkuɳu	59
Wati	Warnman	10	back	murpu	43
Kanyara-Mantharta	Warriyangga	10	back	yuʈa	61
WestVictoria	Warrnambool	10	back	ŋawun	106
Warumungic	Warumungu	10	back	kaʈʈuŋka	15
Maric	Warungu	10	back	waɹuwaɹu	66
Nyungar	Watjuk	10	back	pukal	45
Kulin	Wemba-Wemba	10	back	warəm	95
Arandic	Western Arrarnta	10	back	tapa	54
Central NSW	Wiradjuri	10	back	wiyi	50
Thura-Yura	Wirangu	10	back	yawulu	35
Dyirbalic	Wulguru	10	back	t̪uɹi	26
Kalkatungic	Yalarnnga	10	back	t̪ulkupara	27
Karnic	Yandruwandha	10	back	t̪umu	91
Karnic	Yarluyandi	10	back	t̪umu	92
Eastern Nyulnyulan	Yawuru	10	back	yoɹo	118
Paman	Yidiny	10	back	cuca	49
Ngayarta	Yindjibarndi	10	back	muru	6
Paman	Yir Yoront	10	back	monʔol	103
Yotayotic	Yorta Yorta	10	back	punnuːt̪	78
Wati	Yulparija	10	back	waɳŋa	13
Central NSW	Yuwaalaraay	10	back	påwa	49
Thura-Yura	Adnyamathanha	11	bad	viʈɳiː	33
Paman	Aghu-Tharrnggala	11	bad	nt̪i	92
Arandic	Alyawarr	11	bad	apmwə	61
Arandic	Antekerrepenhe	11	bad	akeŋ	71
Karnic	Arabana	11	bad	tetalla	121
Paman	Ayapathu	11	bad	waya	10
Kartu	Badimaya	11	bad	yapa	70
Western Nyulnyulan	Bardi	11	bad	pō	139
Paman	Barrow Point	11	bad	wɑɹɑ	35
Waka-Kabi	Batyala	11	bad	wuɹaŋ	35
Maric	Bidyara-Gungabula	11	bad	wancu	21
Ngumpin-Yapa	Bilinarra	11	bad	wankac	23
Maric	Biri	11	bad	waɹpu	37
Warluwaric	Bularnu	11	bad	mat̪uri	12
Bunuban	Bunuba	11	bad	yiyuwuru	147
Maningrida	Burarra	11	bad	wera	157
Arandic	Central Anmatyerr	11	bad	atnice	116
Yuin-Kuri	Darkinyung	11	bad	guɟa	37
Yolngu	Dhangu	11	bad	biɖila	15
Yuin-Kuri	Dharawal	11	bad	wira	44
Maric	Dharawala	11	bad	paɲa	106
Yuin-Kuri	Dharuk	11	bad	wira	43
Maric	Dharumbal	11	bad	walku	73
Yolngu	Dhayyi	11	bad	miɖiku	17
Yuin-Kuri	Dhurga	11	bad	naɡu	44
Karnic	Diyari	11	bad	mudlaunchie	24
Paman	Djabugay	11	bad	waray	58
Yolngu	Djinang	11	bad	ŋur miɹkŋi	16
Waka-Kabi	Duungidjawu	11	bad	yiyeŋ	80
Dyirbalic	Dyirbal	11	bad	wuyki	2
Central NSW	Gamilaraay	11	bad	yuɹal	50
Maric	Gangulu	11	bad	waɹpu	18
Garrwan	Garrwa	11	bad	paɭki	127
Bandjalangic	Githabul	11	bad	yawuɹ	38
Bunuban	Gooniyandi	11	bad	yickawu	146
Maric	Gugu-Badhun	11	bad	wɑlwɑ	69
Yolngu	Gumatj	11	bad	biɖila	15
Gumbaynggiric	Gumbaynggir	11	bad	yuːŋku	63
Maric	Gunggari	11	bad	kaca	6
Yolngu	Gupapuyngu	11	bad	yaːc	15
Ngumpin-Yapa	Gurindji	11	bad	wankac	23
Maric	Guwamu	11	bad	waːɲpaɹi	21
Thura-Yura	Guyani	11	bad	yiɹaŋa	34
Paman	Ikarranggal	11	bad	jaɲah	113
Jaminjungan	Jaminjung	11	bad	nimiɲman	150
Ngumpin-Yapa	Jaru	11	bad	ŋawu kari kari	32
Kanyara-Mantharta	Jiwarli	11	bad	wal̪i-ri-a	4
Kalkatungic	Kalkatungu	11	bad	t̪uŋumpiri	55
Marrngu	Karajarri	11	bad	cati	31
Ngayarta	Kariyarra	11	bad	waɭyka	8
Wati	Kartujarra	11	bad	waʎku	13
Thura-Yura	Kaurna	11	bad	yokunna	18
Paman	Koko-Bera	11	bad	wet	102
Paman	Kugu Nganhcara	11	bad	waya	10
NorthernIsolate	Kukatj	11	bad	piɭey na	74
Wati	Kukatja	11	bad	ŋawucaniri	12
Paman	Kuku Yalanji	11	bad	waraɹ	89
Paman	Kuku-Wura	11	bad	wáɹwér	109
Karnic	Kungadutyi	11	bad	wilt̪a	124
Paman	Kunjen	11	bad	en̪t̪iŋ	108
Ngayarta	Kurrama	11	bad	waci	10
Paman	Kuuku-Ya’u	11	bad	miːlʔa wuʔu	120
Paman	Linngithigh	11	bad	mbɹae	85
Kartu	Malgana	11	bad	wampu	14
Yardli	Malyangapa	11	bad	wynoː	21
Maric	Margany	11	bad	aɳgo	77
Wati	Martu Wangka	11	bad	waʎku	8
Kulin	Mathi-Mathi	11	bad	chel\ekan	76
Mayi	Mayi-Kulan	11	bad	mat̪iŋur	12
Mayi	Mayi-Yapi	11	bad	mat̪iŋur	12
Paman	Mbabaram	11	bad	wuɹgoː	98
Paman	Mbakwithi	11	bad	ŋgapra	93
Mirniny	Mirniny	11	bad	waʎi	4
Karnic	Mithaka	11	bad	tira	45
Ngumpin-Yapa	Mudburra	11	bad	waŋi	28
Muruwaric	Muruwari	11	bad	yuɹal	57
Thura-Yura	Narrungga	11	bad	wollinoː	36
Karnic	Ngamini	11	bad	wiɹpa	25
Ngumpin-Yapa	Ngardily	11	bad	ŋawumayaɭayi	32
Wororan	Ngarinyin	11	bad	taltal	148
Ngumpin-Yapa	Ngarinyman	11	bad	wankaɲ	27
Ngayarta	Ngarla	11	bad	puɹato	67
Ngayarta	Ngarluma	11	bad	wylca	8
Lower Murray	Ngarrindjeri	11	bad	wuɹeŋi	40
Central NSW	Ngiyambaa	11	bad	waraːy	56
Kartu	Nhanta	11	bad	yaɹ	9
Paman	Ntra’ngith	11	bad	ŋgopʀ	93
Thura-Yura	Nukunu	11	bad	ŋaɳta-wakan̪a	133
Marrngu	Nyangumarta	11	bad	kuɭu	7
Eastern Nyulnyulan	Nyikina	11	bad	yakur	11
Western Nyulnyulan	Nyulnyul	11	bad	rep	140
Paakantyi	Paakantyi	11	bad	wimpiɹica	20
Paman	Pakanh	11	bad	wayya	10
Ngayarta	Panyjima	11	bad	waɳtaʎkari-ku	8
Thura-Yura	Parnkala	11	bad	nunko	30
Kanyara-Mantharta	Payungu	11	bad	wampu-t̪ari-ma	14
Wati	Pintupi-Luritja	11	bad	ŋunti kuyanu	8
Karnic	Pitta-Pitta	11	bad	t̪awiɲa	104
Lower Murray	Pytu Reach	11	bad	wuɹeŋi	143
Yolngu	Ritharrngu	11	bad	wakin	18
Kanyara-Mantharta	Thalanyji	11	bad	wampu	4
Yuin-Kuri	Thanggati	11	bad	wiɹi	51
