ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
1637,dutch,1725,,ɣ u t,,,
1638,dutch,1725,,r ɛ χ t,,,
1639,dutch,1725,,j œy s t,,,
1640,dutch,1725,,ɛ χ t,,,
1641,dutch,1725,,w a r,,,
1642,dutch,1725,,r ɛ χ t m a t ə ɣ,,,
1643,german,1725,,r ɛ ç t,,,
1644,latin,1725,,ˈr e k t u s,,,
1645,catalan,1725,,k u r e k t ə,,,
1646,catalan,1725,,r ɛ k t ə,,,
1647,catalan,1725,,ʒ u s,,,
1648,catalan,1725,,d ɾ ɛ t,,,
1649,portuguese,1725,,k u ˈʀ ɛ t u,,,
1650,portuguese,1725,,d i ˈɾ ɐ j t u,,,
1651,spanish,1725,,k o r e k t o,,,
1652,french,1725,,ʒ y s t,,,
1653,italian,1725,,d ʒ u s t o,,,
1654,oldirish,1725,,kʹ e r t,,,
1655,oldirish,1725,,k o: rʹ,,,
1658,ancientgreek,2003,,h r é ɔː,,,
1659,greek,2003,,ˈr e̞ ˌo̞,,,
1661,osseticiron,2003,,k ɐ l,,,
1662,osseticdigor,2003,,k ɐ l,,,
1664,oriya,2003,,b ɔ h,,,
1665,bihari,2003,,b ə h ə b,,,
1667,urdu,2003,,b ə h n ə,,,
1668,marathi,2003,,w a ɦ n e,,,
1669,oldchurchslavonic,2003,,t ɛ ʃ t i,,,
1670,serbocroatian,2003,,ˈt ê t ɕ i,,,
1671,bulgarian,2003,,t ɘ ˈk ɤ,,,
1672,macedonian,2003,,ˈt e t ʃ ɛ,,,
1673,russian,2003,,tʲ ɛ t ʃ,,,
1674,polish,2003,,ˈp w ɘ̟ n ɔ ɲ ʨ,,,
1675,belarusian,2003,,t sʲ a ˈt ʂ ɨ,,,
1676,ukrainian,2003,,t ɛ ˈk t ɪ,,,
1677,slovak,2003,,c iɛ t s c,,,
1678,czech,2003,,t ɛː t s t,,,
1679,sorbianupper,2003,,ˈb e ʒ ɛ t ʃ,,,
1680,sorbianlower,2003,,ˈb ɪ ʐ a ɕ,,,
1681,slovenian,2003,,ˈt ɛ̂ː t ʃ i,,,
1682,oldnorse,2003,,ˈf l j oː t a s k,,,
1683,oldnorse,2003,,ˈs t r ɛy m a,,,
1684,oldnorse,2003,,ˈr e nː a,,,
1685,icelandic,2003,,ˈr ɛ nː a,,,
1686,icelandic,2003,,ˈs t r eiː m a,,,
1687,faroese,2003,,ˈɹ ɛ nː a,,,
1688,faroese,2003,,ˈf l ɔiː m a,,,
1689,faroese,2003,,ˈs t ɹ ɛiː m a,,,
1690,norwegianriksmal,2003,,ˈf l ɔ̀ mː ə,,,
1691,norwegianriksmal,2003,,ˈr ɛ̀ nː ə,,,
1692,norwegianriksmal,2003,,ˈs t ɾ ø̀ mː ə,,,
1693,norwegianriksmal,2003,,ˈf l yː t ə,,,
1694,stavangersk,2003,,ˈf l yː d a,,,
1695,stavangersk,2003,,ˈs t ʁ œ̀ mː a,,,
1696,stavangersk,2003,,ˈʁ ɛ̀ nː a,,,
1697,oldswedish,2003,,ˈf l y: t a,,,
1698,oldswedish,2003,,ˈr i nː a,,,
1699,oldswedish,2003,,ˈs t r øː m a,,,
1700,swedish,2003,,ˈr ɪ̀ nː a,,,
1701,swedish,2003,,ˈf l yː t a,,,
1702,swedish,2003,,ˈs t r ø̀ mː a,,,
1703,elfdalian,2003,,ˈl òː p ɑ,,,
1704,danish,2003,,ˈʁ a n ə,,,
1705,danish,2003,,ˈs d̥ ʁ ɶ m ə,,,
1706,danish,2003,,ˈf l y: ð ə,,,
1707,danishfjolde,2003,,f l y d,,,
1708,gutnishlau,2003,,ˈr ɪ nː ɛ,,,
1709,gutnishlau,2003,,ˈf l au t ɛ,,,
1710,english,2003,,f l əʊ,,,
1711,dutch,2003,,v l u j ə n,,,
1712,dutch,2003,,ˈs t r o m ə,,,
1713,german,2003,,f l i: s n̩,,,
1714,latin,2003,,ˈf l ue r e,,,
1715,catalan,2003,,k o r ə,,,
1716,catalan,2003,,r ə ʒ a,,,
1717,portuguese,2003,,f l u ˈi ɾ,,,
1718,spanish,2003,,f l ui ɾ,,,
1719,french,2003,,k u l e,,,
1720,italian,2003,,k o l a r e,,,
1721,italian,2003,,s k o rr e r e,,,
1722,italian,2003,,f l ui r e,,,
1723,oldirish,2003,,rʹ e θʹ ə ðʹ,,,
1725,ancientgreek,906,,d é n d r o n,,,
1726,greek,906,,ˈð e̞ n̪ d r o̞,,,
1730,osseticiron,906,,b ɐ l a š,,,
1731,osseticdigor,906,,b ɐ l a s ɐ,,,
1733,oriya,906,,g ɔ c h ɔ,,,
1734,bihari,906,,g a c h,,,
1736,urdu,906,,d̪ ɾ ə χ t,,,
1737,marathi,906,,d zʰ a ɖ,,,
1738,oldchurchslavonic,906,,d r æ v ɔ,,,
1739,serbocroatian,906,,ˈd r̩̂ v ɔ,,,
1740,bulgarian,906,,d ə r ˈv ɔ,,,
1741,macedonian,906,,ˈd ə r v ɔ,,,
1742,russian,906,,dʲ ɛ rʲ ɛ v ɔ,,,
1743,polish,906,,ˈd ʐ ɛ v ɔ,,,
1744,belarusian,906,,ˈd r ɛ v a,,,
1745,ukrainian,906,,ˈd ɛ r ɛ ʋ ɔ,,,
1746,slovak,906,,s t r ɔ m,,,
1747,czech,906,,s t r ɔ m,,,
1748,sorbianupper,906,,ʃ t ɔ m,,,
1749,sorbianlower,906,,b ɔ m,,,
1750,slovenian,906,,d r ɛ ˈv ôː,,,
1751,oldnorse,906,,t r eː,,,
1752,icelandic,906,,tʰ r j ɛː,,,
1753,faroese,906,,tʰ ɹ ɛaː,,,
1754,norwegianriksmal,906,,t ɾ eː,,,
1755,stavangersk,906,,t ʁ eː,,,
1756,oldswedish,906,,t r æː,,,
1757,swedish,906,,t r ɛ: d,,,
1758,elfdalian,906,,t r ɑɪ,,,
1759,danish,906,,d̥ʰ ʁ ɛˀ,,,
1760,danishfjolde,906,,b oa m,,,
1761,gutnishlau,906,,t r ɛɪ,,,
1762,english,906,,t r i:,,,
1764,dutch,906,,b o m,,,
1765,german,906,,b a ŭ m,,,
1766,latin,906,,ˈa r b o r,,,
1767,catalan,906,,a β ɾ ə,,,
1768,portuguese,906,,ˈa ɾ v u ɾ ɨ,,,
1769,spanish,906,,a ɾ β o l,,,
1770,french,906,,a ʀ b ʀ,,,
1771,italian,906,,a l b e r o,,,
1772,oldirish,906,,k r a nn,,,
1773,oldirish,906,,bʹ i lʹ e,,,
1774,oldirish,906,,k r ai β,,,
1776,ancientgreek,628,,pʰ y lː o n,,,
1777,greek,628,,ˈf i l o̞,,,
1781,osseticiron,628,,š y f,,,
1782,osseticdigor,628,,š i f ɐ,,,
1784,oriya,628,,p ɔ t ɔ r ɔ,,,
1785,bihari,628,,p a t,,,
1786,urdu,628,,p ə tː ɑ,,,
1787,marathi,628,,p a n,,,
1788,oldchurchslavonic,628,,l i s t ʊ̆,,,
1789,serbocroatian,628,,l îː s t,,,
1790,bulgarian,628,,l i s t,,,
1791,macedonian,628,,l i s t,,,
1792,russian,628,,lʲ i s t,,,
1793,polish,628,,l i ɕ t ɕ,,,
1794,belarusian,628,,lʲ i s t,,,
1795,ukrainian,628,,ɫ ɪ s t,,,
1796,slovak,628,,l i s t,,,
1797,czech,628,,l ɪ s t,,,
1798,sorbianupper,628,,ˈw ɔ p ĕɛ n ɔ,,,
1799,sorbianlower,628,,ˈw ɔ p ĕɛ n ɔ,,,
1800,slovenian,628,,l îː s t,,,
1801,oldnorse,628,,b l a ð,,,
1802,oldnorse,628,,l au f,,,
1803,icelandic,628,,b̥ l aː ð,,,
1804,icelandic,628,,l øɪː f,,,
1805,faroese,628,,b̥ l ɛaː,,,
1806,faroese,628,,l ɛiː f,,,
1807,norwegianriksmal,628,,b l aː d,,,
1808,norwegianriksmal,628,,l øː ʋ,,,
1809,stavangersk,628,,b l ɑː,,,
1810,stavangersk,628,,l əʉ,,,
1811,oldswedish,628,,l øː f,,,
1812,oldswedish,628,,b l aː ð,,,
1813,swedish,628,,b l ɑ: d,,,
1814,swedish,628,,l ø: v,,,
1815,elfdalian,628,,l uː v,,,
1816,elfdalian,628,,b l ɑː ð,,,
1817,danish,628,,l øˀ w,,,
1818,danish,628,,b̥ l a ð,,,
1819,danishfjolde,628,,b l ɑ,,,
1820,gutnishlau,628,,b l ɑː d,,,
1821,gutnishlau,628,,l au ɡ,,,
1822,english,628,,l i: f,,,
1824,dutch,628,,b l ɑ t,,,
1825,german,628,,b l a t,,,
1826,latin,628,,ˈf o l iu m,,,
1827,catalan,628,,f u ʎ a,,,
1828,portuguese,628,,ˈf o ʎ ɐ,,,
1829,spanish,628,,o x a,,,
1830,french,628,,f œ j,,,
1831,italian,628,,f ɔ ʎʎ o,,,
1832,oldirish,628,,d u lʹlʹ e,,,
1833,oldirish,628,,bʹ i lʹ e:o g,,,
1837,ancientgreek,156,,e r y tʰ r ó s,,,
1838,greek,156,,ˈk o̞ c i ˌn o̞ s,,,
1841,osseticiron,156,,š y r χ,,,
1842,osseticdigor,156,,s u r χ,,,
1844,oriya,156,,l a ɭ ɔ,,,
1845,oriya,156,,r ɔ ŋ ɡ ɔ,,,
1846,oriya,156,,n a l i,,,
1847,bihari,156,,l a l,,,
1849,urdu,156,,l ɑ l,,,
1850,urdu,156,,s ʊ ɾ χ,,,
1851,marathi,156,,l a l,,,
1852,oldchurchslavonic,156,,t ʃ r̩ʲ v ʎ ɛ n ʊ̆,,,
1853,serbocroatian,156,,ˈt s ř̩ v ɛ n,,,
1854,bulgarian,156,,t ʃ ɘ r ˈv ɛ n,,,
1855,macedonian,156,,ˈt s ə r v ɛ n,,,
1856,russian,156,,k r a s n ɨ j,,,
1857,polish,156,,t ʂ ɛ r ˈv ɔ n ɘ̟,,,
1858,belarusian,156,,t ʂ ɨ r ˈv ɔ n ɨ,,,
1859,ukrainian,156,,t ʂ ɛ r ˈv ɔ n ɪ j,,,
1860,slovak,156,,ˈt ʃ ɛ r v e n iː,,,
1861,czech,156,,ˈt ʃ ɛ r v ɛ n iː,,,
1862,sorbianupper,156,,ˈt ʃ ɛ ʀ w ĕɛ n ɘ̟,,,
1863,sorbianlower,156,,ˈt s ɛ rʲ j ɛ n ɘ̟,,,
1864,slovenian,156,,ə r ˈd ɛ t ʃ,,,
1865,oldnorse,156,,r au ð r,,,
1866,icelandic,156,,ˈr øɪː ð ʏ r,,,
1867,faroese,156,,ˈɹ ɛiː j ʊ ɹ,,,
1868,norwegianriksmal,156,,ɾ øː,,,
1869,stavangersk,156,,ˈʁ øːə,,,
1870,oldswedish,156,,ˈr øː ð e r,,,
1871,swedish,156,,r øː d,,,
1872,elfdalian,156,,r oː ð,,,
1873,danish,156,,ʁ ø ðˀ,,,
1874,danishfjolde,156,,ɹ yø ɹ,,,
1875,gutnishlau,156,,ˈr au d a r,,,
1876,english,156,,r ɛ d,,,
1878,dutch,156,,r o t,,,
1879,german,156,,r o: t,,,
1880,latin,156,,ˈr u b e r,,,
1881,catalan,156,,b ə ɾ m ɛ ʎ,,,
1882,catalan,156,,r ɔ t ʃ,,,
1883,portuguese,156,,v ɨ ɾ ˈm ɐ j ʎ u,,,
1884,spanish,156,,r o x o,,,
1885,french,156,,ʀ u ʒ,,,
1886,italian,156,,r o ss o,,,
1887,oldirish,156,,r u:ə ð,,,
1888,oldirish,156,,dʹ e r g,,,
1893,ancientgreek,619,,tʰ ɛ́ː r,,,
1894,ancientgreek,619,,z d ɔ̑ː j o n,,,
1895,greek,619,,ˈz o̞ ˌo̞,,,
1898,osseticiron,619,,s ɐ r ɐ g o j,,,
1899,osseticdigor,619,,c ɐ r ɐ g o j,,,
1902,oriya,619,,p r a ɳ i,,,
1903,oriya,619,,p ɔ s u,,,
1904,oriya,619,,ǰ ɔ n t u,,,
1905,bihari,619,,j a n b ə r,,,
1907,urdu,619,,ʤ ɑ n w ə ɾ,,,
1908,marathi,619,,d z ə n a w ə ɾ,,,
1909,oldchurchslavonic,619,,z v æ r ɪ̆,,,
1910,oldchurchslavonic,619,,ʒ i v ɔ t ʊ̆,,,
1911,serbocroatian,619,,ʒ i ˈv ɔ̌ t i ɲ a,,,
1912,bulgarian,619,,ʒ i ˈv ɔ t n u,,,
1913,macedonian,619,,ˈʒ i v ɔ t n ɔ,,,
1914,russian,619,,ʐ ɨ v ɔ t n ɔ j ɛ,,,
1915,polish,619,,ˈz v j ɛ ʐ ɛ ɰ̃,,,
1916,belarusian,619,,ʐ ɨ ˈvʲ ɔ ɫ a,,,
1917,ukrainian,619,,t ʋ a ˈr ɪ n a,,,
1918,slovak,619,,ˈz v ie r a,,,
1919,czech,619,,ˈz v iː r̝ ɛ,,,
1920,sorbianupper,619,,ˈz w ɪ ʀʲ ɔ,,,
1921,sorbianlower,619,,ˈz w ɪ rʲ ɛ,,,
1922,slovenian,619,,ʒ i ˈv ǎː w,,,
1923,oldnorse,619,,d yː r,,,
1924,icelandic,619,,d̥ iː r,,,
1925,faroese,619,,d̥ ʊiː ɹ,,,
1926,faroese,619,,d̥ ʒ ɔuː ɹ,,,
1927,norwegianriksmal,619,,d yː ɾ,,,
1928,stavangersk,619,,d yː ʁ,,,
1929,oldswedish,619,,d iuː r,,,
1930,swedish,619,,j ʉː r,,,
1931,elfdalian,619,,k r y t yː r,,,
1932,elfdalian,619,,d j ʉə r,,,
1933,danish,619,,ˈd̥ yɐ̯ˀ,,,
1934,danishfjolde,619,,d eː ɹ d,,,
1935,gutnishlau,619,,d j au r,,,
1936,english,619,,æ n ɪ m ə l,,,
1938,dutch,619,,d i r,,,
1939,german,619,,t i:ɐ̯,,,
1940,latin,619,,ˈb e s t ia,,,
1941,latin,619,,ˈa n i m a l,,,
1942,catalan,619,,ə n i m a l,,,
1943,portuguese,619,,ɐ n i ˈm a ɫ,,,
1944,spanish,619,,a n i m a l,,,
1945,french,619,,a n i m a l,,,
1946,italian,619,,a n i m a l e,,,
1947,oldirish,619,,a n ṽ a n d e,,,
1952,ancientgreek,1573,,k y m ái̯ n ɔː,,,
1953,ancientgreek,1573,,oi̯ d é ɔː,,,
1954,greek,1573,,ˈp r i z o̞ ˌm e̞,,,
1955,greek,1573,,f u ˈs k o̞ n o̞,,,
1957,osseticiron,1573,,r ɐ š y j,,,
1958,osseticdigor,1573,,r ɐ s u j,,,
1960,oriya,1573,,p h u l i b a,,,
1961,bihari,1573,,p h u l ə b,,,
1963,urdu,1573,,s u ʤ n ə,,,
1964,marathi,1573,,s u d z ɳ e,,,
1965,oldchurchslavonic,1573,,d ɔ̃ t i s ɛ̃,,,
1966,serbocroatian,1573,,ˈɔ̌ t ɛ t ɕ i,,,
1967,bulgarian,1573,,u ˈt i t ʃ ə m,,,
1968,bulgarian,1573,,p u ˈd u v ə m s ɛ,,,
1969,bulgarian,1573,,p u d ˈp u x v ə m,,,
1970,macedonian,1573,,ˈo t ɛ t ʃ ɛ,,,
1971,russian,1573,,p u x n u tʲ,,,
1972,polish,1573,,ˈp ɛ n t ʂ ɲ ɛ t ɕ,,,
1973,polish,1573,,ˈp u x n ɔ ɲ t ɕ,,,
1974,belarusian,1573,,ˈp u x n u t sʲ,,,
1975,belarusian,1573,,n a b u ˈx a t sʲ,,,
1976,ukrainian,1573,,n a b u ˈx a t ɪ,,,
1977,ukrainian,1573,,ˈp u x n u t ɪ,,,
1978,slovak,1573,,ˈn a b ɔ p t n a c,,,
1979,slovak,1573,,ˈp u c h n uː c,,,
1980,czech,1573,,ˈn a b iː t,,,
1981,czech,1573,,ˈɔ t ɛː t s t,,,
1982,czech,1573,,ˈɔ p u x n ɔu t,,,
1983,sorbianupper,1573,,ˈb u b nʲ i t ʃ,,,
1984,sorbianlower,1573,,ˈh ɔ p u k n u ɕ,,,
1985,sorbianlower,1573,,ˈn a b ɪ ɡ n u ɕ,,,
1986,slovenian,1573,,n a ˈb r ěː k a t i,,,
1987,oldnorse,1573,,ˈθ r uː t n a,,,
1988,oldnorse,1573,,ˈs v e lː a,,,
1989,icelandic,1573,,ˈs v ɛ d̥ l a,,,
1990,icelandic,1573,,ˈθ r uː tʰ n a,,,
1991,icelandic,1573,,ˈb̥ ou l n a,,,
1992,faroese,1573,,ˈtʰ ʉuː s n a,,,
1993,faroese,1573,,ˈh oː v n a,,,
1994,faroese,1573,,ˈtʰ ɹ ʉuː tʰ n a,,,
1995,norwegianriksmal,1573,,ˈs ʋ ɛ̀ lː ə,,,
1996,norwegianriksmal,1573,,ˈt ɾ ʉ̀ː t n ə,,,
1997,norwegianriksmal,1573,,ˈh òː ʋ n ə,,,
1998,stavangersk,1573,,ˈh ɔ̀ ʋ n a,,,
1999,stavangersk,1573,,ˈt ʁ ʉ̀ t n a,,,
2000,stavangersk,1573,,ˈs ʋ ɛ̀ d l a,,,
2001,oldswedish,1573,,ˈs v æ lː a,,,
2002,oldswedish,1573,,ˈθ r uː t n a,,,
2003,swedish,1573,,p ø: s a,,,
2004,swedish,1573,,ˈs v ɛ̀ lː a,,,
2005,elfdalian,1573,,ˈs w ɛ̀ lː ɑ,,,
2006,danish,1573,,ˈs v u l m ə,,,
2007,danishfjolde,1573,,s v o l,,,
2008,gutnishlau,1573,,ˈs v ɛ lː ɛ,,,
2009,english,1573,,s w ɛ l,,,
2010,dutch,1573,,z w ɛ l ə n,,,
2011,german,1573,,ʃ v ɛ l ə n,,,
2012,latin,1573,,t u ˈm eː r e,,,
2013,catalan,1573,,i n f l a,,,
2014,portuguese,1573,,ĩ ˈʃ a ɾ,,,
2015,spanish,1573,,i n ʧ a ɾ s e,,,
2016,french,1573,,ɑ̃ f l e,,,
2017,italian,1573,,g o n f j a r e,,,
2018,oldirish,1573,,a t ə ðʹ,,,
2020,ancientgreek,1225,,h ɛː m é r aː,,,
2021,greek,1225,,ˈm e̞ r a,,,
2026,osseticiron,1225,,b o n,,,
2027,osseticdigor,1225,,b o n ɐ,,,
2029,oriya,1225,,d i n ɔ,,,
2030,bihari,1225,,d i n,,,
2032,urdu,1225,,d̪ ɪ n,,,
2033,marathi,1225,,w a ɾ,,,
2034,marathi,1225,,d i w ə s,,,
2035,oldchurchslavonic,1225,,d ɪ̆ n ɪ̆,,,
2036,serbocroatian,1225,,d âː n,,,
2037,bulgarian,1225,,d ɛ n,,,
2038,macedonian,1225,,d e n,,,
2039,russian,1225,,dʲ ɛ nʲ,,,
2040,polish,1225,,ʥ ɛ ɲ,,,
2041,belarusian,1225,,d zʲ ɛ nʲ,,,
2042,ukrainian,1225,,d ɛ nʲ,,,
2043,slovak,1225,,ɟ ɛ ɲ,,,
2044,czech,1225,,d ɛ n,,,
2045,sorbianupper,1225,,d ʒ e n,,,
2046,sorbianlower,1225,,ʑ e ɲ,,,
2047,slovenian,1225,,d âː n,,,
2048,oldnorse,1225,,d a ɣ r,,,
2049,icelandic,1225,,ˈd̥ aː ɣ ʏ r,,,
2050,faroese,1225,,ˈd̥ ɛaː v ʊ ɹ,,,
2051,norwegianriksmal,1225,,d aː ɡ,,,
2052,stavangersk,1225,,d ɑː ɡ,,,
2053,oldswedish,1225,,ˈd aː ɣ e r,,,
2054,swedish,1225,,d ɑː g,,,
2055,elfdalian,1225,,d ɑː g,,,
2056,danish,1225,,d̥ æˀ,,,
2057,danishfjolde,1225,,d ɑ w,,,
2058,gutnishlau,1225,,d ɑː ɡ,,,
2059,english,1225,,d eɪ,,,
2061,dutch,1225,,d ɑ χ,,,
2062,german,1225,,t a: k,,,
2063,latin,1225,,ˈd ieː s,,,
2064,catalan,1225,,d iə,,,
2065,portuguese,1225,,ˈd iɐ,,,
2066,spanish,1225,,d ia,,,
2067,french,1225,,ʒ u ʀ,,,
2068,italian,1225,,d ʒ o r n o,,,
2069,oldirish,1225,,l a θʹ e,,,
2074,ancientgreek,1040,,tʰ r í kʰ s,,,
2075,ancientgreek,1040,,k ó m ɛː,,,
2076,greek,1040,,m a ˈʎ a,,,
2082,osseticiron,1040,,χ i l,,,
2083,osseticdigor,1040,,χ e l ɐ,,,
2084,oriya,1040,,b a ɭ ɔ,,,
2085,bihari,1040,,k e s,,,
2086,urdu,1040,,b ɑ l,,,
2087,marathi,1040,,k e s,,,
2088,oldchurchslavonic,1040,,v l ɑ s i,,,
2089,serbocroatian,1040,,ˈk ɔ̌ s a,,,
2090,bulgarian,1040,,k u ˈs a,,,
2091,macedonian,1040,,ˈk o s a,,,
2092,russian,1040,,v ɔ ɫ ɔ s ɨ,,,
2093,polish,1040,,v w ɔ s ɘ̟,,,
2094,belarusian,1040,,v a ɫ a ˈs ɨ,,,
2095,ukrainian,1040,,ʋ ɔ ˈɫ ɔ sʲsʲ a,,,
2096,slovak,1040,,ˈv l a s i,,,
2097,czech,1040,,ˈv l a s ɪ,,,
2098,sorbianupper,1040,,ˈw ɔ s ɘ̟,,,
2099,sorbianlower,1040,,ˈw ɔ s ɛ,,,
2100,slovenian,1040,,ˈl âː s i,,,
2101,oldnorse,1040,,s k o p t,,,
2102,oldnorse,1040,,h aː r,,,
2103,icelandic,1040,,h auː r,,,
2104,faroese,1040,,h ɔaː ɹ,,,
2105,norwegianriksmal,1040,,h oː ɾ,,,
2106,stavangersk,1040,,h oː ʁ,,,
2107,oldswedish,1040,,h aː r,,,
2108,swedish,1040,,h o: r,,,
2109,elfdalian,1040,,ɔː r,,,
2110,danish,1040,,h ɒˀ,,,
2111,danishfjolde,1040,,h oa ɹ,,,
2112,gutnishlau,1040,,h ɑː r,,,
2113,english,1040,,h ɛə,,,
2115,dutch,1040,,h a r,,,
2116,german,1040,,h a:ɐ̯,,,
2117,latin,1040,,k a ˈp i lː iː,,,
2118,catalan,1040,,k ə β ɛ ʎ,,,
2119,catalan,1040,,p ɛ l,,,
2120,portuguese,1040,,k ɐ ˈβ e l u,,,
2121,spanish,1040,,k a β e ʎ o,,,
2122,french,1040,,ʃ ə v ø,,,
2123,italian,1040,,p e l o,,,
2124,italian,1040,,k a p e ll o,,,
2125,oldirish,1040,,f o l t,,,
2130,ancientgreek,1242,,o l í ɡ oi̯,,,
2131,ancientgreek,1242,,p á u r o s,,,
2132,greek,1242,,ˈl i ʝ i,,,
2135,osseticiron,1242,,g y cc y l,,,
2136,osseticdigor,1242,,m i n k i j,,,
2138,oriya,1242,,ɔ ɭ p ɔ,,,
2141,urdu,1242,,ˈt̪ʰ o ɽ ə,,,
2142,marathi,1242,,w i ɾ ə ɭ,,,
2143,marathi,1242,,tʰ o ɖ ə,,,
2144,oldchurchslavonic,1242,,m ɑ l ɔ,,,
2145,serbocroatian,1242,,ˈm â l ɔ,,,
2146,bulgarian,1242,,ˈm a ɫ k u,,,
2147,macedonian,1242,,ˈm a l k u,,,
2148,russian,1242,,m a ɫ ɔ,,,
2149,polish,1242,,ˈm a w ɔ,,,
2150,belarusian,1242,,ˈm a ɫ a,,,
2151,ukrainian,1242,,ˈm a ɫ ɔ,,,
2152,slovak,1242,,ˈm aː l ɔ,,,
2153,czech,1242,,ˈm aː l ɔ,,,
2154,sorbianupper,1242,,ˈm a w ɔ,,,
2155,sorbianlower,1242,,ˈm a w ɔ,,,
2156,slovenian,1242,,ˈm ǎː l ɔ,,,
2157,oldnorse,1242,,f aː r,,,
2158,icelandic,1242,,ˈf auːɪ r,,,
2159,faroese,1242,,ˈf ɔaː j ɪ ɹ,,,
2160,norwegianriksmal,1242,,f oː,,,
2161,stavangersk,1242,,ˈf oːə,,,
2162,oldswedish,1242,,f aː r,,,
2163,swedish,1242,,f oː,,,
2164,elfdalian,1242,,ˈf ɔ̀ːɛ r,,,
2165,danish,1242,,f ɔˀ,,,
2166,danishfjolde,1242,,i ɡ ə ˈm ɑ ŋ ə,,,
2167,english,1242,,f j u:,,,
2168,dutch,1242,,w ɛi n ə χ,,,
2169,german,1242,,v e: n ɪ ç,,,
2170,latin,1242,,ˈp au̯ k iː,,,
2171,catalan,1242,,p ɔ k,,,
2172,portuguese,1242,,ˈp oou k u,,,
2173,spanish,1242,,p o k o,,,
2174,french,1242,,p ø,,,
2175,italian,1242,,p ɔ k o,,,
2176,oldirish,1242,,bʹ e g a: n,,,
2181,ancientgreek,1455,,h e l k ɔː,,,
2182,greek,1455,,t r a ˈv o̞,,,
2185,osseticiron,1455,,l a š,,,
2186,osseticdigor,1455,,l a s,,,
2188,oriya,1455,,ʈ a ɳ,,,
2189,bihari,1455,,k h i c ə b,,,
2190,urdu,1455,,kʰ e n ʧ n ə,,,
2191,marathi,1455,,o ɖʰ ɳ e,,,
2192,oldchurchslavonic,1455,,v l æ ʃ t i,,,
2193,serbocroatian,1455,,ˈv u t ɕ i,,,
2194,bulgarian,1455,,ˈd ɤ r p ə m,,,
2195,macedonian,1455,,ˈv l e t ʃ ɛ,,,
2196,russian,1455,,tʲ a ˈn u tʲ,,,
2197,polish,1455,,ˈt ɕ ɔ ŋ ɡ n ɔ ɲ t ɕ,,,
2198,belarusian,1455,,t sʲ a ˈɣ n u t sʲ,,,
2199,ukrainian,1455,,tʲ a ɦ ˈt ɪ,,,
2200,slovak,1455,,ˈc a ɦ a c,,,
2201,czech,1455,,ˈt aː ɦ n ɔu t,,,
2202,sorbianupper,1455,,ˈt ʃ a n ɘ̟ t ʃ,,,
2203,sorbianlower,1455,,ˈɕ ɪ ɡ n u ɕ,,,
2204,slovenian,1455,,ˈv l ěː t ʃ i,,,
2205,oldnorse,1455,,ˈt o ɣ a,,,
2206,oldnorse,1455,,ˈd r a ɣ a,,,
2207,icelandic,1455,,ˈd̥ r aː ɣ a,,,
2208,icelandic,1455,,ˈtʰ ɔː ɣ a,,,
2209,faroese,1455,,ˈd̥ ɹ ɛaː ɡ a,,,
2210,faroese,1455,,ˈtʰ oː ɡ a,,,
2211,faroese,1455,,ˈh ɔaː l a,,,
2212,norwegianriksmal,1455,,ˈt ɾ ɛ̀ kː ə,,,
2213,norwegianriksmal,1455,,d ɾ aː,,,
2214,stavangersk,1455,,d ʁ ɑː,,,
2215,oldswedish,1455,,ˈd r aː ɣ a,,,
2216,swedish,1455,,ˈr y kː a,,,
2217,swedish,1455,,d r ɑ:,,,
2218,elfdalian,1455,,d r ɔ̀ g ɔ,,,
2219,danish,1455,,ˈd̥ ʁ ɑː w ə,,,
2220,danish,1455,,d̥ʰ ʁ a g̥ʰ ə,,,
2221,danishfjolde,1455,,d ɹ æ j,,,
2222,danishfjolde,1455,,t ɹ æ ɡ,,,
2223,gutnishlau,1455,,ˈd r ɛː ɡ ɛ,,,
2226,dutch,1455,,t r ɛ k ə n,,,
2227,german,1455,,t͜s i:ə n,,,
2228,latin,1455,,ˈt r a h e r e,,,
2229,catalan,1455,,ə s t i ɾ a,,,
2230,catalan,1455,,t ɾ ɛu w ɾ ə,,,
2231,portuguese,1455,,p u ˈʃ a ɾ,,,
2232,spanish,1455,,t i ɾ a ɾ,,,
2233,french,1455,,t i ʀ e,,,
2234,italian,1455,,t i r a r e,,,
2235,oldirish,1455,,sʹ rʹ e ŋ g ə ðʹ,,,
2239,ancientgreek,1291,,n ɔ̑ː t o n,,,
2240,greek,1291,,ˈp l a t i,,,
2242,osseticiron,1291,,f ɐ š o n t ɐ,,,
2243,osseticdigor,1291,,f ɐ s o n t ɐ,,,
2245,oriya,1291,,p i ʈ h i,,,
2246,bihari,1291,,p i ʈ a,,,
2247,bihari,1291,,ɖ a r,,,
2249,urdu,1291,,k ə m ə ɾ,,,
2250,marathi,1291,,p a tʰ,,,
2251,oldchurchslavonic,1291,,x r ɪ̆ b ɪ̆ t ʊ̆,,,
2252,serbocroatian,1291,,ˈl ɛ̌ː d ʑ a,,,
2253,bulgarian,1291,,ɡ r ɤ b,,,
2254,macedonian,1291,,ɡ ə r b,,,
2255,russian,1291,,s pʲ i ˈn a,,,
2256,polish,1291,,p l ɛ t s ɘ̟,,,
