ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
8355	Karadjeri	kara1476	EGG		ɲuma	ɲ u m a	H u m a	N V M V	N Y M A	EGG:3505	3505	Numa	2832	EGG:21	1468
8358	Kartujarra	kart1247	EGG		canci	c a n c i	T a n T i	K V N K V	C A N C I	EGG:3506	3506	TanTi	2833	EGG:9	1445
8361	Kaurna	kaur1267	EGG		muka	m u k a	m u k a	M V K V	M Y K A	EGG:3496	3496	muka	2834	EGG:22	1442
8364	Kukatja	kuka1246	EGG		gambin	g a m b i n	g a m b i n	K V M P V N	K A M P I N	EGG:3539	3539	gambin	2835	EGG:1	1439
8365	Kuku-Yalanji	kuku1273	EGG		dibur	d i b u r	d i b u r	T V P V R	T I P Y R	EGG:3518	3518	dibur	2836	EGG:27	1452
8371	Gurdjar	gurd1238	EGG		woːt̪	w oː t̪	w o t	W V T	W U T	EGG:3531	3531	wot	2837	EGG:23	1451
8372	Kuuku-Ya'u	kuuk1238	EGG		wujmpa	w u j m p a	w u y m p a	W V J M P V	W Y J M P A	EGG:3513	3513	wuympa	2838	EGG:43	1454
8374	Kala Lagaw Ya	kala1377	EGG		kakuɹu	k a k u ɹ u	k a k u r u	K V K V R V	K A K Y R Y	EGG:3489	3489	kakuru	2839	EGG:24	1466
8380	Margany	marg1253	EGG		gabuɲ	g a b u ɲ	g a b u H	K V P V N	K A P Y N	EGG:3539	3539	gabuN	2840	EGG:10	1440
8381	Martu Wangka	mart1256	EGG		caɲci	c a ɲ c i	T a H T i	K V N K V	C A N C I	EGG:3486	3486	TaNTi	2841	EGG:9	1445
8398	Mudburra	mudb1240	EGG		kambic	k a m b i c	k a m b i T	K V M P V K	K A M P I C	EGG:3539	3539	kambiT	2842	EGG:1	1439
8400	Muruwari	muru1266	EGG		kapunc	k a p u n c	k a p u n T	K V P V N K	K A P Y N C	EGG:3539	3539	kapunT	2843	EGG:28	1440
8403	Ngaanyatjarra	ngaa1240	EGG		ŋampu	ŋ a m p u	N a m p u	N V M P V	N A M P Y	EGG:3484	3484	Nampu	2844	EGG:7	1439
8405	Lower Riverland	lowe1402	EGG		toldlomko	t o l d l o m k o	t o l d l o m k o	T V R T R V M K V	T U L T L U M K U	EGG:3503	3503	toldlomko	2845	EGG:11	1448
8406	Ngamini	ngam1284	EGG		pampu	p a m p u	p a m p u	P V M P V	P A M P Y	EGG:3493	3493	pampu	2846	EGG:4	1441
8409	Ngarinman	ngar1235	EGG		gambic	g a m b i c	g a m b i T	K V M P V K	K A M P I C	EGG:3539	3539	gambiT	2847	EGG:1	1439
8411	Ngarluma	ngar1287	EGG		cimbu	c i m b u	T i m b u	K V M P V	C I M P Y	EGG:3494	3494	Timbu	2848	EGG:2	1439
8412	Narrinyeri	narr1259	EGG		toldlomko	t o l d l o m k o	t o l d l o m k o	T V R T R V M K V	T U L T L U M K U	EGG:3503	3503	toldlomko	2849	EGG:11	1448
8420	Northern Coastal Nyangumarta	nort2754	EGG		cimpu	c i m p u	T i m p u	K V M P V	C I M P Y	EGG:3494	3494	Timpu	2850	EGG:2	1439
8421	Nyamal	nyam1271	EGG		micaɹa	m i c a ɹ a	m i T a r a	M V K V R V	M I C A R A	EGG:3534	3534	miTara	2851	EGG:6	1442
8422	Nyangumarta	nyan1301	EGG		mica	m i c a	m i T a	M V K V	M I C A	EGG:3534	3534	miTa	2852	EGG:6	1442
8423	Nyunga	nyun1247	EGG		nuɹaga	n u ɹ a g a	n u r a g a	N V R V K V	N Y R A K A	EGG:3484	3484	nuraga	2853	EGG:29	1455
8424	Paakantyi	darl1243	EGG		baɖi	b a ɖ i	b a d i	P V T V	P A T I	EGG:3516	3516	badi	2854	EGG:44	1441
8428	Panytyima	pany1241	EGG		cimbu	c i m b u	T i m b u	K V M P V	C I M P Y	EGG:3494	3494	Timbu	2855	EGG:2	1439
8429	Banggarla	bang1339	EGG		pepːi	p e pː i	p e p i	P V P V	P E P I	EGG:3497	3497	pepi	2856	EGG:5	1441
8430	Bayungu	bayu1240	EGG		kawuŋga	k a w u ŋ g a	k a w u N g a	K V W V N K V	K A W Y N K A	EGG:3539	3539	kawuNga	2857	EGG:30	1440
8434	Pitjantjatjara	pitj1243	EGG		ŋampu	ŋ a m p u	N a m p u	N V M P V	N A M P Y	EGG:3484	3484	Nampu	2858	EGG:7	1439
8435	Pitta Pitta	pitt1247	EGG		cikula	c i k u l a	T i k u l a	K V K V R V	C I K Y L A	EGG:3536	3536	Tikula	2859	EGG:31	1456
8437	Ritarungo	rita1239	EGG		mapuʔ	m a p u ʔ	m a p u 7	M V P V H	M A P Y H	EGG:3487	3487	mapu7	2860	EGG:3	1443
8439	Dhalandji	dhal1245	EGG		cimbu	c i m b u	T i m b u	K V M P V	C I M P Y	EGG:3494	3494	Timbu	2861	EGG:2	1439
8440	Dhargari	dhar1247	EGG		ciluɹu	c i l u ɹ u	T i l u r u	K V R V R V	C I L Y R Y	EGG:3511	3511	Tiluru	2862	EGG:8	1444
8443	Wagaya	waga1260	EGG		wiːtpu	w iː t p u	w i t p u	W V T P V	W I T P Y	EGG:3512	3512	witpu	2863	EGG:32	1458
8448	Ngura	ngur1261	EGG		kapiɲa	k a p i ɲ a	k a p i H a	K V P V N V	K A P I N A	EGG:3539	3539	kapiNa	2864	EGG:33	1440
8453	Warlpiri	warl1254	EGG		ŋipiɹi	ŋ i p i ɹ i	N i p i r i	N V P V R V	N I P I R I	EGG:3492	3492	Nipiri	2865	EGG:34	1459
8455	Wanman	wanm1242	EGG		ŋampu	ŋ a m p u	N a m p u	N V M P V	N A M P Y	EGG:3484	3484	Nampu	2866	EGG:7	1439
8456	Wariyangga	wari1262	EGG		ciluɹu	c i l u ɹ u	T i l u r u	K V R V R V	C I L Y R Y	EGG:3511	3511	Tiluru	2867	EGG:8	1444
8457	Warumungu	waru1265	EGG		mula	m u l a	m u l a	M V R V	M Y L A	EGG:3488	3488	mula	2868	EGG:35	1460
8459	Wathawurrung	wath1238	EGG		tajn	t a j n	t a y n	T V J N	T A J N	EGG:3502	3502	tayn	2869	EGG:36	1461
8463	Wik-Mungkan	wikm1247	EGG		n̪epan	n̪ e p a n	n e p a n	N V P V N	N E P A N	EGG:3490	3490	nepan	2870	EGG:37	1440
8464	Wiradhuri	wira1262	EGG		gabuːga	g a b uː g a	g a b u g a	K V P V K V	K A P Y K A	EGG:3539	3539	gabuga	2871	EGG:38	1440
8465	Wirangu-Nauo	wira1260	EGG		ŋuguɳ	ŋ u g u ɳ	N u g u n	N V K V N	N Y K Y N	EGG:3498	3498	Nugun	2872	EGG:39	1462
8470	Yan-nhangu	yann1237	EGG		gæku	g æ k u	g E k u	K V K V	K E K Y	EGG:3487	3487	gEku	2873	EGG:40	1447
8471	Yandruwandha	yand1253	EGG		pampu	p a m p u	p a m p u	P V M P V	P A M P Y	EGG:3493	3493	pampu	2874	EGG:4	1439
8474	Yawarawarga	yawa1258	EGG		panpu	p a n p u	p a n p u	P V N P V	P A N P Y	EGG:3493	3493	panpu	2875	EGG:4	1441
8476	Yindjibarndi	yind1247	EGG		micaɹa	m i c a ɹ a	m i T a r a	M V K V R V	M I C A R A	EGG:3534	3534	miTara	2876	EGG:6	1442
8479	Yorta Yorta	yort1237	EGG		butcaŋa	b u t c a ŋ a	b u t T a N a	P V T K V N V	P Y T C A N A	EGG:3509	3509	butTaNa	2877	EGG:41	1463
8481	Yulparitja	yulp1238	EGG		caɲci	c a ɲ c i	T a H T i	K V N K V	C A N C I	EGG:3486	3486	TaNTi	2878	EGG:9	1445
8482	Yuwaalaraay	yuwa1242	EGG		gau	g a u	g a u	K V V	K A Y	EGG:3539	3539	gau	2879	EGG:42	1446
8483	Adnyamathanha	adny1235	EYE		waciwaci	w a c i w a c i	w a T i w a T i	W V K V W V K V	W A C I W A C I	EYE:3580	3580	waTiwaTi	2880	EYE:27	1476
8485	Alyawarr	alya1239	EYE		anːga	a nː g a	a n g a	V N K V	A N K A	EYE:3592	3592	anga	2881	EYE:28	1472
8487	Arabana	arab1267	EYE		milki	m i l k i	m i l k i	M V R K V	M I L K I	EYE:3601	3601	milki	2882	EYE:4	1469
8491	Yugambeh-Bandjalang	band1339	EYE		me	m e	m e	M V	M E	EYE:3574	3574	me	2883	EYE:12	1473
8501	Dhangu	dhan1270	EYE		maŋutci	m a ŋ u t c i	m a N u t T i	M V N V T K V	M A N Y T C I	EYE:3604	3604	maNutTi	2884	EYE:5	1475
8503	Sydney	sydn1236	EYE		mi	m i	m i	M V	M I	EYE:3574	3574	mi	2885	EYE:13	1469
8508	Dhuwal	dhuw1249	EYE		miːl	m iː l	m i l	M V R	M I L	EYE:3601	3601	mil	2886	EYE:1	1469
8510	Dieri	dier1241	EYE		milki	m i l k i	m i l k i	M V R K V	M I L K I	EYE:3601	3601	milki	2887	EYE:4	1472
8511	Dyaabugay	dyaa1242	EYE		cili	c i l i	T i l i	K V R V	C I L I	EYE:3577	3577	Tili	2888	EYE:10	1471
8512	Djambarrpuyngu	djam1256	EYE		miːl	m iː l	m i l	M V R	M I L	EYE:3601	3601	mil	2889	EYE:1	1469
8514	Djinang	djin1253	EYE		mil	m i l	m i l	M V R	M I L	EYE:3601	3601	mil	2890	EYE:1	1469
8519	Gamilaraay	gami1243	EYE		mil	m i l	m i l	M V R	M I L	EYE:3601	3601	mil	2891	EYE:1	1469
8525	Kumbainggar	kumb1268	EYE		mil	m i l	m i l	M V R	M I L	EYE:3601	3601	mil	2892	EYE:1	1469
8530	Gupapuyngu	gupa1247	EYE		miːl	m iː l	m i l	M V R	M I L	EYE:3601	3601	mil	2893	EYE:1	1469
8531	Gurindji	guri1247	EYE		mila	m i l a	m i l a	M V R V	M I L A	EYE:3601	3601	mila	2894	EYE:1	1469
8534	Guyani	guya1249	EYE		mina	m i n a	m i n a	M V N V	M I N A	EYE:3585	3585	mina	2895	EYE:8	1473
8535	Sydney	sydn1236	EYE		mj	m j	m y	M J	M J	EYE:3574	3574	my	2896	EYE:29	1473
8536	Jaru	jaru1254	EYE		milwa	m i l w a	m i l w a	M V R W V	M I L W A	EYE:3601	3601	milwa	2897	EYE:1	1469
8539	Djiwarli	djiw1241	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2898	EYE:2	1470
8542	Kalkutung	kalk1246	EYE		mil̪t̪i	m i l̪ t̪ i	m i l t i	M V R T V	M I L T I	EYE:3601	3601	milti	2899	EYE:4	1469
8543	Gamilaraay	gami1243	EYE		milː	m i lː	m i l	M V R	M I L	EYE:3601	3601	mil	2900	EYE:1	1469
8544	Karadjeri	kara1476	EYE		pani	p a n i	p a n i	P V N V	P A N I	EYE:3598	3598	pani	2901	EYE:7	1474
8548	Kartujarra	kart1247	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2902	EYE:2	1470
8551	Kaurna	kaur1267	EYE		meː	m eː	m e	M V	M E	EYE:3574	3574	me	2903	EYE:30	1473
8556	Kukatja	kuka1246	EYE		guɹu	g u ɹ u	g u r u	K V R V	K Y R Y	EYE:3603	3603	guru	2904	EYE:2	1470
8557	Kuku-Yalanji	kuku1273	EYE		mijil	m i j i l	m i y i l	M V J V R	M I J I L	EYE:3601	3601	miyil	2905	EYE:6	1469
8563	Gurdjar	gurd1238	EYE		iːl	iː l	i l	V R	I L	EYE:3601	3601	il	2906	EYE:14	1469
8564	Kuuku-Ya'u	kuuk1238	EYE		kuʔun	k u ʔ u n	k u 7 u n	K V H V N	K Y H Y N	EYE:3603	3603	ku7un	2907	EYE:24	1478
8566	Kala Lagaw Ya	kala1377	EYE		puɹka	p u ɹ k a	p u r k a	P V R K V	P Y R K A	EYE:3605	3605	purka	2908	EYE:15	1477
8572	Margany	marg1253	EYE		d̪ili	d̪ i l i	d i l i	T V R V	T I L I	EYE:3577	3577	dili	2909	EYE:10	1471
8573	Martu Wangka	mart1256	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2910	EYE:2	1470
8590	Mudburra	mudb1240	EYE		mila	m i l a	m i l a	M V R V	M I L A	EYE:3601	3601	mila	2911	EYE:1	1469
8592	Muruwari	muru1266	EYE		mil	m i l	m i l	M V R	M I L	EYE:3601	3601	mil	2912	EYE:1	1469
8595	Ngaanyatjarra	ngaa1240	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2913	EYE:2	1470
8598	Lower Riverland	lowe1402	EYE		koɭlo	k o ɭ l o	k o L l o	K V R R V	K U L L U	EYE:3603	3603	koLlo	2914	EYE:25	1479
8599	Ngamini	ngam1284	EYE		miɹki	m i ɹ k i	m i r k i	M V R K V	M I R K I	EYE:3601	3601	mirki	2915	EYE:4	1472
8602	Ngarinman	ngar1235	EYE		mila	m i l a	m i l a	M V R V	M I L A	EYE:3601	3601	mila	2916	EYE:1	1469
8604	Ngarluma	ngar1287	EYE		t̪uɭa	t̪ u ɭ a	t u L a	T V R V	T Y L A	EYE:3602	3602	tuLa	2917	EYE:3	1471
8605	Narrinyeri	narr1259	EYE		tumːaki	t u mː a k i	t u m a k i	T V M V K V	T Y M A K I	EYE:3581	3581	tumaki	2918	EYE:16	1480
8613	Northern Coastal Nyangumarta	nort2754	EYE		pani	p a n i	p a n i	P V N V	P A N I	EYE:3598	3598	pani	2919	EYE:7	1474
8614	Nyamal	nyam1271	EYE		toːla	t oː l a	t o l a	T V R V	T U L A	EYE:3602	3602	tola	2920	EYE:3	1471
8615	Nyamal	nyam1271	EYE		boːla	b oː l a	b o l a	P V R V	P U L A	EYE:3602	3602	bola	2921	EYE:17	1471
8616	Nyangumarta	nyan1301	EYE		ciʈamara	c i ʈ a m a r a	T i t a m a r a	K V T V M V R V	C I T A M A R A	EYE:3590	3590	Titamara	2922	EYE:18	1482
8617	Nyunga	nyun1247	EYE		meal	m e a l	m e a l	M V V R	M E A L	EYE:3601	3601	meal	2923	EYE:11	1469
8618	Paakantyi	darl1243	EYE		meigi	m e i g i	m e i g i	M V V K V	M E I K I	EYE:3594	3594	meigi	2924	EYE:26	1469
8621	Panytyima	pany1241	EYE		t̪uɭa	t̪ u ɭ a	t u L a	T V R V	T Y L A	EYE:3602	3602	tuLa	2925	EYE:3	1471
8622	Banggarla	bang1339	EYE		meːna	m eː n a	m e n a	M V N V	M E N A	EYE:3578	3578	mena	2926	EYE:8	1473
8623	Bayungu	bayu1240	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2927	EYE:2	1470
8630	Pitjantjatjara	pitj1243	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2928	EYE:2	1470
8631	Pitta Pitta	pitt1247	EYE		miji	m i j i	m i y i	M V J V	M I J I	EYE:3601	3601	miyi	2929	EYE:6	1469
8633	Ritarungo	rita1239	EYE		maŋuci	m a ŋ u c i	m a N u T i	M V N V K V	M A N Y C I	EYE:3601	3601	maNuTi	2930	EYE:5	1475
8634	Dhalandji	dhal1245	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2931	EYE:2	1470
8635	Dhargari	dhar1247	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2932	EYE:2	1470
8638	Wagaya	waga1260	EYE		minːgu	m i nː g u	m i n g u	M V N K V	M I N K Y	EYE:3585	3585	mingu	2933	EYE:19	1472
8645	Ngura	ngur1261	EYE		puldɹu	p u l d ɹ u	p u l d r u	P V R T R V	P Y L T R Y	EYE:3572	3572	puldru	2934	EYE:20	1481
8650	Warlpiri	warl1254	EYE		milpa	m i l p a	m i l p a	M V R P V	M I L P A	EYE:3601	3601	milpa	2935	EYE:1	1469
8652	Wanman	wanm1242	EYE		panaja	p a n a j a	p a n a y a	P V N V J V	P A N A J A	EYE:3598	3598	panaya	2936	EYE:21	1474
8653	Wariyangga	wari1262	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2937	EYE:2	1470
8654	Warumungu	waru1265	EYE		mijil	m i j i l	m i y i l	M V J V R	M I J I L	EYE:3601	3601	miyil	2938	EYE:6	1469
8656	Wathawurrung	wath1238	EYE		mir	m i r	m i r	M V R	M I R	EYE:3576	3576	mir	2939	EYE:1	1469
8660	Wik-Mungkan	wikm1247	EYE		meːʔ	m eː ʔ	m e 7	M V H	M E H	EYE:3601	3601	me7	2940	EYE:22	1469
8661	Wiradhuri	wira1262	EYE		milː	m i lː	m i l	M V R	M I L	EYE:3601	3601	mil	2941	EYE:1	1469
8662	Wirangu-Nauo	wira1260	EYE		meil	m e i l	m e i l	M V V R	M E I L	EYE:3601	3601	meil	2942	EYE:11	1469
8668	Yan-nhangu	yann1237	EYE		maŋutci	m a ŋ u t c i	m a N u t T i	M V N V T K V	M A N Y T C I	EYE:3604	3604	maNutTi	2943	EYE:5	1475
8669	Yandruwandha	yand1253	EYE		mici	m i c i	m i T i	M V K V	M I C I	EYE:3601	3601	miTi	2944	EYE:9	1472
8671	Yawarawarga	yawa1258	EYE		mitci	m i t c i	m i t T i	M V T K V	M I T C I	EYE:3601	3601	mitTi	2945	EYE:9	1472
8673	Yindjibarndi	yind1247	EYE		t̪uɭa	t̪ u ɭ a	t u L a	T V R V	T Y L A	EYE:3602	3602	tuLa	2946	EYE:3	1471
8677	Yorta Yorta	yort1237	EYE		ma	m a	m a	M V	M A	EYE:3574	3574	ma	2947	EYE:23	1473
8679	Yulparitja	yulp1238	EYE		kuɹu	k u ɹ u	k u r u	K V R V	K Y R Y	EYE:3603	3603	kuru	2948	EYE:2	1470
8680	Yuwaalaraay	yuwa1242	EYE		milː	m i lː	m i l	M V R	M I L	EYE:3601	3601	mil	2949	EYE:1	1469
8877	Adnyamathanha	adny1235	FALL		waɖɳi	w a ɖ ɳ i	w a d n i	W V T N V	W A T N I	FALL:3622	3622	wadni	2950	FALL:7	1484
8879	Alyawarr	alya1239	FALL		ajtnejel	a j t n e j e l	a y t n e y e l	V J T N V J V R	A J T N E J E L	FALL:3642	3642	aytneyel	2951	FALL:10	1518
8883	Arabana	arab1267	FALL		ŋopanaŋaɹitcinta	ŋ o p a n a ŋ a ɹ i t c i n t a	N o p a n a N a r i t T i n t a	N V P V N V N V R V T K V N T V	N U P A N A N A R I T C I N T A	FALL:3647	3647	NopanaNaritTinta	2952	FALL:11	1490
8886	Yugambeh-Bandjalang	band1339	FALL		bana	b a n a	b a n a	P V N V	P A N A	FALL:1	1	bana	2953	FALL:12	1488
8887	Yugambeh-Bandjalang	band1339	FALL		baŋa	b a ŋ a	b a N a	P V N V	P A N A	FALL:1	1	baNa	2954	FALL:60	1488
8888	Yugambeh-Bandjalang	band1339	FALL		barwa	b a r w a	b a r w a	P V R W V	P A R W A	FALL:1	1	barwa	2955	FALL:61	1517
8897	Dhangu	dhan1270	FALL		galki	g a l k i	g a l k i	K V R K V	K A L K I	FALL:3658	3658	galki	2956	FALL:3	1485
8899	Sydney	sydn1236	FALL		boːlʔloːlbala	b oː l ʔ l oː l b a l a	b o l 7 l o l b a l a	P V R H R V R P V R V	P U L H L U L P A L A	FALL:3628	3628	bol7lolbala	2957	FALL:13	1509
8904	Dhuwal	dhuw1249	FALL		galkiri	g a l k i r i	g a l k i r i	K V R K V R V	K A L K I R I	FALL:3658	3658	galkiri	2958	FALL:3	1485
8906	Dieri	dier1241	FALL		puri	p u r i	p u r i	P V R V	P Y R I	FALL:3609	3609	puri	2959	FALL:15	1491
8907	Dyaabugay	dyaa1242	FALL		janaj?/ʔ	j a n a j ʔ	y a n a y 7	J V N V J H	J A N A J H	FALL:3665	3665	yanay7	2960	FALL:16	1493
8908	Djambarrpuyngu	djam1256	FALL		galkiri	g a l k i r i	g a l k i r i	K V R K V R V	K A L K I R I	FALL:3658	3658	galkiri	2961	FALL:3	1485
8910	Djinang	djin1253	FALL		galmidci	g a l m i d c i	g a l m i d T i	K V R M V T K V	K A L M I T C I	FALL:3679	3679	galmidTi	2962	FALL:17	1519
8913	Gamilaraay	gami1243	FALL		bundaːgi	b u n d aː g i	b u n d a g i	P V N T V K V	P Y N T A K I	FALL:3633	3633	bundagi	2963	FALL:2	1483
8917	Kumbainggar	kumb1268	FALL		buːnmi	b uː n m i	b u n m i	P V N M V	P Y N M I	FALL:3616	3616	bunmi	2964	FALL:8	1483
8922	Gupapuyngu	gupa1247	FALL		wirdcawirdcaʔʲun	w i r d c a w i r d c a ʔʲ u n	w i r d T a w i r d T a 7 u n	W V R T K V W V R T K V H V N	W I R T C A W I R T C A H Y N	FALL:3607	3607	wirdTawirdTa7un	2965	FALL:18	1494
8923	Gurindji	guri1247	FALL		paʈ_waniɲana	p a ʈ w a n i ɲ a n a	p a t w a n i H a n a	P V T W V N V N V N V	P A T W A N I N A N A	FALL:3611	3611	patwaniNana	2966	FALL:19	1489
8926	Guyani	guya1249	FALL		woɹkaniniwodninta	w o ɹ k a n i n i w o d n i n t a	w o r k a n i n i w o d n i n t a	W V R K V N V N V W V T N V N T V	W U R K A N I N I W U T N I N T A	FALL:3621	3621	workaniniwodninta	2967	FALL:9	1496
8927	Sydney	sydn1236	FALL		jiɹi	j i ɹ i	y i r i	J V R V	J I R I	FALL:1	1	yiri	2968	FALL:14	1516
8928	Jaru	jaru1254	FALL		dogaɹa_mana	d o g a ɹ a m a n a	d o g a r a m a n a	T V K V R V M V N V	T U K A R A M A N A	FALL:3617	3617	dogaramana	2969	FALL:20	1497
8930	Djiwarli	djiw1241	FALL		waɳiŋgu	w a ɳ i ŋ g u	w a n i N g u	W V N V N K V	W A N I N K Y	FALL:3642	3642	waniNgu	2970	FALL:5	1484
8932	Kalkutung	kalk1246	FALL		ŋuji	ŋ u j i	N u y i	N V J V	N Y J I	FALL:3634	3634	Nuyi	2971	FALL:21	1521
8933	Gamilaraay	gami1243	FALL		bundaŋa	b u n d a ŋ a	b u n d a N a	P V N T V N V	P Y N T A N A	FALL:3633	3633	bundaNa	2972	FALL:2	1483
8934	Karadjeri	kara1476	FALL		boŋganca	b o ŋ g a n c a	b o N g a n T a	P V N K V N K V	P U N K A N C A	FALL:3616	3616	boNganTa	2973	FALL:22	1483
8938	Kartujarra	kart1247	FALL		puŋka	p u ŋ k a	p u N k a	P V N K V	P Y N K A	FALL:3616	3616	puNka	2974	FALL:1	1483
8940	Kaurna	kaur1267	FALL		kakːawoɳendi	k a kː a w o ɳ e n d i	k a k a w o n e n d i	K V K V W V N V N T V	K A K A W U N E N T I	FALL:3619	3619	kakawonendi	2975	FALL:23	1498
8944	Kukatja	kuka1246	FALL		pataljutiku	p a t a l j u t i k u	p a t a l y u t i k u	P V T V R J V T V K V	P A T A L J Y T I K Y	FALL:3649	3649	patalyutiku	2976	FALL:4	1486
8945	Kuku-Yalanji	kuku1273	FALL		daɹaj	d a ɹ a j	d a r a y	T V R V J	T A R A J	FALL:3608	3608	daray	2977	FALL:62	1499
8949	Gurdjar	gurd1238	FALL		wilβaj	w i l β a j	w i l b a y	W V R P V J	W I L B A J	FALL:3672	3672	wilbay	2978	FALL:24	1495
8950	Kuuku-Ya'u	kuuk1238	FALL		puŋkana	p u ŋ k a n a	p u N k a n a	P V N K V N V	P Y N K A N A	FALL:3616	3616	puNkana	2979	FALL:1	1483
8952	Kala Lagaw Ya	kala1377	FALL		uɹati	u ɹ a t i	u r a t i	V R V T V	Y R A T I	FALL:3676	3676	urati	2980	FALL:25	1520
8959	Margany	marg1253	FALL		d̪aŋgi	d̪ a ŋ g i	d a N g i	T V N K V	T A N K I	FALL:3671	3671	daNgi	2981	FALL:57	1501
8960	Martu Wangka	mart1256	FALL		culjuljujanu	c u l j u l j u j a n u	T u l y u l y u y a n u	K V R J V R J V J V N V	C Y L J Y L J Y J A N Y	FALL:3632	3632	Tulyulyuyanu	2982	FALL:26	1502
8976	Mudburra	mudb1240	FALL		cak	c a k	T a k	K V K	C A K	FALL:3618	3618	Tak	2983	FALL:63	1503
8977	Muruwari	muru1266	FALL		wara	w a r a	w a r a	W V R V	W A R A	FALL:3636	3636	wara	2984	FALL:27	1504
8980	Ngaanyatjarra	ngaa1240	FALL		laɲtcarukatiku	l a ɲ t c a r u k a t i k u	l a H t T a r u k a t i k u	R V N T K V R V K V T V K V	L A N T C A R Y K A T I K Y	FALL:3673	3673	laNtTarukatiku	2985	FALL:28	1486
8981	Ngaanyatjarra	ngaa1240	FALL		paːljukatiku	p aː l j u k a t i k u	p a l y u k a t i k u	P V R J V K V T V K V	P A L J Y K A T I K Y	FALL:3673	3673	palyukatiku	2986	FALL:4	1486
8982	Ngaanyatjarra	ngaa1240	FALL		paːljutcalkilku	p aː l j u t c a l k i l k u	p a l y u t T a l k i l k u	P V R J V T K V R K V R K V	P A L J Y T C A L K I L K Y	FALL:3673	3673	palyutTalkilku	2987	FALL:29	1486
8983	Ngaanyatjarra	ngaa1240	FALL		punkalku	p u n k a l k u	p u n k a l k u	P V N K V R K V	P Y N K A L K Y	FALL:3673	3673	punkalku	2988	FALL:30	1483
8985	Lower Riverland	lowe1402	FALL		ŋinkaŋgun	ŋ i n k a ŋ g u n	N i n k a N g u n	N V N K V N K V N	N I N K A N K Y N	FALL:3657	3657	NinkaNgun	2989	FALL:58	1500
8986	Ngamini	ngam1284	FALL		woɹantcanta	w o ɹ a n t c a n t a	w o r a n t T a n t a	W V R V N T K V N T V	W U R A N T C A N T A	FALL:3664	3664	worantTanta	2990	FALL:31	1505
8988	Ngarinman	ngar1235	FALL		waniɲa	w a n i ɲ a	w a n i H a	W V N V N V	W A N I N A	FALL:3627	3627	waniNa	2991	FALL:32	1484
8990	Ngarluma	ngar1287	FALL		buŋga	b u ŋ g a	b u N g a	P V N K V	P Y N K A	FALL:3616	3616	buNga	2992	FALL:6	1483
8991	Narrinyeri	narr1259	FALL		piŋk	p i ŋ k	p i N k	P V N K	P I N K	FALL:3613	3613	piNk	2993	FALL:33	1483
8999	Northern Coastal Nyangumarta	nort2754	FALL		puŋkiɲi	p u ŋ k i ɲ i	p u N k i H i	P V N K V N V	P Y N K I N I	FALL:3616	3616	puNkiNi	2994	FALL:34	1483
9000	Nyamal	nyam1271	FALL		waɳi	w a ɳ i	w a n i	W V N V	W A N I	FALL:3642	3642	wani	2995	FALL:35	1484
9001	Nyangumarta	nyan1301	FALL		puŋka	p u ŋ k a	p u N k a	P V N K V	P Y N K A	FALL:3616	3616	puNka	2996	FALL:1	1483
9002	Nyunga	nyun1247	FALL		d̪abat	d̪ a b a t	d a b a t	T V P V T	T A P A T	FALL:3614	3614	dabat	2997	FALL:36	1487
9003	Paakantyi	darl1243	FALL		jaːga	j aː g a	y a g a	J V K V	J A K A	FALL:3610	3610	yaga	2998	FALL:59	1507
9005	Panytyima	pany1241	FALL		waɳiku	w a ɳ i k u	w a n i k u	W V N V K V	W A N I K Y	FALL:3642	3642	waniku	2999	FALL:37	1484
9006	Banggarla	bang1339	FALL		wakːariti	w a kː a r i t i	w a k a r i t i	W V K V R V T V	W A K A R I T I	FALL:3620	3620	wakariti	3000	FALL:38	1492
9007	Bayungu	bayu1240	FALL		waɳima	w a ɳ i m a	w a n i m a	W V N V M V	W A N I M A	FALL:3642	3642	wanima	3001	FALL:39	1484
9011	Pitjantjatjara	pitj1243	FALL		punkani	p u n k a n i	p u n k a n i	P V N K V N V	P Y N K A N I	FALL:3616	3616	punkani	3002	FALL:1	1483
