ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
2615	Written Tibetan	tibe1272	good		legs_pa	l e g s p a	l e g s p a	R V K S P V	L E K S P A	good:392	392	legspa	2230	good:1	673
2617	Batang Tibetan	kham1282	good		ja¹³_pu⁵³	j a p u	y a p u	J V P V	J A P Y	good:253	253	yapu	2231	good:2	687
2619	Gurung	guru1261	good		chyãː¹-ba	tsʰ y ãː b a	C i a b a	K V V P V	C Y A P A	good:153	153	Ciaba	2232	good:34	679
2620	Lhasa Tibetan	tibe1272	good		lek¹³_po⁵⁵	l e k p o	l e k p o	R V K P V	L E K P U	good:23	23	lekpo	2233	good:1	673
2621	Garo	garo1247	good		nama	n a m a	n a m a	N V M V	N A M A	good:1406	1406	nama	2234	good:35	689
2622	Hill-Miri	nyis1236	good		al-nə	a l n ə	a l n I	V R N V	A L N E	good:363	363	aln3	2235	good:36	677
2623	Limbu	limb1266	good		nuba	n u b a	n u b a	N V P V	N Y P A	good:1383	1383	nuba	2236	good:37	693
2626	Hakka	hakk1236	good		xo³	x o	x o	K V	G U	good:696	696	xo	2237	good:3	672
2627	Motuo-M	dakp1242	good		lek_pu_TIB	l e k p u	l e k p u	R V K P V	L E K P Y	good:24	24	lekpu	2238	good:1	673
2628	Tujia	nort2732	good		cha³	tsʰ a	C a	K V	C A	good:238	238	Ca	2239	good:38	676
2629	Beijing	mand1415	good		xǎo	x a o	x a o	K V V	G A U	good:696	696	xao	2240	good:3	672
2630	Zhaba	zhab1238	good		ke⁵¹	k e	k e	K V	K E	good:596	596	ke	2241	good:39	671
2631	Kaike	kaik1246	good		lɔ	l ɔ	l o	R V	L U	good:363	363	lo	2242	good:5	675
2632	Yintale	yint1235	good		dʒɨ⁵⁵	dʒ ɨ	d I	T V	T I	good:153	153	d3	2243	good:40	676
2633	Jinuo	youl1235	good		mə⁴⁴	m ə	m I	M V	M E	good:1541	1541	m3	2244	good:41	685
2634	Serdukpen	sher1257	good		aʒab	a ʒ a b	a Z a b	V S V P	A S A P	good:198	198	aZab	2245	good:42	696
2635	Namuzi	namu1246	good		nɛ³³	n ɛ	n E	N V	N E	good:1383	1383	nE	2246	good:43	677
2636	Xiaxe Tibetan	amdo1237	good		a_ʒo	a ʒ o	a Z o	V S V	A S U	good:926	926	aZo	2247	good:44	672
2637	Lüsu	lisu1250	good		li³³_li⁵³	l i l i	l i l i	R V R V	L I L I	good:433	433	lili	2248	good:45	675
2639	Liangmai	lian1251	good		guibu	g u i b u	g u i b u	K V V P V	K Y I P Y	good:1235	1235	guibu	2249	good:6	679
2640	Dimasa	dima1251	good		hamba	h a m b a	h a m b a	H V M P V	H A M P A	good:500	500	hamba	2250	good:7	682
2641	Yeinbaw	yinb1236	good		rau⁵⁵	r a u	r a u	R V V	R A Y	good:839	839	rau	2251	good:46	674
2642	N-Qiang	nort2722	good		na	n a	n a	N V	N A	good:1383	1383	na	2252	good:47	677
2643	Lijiang-Naxi	lich1241	good		ka³³	k a	k a	K V	K A	good:596	596	ka	2253	good:48	671
2644	Zeme	zeme1240	good		keibe	k e i b e	k e i b e	K V V P V	K E I P E	good:1235	1235	keibe	2254	good:6	679
2645	Jingpo	kach1280	good		kə³¹_tša³³	k ə t ʃ a	k I t S a	K V T S V	K E T S A	good:238	238	k3tSa	2255	good:49	686
2646	Bodo	bodo1269	good		ham	h a m	h a m	H V M	H A M	good:500	500	ham	2256	good:7	682
2647	Fuzhou	mind1253	good		xo³³	x o	x o	K V	G U	good:696	696	xo	2257	good:3	672
2648	Burmese	nucl1310	good		kauŋː	k a u ŋː	k a u N	K V V N	K A Y N	good:927	927	kauN	2258	good:50	671
2649	Horpa	horp1239	good		_ʁjɛ	ʁ j ɛ	G y E	R J V	R J E	good:253	253	GyE	2259	good:51	692
2650	Ao-Chungli	chon1286	good		taʒuŋ	t a ʒ u ŋ	t a Z u N	T V S V N	T A S Y N	good:153	153	taZuN	2260	good:8	680
2651	Padam	pada1257	good		ai	a i	a i	V V	A I	good:1081	1081	ai	2261	good:52	681
2652	Bola	pela1242	good		kai⁵⁵	k a i	k a i	K V V	K A I	good:596	596	kai	2262	good:53	671
2653	Guiqiong	guiq1238	good		gie³⁵_u⁵⁵	g i e u	g i e u	K V V V	K I E Y	good:253	253	gieu	2263	good:54	671
2656	Dhimal	dhim1246	good		remka	r e m k a	r e m k a	R V M K V	R E M K A	good:1498	1498	remka	2264	good:20	673
2657	Written Tibetan	tibe1272	good		jag_po	j a g p o	y a g p o	J V K P V	J A K P U	good:253	253	yagpo	2265	good:2	678
2659	Batang Tibetan	kham1282	good		zõ⁵³_bo⁵³	z õ ∼ b o	z o n b o	S V N P V	S U 9 P U	good:926	926	zonbo	2266	good:33	684
2660	Lhasa Tibetan	tibe1272	good		ja¹³_ko⁵⁵	j a k o	y a k o	J V K V	J A K U	good:253	253	yako	2267	good:2	678
2661	Quueyu	quey1238	green		nhɨ⁵⁵_nhɨ³³	nʰ ɨ nʰ ɨ	n I n I	N V N V	N I N I	green:282	282	n3n3	2268	green:51	699
2662	Dhimal	dhim1246	green		diʔka	d i ʔ k a	d i 7 k a	T V H K V	T I H K A	green:139	139	di7ka	2269	green:48	724
2663	Apatari	apat1240	green		sàlyi	s a l y i	s a l i i	S V R V V	S A L Y I	green:1082	1082	salii	2270	green:47	698
2665	Jirel	jire1238	green		ŋom_L¹mu_T¹	ŋ o m m u	N o m m u	N V M M V	N U M M Y	green:633	633	Nommu	2271	green:3	699
2666	Old Chinese	oldc1244	green		rok	r o k	r o k	R V K	R U K	green:1494	1494	rok	2272	green:46	698
2667	Idu	idum1241	green		tiŋ¹_kria¹	t i ŋ k r i a	t i N k r i a	T V N K R V V	T I N K R I A	green:755	755	tiNkria	2273	green:45	697
2668	Lhota	loth1237	green		thoːwoːna	tʰ oː w oː n a	t o w o n a	T V W V N V	T U W U N A	green:1067	1067	towona	2274	green:44	711
2669	Lepcha	lepc1244	green		fóŋ	f o ŋ	f o N	P V N	B U N	green:632	632	foN	2275	green:43	710
2670	Sgaw	sgaw1245	green		ʔəla⁴⁴	ʔ ə l a	7 I l a	H V R V	H E L A	green:1254	1254	73la	2276	green:42	698
2671	Rourou	nusu1239	green		ńɨ̃³³	nʲ ɨ̃ ∼	n I n	N V N	N I 9	green:282	282	n3n	2277	green:41	699
2673	Dulong	drun1238	green		pɨ³¹_śiŋ⁵³_śi	p ɨ sʲ i ŋ sʲ i	p I s i N s i	P V S V N S V	P I S I N S I	green:754	754	p3siNsi	2278	green:40	704
2674	Tangkul	tang1336	green		khamateka	kʰ a m a t e k a	k a m a t e k a	K V M V T V K V	K A M A T E K A	green:932	932	kamateka	2279	green:39	719
2675	Pa'O	paok1235	green		ʔa-khio²²	ʔ a kʰ i o	7 a k i o	H V K V V	H A K I U	green:457	457	7akio	2280	green:38	697
2677	Kulung	kulu1253	green		gigippa	g i g i p p a	g i g i p p a	K V K V P P V	K I K I P P A	green:1136	1136	gigippa	2281	green:37	701
2678	Geker	geko1235	green		ʔəṭɨ⁵⁵	ʔ ə ʈ ɨ	7 I t I	H V T V	H E T I	green:754	754	73t3	2282	green:36	706
2679	Ersu	ersu1241	green		zi⁵⁵_za⁵⁵	z i z a	z i z a	S V S V	S I S A	green:214	214	ziza	2283	green:50	725
2681	Ao-Mongsen	mong1332	green		tɨpu	t ɨ p u	t I p u	T V P V	T I P Y	green:756	756	t3pu	2284	green:35	721
2682	Sherpa	sher1255	green		ŋonbuHF	ŋ o n b u	N o n b u	N V N P V	N U N P Y	green:633	633	Nonbu	2285	green:3	699
2683	Rawang	rawa1265	green		məšiŋ	m ə ʃ i ŋ	m I S i N	M V S V N	M E S I N	green:754	754	m3SiN	2286	green:34	717
2685	Bokar	bori1243	green		ʒ́e_oː	ʒʲ e oː	Z e o	S V V	S E U	green:1082	1082	Zeo	2287	green:33	700
2686	Hmar	hmar1241	green		hriŋ	h r i ŋ	h r i N	H R V N	H R I N	green:214	214	hriN	2288	green:4	707
2687	Nusu	nusu1239	green		ńɨ³⁵	nʲ ɨ	n I	N V	N I	green:282	282	n3	2289	green:32	699
2688	Geba	geba1237	green		ʔəklõʔ⁵³	ʔ ə k l õ ∼ ʔ	7 I k l o n 7	H V K R V N H	H E K L U 9 H	green:457	457	73klon7	2290	green:31	705
2689	Manu	manu1255	green		su¹¹	s u	s u	S V	S Y	green:754	754	su	2291	green:49	700
2690	Alike Tibetan	amdo1237	green		rʒ́aŋ_khə	r ʒʲ a ŋ kʰ ə	r Z a N k I	R S V N K V	R S A N K E	green:457	457	rZaNk3	2292	green:1	697
2693	Ninglang-Naxi	naxi1245	green		χər³¹	χ ə r	G I r	K V R	G E R	green:928	928	G3r	2293	green:2	716
2694	Khaling	khal1275	green		gigim_L	g i g i m	g i g i m	K V K V M	K I K I M	green:1136	1136	gigim	2294	green:30	701
2696	W. Kayah	west2409	green		ćɨə⁴⁴	tsʲ ɨ ə	t I I	T V V	T I E	green:754	754	t33	2295	green:29	700
2697	Written Tibetan	tibe1272	green		lʒ́aŋ_khu	ɮʲ a ŋ kʰ u	L a N k u	R V N K V	L A N K Y	green:457	457	LaNku	2296	green:1	697
2698	Batang Tibetan	kham1282	green		ʒ́õ⁵⁵_kho⁵³	ʒʲ õ ∼ kʰ o	Z o n k o	S V N K V	S U 9 K U	green:457	457	Zonko	2297	green:1	697
2699	Gurung	guru1261	green		piŋ¹	p i ŋ	p i N	P V N	P I N	green:632	632	piN	2298	green:28	702
2700	Lhasa Tibetan	tibe1272	green		ćəŋ¹³_ku⁵⁵	tsʲ ə ŋ k u	t I N k u	T V N K V	T E N K Y	green:457	457	t3Nku	2299	green:1	697
2701	Garo	garo1247	green		taŋsek	t a ŋ s e k	t a N s e k	T V N S V K	T A N S E K	green:755	755	taNsek	2300	green:27	726
2702	Limbu	limb1266	green		kuhikla	k u h i k l a	k u h i k l a	K V H V K R V	K Y H I K L A	green:1136	1136	kuhikla	2301	green:26	714
2705	Motuo-M	dakp1242	green		ʒ́aŋ_khu_TIB?	ʒʲ a ŋ kʰ u	Z a N k u	S V N K V	S A N K Y	green:26	26	ZaNku	2302	green:1	697
2706	Tujia	nort2732	green		lu³_CHIN	l u	l u	R V	L Y	green:27	27	lu	2303	green:25	698
2707	Beijing	mand1415	green		lǜ	l y	l i	R V	L Y	green:1494	1494	li	2304	green:24	698
2708	Zhaba	zhab1238	green		ŋui²¹	ŋ u i	N u i	N V V	N Y I	green:633	633	Nui	2305	green:23	699
2709	Kaike	kaik1246	green		piŋmɔ	p i ŋ m ɔ	p i N m o	P V N M V	P I N M U	green:632	632	piNmo	2306	green:22	702
2710	Yintale	yint1235	green		tə¹¹_ŋa³³	t ə ŋ a	t I N a	T V N V	T E N A	green:633	633	t3Na	2307	green:21	700
2711	Jinuo	youl1235	green		a³³_ńu⁴⁴_lu	a nʲ u l u	a n u l u	V N V R V	A N Y L Y	green:633	633	anulu	2308	green:20	709
2712	Serdukpen	sher1257	green		o-ho	o h o	o h o	V H V	U H U	green:667	667	oho	2309	green:19	718
2714	Xiaxe Tibetan	amdo1237	green		ʒ́aŋ_khə	ʒʲ a ŋ kʰ ə	Z a N k I	S V N K V	S A N K E	green:457	457	ZaNk3	2310	green:1	697
2715	Lüsu	lisu1250	green		ńi³³_saŋ⁵⁵_s	nʲ i s a ŋ s	n i s a N s	N V S V N S	N I S A N S	green:282	282	nisaNs	2311	green:18	715
2716	Liangmai	lian1251	green		madyakbu	m a d y a k b u	m a d i a k b u	M V T V V K P V	M A T Y A K P Y	green:139	139	madiakbu	2312	green:17	712
2717	Dimasa	dima1251	green		gakhraŋ	g a kʰ r a ŋ	g a k r a N	K V K R V N	K A K R A N	green:214	214	gakraN	2313	green:16	701
2718	Yeinbaw	yinb1236	green		θɨ⁴⁴	θ ɨ	8 I	T V	D I	green:754	754	83	2314	green:15	700
2719	N-Qiang	nort2722	green		ẓan_ku_TIB	ʐ a n k u	Z a n k u	S V N K V	S A N K Y	green:28	28	Zanku	2315	green:1	697
2720	Lijiang-Naxi	lich1241	green		χər³¹	χ ə r	G I r	K V R	G E R	green:928	928	G3r	2316	green:2	713
2721	Zeme	zeme1240	green		kanzaibe	k a n z a i b e	k a n z a i b e	K V N S V V P V	K A N S A I P E	green:1082	1082	kanzaibe	2317	green:14	720
2722	Jingpo	kach1280	green		ci̲t³¹	ts ḭ t	C i t	K V T	C I T	green:1071	1071	Cit	2318	green:13	700
2723	Bodo	bodo1269	green		gətaʔŋ	g ə t a ʔ ŋ	g I t a 7 N	K V T V H N	K E T A H N	green:755	755	g3ta7N	2319	green:12	722
2724	Fuzhou	mind1253	green		luok⁵	l u o k	l u o k	R V V K	L Y U K	green:1494	1494	luok	2320	green:11	698
2725	Burmese	nucl1310	green		cimː	ts i mː	C i m	K V M	C I M	green:235	235	Cim	2321	green:10	723
2726	Horpa	horp1239	green		sŋur_ma	s ŋ u r m a	s N u r m a	S N V R M V	S N Y R M A	green:633	633	sNurma	2322	green:9	708
2727	Ao-Chungli	chon1286	green		taʒɨm	t a ʒ ɨ m	t a Z I m	T V S V M	T A S I M	green:235	235	taZ3m	2323	green:8	703
2728	Padam	pada1257	green		leː	l eː	l e	R V	L E	green:1082	1082	le	2324	green:7	698
2729	Bola	pela1242	green		ŋjuŋ⁵⁵	ŋ j u ŋ	N y u N	N J V N	N J Y N	green:633	633	NyuN	2325	green:6	699
2730	Guiqiong	guiq1238	green		ńi³³_ncɨ⁵³	nʲ i n ts ɨ	n i n C I	N V N K V	N I N C I	green:282	282	ninC3	2326	green:5	697
2734	Quueyu	quey1238	hair		_mhe³³	mʰ e	m e	M V	M E	hair:331	331	me	2327	hair:19	730
2735	Dhimal	dhim1246	hair		pusiŋ	p u s i ŋ	p u s i N	P V S V N	P Y S I N	hair:1276	1276	pusiN	2328	hair:18	737
2736	Apatari	apat1240	hair		dimu	d i m u	d i m u	T V M V	T I M Y	hair:331	331	dimu	2329	hair:17	728
2738	Jirel	jire1238	hair		ṭa_T²	ʈ a	t a	T V	T A	hair:1413	1413	ta	2330	hair:3	729
2739	Old Chinese	oldc1244	hair		mhāu	mʰ aː u	m a u	M V V	M A Y	hair:1493	1493	mau	2331	hair:4	730
2740	Idu	idum1241	hair		thoŋ¹_bra¹	tʰ o ŋ b r a	t o N b r a	T V N P R V	T U N P R A	hair:130	130	toNbra	2332	hair:16	739
2741	Lhota	loth1237	hair		oːcã	oː ts ã ∼	o C a n	V K V N	U C A 9	hair:182	182	oCan	2333	hair:39	740
2742	Lushai	lush1249	hair		sam	s a m	s a m	S V M	S A M	hair:182	182	sam	2334	hair:1	727
2743	Lepcha	lepc1244	hair		a-cóm	a ts o m	a C o m	V K V M	A C U M	hair:182	182	aCom	2335	hair:38	727
2744	Sgaw	sgaw1245	hair		khọʔ⁵³_ṭu⁴⁴	kʰ o̰ ʔ ʈ u	k o 7 t u	K V H T V	K U H T Y	hair:1268	1268	ko7tu	2336	hair:11	735
2745	Rourou	nusu1239	hair		ćha⁴⁴_ma⁴⁴	tsʲʰ a m a	t a m a	T V M V	T A M A	hair:182	182	tama	2337	hair:37	728
2748	Dulong	drun1238	hair		_nai⁵⁵	n a i	n a i	N V V	N A I	hair:1392	1392	nai	2338	hair:36	733
2749	Tangkul	tang1336	hair		kuisam	k u i s a m	k u i s a m	K V V S V M	K Y I S A M	hair:182	182	kuisam	2339	hair:1	727
2750	Pa'O	paok1235	hair		kə³³_lu¹¹	k ə l u	k I l u	K V R V	K E L Y	hair:1238	1238	k3lu	2340	hair:2	731
2752	Kulung	kulu1253	hair		tɔːsəm	t ɔː s ə m	t o s I m	T V S V M	T U S E M	hair:182	182	tos3m	2341	hair:10	727
2753	Geker	geko1235	hair		kulo²²	k u l o	k u l o	K V R V	K Y L U	hair:1238	1238	kulo	2342	hair:2	731
2754	Ersu	ersu1241	hair		ci⁵⁵	ts i	C i	K V	C I	hair:182	182	Ci	2343	hair:12	729
2756	Ao-Mongsen	mong1332	hair		kowa	k o w a	k o w a	K V W V	K U W A	hair:651	651	kowa	2344	hair:35	732
2757	Sherpa	sher1255	hair		rhaHR	rʰ a	r a	R V	R A	hair:1413	1413	ra	2345	hair:14	734
2758	Rawang	rawa1265	hair		əni	ə n i	I n i	V N V	E N I	hair:1392	1392	3ni	2346	hair:34	733
2760	Bokar	bori1243	hair		dum_mɨ	d u m m ɨ	d u m m I	T V M M V	T Y M M I	hair:331	331	dumm3	2347	hair:8	728
2762	Hmar	hmar1241	hair		sam	s a m	s a m	S V M	S A M	hair:182	182	sam	2348	hair:1	727
2763	Nusu	nusu1239	hair		cha³⁵	tsʰ a	C a	K V	C A	hair:182	182	Ca	2349	hair:12	729
2764	Geba	geba1237	hair		kho²²_khu⁴⁴_l	kʰ o kʰ u l	k o k u l	K V K V R	K U K Y L	hair:1238	1238	kokul	2350	hair:13	738
2765	Manu	manu1255	hair		kho³³_lø̣ə¹¹	kʰ o l ø̰ ə	k o l e I	K V R V V	K U L U E	hair:1238	1238	kole3	2351	hair:2	731
2766	Alike Tibetan	amdo1237	hair		rcśä	r ts sʲ æ	r C s E	R K S V	R C S E	hair:1413	1413	rCsE	2352	hair:33	736
2767	Shixing	shix1238	hair		ʁoee_mhɔ̃³⁵	ʁ o eː mʰ ɔ̃	G o e m o	R V V M V	R U E M U	hair:331	331	Goemo	2353	hair:32	744
2770	Ninglang-Naxi	naxi1245	hair		_χu³³̃	χ u	G u	K V	G Y	hair:662	662	Gu	2354	hair:5	732
2771	Khaling	khal1275	hair		dhosɔmH	d h o s ɔ m	d h o s o m	T H V S V M	T H U S U M	hair:182	182	dhosom	2355	hair:10	727
2773	W. Kayah	west2409	hair		khu¹¹_lɨə̣¹¹	kʰ u l ɨ ə̰	k u l I I	K V R V V	K Y L I E	hair:1238	1238	kul33	2356	hair:2	731
2774	Written Tibetan	tibe1272	hair		skra	s k r a	s k r a	S K R V	S K R A	hair:1413	1413	skra	2357	hair:9	734
2776	Batang Tibetan	kham1282	hair		ća⁵³	tsʲ a	t a	T V	T A	hair:1413	1413	ta	2358	hair:3	729
2778	Gurung	guru1261	hair		kra¹	k r a	k r a	K R V	K R A	hair:1413	1413	kra	2359	hair:9	734
2779	Lhasa Tibetan	tibe1272	hair		ća⁵⁵	tsʲ a	t a	T V	T A	hair:1413	1413	ta	2360	hair:3	729
2780	Garo	garo1247	hair		kni	k n i	k n i	K N V	K N I	hair:1392	1392	kni	2361	hair:31	733
2781	Hill-Miri	nyis1236	hair		odum	o d u m	o d u m	V T V M	U T Y M	hair:130	130	odum	2362	hair:8	728
2782	Limbu	limb1266	hair		i	i	i	V	I	hair:262	262	i	2363	hair:30	742
2785	Hakka	hakk1236	hair		mo¹	m o	m o	M V	M U	hair:1493	1493	mo	2364	hair:4	730
2786	Motuo-M	dakp1242	hair		cham	tsʰ a m	C a m	K V M	C A M	hair:182	182	Cam	2365	hair:1	727
2787	Tujia	nort2732	hair		sa³_ćhi¹	s a tsʲʰ i	s a t i	S V T V	S A T I	hair:182	182	sati	2366	hair:29	727
2788	Beijing	mand1415	hair		máo	m a o	m a o	M V V	M A U	hair:1493	1493	mao	2367	hair:4	730
2789	Zhaba	zhab1238	hair		_cham⁵¹	tsʰ a m	C a m	K V M	C A M	hair:182	182	Cam	2368	hair:1	728
2790	Kaike	kaik1246	hair		chɔm	tsʰ ɔ m	C o m	K V M	C U M	hair:182	182	Com	2369	hair:1	727
2791	Yintale	yint1235	hair		khu³³_lau¹¹	kʰ u l a u	k u l a u	K V R V V	K Y L A Y	hair:1238	1238	kulau	2370	hair:2	731
2792	Jinuo	youl1235	hair		chɛ⁴⁴_khə⁴⁴	tsʰ ɛ kʰ ə	C E k I	K V K V	C E K E	hair:182	182	CEk3	2371	hair:28	728
2793	Serdukpen	sher1257	hair		gzaŋ	g z a ŋ	g z a N	K S V N	K S A N	hair:1196	1196	gzaN	2372	hair:27	732
2794	Namuzi	namu1246	hair		ʁo⁵⁵_hũ³³	ʁ o h ũ ∼	G o h u n	R V H V N	R U H Y 9	hair:331	331	Gohun	2373	hair:26	743
2795	Xiaxe Tibetan	amdo1237	hair		hća	h tsʲ a	h t a	H T V	H T A	hair:1413	1413	hta	2374	hair:3	729
2796	Lüsu	lisu1250	hair		će³¹	tsʲ e	t e	T V	T E	hair:182	182	te	2375	hair:3	729
2798	Liangmai	lian1251	hair		tatham	t a tʰ a m	t a t a m	T V T V M	T A T A M	hair:182	182	tatam	2376	hair:6	727
2799	Dimasa	dima1251	hair		khanai	kʰ a n a i	k a n a i	K V N V V	K A N A I	hair:1392	1392	kanai	2377	hair:7	733
2800	Yeinbaw	yinb1236	hair		kəlụ³³	k ə l ṵ	k I l u	K V R V	K E L Y	hair:1238	1238	k3lu	2378	hair:2	731
2801	N-Qiang	nort2722	hair		qə_ću	q ə tsʲ u	q I t u	K V T V	K E T Y	hair:182	182	q3tu	2379	hair:11	735
2802	Lijiang-Naxi	lich1241	hair		_fv³³	f v	f v	P W	B B	hair:662	662	fv	2380	hair:25	741
2803	Zeme	zeme1240	hair		mitam	m i t a m	m i t a m	M V T V M	M I T A M	hair:182	182	mitam	2381	hair:6	727
2804	Jingpo	kach1280	hair		kə̲⁵⁵_ʒa̲⁵⁵	k ə ʒ a̰	k I Z a	K V S V	K E S A	hair:1268	1268	k3Za	2382	hair:24	733
2805	Bodo	bodo1269	hair		kanaʔj	k a n a ʔ j	k a n a 7 y	K V N V H J	K A N A H J	hair:1392	1392	kana7y	2383	hair:7	733
2806	Fuzhou	mind1253	hair		mou⁵²	m o u	m o u	M V V	M U Y	hair:1493	1493	mou	2384	hair:4	730
2807	Burmese	nucl1310	hair		cham_paŋ	tsʰ a m p a ŋ	C a m p a N	K V M P V N	C A M P A N	hair:182	182	CampaN	2385	hair:1	728
2808	Horpa	horp1239	hair		_rmi	r m i	r m i	R M V	R M I	hair:331	331	rmi	2386	hair:23	730
2809	Ao-Chungli	chon1286	hair		ku	k u	k u	K V	K Y	hair:662	662	ku	2387	hair:5	732
2810	Padam	pada1257	hair		mɨt	m ɨ t	m I t	M V T	M I T	hair:1227	1227	m3t	2388	hair:22	730
2811	Bola	pela1242	hair		chɛ̃⁵⁵	tsʰ ɛ̃ ∼	C E n	K V N	C E 9	hair:182	182	CEn	2389	hair:21	728
2812	Guiqiong	guiq1238	hair		ẓu³³_pu⁵³__E	ʐ u p u	Z u p u	S V P V	S Y P Y	hair:1493	1493	Zupu	2390	hair:20	727
2815	Ao-Mongsen	mong1332	hair		kowa	k o w a	k o w a	K V W V	K U W A	hair:662	662	kowa	2391	hair:15	732
2816	Ao-Chungli	chon1286	hair		ku	k u	k u	K V	K Y	hair:662	662	ku	2392	hair:5	732
2817	Quueyu	quey1238	hand		le⁵⁵_pa⁵⁵	l e p a	l e p a	R V P V	L E P A	hand:383	383	lepa	2393	hand:1	745
2818	Dhimal	dhim1246	hand		khur	kʰ u r	k u r	K V R	K Y R	hand:591	591	kur	2394	hand:4	747
2819	Apatari	apat1240	hand		àlà	a l a	a l a	V R V	A L A	hand:383	383	ala	2395	hand:5	745
2821	Jirel	jire1238	hand		lak_L¹pa_L¹	l a k p a	l a k p a	R V K P V	L A K P A	hand:383	383	lakpa	2396	hand:1	745
2822	Old Chinese	oldc1244	hand		ƛhuʔ	łʰ u ʔ	l u 7	R V H	L Y H	hand:465	465	lu7	2397	hand:3	745
2823	Idu	idum1241	hand		ka³_tio⁴	k a t i o	k a t i o	K V T V V	K A T I U	hand:1129	1129	katio	2398	hand:31	746
2824	Lhota	loth1237	hand		oːkhe	oː kʰ e	o k e	V K V	U K E	hand:561	561	oke	2399	hand:32	747
2825	Lushai	lush1249	hand		kut	k u t	k u t	K V T	K Y T	hand:561	561	kut	2400	hand:6	746
2826	Lepcha	lepc1244	hand		ká	k a	k a	K V	K A	hand:564	564	ka	2401	hand:10	747
2827	Sgaw	sgaw1245	hand		sɨ⁴⁴	s ɨ	s I	S V	S I	hand:1239	1239	s3	2402	hand:2	749
2828	Rourou	nusu1239	hand		lou⁴²_	l o u	l o u	R V V	L U Y	hand:383	383	lou	2403	hand:12	745
2831	Dulong	drun1238	hand		ur⁵⁵	u r	u r	V R	Y R	hand:591	591	ur	2404	hand:4	747
2832	Tangkul	tang1336	hand		paŋ	p a ŋ	p a N	P V N	P A N	hand:875	875	paN	2405	hand:13	755
2833	Pa'O	paok1235	hand		cu³³	ts u	C u	K V	C Y	hand:1239	1239	Cu	2406	hand:2	750
2835	Kulung	kulu1253	hand		hu	h u	h u	H V	H Y	hand:561	561	hu	2407	hand:8	749
2836	Geker	geko1235	hand		ḍʒɨ⁵⁵_d̄ei⁵³	ɖʐ ɨ d̄ e i	j I d e i	K V T V V	C I T E I	hand:1239	1239	j3dei	2408	hand:9	746
2837	Ersu	ersu1241	hand		lɛ³³_phɛ⁵⁵	l ɛ pʰ ɛ	l E p E	R V P V	L E P E	hand:383	383	lEpE	2409	hand:1	745
2839	Ao-Mongsen	mong1332	hand		tɨkhet	t ɨ kʰ e t	t I k e t	T V K V T	T I K E T	hand:561	561	t3ket	2410	hand:7	748
2840	Sherpa	sher1255	hand		lakpɛ_LR	l a k p ɛ	l a k p E	R V K P V	L A K P E	hand:383	383	lakpE	2411	hand:1	745
2841	Rawang	rawa1265	hand		ur	u r	u r	V R	Y R	hand:591	591	ur	2412	hand:4	754
2843	Bokar	bori1243	hand		a_lok	a l o k	a l o k	V R V K	A L U K	hand:383	383	alok	2413	hand:5	745
2845	Hmar	hmar1241	hand		kut	k u t	k u t	K V T	K Y T	hand:561	561	kut	2414	hand:6	746
2846	Nusu	nusu1239	hand		la⁵³	l a	l a	R V	L A	hand:383	383	la	2415	hand:3	745
2847	Geba	geba1237	hand		sɨ⁴⁴_khɔ⁴⁴	s ɨ kʰ ɔ	s I k o	S V K V	S I K U	hand:1239	1239	s3ko	2416	hand:2	749
2848	Manu	manu1255	hand		khɔ⁴⁴_diɛ⁴⁴	kʰ ɔ d i ɛ	k o d i E	K V T V V	K U T I E	hand:561	561	kodiE	2417	hand:11	746
2849	Alike Tibetan	amdo1237	hand		lok_kwä	l o k k w æ	l o k k w E	R V K K W V	L U K K W E	hand:383	383	lokkwE	2418	hand:1	745
2850	Shixing	shix1238	hand		lie³⁵	l i e	l i e	R V V	L I E	hand:383	383	lie	2419	hand:15	745
2853	Ninglang-Naxi	naxi1245	hand		lo³¹_khua³³	l o kʰ u a	l o k u a	R V K V V	L U K Y A	hand:383	383	lokua	2420	hand:16	745
2854	Khaling	khal1275	hand		khɔr_L	kʰ ɔ r	k o r	K V R	K U R	hand:591	591	kor	2421	hand:4	747
2856	W. Kayah	west2409	hand		təkhu¹¹	t ə kʰ u	t I k u	T V K V	T E K Y	hand:561	561	t3ku	2422	hand:2	748
2857	Written Tibetan	tibe1272	hand		lag_pa	l a g p a	l a g p a	R V K P V	L A K P A	hand:383	383	lagpa	2423	hand:1	745
2859	Batang Tibetan	kham1282	hand		la¹³_pa⁵³	l a p a	l a p a	R V P V	L A P A	hand:383	383	lapa	2424	hand:1	745
2861	Gurung	guru1261	hand		yo¹	y o	i o	V V	Y U	hand:383	383	io	2425	hand:17	753
2862	Lhasa Tibetan	tibe1272	hand		lak¹³_pa⁵⁵	l a k p a	l a k p a	R V K P V	L A K P A	hand:383	383	lakpa	2426	hand:1	745
2863	Garo	garo1247	hand		jak	j a k	y a k	J V K	J A K	hand:383	383	yak	2427	hand:18	751
2864	Hill-Miri	nyis1236	hand		alak	a l a k	a l a k	V R V K	A L A K	hand:383	383	alak	2428	hand:5	745
