ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
3110	ChuukeseAKATrukese	?	heavy		chchowu	c h c h o w u	T h T h o w u	K H K H V W V	C H C H U W Y	9	427	ThThowu	2180	heavy:4	397
20124	Tongan	?	heavy		mamafa	m a m a f a	m a m a f a	M V M V P V	M A M A B A	1	423	mamafa	2181	heavy:1	394
25265	Maori	?	heavy		taimaha	t ai m a h a	t a m a h a	T V M V H V	T A M A H A	1	423	tamaha	2182	heavy:1	394
4202	MalayBahasaIndonesia	?	heavy		berat	b e r a t	b e r a t	P V R V T	P E R A T	1	423	berat	2183	heavy:2	395
54141	Yami	?	heavy		marehmet	m a r e h m e t	m a r e h m e t	M V R V H M V T	M A R E H M E T	22	425	marehmet	2184	heavy:3	396
5052	Imorod	?	heavy		marehmet	m a r e h m e t	m a r e h m e t	M V R V H M V T	M A R E H M E T	22	425	marehmet	2185	heavy:3	396
5222	NakanaiBilekiDialect	?	heavy		tikumu	t i k u m u	t i k u m u	T V K V M V	T I K Y M Y	16	424	tikumu	2186	heavy:6	398
21987	Isamorong	?	heavy		marahmet	m a r a h m e t	m a r a h m e t	M V R V H M V T	M A R A H M E T	22	425	marahmet	2187	heavy:3	396
50121	WesternBukidnonManobo	?	heavy		beǥat	b e ǥ a t	b e x a t	P V K V T	P E K A T	1	423	bexat	2188	heavy:2	395
4562	Luangiua	?	heavy		maha	m a h a	m a h a	M V H V	M A H A	1	423	maha	2189	heavy:1	394
6443	Woleai	?	heavy		ccaʊ	cc aʊ	T a	K V	C A	9	427	Ta	2190	heavy:10	400
58435	Minangkabau	?	heavy		bareʔ	b a r e ʔ	b a r e 7	P V R V H	P A R E H	1	423	bare7	2191	heavy:2	395
56216	FutunaEast	?	heavy		mamafa	m a m a f a	m a m a f a	M V M V P V	M A M A B A	1	423	mamafa	2192	heavy:1	394
44457	Ivasay	?	heavy		marahmet	m a r a h m e t	m a r a h m e t	M V R V H M V T	M A R A H M E T	22	425	marahmet	2193	heavy:3	396
40397	Ogan	?	heavy		bəxat	b ə x a t	b I x a t	P V K V T	P E G A T	1	423	b3xat	2194	heavy:2	395
41081	Niue	?	heavy		mamafa	m a m a f a	m a m a f a	M V M V P V	M A M A B A	1	423	mamafa	2195	heavy:1	394
8337	Itbayaten	?	heavy		maraǥmɨt	m a r a ǥ m ɨ t	m a r a x m I t	M V R V K M V T	M A R A K M I T	22	425	maraxm3t	2196	heavy:3	396
9667	Carolinian	?	heavy		tchow	t c h o w	t T h o w	T K H V W	T C H U W	9	427	tThow	2197	heavy:4	397
59634	Anuta	?	heavy		mamafa	m a m a f a	m a m a f a	M V M V P V	M A M A B A	1	423	mamafa	2198	heavy:1	394
59638	UveaEast	?	heavy		mamafa	m a m a f a	m a m a f a	M V M V P V	M A M A B A	1	423	mamafa	2199	heavy:1	394
43395	Itbayat	?	heavy		maraxmet	m a r a x m e t	m a r a x m e t	M V R V K M V T	M A R A G M E T	22	425	maraxmet	2200	heavy:3	396
61863	BanjareseMalay	?	heavy		barat	b a r a t	b a r a t	P V R V T	P A R A T	1	423	barat	2201	heavy:2	395
10744	Cebuano	?	heavy		bugat	b u g a t	b u g a t	P V K V T	P Y K A T	1	423	bugat	2202	heavy:2	395
10775	TahitianModern	?	heavy		toiaha	t oia h a	t o h a	T V H V	T U H A	1	423	toha	2203	heavy:7	394
45506	EastSumbaneseKamberaSoutherndialect	?	heavy		mbotu	m b o t u	m b o t u	M P V T V	M P U T Y	1	423	mbotu	2204	heavy:5	399
43828	Chuukese	?	heavy		chchow	c h c h o w	T h T h o w	K H K H V W	C H C H U W	9	427	ThThow	2205	heavy:4	397
36933	Sikaiana	?	heavy		mmaha	mm a h a	m a h a	M V H V	M A H A	1	423	maha	2206	heavy:1	394
44218	Surigaonon	?	heavy		bugat	b u g a t	b u g a t	P V K V T	P Y K A T	1	423	bugat	2207	heavy:2	395
28502	Lakalai	?	heavy		tikumu	t i k u m u	t i k u m u	T V K V M V	T I K Y M Y	16	424	tikumu	2208	heavy:6	398
12640	Iraralay	?	heavy		marehmet	m a r e h m e t	m a r e h m e t	M V R V H M V T	M A R E H M E T	22	425	marehmet	2209	heavy:3	396
1261	TagalogAnthonydelaPaz	?	heavy		mabigat	m a b i g a t	m a b i g a t	M V P V K V T	M A P I K A T	1	423	mabigat	2210	heavy:2	395
46157	Rennellese	?	heavy		mamaha	m a m a h a	m a m a h a	M V M V H V	M A M A H A	1	423	mamaha	2211	heavy:1	394
48664	Marquesan	?	heavy		toko	t o k o	t o k o	T V K V	T U K U	38	426	toko	2212	heavy:8	401
48132	EastSumbaneseUmbuRatuNggaidialect	?	heavy		buatu	b ua t u	b u t u	P V T V	P Y T Y	1	423	butu	2213	heavy:5	399
32440	Tikopia	?	heavy		mafa	m a f a	m a f a	M V P V	M A B A	1	423	mafa	2214	heavy:1	394
32617	Rarotongan	?	heavy		teimaa	t ei m aa	t e m a	T V M V	T E M A	1	423	tema	2215	heavy:9	394
16534	UveaEast	?	house		fale	f a l e	f a l e	P V R V	B A L E	14	429	fale	2216	house:1	402
46572	EastSumbaneseUmbuRatuNggaidialect	?	house		uma	u m a	u m a	V M V	Y M A	1	428	uma	2217	house:2	403
33750	Penrhyn	?	house		kaaiŋa	k aai ŋ a	k a N a	K V N V	K A N A	6	430	kaNa	2218	house:5	405
5678	Carolinian	?	house		iimw	ii m w	i m w	V M W	I M W	1	428	imw	2219	house:4	404
34104	FutunaEast	?	house		fale	f a l e	f a l e	P V R V	B A L E	14	429	fale	2220	house:1	402
34105	FutunaEast	?	house		kaaiga	k aai g a	k a g a	K V K V	K A K A	6	430	kaga	2221	house:5	405
50585	Minangkabau	?	house		rumah	r u m a h	r u m a h	R V M V H	R Y M A H	1	428	rumah	2222	house:2	403
53038	Rennellese	?	house		hage	h a g e	h a g e	H V K V	H A K E	14	429	hage	2223	house:1	402
2014	Isamorong	?	house		vahay	v a h ay	v a h a	W V H V	B A H A	14	429	vaha	2224	house:3	402
18646	Cebuano	?	house		balay	b a l ay	b a l a	P V R V	P A L A	14	429	bala	2225	house:3	402
2278	Woleai	?	house		imwa	i m w a	i m w a	V M W V	I M W A	1	428	imwa	2226	house:4	404
51578	BanjareseMalay	?	house		rumah	r u m a h	r u m a h	R V M V H	R Y M A H	1	428	rumah	2227	house:2	403
53454	Rurutuan	?	house		ʔare	ʔ a r e	7 a r e	H V R V	H A R E	14	429	7are	2228	house:1	402
4514	Samoan	?	house		fale	f a l e	f a l e	P V R V	B A L E	14	429	fale	2229	house:1	402
21159	Sikaiana	?	house		hale	h a l e	h a l e	H V R V	H A L E	14	429	hale	2230	house:1	402
5341	Lakalai	?	house		luma	l u m a	l u m a	R V M V	L Y M A	1	428	luma	2231	house:2	403
38131	Tongan	?	house		fale	f a l e	f a l e	P V R V	B A L E	14	429	fale	2232	house:1	402
33749	Penrhyn	?	house		hare	h a r e	h a r e	H V R V	H A R E	14	429	hare	2233	house:1	402
6599	Marquesan	?	house		aika	ai k a	a k a	V K V	A K A	6	430	aka	2234	house:6	405
39509	Rarotongan	?	house		are	a r e	a r e	V R V	A R E	14	429	are	2235	house:1	402
6598	Marquesan	?	house		fae	f ae	f a	P V	B A	14	429	fa	2236	house:3	402
7011	EastSumbaneseKamberaSoutherndialect	?	house		uma	u m a	u m a	V M V	Y M A	1	428	uma	2237	house:2	403
24457	Tikopia	?	house		fare	f a r e	f a r e	P V R V	B A R E	14	429	fare	2238	house:1	402
41048	DayakNgaju	?	house		huma	h u m a	h u m a	H V M V	H Y M A	1	428	huma	2239	house:2	403
56000	Ogan	?	house		xumah	x u m a h	x u m a h	K V M V H	G Y M A H	1	428	xumah	2240	house:2	403
57966	MalayBahasaIndonesia	?	house		rumah	r u m a h	r u m a h	R V M V H	R Y M A H	1	428	rumah	2241	house:2	403
41629	Indonesian	?	house		rumah	r u m a h	r u m a h	R V M V H	R Y M A H	1	428	rumah	2242	house:2	403
58332	Surigaonon	?	house		bayay	b ayay	b a	P V	P A	14	429	ba	2243	house:3	402
9209	NakanaiBilekiDialect	?	house		luma	l u m a	l u m a	R V M V	L Y M A	1	428	luma	2244	house:2	403
42914	Itbayaten	?	house		vaǥay	v a ǥ ay	v a x a	W V K V	B A K A	14	429	vaxa	2245	house:3	402
60101	Iraralay	?	house		vahey	v a h ey	v a h e	W V H V	B A H E	14	429	vahe	2246	house:3	402
60533	Maori	?	house		whare	w h a r e	w h a r e	W H V R V	W H A R E	14	429	whare	2247	house:1	402
60897	TahitianModern	?	house		fare	f a r e	f a r e	P V R V	B A R E	14	429	fare	2248	house:1	402
61021	Yami	?	house		vahay	v a h ay	v a h a	W V H V	B A H A	14	429	vaha	2249	house:3	402
61288	TagalogAnthonydelaPaz	?	house		bahay	b a h ay	b a h a	P V H V	P A H A	14	429	baha	2250	house:3	402
45080	Anuta	?	house		pare	p a r e	p a r e	P V R V	P A R E	14	429	pare	2251	house:1	402
12849	RapanuiEasterIsland	?	house		hare	h a r e	h a r e	H V R V	H A R E	14	429	hare	2252	house:1	402
45632	ChuukeseAKATrukese	?	house		imwa	i m w a	i m w a	V M W V	I M W A	1	428	imwa	2253	house:4	404
29320	Itbayat	?	house		vaxay	v a x ay	v a x a	W V K V	B A G A	14	429	vaxa	2254	house:3	402
13205	Niue	?	house		fale	f a l e	f a l e	P V R V	B A L E	14	429	fale	2255	house:1	402
13206	Niue	?	house		kaina	k ai n a	k a n a	K V N V	K A N A	6	430	kana	2256	house:5	405
29765	Imorod	?	house		vahay	v a h ay	v a h a	W V H V	B A H A	14	429	vaha	2257	house:3	402
62621	Ivasay	?	house		vahay	v a h ay	v a h a	W V H V	B A H A	14	429	vaha	2258	house:3	402
29908	Tuamotu	?	house		hare	h a r e	h a r e	H V R V	H A R E	14	429	hare	2259	house:1	402
63399	Katingan	?	house		humaʔ	h u m a ʔ	h u m a 7	H V M V H	H Y M A H	1	428	huma7	2260	house:2	403
63757	Luangiua	?	house		hale	h a l e	h a l e	H V R V	H A L E	14	429	hale	2261	house:1	402
31124	WesternBukidnonManobo	?	house		baley	b a l ey	b a l e	P V R V	P A L E	14	429	bale	2262	house:1	402
63908	Tagalog	?	house		bhay	b h ay	b h a	P H V	P H A	14	429	bha	2263	house:3	402
40874	Chuukese	?	house		iimw	ii m w	i m w	V M W	I M W	1	428	imw	2264	house:4	404
33168	Tikopia	?	how?		fefea	f e f ea	f e f e	P V P V	B E B E	11	431	fefe	2265	how?:1	406
49923	Ogan	?	how?		maʔmanə	m a ʔ m a n ə	m a 7 m a n I	M V H M V N V	M A H M A N E	23	435	ma7man3	2266	how?:3	414
17711	Tongan	?	how?		fefe	f e f e	f e f e	P V P V	B E B E	11	431	fefe	2267	how?:1	406
34277	Maori	?	how?		peehea	p ee h ea	p e h e	P V H V	P E H E	11	431	pehe	2268	how?:1	406
8459	EastSumbaneseKamberaSoutherndialect	?	how?		nggikina	n gg i k i n a	n g i k i n a	N K V K V N V	N K I K I N A	5	438	ngikina	2269	how?:9	415
40057	Niue	?	how?		pehe	p e h e	p e h e	P V H V	P E H E	11	431	pehe	2270	how?:1	406
33121	Itbayat	?	how?		pirah	p i r a h	p i r a h	P V R V H	P I R A H	21	434	pirah	2271	how?:2	407
18519	MalayBahasaIndonesia	?	how?		bagaimana	b a g ai m a n a	b a g a m a n a	P V K V M V N V	P A K A M A N A	23	435	bagamana	2272	how?:3	410
19430	UveaEast	?	how?		feafeai	f ea f eai	f e f e	P V P V	B E B E	11	431	fefe	2273	how?:1	406
52217	TahitianModern	?	how?		naafea	n aa f ea	n a f e	N V P V	N A B E	11	431	nafe	2274	how?:7	412
20476	Isamorong	?	how?		papira	p a p i r a	p a p i r a	P V P V R V	P A P I R A	21	434	papira	2275	how?:2	407
20477	Yami	?	how?		apira	a p i r a	a p i r a	V P V R V	A P I R A	21	434	apira	2276	how?:2	407
4681	Luangiua	?	how?		pehee	p e h ee	p e h e	P V H V	P E H E	11	431	pehe	2277	how?:1	406
38098	Indonesian	?	how?		bagaimana	b a g ai m a n a	b a g a m a n a	P V K V M V N V	P A K A M A N A	23	435	bagamana	2278	how?:3	410
22156	Anuta	?	how?		pepeeki	p e p ee k i	p e p e k i	P V P V K V	P E P E K I	11	431	pepeki	2279	how?:1	406
22334	Penrhyn	?	how?		peehea	p ee h ea	p e h e	P V H V	P E H E	11	431	pehe	2280	how?:1	406
7083	Imorod	?	how?		pira	p i r a	p i r a	P V R V	P I R A	21	434	pira	2281	how?:2	407
7244	NakanaiBilekiDialect	?	how?		mave	m a v e	m a v e	M V W V	M A B E	17	433	mave	2282	how?:8	413
23963	TagalogAnthonydelaPaz	?	how?		paano	p aa n o	p a n o	P V N V	P A N U	29	436	pano	2283	how?:5	409
57642	Rennellese	?	how?		pehea	p e h ea	p e h e	P V H V	P E H E	11	431	pehe	2284	how?:1	406
25055	Rurutuan	?	how?		naaʔea	n aa ʔ ea	n a 7 e	N V H V	N A H E	11	431	na7e	2285	how?:7	412
25356	Lakalai	?	how?		mave	m a v e	m a v e	M V W V	M A B E	17	433	mave	2286	how?:8	413
58604	RapanuiEasterIsland	?	how?		pehe	p e h e	p e h e	P V H V	P E H E	11	431	pehe	2287	how?:1	406
58666	Samoan	?	how?		faʔapefea	f a ʔ a p e f ea	f a 7 a p e f e	P V H V P V P V	B A H A P E B E	11	431	fa7apefe	2288	how?:1	406
42737	FutunaEast	?	how?		fefeaki	f e f ea k i	f e f e k i	P V P V K V	B E B E K I	11	431	fefeki	2289	how?:1	406
42808	Chuukese	?	how?		ifa	i f a	i f a	V P V	I B A	12	432	ifa	2290	how?:4	408
60409	Tagalog	?	how?		paano	p aa n o	p a n o	P V N V	P A N U	29	436	pano	2291	how?:5	409
60686	Marquesan	?	how?		peehea	p ee h ea	p e h e	P V H V	P E H E	11	431	pehe	2292	how?:1	406
45017	Surigaonon	?	how?		unsaon	u n s ao n	u n s a n	V N S V N	Y N S A N	32	437	unsan	2293	how?:6	411
29562	Carolinian	?	how?		efaisul	e f ai s u l	e f a s u l	V P V S V R	E B A S Y L	12	432	efasul	2294	how?:10	408
10521	Rarotongan	?	how?		peea	p eea	p e	P V	P E	11	431	pe	2295	how?:11	406
63269	Cebuano	?	how?		unsaon	u n s ao n	u n s a n	V N S V N	Y N S A N	32	437	unsan	2296	how?:6	411
29758	Ivasay	?	how?		pira	p i r a	p i r a	P V R V	P I R A	21	434	pira	2297	how?:2	407
31196	Iraralay	?	how?		pira	p i r a	p i r a	P V R V	P I R A	21	434	pira	2298	how?:2	407
39231	Woleai	?	how?		ifaa	i f aa	i f a	V P V	I B A	12	432	ifa	2299	how?:4	408
64237	Itbayaten	?	how?		pirah	p i r a h	p i r a h	P V R V H	P I R A H	21	434	pirah	2300	how?:2	407
15599	Sikaiana	?	how?		pehea	p e h ea	p e h e	P V H V	P E H E	11	431	pehe	2301	how?:1	406
16151	ChuukeseAKATrukese	?	how?		ifa	i f a	i f a	V P V	I B A	12	432	ifa	2302	how?:4	408
65884	Rurutuan	?	husband		taane	t aa n e	t a n e	T V N V	T A N E	14	441	tane	2303	husband:1	416
30118	Iraralay	?	husband		kahakey	k a h a k ey	k a h a k e	K V H V K V	K A H A K E	30	445	kahake	2304	husband:14	417
66714	Yami	?	husband		mehakay	m e h a k ay	m e h a k a	M V H V K V	M E H A K A	30	445	mehaka	2305	husband:6	417
1725	Ogan	?	husband		laki	l a k i	l a k i	R V K V	L A K I	28	444	laki	2306	husband:3	417
2467	Indonesian	?	husband		suami	s ua m i	s u m i	S V M V	S Y M I	42	447	sumi	2307	husband:5	419
2536	Cebuano	?	husband		bana	b a n a	b a n a	P V N V	P A N A	1	439	bana	2308	husband:2	418
20478	Surigaonon	?	husband		bana	b a n a	b a n a	P V N V	P A N A	1	439	bana	2309	husband:2	418
53403	Itbayat	?	husband		xakay	x a k ay	x a k a	K V K V	G A K A	30	445	xaka	2310	husband:6	417
53958	MalayBahasaIndonesia	?	husband		suami	s ua m i	s u m i	S V M V	S Y M I	42	447	sumi	2311	husband:5	419
4902	Niue	?	husband		taane	t aa n e	t a n e	T V N V	T A N E	14	441	tane	2312	husband:1	416
54220	DayakNgaju	?	husband		bana	b a n a	b a n a	P V N V	P A N A	1	439	bana	2313	husband:2	418
37988	ChuukeseAKATrukese	?	husband		pwunuwa	p w u n u w a	p w u n u w a	P W V N V W V	P W Y N Y W A	16	442	pwunuwa	2314	husband:10	421
54511	Rennellese	?	husband		matua	m a t ua	m a t u	M V T V	M A T Y	36	446	matu	2315	husband:11	424
6869	Lakalai	?	husband		harua	h a r ua	h a r u	H V R V	H A R Y	2	443	haru	2316	husband:7	420
9168	EastSumbaneseKamberaSoutherndialect	?	husband		lai	l ai	l a	R V	L A	6	448	la	2317	husband:4	417
18041	WesternBukidnonManobo	?	husband		esawa	e s a w a	e s a w a	V S V W V	E S A W A	2	443	esawa	2318	husband:12	425
42347	NakanaiBilekiDialect	?	husband		harua	h a r ua	h a r u	H V R V	H A R Y	2	443	haru	2319	husband:7	420
60351	FutunaEast	?	husband		aavaga	aa v a g a	a v a g a	V W V K V	A B A K A	13	440	avaga	2320	husband:13	422
44776	Samoan	?	husband		tane	t a n e	t a n e	T V N V	T A N E	14	441	tane	2321	husband:1	416
10287	TahitianModern	?	husband		taane	t aa n e	t a n e	T V N V	T A N E	14	441	tane	2322	husband:1	416
45732	Marquesan	?	husband		hahana	h a h a n a	h a h a n a	H V H V N V	H A H A N A	13	440	hahana	2323	husband:8	423
13127	Tuamotu	?	husband		taane	t aa n e	t a n e	T V N V	T A N E	14	441	tane	2324	husband:1	416
46402	Minangkabau	?	husband		laki	l a k i	l a k i	R V K V	L A K I	28	444	laki	2325	husband:3	417
47395	Katingan	?	husband		banai	b a n ai	b a n a	P V N V	P A N A	1	439	bana	2326	husband:2	418
31698	Imorod	?	husband		kataned	k a t a n e d	k a t a n e d	K V T V N V T	K A T A N E T	30	445	kataned	2327	husband:9	426
15649	Penrhyn	?	husband		taane	t aa n e	t a n e	T V N V	T A N E	14	441	tane	2328	husband:1	416
48478	Maori	?	husband		taane	t aa n e	t a n e	T V N V	T A N E	14	441	tane	2329	husband:1	416
65118	Rarotongan	?	husband		taane	t aa n e	t a n e	T V N V	T A N E	14	441	tane	2330	husband:1	416
57289	BanjareseMalay	?	husband		laki	l a k i	l a k i	R V K V	L A K I	28	444	laki	2331	husband:3	417
46390	EastSumbaneseUmbuRatuNggaidialect	?	husband		layu	l ayu	l a	R V	L A	6	448	la	2332	husband:4	417
698	Katingan	?	i		yakuʔ	ya k u ʔ	i k u 7	V K V H	Y K Y H	1	449	iku7	2333	i:10	427
17123	RapanuiEasterIsland	?	i		au	au	a	V	A	1	449	a	2334	i:2	429
866	MalayBahasaIndonesia	?	i		saya	s aya	s a	S V	S A	11	450	sa	2335	i:5	430
17754	Anuta	?	i		kau	k au	k a	K V	K A	1	449	ka	2336	i:1	429
51009	TahitianModern	?	i		vau	v au	v a	W V	B A	1	449	va	2337	i:6	434
11606	Tuamotu	?	i		ku	k u	k u	K V	K Y	1	449	ku	2338	i:1	427
33166	Minangkabau	?	i		ambo	a m b o	a m b o	V M P V	A M P U	9	453	ambo	2339	i:13	432
48515	EastSumbaneseKamberaSoutherndialect	?	i		nyungga	n yu n gg a	n i n g a	N V N K V	N Y N K A	3	452	ninga	2340	i:11	428
3591	Tagalog	?	i		ako	a k o	a k o	V K V	A K U	1	449	ako	2341	i:1	427
53706	Ogan	?	i		aku	a k u	a k u	V K V	A K Y	1	449	aku	2342	i:1	427
37712	UveaEast	?	i		koau	k oau	k o	K V	K U	1	449	ko	2343	i:1	427
4959	Rurutuan	?	i		au	au	a	V	A	1	449	a	2344	i:2	429
38690	Itbayaten	?	i		yakɨn	ya k ɨ n	i k I n	V K V N	Y K I N	1	449	ik3n	2345	i:12	431
8081	Indonesian	?	i		aku	a k u	a k u	V K V	A K Y	1	449	aku	2346	i:1	427
8082	Indonesian	?	i		saya	s aya	s a	S V	S A	11	450	sa	2347	i:5	430
8545	NakanaiBilekiDialect	?	i		e|au	e|au	e	V	E	1	449	e	2348	i:14	433
41466	Luangiua	?	i		n/au	n au	n a	N V	N A	1	449	na	2349	i:4	428
36971	Sikaiana	?	i		n/au/	n au	n a	N V	N A	1	449	na	2350	i:4	428
58029	Tikopia	?	i		ku	k u	k u	K V	K Y	1	449	ku	2351	i:1	427
8953	ChuukeseAKATrukese	?	i		ŋaŋa	ŋ a ŋ a	N a N a	N V N V	N A N A	12	451	NaNa	2352	i:8	428
47952	Chuukese	?	i		ngaang	n g aa n g	n g a n g	N K V N K	N K A N K	12	451	ngang	2353	i:3	428
58888	Surigaonon	?	i		ako	a k o	a k o	V K V	A K U	1	449	ako	2354	i:1	427
42263	Marquesan	?	i		=u	u	u	V	Y	1	449	u	2355	i:15	427
26229	TagalogAnthonydelaPaz	?	i		ako	a k o	a k o	V K V	A K U	1	449	ako	2356	i:1	427
52162	Rarotongan	?	i		ku	k u	k u	K V	K Y	1	449	ku	2357	i:1	427
59250	Maori	?	i		au	au	a	V	A	1	449	a	2358	i:2	429
42885	Carolinian	?	i		ngaang	n g aa n g	n g a n g	N K V N K	N K A N K	12	451	ngang	2359	i:3	428
26728	Niue	?	i		ku	k u	k u	K V	K Y	1	449	ku	2360	i:1	427
27822	FutunaEast	?	i		ku	k u	k u	K V	K Y	1	449	ku	2361	i:1	427
61106	Samoan	?	i		aʔu	a ʔ u	a 7 u	V H V	A H Y	1	449	a7u	2362	i:1	427
29220	BanjareseMalay	?	i		aku	a k u	a k u	V K V	A K Y	1	449	aku	2363	i:1	427
45872	Woleai	?	i		gaangɪʊ	g aa n g ɪʊ	g a n g i	K V N K V	K A N K I	12	451	gangi	2364	i:3	428
62332	Cebuano	?	i		ako	a k o	a k o	V K V	A K U	1	449	ako	2365	i:1	427
29993	Penrhyn	?	i		au	au	a	V	A	1	449	a	2366	i:2	429
14087	Yami	?	i		aku	a k u	a k u	V K V	A K Y	1	449	aku	2367	i:1	427
65191	DayakNgaju	?	i		ako	a k o	a k o	V K V	A K U	1	449	ako	2368	i:1	427
48832	Rennellese	?	i		ku	k u	k u	K V	K Y	1	449	ku	2369	i:1	427
11996	WesternBukidnonManobo	?	i		siqak	s i q a k	s i q a k	S V K V K	S I K A K	1	449	siqak	2370	i:7	435
32662	Tongan	?	i		ou	ou	o	V	U	1	449	o	2371	i:9	427
16512	MalayBahasaIndonesia	?	if		kalau	k a l au	k a l a	K V R V	K A L A	14	457	kala	2372	if:2	436
65808	Marquesan	?	if		me	m e	m e	M V	M E	5	463	me	2373	if:6	439
65978	Luangiua	?	if		po/i	p o i	p o i	P V V	P U I	5	463	poi	2374	if:7	440
11492	ChuukeseAKATrukese	?	if		are	a r e	a r e	V R V	A R E	7	465	are	2375	if:5	436
1274	Indonesian	?	if		kalau	k a l au	k a l a	K V R V	K A L A	14	457	kala	2376	if:2	436
51468	EastSumbaneseUmbuRatuNggaidialect	?	if		yeka	ye k a	i k a	V K V	Y K A	4	462	ika	2377	if:3	438
2442	TagalogAnthonydelaPaz	?	if		kung	k u n g	k u n g	K V N K	K Y N K	11	456	kung	2378	if:1	437
57882	DayakNgaju	?	if		amun	a m u n	a m u n	V M V N	A M Y N	10	455	amun	2379	if:8	441
44267	Cebuano	?	if		kung	k u n g	k u n g	K V N K	K Y N K	11	456	kung	2380	if:1	437
3670	Samoan	?	if		ʔa|na	ʔ a| n a	7 a n a	H V N V	H A N A	6	464	7ana	2381	if:9	442
36640	Tagalog	?	if		kung	k u n g	k u n g	K V N K	K Y N K	11	456	kung	2382	if:1	437
37230	Carolinian	?	if		ngaare	n g aa r e	n g a r e	N K V R V	N K A R E	7	465	ngare	2383	if:5	436
4510	Itbayaten	?	if		qan	q a n	q a n	K V N	K A N	25	460	qan	2384	if:1	437
55360	Tongan	?	if		ka	k a	k a	K V	K A	1	454	ka	2385	if:3	436
24573	EastSumbaneseKamberaSoutherndialect	?	if		jaka	j a k a	y a k a	J V K V	J A K A	4	462	yaka	2386	if:4	438
41152	BanjareseMalay	?	if		jaka	j a k a	y a k a	J V K V	J A K A	4	462	yaka	2387	if:4	438
57881	DayakNgaju	?	if		jaka	j a k a	y a k a	J V K V	J A K A	4	462	yaka	2388	if:4	438
9182	Ogan	?	if		kalu	k a l u	k a l u	K V R V	K A L Y	14	457	kalu	2389	if:2	436
25745	Rarotongan	?	if		me	m e	m e	M V	M E	5	463	me	2390	if:6	439
15512	Katingan	?	if		amun	a m u n	a m u n	V M V N	A M Y N	10	455	amun	2391	if:8	441
11528	Anuta	?	if		pe	p e	p e	P V	P E	5	463	pe	2392	if:7	440
28453	Minangkabau	?	if		kalau	k a l au	k a l a	K V R V	K A L A	14	457	kala	2393	if:2	436
61551	FutunaEast	?	if		kapau	k a p au	k a p a	K V P V	K A P A	5	463	kapa	2394	if:3	436
29103	Rennellese	?	if		poi	p oi	p o	P V	P U	18	458	po	2395	if:7	440
15719	RapanuiEasterIsland	?	if		ana	a n a	a n a	V N V	A N A	6	464	ana	2396	if:9	442
30412	Surigaonon	?	if		kon	k o n	k o n	K V N	K U N	11	456	kon	2397	if:1	437
31109	Tikopia	?	if		ka	k a	k a	K V	K A	1	454	ka	2398	if:3	436
1041	Yami	?	if		no	n o	n o	N V	N U	2	459	no	2399	if:11	443
48133	NakanaiBilekiDialect	?	if		mai	m ai	m a	M V	M A	3	461	ma	2400	if:6	439
59998	Woleai	?	if		gareɛ	g a r eɛ	g a r e	K V R V	K A R E	7	465	gare	2401	if:5	436
65154	WesternBukidnonManobo	?	if		ke	k e	k e	K V	K E	1	454	ke	2402	if:10	436
16847	UveaEast	?	in,inside		i	i	i	V	I	4	471	i	2403	in,inside:2	447
17165	Marquesan	?	in,inside		i	i	i	V	I	4	471	i	2404	in,inside:2	447
50011	Iraralay	?	in,inside		isek	i s e k	i s e k	V S V K	I S E K	15	469	isek	2405	in,inside:4	448
50012	Iraralay	?	in,inside		sahad	s a h a d	s a h a d	S V H V T	S A H A T	14	468	sahad	2406	in,inside:3	446
34128	Rurutuan	?	in,inside		roto	r o t o	r o t o	R V T V	R U T U	5	472	roto	2407	in,inside:1	444
67371	RapanuiEasterIsland	?	in,inside		i	i	i	V	I	4	471	i	2408	in,inside:2	447
67372	RapanuiEasterIsland	?	in,inside		roto	r o t o	r o t o	R V T V	R U T U	5	472	roto	2409	in,inside:1	444
2382	Rarotongan	?	in,inside		roto	r o t o	r o t o	R V T V	R U T U	5	472	roto	2410	in,inside:1	444
3037	Ogan	?	in,inside		dalam	d a l a m	d a l a m	T V R V M	T A L A M	1	466	dalam	2411	in,inside:6	449
19554	Chuukese	?	in,inside		nno	nn o	n o	N V	N U	1	466	no	2412	in,inside:7	445
3303	Rennellese	?	in,inside		goto	g o t o	g o t o	K V T V	K U T U	5	472	goto	2413	in,inside:1	444
3454	Itbayat	?	in,inside		isek	i s e k	i s e k	V S V K	I S E K	15	469	isek	2414	in,inside:4	448
36593	BanjareseMalay	?	in,inside		dalam	d a l a m	d a l a m	T V R V M	T A L A M	1	466	dalam	2415	in,inside:6	449
15412	Ivasay	?	in,inside		asked	a s k e d	a s k e d	V S K V T	A S K E T	14	468	asked	2416	in,inside:8	450
3455	Itbayat	?	in,inside		asked	a s k e d	a s k e d	V S K V T	A S K E T	14	468	asked	2417	in,inside:8	450
17166	Marquesan	?	in,inside		oto	o t o	o t o	V T V	U T U	5	472	oto	2418	in,inside:1	444
39064	Niue	?	in,inside		loto	l o t o	l o t o	R V T V	L U T U	5	472	loto	2419	in,inside:1	444
