ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
9557	UKRAINIAN	ukr	flower		ˈkʋitka	ˈk ʋ i t k a	k w i t k a	K W V T K V	K W I T K A	flower:F	628	kwitka	2657	flower:2	698
9558	SLOVAK	slk	flower		kvɛt	k v ɛ t	k v E t	K W V T	K B E T	flower:F	628	kvEt	2658	flower:2	698
9559	CZECH	ces	flower		kvjɛt	k v j ɛ t	k v y E t	K W J V T	K B J E T	flower:F	628	kvyEt	2659	flower:2	698
9560	SORBIAN_UPPER	hsb	flower		ˈkwɪtka	ˈk w ɪ t k a	k w i t k a	K W V T K V	K W I T K A	flower:F	628	kwitka	2660	flower:2	698
9561	SORBIAN_LOWER	dsb	flower		kwɪtk	k w ɪ t k	k w i t k	K W V T K	K W I T K	flower:F	628	kwitk	2661	flower:2	698
9562	SLOVENIAN	slv	flower		tsvêːt	t s v êː t	t s v e t	T S W V T	T S B E T	flower:F	628	tsvet	2662	flower:2	698
9563	OLD_NORSE	non	flower		bloːm	b l oː m	b l o m	P R V M	P L U M	flower:B	624	blom	2663	flower:1	697
9564	ICELANDIC	isl	flower		b̥louːm	b̥ l ouː m	b l o m	P R V M	P L U M	flower:B	624	blom	2664	flower:1	697
9565	FAROESE	fao	flower		ˈb̥lɔuːma	ˈb̥ l ɔuː m a	b l o m a	P R V M V	P L U M A	flower:B	624	bloma	2665	flower:1	697
9566	NORWEGIAN_RIKSMAL	nor	flower		blɔmst	b l ɔ m s t	b l o m s t	P R V M S T	P L U M S T	flower:B	624	blomst	2666	flower:1	697
9567	STAVANGERSK		flower		ˈblɔmstəʁ	ˈb l ɔ m s t ə ʁ	b l o m s t I G	P R V M S T V R	P L U M S T E R	flower:B	624	blomst3G	2667	flower:1	697
9568	OLD_SWEDISH		flower		ˈbloːma	ˈb l oː m a	b l o m a	P R V M V	P L U M A	flower:B	624	bloma	2668	flower:1	697
9569	OLD_SWEDISH		flower		ˈblomster	ˈb l o m s t e r	b l o m s t e r	P R V M S T V R	P L U M S T E R	flower:B	624	blomster	2669	flower:1	697
9570	SWEDISH	swe	flower		ˈblʊ̀mːa	ˈb l ʊ̀ mː a	b l u m a	P R V M V	P L Y M A	flower:B	624	bluma	2670	flower:1	697
9571	SWEDISH	swe	flower		ˈblɔmstər	ˈb l ɔ m s t ə r	b l o m s t I r	P R V M S T V R	P L U M S T E R	flower:B	624	blomst3r	2671	flower:1	697
9572	ELFDALIAN	qov	flower		bljɔ̀mːɛ	b l j ɔ̀ mː ɛ	b l y o m E	P R J V M V	P L J U M E	flower:B	624	blyomE	2672	flower:1	697
9573	DANISH	dan	flower		b̥lʌmˀsd̥ʰ	b̥ l ʌ mˀ s d̥ʰ	b l o m s d	P R V M S T	P L E M S T	flower:B	624	blomsd	2673	flower:1	697
9574	DANISH_FJOLDE		flower		blom	b l o m	b l o m	P R V M	P L U M	flower:B	624	blom	2674	flower:1	697
9575	GUTNISH_LAU		flower		ˈbloumo	ˈb l ou m o	b l o m o	P R V M V	P L U M U	flower:B	624	blomo	2675	flower:1	697
9576	ENGLISH	eng	flower		flaʊə	f l aʊə	f l a	P R V	B L A	flower:B	624	fla	2676	flower:3	699
9578	DUTCH	nld	flower		blum	b l u m	b l u m	P R V M	P L Y M	flower:B	624	blum	2677	flower:1	697
9579	GERMAN	deu	flower		blu:mə	b l u: m ə	b l u m I	P R V M V	P L Y M E	flower:B	624	blum3	2678	flower:1	697
9580	LATIN	lat	flower		floːs	f l oː s	f l o s	P R V S	B L U S	flower:B	624	flos	2679	flower:3	699
9581	CATALAN	cat	flower		flɔ	f l ɔ	f l o	P R V	B L U	flower:B	624	flo	2680	flower:3	699
9582	PORTUGUESE	por	flower		floɾ	f l o ɾ	f l o r	P R V R	B L U R	flower:B	624	flor	2681	flower:3	699
9583	SPANISH	spa	flower		floɾ	f l o ɾ	f l o r	P R V R	B L U R	flower:B	624	flor	2682	flower:3	699
9584	FRENCH	fra	flower		flœʀ	f l œ ʀ	f l E r	P R V R	B L U R	flower:B	624	flEr	2683	flower:3	699
9585	ITALIAN	ita	flower		fjore	f j o r e	f y o r e	P J V R V	B J U R E	flower:B	624	fyore	2684	flower:3	699
9586	OLD_IRISH	sga	flower		bla:θ	b l a: θ	b l a 8	P R V T	P L A D	flower:B	624	bla8	2685	flower:6	699
3744	ANCIENT_GREEK	grc	fly		pétomai̯	p é t o m ai̯	p e t o m a	P V T V M V	P E T U M A	fly:H	635	petoma	2686	fly:4	710
3745	GREEK	ell	fly		pe̞ˈto̞	p e̞ ˈt o̞	p e t o	P V T V	P E T U	fly:H	635	peto	2687	fly:4	710
3749	OSSETIC_IRON	oss	fly		tɐχ	t ɐ χ	t a G	T V K	T E G	fly:C	631	taG	2688	fly:5	707
3750	OSSETIC_DIGOR	oss	fly		tɐχ	t ɐ χ	t a G	T V K	T E G	fly:C	631	taG	2689	fly:5	707
3752	ORIYA	ori	fly		uɽ	u ɽ	u r	V R	Y R	fly:D	632	ur	2690	fly:10	708
3753	BIHARI	mai	fly		urəb	u r ə b	u r I b	V R V P	Y R E P	fly:D	632	ur3b	2691	fly:9	708
3755	URDU	urd	fly		ʔʊɽnə	ʔ ʊ ɽ n ə	7 u r n I	H V R N V	H Y R N E	fly:D	632	7urn3	2692	fly:8	709
3756	MARATHI	mar	fly		uɖɳe	u ɖ ɳ e	u d n e	V T N V	Y T N E	fly:D	632	udne	2693	fly:6	709
3757	OLD_CHURCH_SLAVONIC	chu	fly		lɛtæti	l ɛ t æ t i	l E t E t i	R V T V T V	L E T E T I	fly:G	634	lEtEti	2694	fly:2	705
3758	SERBO-CROATIAN	srp	fly		ˈlɛ̌tjɛti	ˈl ɛ̌ t j ɛ t i	l E t y E t i	R V T J V T V	L E T J E T I	fly:G	634	lEtyEti	2695	fly:2	705
3759	BULGARIAN	bul	fly		lɘˈtʲɤ	l ɘ ˈtʲ ɤ	l I t o	R V T V	L E T E	fly:G	634	l3to	2696	fly:2	705
3760	MACEDONIAN	mkd	fly		ˈleta	ˈl e t a	l e t a	R V T V	L E T A	fly:G	634	leta	2697	fly:2	705
3761	RUSSIAN	rus	fly		lʲɛtʲɛtʲ	lʲ ɛ tʲ ɛ tʲ	l E t E t	R V T V T	L E T E T	fly:G	634	lEtEt	2698	fly:2	705
3762	POLISH	pol	fly		ˈletɕɛtɕ	ˈl e t ɕ ɛ t ɕ	l e t S E t S	R V T S V T S	L E T S E T S	fly:G	634	letSEtS	2699	fly:2	705
3763	BELARUSIAN	bel	fly		lʲaˈtsʲɛtsʲ	lʲ a ˈt sʲ ɛ t sʲ	l a t s E t s	R V T S V T S	L A T S E T S	fly:G	634	latsEts	2700	fly:2	705
3764	UKRAINIAN	ukr	fly		ɫɛˈtʲitɪ	ɫ ɛ ˈtʲ i t ɪ	l E t i t i	R V T V T V	L E T I T I	fly:G	634	lEtiti	2701	fly:2	705
3765	SLOVAK	slk	fly		ˈlɛciɛc	ˈl ɛ c iɛ c	l E T i T	R V K V K	L E C I C	fly:G	634	lETiT	2702	fly:2	705
3766	CZECH	ces	fly		ˈlɛcɛt	ˈl ɛ c ɛ t	l E T E t	R V K V T	L E C E T	fly:G	634	lETEt	2703	fly:2	705
3767	SORBIAN_UPPER	hsb	fly		ˈletʃɛtʃ	ˈl e t ʃ ɛ t ʃ	l e t S E t S	R V T S V T S	L E T S E T S	fly:G	634	letSEtS	2704	fly:2	705
3768	SORBIAN_LOWER	dsb	fly		ˈleɕeɕ	ˈl e ɕ e ɕ	l e S e S	R V S V S	L E S E S	fly:G	634	leSeS	2705	fly:2	705
3769	SLOVENIAN	slv	fly		leˈtěːti	l e ˈt ěː t i	l e t e t i	R V T V T V	L E T E T I	fly:G	634	leteti	2706	fly:2	705
3770	OLD_NORSE	non	fly		ˈfljuːɣa	ˈf l j uː ɣ a	f l y u x a	P R J V K V	B L J Y G A	fly:A	630	flyuxa	2707	fly:1	704
3771	ICELANDIC	isl	fly		ˈfljuːa	ˈf l j uːa	f l y u	P R J V	B L J Y	fly:A	630	flyu	2708	fly:1	704
3772	FAROESE	fao	fly		ˈflɪɡ̊va	ˈf l ɪ ɡ̊ v a	f l i g v a	P R V K W V	B L I K B A	fly:A	630	fligva	2709	fly:1	704
3773	NORWEGIAN_RIKSMAL	nor	fly		fɽyː	f ɽ yː	f r i	P R V	B R Y	fly:A	630	fri	2710	fly:1	704
3774	STAVANGERSK		fly		ˈflỳːɡa	ˈf l yː ɡ a	f l i g a	P R V K V	B L Y K A	fly:A	630	fliga	2711	fly:1	704
3775	OLD_SWEDISH		fly		ˈflyːɣa	ˈf l yː ɣ a	f l i x a	P R V K V	B L Y G A	fly:A	630	flixa	2712	fly:1	704
3776	SWEDISH	swe	fly		ˈflỳ:ga	ˈf l yː g a	f l i g a	P R V K V	B L Y K A	fly:A	630	fliga	2713	fly:1	704
3777	ELFDALIAN	qov	fly		ˈfljʉ̀əgɑ	ˈf l j ʉ̀ə g ɑ	f l y I g o	P R J V K V	B L J Y K A	fly:A	630	fly3go	2714	fly:1	704
3778	DANISH	dan	fly		ˈfly:və	ˈf l y: v ə	f l i v I	P R V W V	B L Y B E	fly:A	630	fliv3	2715	fly:1	704
3779	DANISH_FJOLDE		fly		flyw	f l y w	f l i w	P R V W	B L Y W	fly:A	630	fliw	2716	fly:1	704
3780	GUTNISH_LAU		fly		ˈflauɡɛ	ˈf l au ɡ ɛ	f l a g E	P R V K V	B L A K E	fly:A	630	flagE	2717	fly:1	704
3781	ENGLISH	eng	fly		flaɪ	f l aɪ	f l a	P R V	B L A	fly:A	630	fla	2718	fly:1	704
3782	DUTCH	nld	fly		vliɣən	v l i ɣ ə n	v l i x I n	W R V K V N	B L I G E N	fly:A	630	vlix3n	2719	fly:1	704
3783	GERMAN	deu	fly		fli:gn̩	f l i: g n̩	f l i g n	P R V K N	B L I K N	fly:A	630	flign	2720	fly:1	704
3784	LATIN	lat	fly		woˈlaːre	w o ˈl aː r e	w o l a r e	W V R V R V	W U L A R E	fly:E	633	wolare	2721	fly:3	706
3785	PORTUGUESE	por	fly		vuˈaɾ	v u ˈa ɾ	v u a r	W V V R	B Y A R	fly:E	633	vuar	2722	fly:3	706
3786	SPANISH	spa	fly		bolaɾ	b o l a ɾ	b o l a r	P V R V R	P U L A R	fly:E	633	bolar	2723	fly:3	706
3787	FRENCH	fra	fly		vɔle	v ɔ l e	v o l e	W V R V	B U L E	fly:E	633	vole	2724	fly:3	706
3788	ITALIAN	ita	fly		volare	v o l a r e	v o l a r e	W V R V R V	B U L A R E	fly:E	633	volare	2725	fly:3	706
3789	OLD_IRISH	sga	fly		foˈlu:əθər	f o ˈl u:ə θ ə r	f o l u 8 I r	P V R V T V R	B U L Y D E R	fly:M	636	folu83r	2726	fly:7	711
6422	ANCIENT_GREEK	grc	fog		omíkʰlɛː	o m í kʰ l ɛː	o m i k l E	V M V K R V	U M I K L E	fog:A	637	omiklE	2727	fog:6	713
6423	GREEK	ell	fog		kataxˈɲa	k a t a x ˈɲ a	k a t a x H a	K V T V K N V	K A T A G N A	fog:O	649	kataxNa	2728	fog:9	726
6424	GREEK	ell	fog		o̞ˈmixli	o̞ ˈm i x l i	o m i x l i	V M V K R V	U M I G L I	fog:A	637	omixli	2729	fog:6	713
6427	OSSETIC_IRON	oss	fog		miʁ	m i ʁ	m i G	M V R	M I R	fog:A	637	miG	2730	fog:7	718
6428	OSSETIC_DIGOR	oss	fog		meʁɐ	m e ʁ ɐ	m e G a	M V R V	M E R E	fog:A	637	meGa	2731	fog:7	718
6430	ORIYA	ori	fog		kuhuɖi	k u h u ɖ i	k u h u d i	K V H V T V	K Y H Y T I	fog:G	644	kuhudi	2732	fog:10	724
6431	BIHARI	mai	fog		dhũin	d h ũi n	d h u n	T H V N	T H Y N	fog:F	643	dhun	2733	fog:16	720
6433	URDU	urd	fog		d̪ʰʊ̃d̪	d̪ʰ ʊ̃ d̪	d u d	T V T	T Y T	fog:F	643	dud	2734	fog:11	720
6434	MARATHI	mar	fog		dʰuka	dʰ u k a	d u k a	T V K V	T Y K A	fog:F	643	duka	2735	fog:12	712
6435	OLD_CHURCH_SLAVONIC	chu	fog		mɪ̆ɡlɑ	m ɪ̆ ɡ l ɑ	m i g l o	M V K R V	M I K L A	fog:A	637	miglo	2736	fog:2	713
6436	SERBO-CROATIAN	srp	fog		ˈmǎɡla	ˈm ǎ ɡ l a	m a g l a	M V K R V	M A K L A	fog:A	637	magla	2737	fog:2	713
6437	BULGARIAN	bul	fog		məˈɡla	m ə ˈɡ l a	m I g l a	M V K R V	M E K L A	fog:A	637	m3gla	2738	fog:2	713
6438	MACEDONIAN	mkd	fog		ˈmaɡla	ˈm a ɡ l a	m a g l a	M V K R V	M A K L A	fog:A	637	magla	2739	fog:2	713
6439	RUSSIAN	rus	fog		tuman	t u m a n	t u m a n	T V M V N	T Y M A N	fog:K	647	tuman	2740	fog:5	715
6440	POLISH	pol	fog		mɡwa	m ɡ w a	m g w a	M K W V	M K W A	fog:A	637	mgwa	2741	fog:13	713
6441	BELARUSIAN	bel	fog		tuˈman	t u ˈm a n	t u m a n	T V M V N	T Y M A N	fog:K	647	tuman	2742	fog:5	715
6442	UKRAINIAN	ukr	fog		tuˈman	t u ˈm a n	t u m a n	T V M V N	T Y M A N	fog:K	647	tuman	2743	fog:5	715
6443	SLOVAK	slk	fog		ɦmla	ɦ m l a	h m l a	H M R V	H M L A	fog:A	637	hmla	2744	fog:14	713
6444	CZECH	ces	fog		ˈml̩ɦa	ˈm l̩ ɦ a	m l h a	M R H V	M L H A	fog:A	637	mlha	2745	fog:15	713
6445	SORBIAN_UPPER	hsb	fog		ˈkuʀjawa	ˈk u ʀ j a w a	k u r y a w a	K V R J V W V	K Y R J A W A	fog:Ad	639	kuryawa	2746	fog:8	717
6446	SORBIAN_LOWER	dsb	fog		ˈkurʲawa	ˈk u rʲ a w a	k u r a w a	K V R V W V	K Y R A W A	fog:Ad	639	kurawa	2747	fog:8	717
6447	SLOVENIAN	slv	fog		məˈɡla	m ə ˈɡ l a	m I g l a	M V K R V	M E K L A	fog:A	637	m3gla	2748	fog:2	713
6448	OLD_NORSE	non	fog		ˈθoka	ˈθ o k a	8 o k a	T V K V	D U K A	fog:D	641	8oka	2749	fog:1	712
6449	ICELANDIC	isl	fog		ˈθɔːka	ˈθ ɔː k a	8 o k a	T V K V	D U K A	fog:D	641	8oka	2750	fog:1	712
6450	FAROESE	fao	fog		ˈmjœɹ̥tʃɪ	ˈm j œ ɹ̥ t ʃ ɪ	m y E r t S i	M J V R T S V	M J U R T S I	fog:Z	650	myErtSi	2751	fog:17	727
6451	FAROESE	fao	fog		ˈtʰoːka	ˈtʰ oː k a	t o k a	T V K V	T U K A	fog:D	641	toka	2752	fog:1	712
6452	NORWEGIAN_RIKSMAL	nor	fog		ˈtòːkə	ˈt òː k ə	t o k I	T V K V	T U K E	fog:D	641	tok3	2753	fog:1	712
6453	STAVANGERSK		fog		skɔdː	s k ɔ dː	s k o d	S K V T	S K U T	fog:Aa	638	skod	2754	fog:18	722
6454	STAVANGERSK		fog		ˈtòːɡa	ˈt òː ɡ a	t o g a	T V K V	T U K A	fog:D	641	toga	2755	fog:1	712
6455	OLD_SWEDISH		fog		ˈθoːka	ˈθ oː k a	8 o k a	T V K V	D U K A	fog:D	641	8oka	2756	fog:1	712
6456	OLD_SWEDISH		fog		ˈdimba	ˈd i m b a	d i m b a	T V M P V	T I M P A	fog:L	648	dimba	2757	fog:4	716
6457	SWEDISH	swe	fog		ˈɕɔ̀kːa	ˈɕ ɔ̀ kː a	S o k a	S V K V	S U K A	fog:D	641	Soka	2758	fog:19	712
6458	SWEDISH	swe	fog		ˈdɪ̀mːa	ˈd ɪ̀ mː a	d i m a	T V M V	T I M A	fog:L	648	dima	2759	fog:4	715
6459	ELFDALIAN	qov	fog		ˈdʉ̀mbɑ	ˈd ʉ̀ m b ɑ	d I m b o	T V M P V	T Y M P A	fog:L	648	d3mbo	2760	fog:4	716
6460	DANISH	dan	fog		d̥ʰɔ:wə	d̥ʰ ɔ: w ə	d o w I	T V W V	T U W E	fog:D	641	dow3	2761	fog:20	712
6461	DANISH_FJOLDE		fog		tɔːɣ	t ɔː ɣ	t o x	T V K	T U G	fog:D	641	tox	2762	fog:21	712
6462	GUTNISH_LAU		fog		ˈdɪmbo	ˈd ɪ m b o	d i m b o	T V M P V	T I M P U	fog:L	648	dimbo	2763	fog:4	716
6463	GUTNISH_LAU		fog		tjokː	t j o kː	t y o k	T J V K	T J U K	fog:D	641	tyok	2764	fog:22	712
6464	DUTCH	nld	fog		mɪst	m ɪ s t	m i s t	M V S T	M I S T	fog:A	637	mist	2765	fog:23	721
6465	DUTCH	nld	fog		nevəl	n e v ə l	n e v I l	N V W V R	N E B E L	fog:I	646	nev3l	2766	fog:3	714
6466	GERMAN	deu	fog		ne:bl̩	n e: b l̩	n e b l	N V P R	N E P L	fog:I	646	nebl	2767	fog:3	714
6467	LATIN	lat	fog		ˈnebula	ˈn e b u l a	n e b u l a	N V P V R V	N E P Y L A	fog:I	646	nebula	2768	fog:3	714
6468	CATALAN	cat	fog		bromə	b r o m ə	b r o m I	P R V M V	P R U M E	fog:C	640	brom3	2769	fog:24	719
6469	PORTUGUESE	por	fog		nɨvuˈejɾu	n ɨ v u ˈe j ɾ u	n I v u e y r u	N V W V V J R V	N I B Y E J R Y	fog:I	646	n3vueyru	2770	fog:25	723
6470	SPANISH	spa	fog		njeβla	n j e β l a	n y e b l a	N J V P R V	N J E B L A	fog:I	646	nyebla	2771	fog:3	714
6471	FRENCH	fra	fog		bʀujaʀ	b ʀ u j a ʀ	b r u y a r	P R V J V R	P R Y J A R	fog:E	642	bruyar	2772	fog:26	719
6472	ITALIAN	ita	fog		nebbja	n e bb j a	n e b y a	N V P J V	N E P J A	fog:I	646	nebya	2773	fog:3	714
6473	OLD_IRISH	sga	fog		kʹe:o	kʹ e:o	k e	K V	K E	fog:H	645	ke	2774	fog:27	725
11331	ANCIENT_GREEK	grc	foot		puːs	p uː s	p u s	P V S	P Y S	foot:B	651	pus	2775	foot:1	730
11332	GREEK	ell	foot		ˈpo̞ði	ˈp o̞ ð i	p o 8 i	P V T V	P U D I	foot:B	651	po8i	2776	foot:1	728
11336	OSSETIC_IRON	oss	foot		kaχ	k a χ	k a G	K V K	K A G	foot:K	656	kaG	2777	foot:4	731
11337	OSSETIC_DIGOR	oss	foot		kaχ	k a χ	k a G	K V K	K A G	foot:K	656	kaG	2778	foot:4	731
11338	ORIYA	ori	foot		padɔ	p a d ɔ	p a d o	P V T V	P A T U	foot:B	651	pado	2779	foot:3	730
11339	BIHARI	mai	foot		pyaer	p yae r	p i r	P V R	P Y R	foot:B	651	pir	2780	foot:9	730
11340	URDU	urd	foot		pɑũ	p ɑũ	p o	P V	P A	foot:B	651	po	2781	foot:3	730
11341	MARATHI	mar	foot		paj	p a j	p a y	P V J	P A J	foot:B	651	pay	2782	foot:6	730
11342	OLD_CHURCH_SLAVONIC	chu	foot		nɔɡɑ	n ɔ ɡ ɑ	n o g o	N V K V	N U K A	foot:G	654	nogo	2783	foot:2	729
11343	SERBO-CROATIAN	srp	foot		ˈnɔ̌ɡa	ˈn ɔ̌ ɡ a	n o g a	N V K V	N U K A	foot:G	654	noga	2784	foot:2	729
11344	BULGARIAN	bul	foot		krak	k r a k	k r a k	K R V K	K R A K	foot:E	653	krak	2785	foot:4	731
11345	MACEDONIAN	mkd	foot		ˈnoɡa	ˈn o ɡ a	n o g a	N V K V	N U K A	foot:G	654	noga	2786	foot:2	729
11346	RUSSIAN	rus	foot		noga	n o g a	n o g a	N V K V	N U K A	foot:G	654	noga	2787	foot:2	729
11347	POLISH	pol	foot		ˈnɔɡa	ˈn ɔ ɡ a	n o g a	N V K V	N U K A	foot:G	654	noga	2788	foot:2	729
11348	BELARUSIAN	bel	foot		naˈɣa	n a ˈɣ a	n a x a	N V K V	N A G A	foot:G	654	naxa	2789	foot:2	729
11349	UKRAINIAN	ukr	foot		nɔˈɦa	n ɔ ˈɦ a	n o h a	N V H V	N U H A	foot:G	654	noha	2790	foot:2	729
11350	SLOVAK	slk	foot		ˈnɔɦa	ˈn ɔ ɦ a	n o h a	N V H V	N U H A	foot:G	654	noha	2791	foot:2	729
11351	CZECH	ces	foot		ˈnɔɦa	ˈn ɔ ɦ a	n o h a	N V H V	N U H A	foot:G	654	noha	2792	foot:2	729
11352	SORBIAN_UPPER	hsb	foot		ˈnɔha	ˈn ɔ h a	n o h a	N V H V	N U H A	foot:G	654	noha	2793	foot:2	729
11353	SORBIAN_LOWER	dsb	foot		ˈnɔɡa	ˈn ɔ ɡ a	n o g a	N V K V	N U K A	foot:G	654	noga	2794	foot:2	729
11354	SLOVENIAN	slv	foot		ˈnɔ̌ːɡa	ˈn ɔ̌ː ɡ a	n o g a	N V K V	N U K A	foot:G	654	noga	2795	foot:2	729
11355	OLD_NORSE	non	foot		foːtr	f oː t r	f o t r	P V T R	B U T R	foot:B	651	fotr	2796	foot:1	728
11356	ICELANDIC	isl	foot		ˈfouːtʰʏr	ˈf ouː tʰ ʏ r	f o t i r	P V T V R	B U T Y R	foot:B	651	fotir	2797	foot:1	728
11357	FAROESE	fao	foot		ˈfɔuːtʊɹ	ˈf ɔuː t ʊ ɹ	f o t u r	P V T V R	B U T Y R	foot:B	651	fotur	2798	foot:1	728
11358	NORWEGIAN_RIKSMAL	nor	foot		fuːt	f uː t	f u t	P V T	B Y T	foot:B	651	fut	2799	foot:1	728
11359	STAVANGERSK		foot		fuːd	f uː d	f u d	P V T	B Y T	foot:B	651	fud	2800	foot:1	728
11360	OLD_SWEDISH		foot		ˈfoːter	ˈf oː t e r	f o t e r	P V T V R	B U T E R	foot:B	651	foter	2801	foot:1	728
11361	SWEDISH	swe	foot		fuːt	f uː t	f u t	P V T	B Y T	foot:B	651	fut	2802	foot:1	728
11362	ELFDALIAN	qov	foot		fʉət	f ʉə t	f I t	P V T	B Y T	foot:B	651	f3t	2803	foot:1	728
11363	DANISH	dan	foot		foˀð	f oˀ ð	f o 8	P V T	B U D	foot:B	651	fo8	2804	foot:1	728
11364	DANISH_FJOLDE		foot		fuoð	f uo ð	f u 8	P V T	B Y D	foot:B	651	fu8	2805	foot:1	728
11365	GUTNISH_LAU		foot		fout	f ou t	f o t	P V T	B U T	foot:B	651	fot	2806	foot:1	728
11366	GUTNISH_LAU		foot		baɪn	b aɪ n	b a n	P V N	P A N	foot:M	657	ban	2807	foot:7	730
11367	ENGLISH	eng	foot		fʊt	f ʊ t	f u t	P V T	B Y T	foot:B	651	fut	2808	foot:1	728
11369	DUTCH	nld	foot		vut	v u t	v u t	W V T	B Y T	foot:B	651	vut	2809	foot:1	728
11370	GERMAN	deu	foot		fu:s	f u: s	f u s	P V S	B Y S	foot:B	651	fus	2810	foot:1	728
11371	LATIN	lat	foot		peːs	p eː s	p e s	P V S	P E S	foot:B	651	pes	2811	foot:3	730
11372	CATALAN	cat	foot		pɛuw	p ɛu w	p E w	P V W	P E W	foot:B	651	pEw	2812	foot:3	730
11373	PORTUGUESE	por	foot		pɛ	p ɛ	p E	P V	P E	foot:B	651	pE	2813	foot:3	730
11374	SPANISH	spa	foot		pje	p j e	p y e	P J V	P J E	foot:B	651	pye	2814	foot:5	730
11375	FRENCH	fra	foot		pje	p j e	p y e	P J V	P J E	foot:B	651	pye	2815	foot:5	730
11376	ITALIAN	ita	foot		pjɛde	p j ɛ d e	p y E d e	P J V T V	P J E T E	foot:B	651	pyEde	2816	foot:5	730
11377	OLD_IRISH	sga	foot		traɣʹ	t r a ɣʹ	t r a x	T R V K	T R A G	foot:D	652	trax	2817	foot:4	731
11378	OLD_IRISH	sga	foot		kos	k o s	k o s	K V S	K U S	foot:I	655	kos	2818	foot:8	731
1152	ANCIENT_GREEK	grc	four		tétːares	t é tː a r e s	t e t a r e s	T V T V R V S	T E T A R E S	four:N	658	tetares	2819	four:12	732
1153	GREEK	ell	four		ˈte̞se̞ˌra	ˈt e̞ s e̞ ˌr a	t e s e r a	T V S V R V	T E S E R A	four:N	658	tesera	2820	four:13	732
1156	OSSETIC_IRON	oss	four		syppar	s y pp a r	s i p a r	S V P V R	S Y P A R	four:N	658	sipar	2821	four:7	736
1157	OSSETIC_DIGOR	oss	four		cuppar	c u pp a r	T u p a r	K V P V R	C Y P A R	four:N	658	Tupar	2822	four:7	736
1159	ORIYA	ori	four		cari	c a r i	T a r i	K V R V	C A R I	four:N	658	Tari	2823	four:4	735
1160	BIHARI	mai	four		cəir	c əi r	T I r	K V R	C E R	four:N	658	T3r	2824	four:4	735
1162	URDU	urd	four		ʧɑɾ	ʧ ɑ ɾ	C o r	K V R	C A R	four:N	658	Cor	2825	four:4	735
1163	MARATHI	mar	four		tʃaɾ	t ʃ a ɾ	t S a r	T S V R	T S A R	four:N	658	tSar	2826	four:8	735
1164	OLD_CHURCH_SLAVONIC	chu	four		ʧɛtɯrɛ	ʧ ɛ t ɯ r ɛ	C E t u r E	K V T V R V	C E T I R E	four:N	658	CEturE	2827	four:1	732
1165	SERBO-CROATIAN	srp	four		ˈtʃětiri	ˈt ʃ ě t i r i	t S e t i r i	T S V T V R V	T S E T I R I	four:N	658	tSetiri	2828	four:1	732
1166	BULGARIAN	bul	four		ˈtʃɛtiri	ˈt ʃ ɛ t i r i	t S E t i r i	T S V T V R V	T S E T I R I	four:N	658	tSEtiri	2829	four:1	732
1167	MACEDONIAN	mkd	four		ˈtʃetiri	ˈt ʃ e t i r i	t S e t i r i	T S V T V R V	T S E T I R I	four:N	658	tSetiri	2830	four:1	732
1168	RUSSIAN	rus	four		tʃɛtɨrʲi	t ʃ ɛ t ɨ rʲ i	t S E t I r i	T S V T V R V	T S E T I R I	four:N	658	tSEt3ri	2831	four:1	732
1169	POLISH	pol	four		ˈtʂtɛrɘ̟	ˈt ʂ t ɛ r ɘ̟	t S t E r I	T S T V R V	T S T E R E	four:N	658	tStEr3	2832	four:1	732
1170	BELARUSIAN	bel	four		tʂaˈtɨrɨ	t ʂ a ˈt ɨ r ɨ	t S a t I r I	T S V T V R V	T S A T I R I	four:N	658	tSat3r3	2833	four:1	732
1171	UKRAINIAN	ukr	four		tʂɔˈtɪrɪ	t ʂ ɔ ˈt ɪ r ɪ	t S o t i r i	T S V T V R V	T S U T I R I	four:N	658	tSotiri	2834	four:1	732
1172	SLOVAK	slk	four		ˈʃtiri	ˈʃ t i r i	S t i r i	S T V R V	S T I R I	four:N	658	Stiri	2835	four:1	732
1173	CZECH	ces	four		ˈtʃtɪr̝ɪ	ˈt ʃ t ɪ r̝ ɪ	t S t i r i	T S T V R V	T S T I R I	four:N	658	tStiri	2836	four:1	732
1174	SORBIAN_UPPER	hsb	four		ˈʃtɘ̟ʀi	ˈʃ t ɘ̟ ʀ i	S t I r i	S T V R V	S T E R I	four:N	658	St3ri	2837	four:1	732
1175	SORBIAN_LOWER	dsb	four		ˈstɘ̟rʲi	ˈs t ɘ̟ rʲ i	s t I r i	S T V R V	S T E R I	four:N	658	st3ri	2838	four:1	732
1176	SLOVENIAN	slv	four		ˈʃtǐːri	ˈʃ t ǐː r i	S t i r i	S T V R V	S T I R I	four:N	658	Stiri	2839	four:1	732
1177	OLD_NORSE	non	four		ˈfjoːrir	ˈf j oː r i r	f y o r i r	P J V R V R	B J U R I R	four:N	658	fyorir	2840	four:5	733
1178	ICELANDIC	isl	four		ˈfjouːrɪr	ˈf j ouː r ɪ r	f y o r i r	P J V R V R	B J U R I R	four:N	658	fyorir	2841	four:5	733
