ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
648	Nusu	nusu1239	blood		sui⁵⁵_BUR	s u i	s u i	S V V	S Y I	blood:77	77
649	Geba	geba1237	blood		ṭwĩʔ⁵³	ʈ w ĩ ∼ ʔ	t w i n 7	T W V N H	T W I 9 H	blood:487	487
650	Manu	manu1255	blood		si⁴⁴	s i	s i	S V	S I	blood:487	487
651	Alike Tibetan	amdo1237	blood		cśhak	ts sʲ h a k	C s h a k	K S H V K	C S H A K	blood:686	686
652	Shixing	shix1238	blood		sɛ⁵⁵	s ɛ	s E	S V	S E	blood:487	487
655	Ninglang-Naxi	naxi1245	blood		se⁵⁵	s e	s e	S V	S E	blood:487	487
657	W. Kayah	west2409	blood		ćui¹¹	tsʲ u i	t u i	T V V	T Y I	blood:487	487
658	Written Tibetan	tibe1272	blood		khrag	kʰ r a g	k r a g	K R V K	K R A K	blood:686	686
660	Batang Tibetan	kham1282	blood		ćhâʔ⁵³	tsʲʰ a ʔ	t a 7	T V H	T A H	blood:686	686
662	Gurung	guru1261	blood		ko²	k o	k o	K V	K U	blood:726	726
663	Lhasa Tibetan	tibe1272	blood		ćha⁵²	tsʲʰ a	t a	T V	T A	blood:686	686
664	Garo	garo1247	blood		anci	a n ts i	a n C i	V N K V	A N C I	blood:487	487
665	Hill-Miri	nyis1236	blood		ui	u i	u i	V V	Y I	blood:487	487
666	Limbu	limb1266	blood		maːkhi	m aː kʰ i	m a k i	M V K V	M A K I	blood:487	487
669	Hakka	hakk1236	blood		xiat⁵	x i a t	x i a t	K V V T	G I A T	blood:487	487
670	Motuo-M	dakp1242	blood		ji	j i	y i	J V	J I	blood:487	487
671	Tujia	nort2732	blood		mie²	m i e	m i e	M V V	M I E	blood:1270	1270
672	Beijing	mand1415	blood		śuè	ɕ y e	S i e	S V V	S Y E	blood:487	487
673	Zhaba	zhab1238	blood		sui²¹	s u i	s u i	S V V	S Y I	blood:487	487
674	Yintale	yint1235	blood		ṣwei³³	ʂ w e i	S w e i	S W V V	S W E I	blood:487	487
675	Jinuo	youl1235	blood		ʃi⁴⁴	ʃ i	S i	S V	S I	blood:487	487
676	Serdukpen	sher1257	blood		ha	h a	h a	H V	H A	blood:487	487
677	Namuzi	namu1246	blood		sɛ³³	s ɛ	s E	S V	S E	blood:487	487
678	Xiaxe Tibetan	amdo1237	blood		ćhaχ	tsʲʰ a χ	t a G	T V K	T A G	blood:686	686
679	Lüsu	lisu1250	blood		ṣu³⁵	ʂ u	S u	S V	S Y	blood:487	487
681	Liangmai	lian1251	blood		tazai	t a z a i	t a z a i	T V S V V	T A S A I	blood:487	487
682	Dimasa	dima1251	blood		thi	tʰ i	t i	T V	T I	blood:487	487
683	Yeinbaw	yinb1236	blood		ʃwi¹¹	ʃ w i	S w i	S W V	S W I	blood:487	487
684	N-Qiang	nort2722	blood		sa	s a	s a	S V	S A	blood:487	487
685	Lijiang-Naxi	lich1241	blood		sa³³	s a	s a	S V	S A	blood:487	487
686	Zeme	zeme1240	blood		hezai	h e z a i	h e z a i	H V S V V	H E S A I	blood:487	487
687	Jingpo	kach1280	blood		sai³¹	s a i	s a i	S V V	S A I	blood:487	487
688	Bodo	bodo1269	blood		təʔj	t ə ʔ j	t I 7 y	T V H J	T E H J	blood:487	487
689	Fuzhou	mind1253	blood		xaik²³	x a i k	x a i k	K V V K	G A I K	blood:487	487
690	Burmese	nucl1310	blood		sweː	s w eː	s w e	S W V	S W E	blood:487	487
691	Horpa	horp1239	blood		she	sʰ e	s e	S V	S E	blood:487	487
692	Ao-Chungli	chon1286	blood		ayi	a y i	a i i	V V V	A Y I	blood:487	487
693	Padam	pada1257	blood		i-yi	i y i	i i i	V V V	I Y I	blood:487	487
694	Bola	pela1242	blood		sui³⁵	s u i	s u i	S V V	S Y I	blood:487	487
695	Guiqiong	guiq1238	blood		cɨ⁵³	ts ɨ	C I	K V	C I	blood:487	487
698	Quueyu	quey1238	bone		ʃə⁵⁵_rə⁵⁵	ʃ ə r ə	S I r I	S V R V	S E R E	bone:1448	1448
699	Dhimal	dhim1246	bone		hara	h a r a	h a r a	H V R V	H A R A	bone:1420	1420
700	Apatari	apat1240	bone		àló	a l o	a l o	V R V	A L U	bone:434	434
702	Jirel	jire1238	bone		ruː_L¹ba_L¹	r uː b a	r u b a	R V P V	R Y P A	bone:1448	1448
703	Old Chinese	oldc1244	bone		kūt	k uː t	k u t	K V T	K Y T	bone:560	560
704	Lhota	loth1237	bone		oːrɨ	oː r ɨ	o r I	V R V	U R I	bone:1448	1448
705	Lushai	lush1249	bone		ruh	r u h	r u h	R V H	R Y H	bone:1499	1499
706	Lepcha	lepc1244	bone		a-krăt	a k r a t	a k r a t	V K R V T	A K R A T	bone:1448	1448
707	Sgaw	sgaw1245	bone		xi⁴⁴	x i	x i	K V	G I	bone:1448	1448
708	Rourou	nusu1239	bone		_ʔua⁴⁴	ʔ u a	7 u a	H V V	H Y A	bone:891	891
710	Dulong	drun1238	bone		aːŋ⁵⁵_rɨ⁵⁵	aː ŋ r ɨ	a N r I	V N R V	A N R I	bone:1448	1448
711	Tangkul	tang1336	bone		ara	a r a	a r a	V R V	A R A	bone:1448	1448
712	Pa'O	paok1235	bone		ʔa¹¹_cut¹¹	ʔ a ts u t	7 a C u t	H V K V T	H A C Y T	bone:1253	1253
714	Kulung	kulu1253	bone		tupri	t u p r i	t u p r i	T V P R V	T Y P R I	bone:1448	1448
715	Geker	geko1235	bone		tʃweiʔ⁵³	tʃ w e i ʔ	t w e i 7	T W V V H	T W E I H	bone:1448	1448
717	Ao-Mongsen	mong1332	bone		terat	t e r a t	t e r a t	T V R V T	T E R A T	bone:1448	1448
718	Sherpa	sher1255	bone		rok_LR	r o k	r o k	R V K	R U K	bone:1448	1448
719	Rawang	rawa1265	bone		šərer	ʃ ə r e r	S I r e r	S V R V R	S E R E R	bone:1448	1448
721	Bokar	bori1243	bone		loŋ_poŋ	l o ŋ p o ŋ	l o N p o N	R V N P V N	L U N P U N	bone:434	434
723	Hmar	hmar1241	bone		ru	r u	r u	R V	R Y	bone:1499	1499
724	Nusu	nusu1239	bone		jrɨ⁵⁵	j r ɨ	y r I	J R V	J R I	bone:1448	1448
725	Geba	geba1237	bone		khwĩʔ⁵³	kʰ w ĩ ∼ ʔ	k w i n 7	K W V N H	K W I 9 H	bone:1448	1448
726	Manu	manu1255	bone		khwi⁴⁴	kʰ w i	k w i	K W V	K W I	bone:1448	1448
727	Alike Tibetan	amdo1237	bone		rə_pä	r ə p æ	r I p E	R V P V	R E P E	bone:1448	1448
728	Shixing	shix1238	bone		ćɨ⁵⁵_ər³³	tsʲ ɨ ə r	t I I r	T V V R	T I E R	bone:1448	1448
731	Ninglang-Naxi	naxi1245	bone		ṣa³³_ŋv¹³	ʂ a ŋ v	S a N v	S V N W	S A N B	bone:1448	1448
732	Khaling	khal1275	bone		soluH	s o l u	s o l u	S V R V	S U L Y	bone:1448	1448
733	W. Kayah	west2409	bone		krui⁵⁵	k r u i	k r u i	K R V V	K R Y I	bone:1448	1448
734	Written Tibetan	tibe1272	bone		rus_pa	r u s p a	r u s p a	R V S P V	R Y S P A	bone:1448	1448
736	Batang Tibetan	kham1282	bone		zö¹³_pa⁵³	z ö p a	z E p a	S V P V	S U P A	bone:1448	1448
738	Gurung	guru1261	bone		xri³ba	x r i b a	x r i b a	K R V P V	G R I P A	bone:1448	1448
739	Lhasa Tibetan	tibe1272	bone		rü¹³_pə⁵⁵	r y p ə	r i p I	R V P V	R Y P E	bone:1448	1448
740	Garo	garo1247	bone		greŋ	g r e ŋ	g r e N	K R V N	K R E N	bone:1435	1435
741	Limbu	limb1266	bone		yɛʔl	y ɛ ʔ l	i E 7 l	V V H R	Y E H L	bone:1448	1448
744	Hakka	hakk1236	bone		gut⁵_teu²	g u t t e u	g u t t e u	K V T T V V	K Y T T E Y	bone:560	560
745	Motuo-M	dakp1242	bone		khaŋ	kʰ a ŋ	k a N	K V N	K A N	bone:1435	1435
746	Tujia	nort2732	bone		lu¹_ka¹	l u k a	l u k a	R V K V	L Y K A	bone:434	434
747	Beijing	mand1415	bone		gǔtou_śY	g u t o u	g u t o u	K V T V V	K Y T U Y	bone:560	560
748	Zhaba	zhab1238	bone		ʃŏ²¹_vui²¹	ʃ o v u i	S o v u i	S V W V V	S U B Y I	bone:1448	1448
749	Kaike	kaik1246	bone		shuru	sʰ u r u	s u r u	S V R V	S Y R Y	bone:1448	1448
750	Yintale	yint1235	bone		khwei⁵⁵	kʰ w e i	k w e i	K W V V	K W E I	bone:1448	1448
751	Jinuo	youl1235	bone		ʃɔ⁴⁴_ɣɨ⁴⁴	ʃ ɔ ɣ ɨ	S o x I	S V K V	S U G I	bone:1448	1448
752	Serdukpen	sher1257	bone		skit	s k i t	s k i t	S K V T	S K I T	bone:560	560
753	Namuzi	namu1246	bone		ṣa⁵⁵_qa⁵⁵	ʂ a q a	S a q a	S V K V	S A K A	bone:889	889
754	Xiaxe Tibetan	amdo1237	bone		rə_pa	r ə p a	r I p a	R V P V	R E P A	bone:1448	1448
755	Lüsu	lisu1250	bone		ər³³_khuo⁵³	ə r kʰ u o	I r k u o	V R K V V	E R K Y U	bone:1448	1448
757	Liangmai	lian1251	bone		parah	p a r a h	p a r a h	P V R V H	P A R A H	bone:1448	1448
758	Dimasa	dima1251	bone		begereŋ	b e g e r e ŋ	b e g e r e N	P V K V R V N	P E K E R E N	bone:1435	1435
759	Yeinbaw	yinb1236	bone		ʃhwe⁵⁵	ʃʰ w e	S w e	S W V	S W E	bone:1448	1448
760	N-Qiang	nort2722	bone		ər_pac̣	ə r p a tʂ	I r p a t	V R P V T	E R P A T	bone:1448	1448
761	Lijiang-Naxi	lich1241	bone		so³³_lo³³	s o l o	s o l o	S V R V	S U L U	bone:1448	1448
762	Zeme	zeme1240	bone		pera	p e r a	p e r a	P V R V	P E R A	bone:1448	1448
763	Jingpo	kach1280	bone		n³³_ʒa³³	n ʒ a	n Z a	N S V	N S A	bone:1420	1420
764	Bodo	bodo1269	bone		bezeʔŋ	b e z e ʔ ŋ	b e z e 7 N	P V S V H N	P E S E H N	bone:1435	1435
765	Fuzhou	mind1253	bone		kouk²³	k o u k	k o u k	K V V K	K U Y K	bone:560	560
766	Burmese	nucl1310	bone		aruiː	a r u iː	a r u i	V R V V	A R Y I	bone:1448	1448
767	Horpa	horp1239	bone		rə_ra	r ə r a	r I r a	R V R V	R E R A	bone:1448	1448
768	Ao-Chungli	chon1286	bone		terat	t e r a t	t e r a t	T V R V T	T E R A T	bone:1448	1448
769	Padam	pada1257	bone		a-loŋ	a l o ŋ	a l o N	V R V N	A L U N	bone:434	434
770	Bola	pela1242	bone		ʃă³⁵_u³¹	ʃ a u	S a u	S V V	S A Y	bone:1448	1448
771	Guiqiong	guiq1238	bone		wü⁵⁵_wü⁵⁵	w y w y	w i w i	W V W V	W Y W Y	bone:1448	1448
774	Quueyu	quey1238	breast		ŋi⁵⁵_nɛ⁵⁵	ŋ i n ɛ	N i n E	N V N V	N I N E	breast:1399	1399
775	Dhimal	dhim1246	breast		tumta	t u m t a	t u m t a	T V M T V	T Y M T A	breast:1537	1537
776	Apatari	apat1240	breast		ańíŋ	a nʲ i ŋ	a n i N	V N V N	A N I N	breast:1399	1399
778	Jirel	jire1238	breast		ṭhaŋ_L¹	ʈ h a ŋ	t h a N	T H V N	T H A N	breast:481	481
779	Old Chinese	oldc1244	breast		noʔ	n o ʔ	n o 7	N V H	N U H	breast:1399	1399
780	Idu	idum1241	breast		ńo¹_bi²	nʲ o b i	n o b i	N V P V	N U P I	breast:1399	1399
781	Lhota	loth1237	breast		širo_	ʃ i r o	S i r o	S V R V	S I R U	breast:895	895
782	Lushai	lush1249	breast		hnu-teː	h n u t eː	h n u t e	H N V T V	H N Y T E	breast:1399	1399
783	Lepcha	lepc1244	breast		nyen	n y e n	n i e n	N V V N	N Y E N	breast:1385	1385
784	Rourou	nusu1239	breast		_pho⁴²	pʰ o	p o	P V	P U	breast:705	705
786	Dulong	drun1238	breast		nuːŋ⁵⁵	n uː ŋ	n u N	N V N	N Y N	breast:1399	1399
787	Tangkul	tang1336	breast		naror	n a r o r	n a r o r	N V R V R	N A R U R	breast:1399	1399
789	Kulung	kulu1253	breast		cu	ts u	C u	K V	C Y	breast:360	360
790	Ersu	ersu1241	breast		ńo⁵⁵_ńo⁵⁵	nʲ o nʲ o	n o n o	N V N V	N U N U	breast:1399	1399
792	Ao-Mongsen	mong1332	breast		mama	m a m a	m a m a	M V M V	M A M A	breast:1403	1403
793	Sherpa	sher1255	breast		num_LR	n u m	n u m	N V M	N Y M	breast:1399	1399
794	Rawang	rawa1265	breast		nuŋ	n u ŋ	n u N	N V N	N Y N	breast:1399	1399
796	Bokar	bori1243	breast		a_ću	a tsʲ u	a t u	V T V	A T Y	breast:360	360
798	Hmar	hmar1241	breast		aːwm	aː w m	a w m	V W M	A W M	breast:729	729
799	Nusu	nusu1239	breast		nɨ⁵⁵_nɨ³¹_jɔ	n ɨ n ɨ j ɔ	n I n I y o	N V N V J V	N I N I J U	breast:893	893
800	Alike Tibetan	amdo1237	breast		nə_mä	n ə m æ	n I m E	N V M V	N E M E	breast:1399	1399
801	Shixing	shix1238	breast		ńu⁵⁵_ńu³³	nʲ u nʲ u	n u n u	N V N V	N Y N Y	breast:1399	1399
804	Ninglang-Naxi	naxi1245	breast		ńu³¹_bi³³	nʲ u b i	n u b i	N V P V	N Y P I	breast:1399	1399
805	Khaling	khal1275	breast		cünbren_L	ts y n b r e n	C i n b r e n	K V N P R V N	C Y N P R E N	breast:360	360
807	Written Tibetan	tibe1272	breast		nu_ma	n u m a	n u m a	N V M V	N Y M A	breast:1399	1399
809	Batang Tibetan	kham1282	breast		ńâ⁵⁵_ńâʔ⁵	nʲ a nʲ a ʔ	n a n a 7	N V N V H	N A N A H	breast:1385	1385
811	Gurung	guru1261	breast		ŋxe	ŋ x e	N x e	N K V	N G E	breast:1385	1385
812	Lhasa Tibetan	tibe1272	breast		o¹³_ma⁵⁵_EE	o m a	o m a	V M V	U M A	breast:1399	1399
813	Garo	garo1247	breast		cel	ts e l	C e l	K V R	C E L	breast:728	728
814	Limbu	limb1266	breast		nu	n u	n u	N V	N Y	breast:1399	1399
817	Motuo-M	dakp1242	breast		nu	n u	n u	N V	N Y	breast:1399	1399
818	Tujia	nort2732	breast		man⁴	m a n	m a n	M V N	M A N	breast:1271	1271
819	Beijing	mand1415	breast		rǔfáŋ	r u f a ŋ	r u f a N	R V P V N	R Y B A N	breast:1399	1399
820	Zhaba	zhab1238	breast		nau⁵⁵	n a u	n a u	N V V	N A Y	breast:1399	1399
821	Kaike	kaik1246	breast		homã	h o m ã ∼	h o m a n	H V M V N	H U M A 9	breast:1271	1271
822	Jinuo	youl1235	breast		mɛ⁴⁴_po⁴²	m ɛ p o	m E p o	M V P V	M E P U	breast:705	705
823	Serdukpen	sher1257	breast		ńuŋ	nʲ u ŋ	n u N	N V N	N Y N	breast:1399	1399
824	Namuzi	namu1246	breast		ńy³³_ńy⁵⁵	nʲ y nʲ y	n i n i	N V N V	N Y N Y	breast:1399	1399
825	Xiaxe Tibetan	amdo1237	breast		nə_ma	n ə m a	n I m a	N V M V	N E M A	breast:1399	1399
826	Lüsu	lisu1250	breast		ʒ̣æ³³_ńü⁵³	ʒ æ nʲ y	Z E n i	S V N V	S E N Y	breast:1399	1399
828	Liangmai	lian1251	breast		tana	t a n a	t a n a	T V N V	T A N A	breast:1399	1399
829	Dimasa	dima1251	breast		abo	a b o	a b o	V P V	A P U	breast:705	705
830	N-Qiang	nort2722	breast		pa_pa	p a p a	p a p a	P V P V	P A P A	breast:705	705
831	Lijiang-Naxi	lich1241	breast		ə⁵⁵_po³¹	ə p o	I p o	V P V	E P U	breast:705	705
832	Zeme	zeme1240	breast		mituŋ	m i t u ŋ	m i t u N	M V T V N	M I T Y N	breast:145	145
833	Jingpo	kach1280	breast		tšu̲ʔ⁵⁵	t ʃ u ʔ	t S u 7	T S V H	T S Y H	breast:360	360
834	Bodo	bodo1269	breast		abu	a b u	a b u	V P V	A P Y	breast:705	705
835	Burmese	nucl1310	breast		nui	n u i	n u i	N V V	N Y I	breast:1399	1399
836	Horpa	horp1239	breast		łhə	ɬ h ə	L h I	R H V	L H E	breast:894	894
837	Ao-Chungli	chon1286	breast		mama	m a m a	m a m a	M V M V	M A M A	breast:1403	1403
838	Padam	pada1257	breast		a-ńun	a nʲ u n	a n u n	V N V N	A N Y N	breast:1399	1399
839	Bola	pela1242	breast		nau³⁵	n a u	n a u	N V V	N A Y	breast:1399	1399
840	Guiqiong	guiq1238	breast		ni⁵⁵_ni⁵⁵	n i n i	n i n i	N V N V	N I N I	breast:1399	1399
843	Hmar	hmar1241	breast		neːneː	n eː n eː	n e n e	N V N V	N E N E	breast:1385	1385
844	Hakka	hakk1236	breast		nen⁴_gu¹	n e n g u	n e n g u	N V N K V	N E N K Y	breast:1385	1385
845	Beijing	mand1415	breast		nǎi	n a i	n a i	N V V	N A I	breast:1385	1385
846	Fuzhou	mind1253	breast		neiŋ⁵²	n e i ŋ	n e i N	N V V N	N E I N	breast:1385	1385
847	Quueyu	quey1238	burn tr.		mbɛr¹³_zo⁵⁵	m b ɛ r z o	m b E r z o	M P V R S V	M P E R S U	burn tr.:1191	1191
848	Dhimal	dhim1246	burn tr.		ti	t i	t i	T V	T I	burn tr.:730	730
849	Apatari	apat1240	burn tr.		par	p a r	p a r	P V R	P A R	burn tr.:1191	1191
851	Old Chinese	oldc1244	burn tr.		sŋeu	s ŋ e u	s N e u	S N V V	S N E Y	burn tr.:620	620
852	Lhota	loth1237	burn tr.		roːŋ	r oː ŋ	r o N	R V N	R U N	burn tr.:1436	1436
853	Lushai	lush1249	burn tr.		haːl	h aː l	h a l	H V R	H A L	burn tr.:701	701
854	Lepcha	lepc1244	burn tr.		făn	f a n	f a n	P V N	B A N	burn tr.:1342	1342
855	Sgaw	sgaw1245	burn tr.		d̄wɛʔ⁵³_ʔu⁴⁴	d̄ w ɛ ʔ ʔ u	d w E 7 7 u	T W V H H V	T W E H H Y	burn tr.:136	136
856	Rourou	nusu1239	burn tr.		kha⁴²	kʰ a	k a	K V	K A	burn tr.:701	701
857	Dulong	drun1238	burn tr.		reːl⁵⁵	r eː l	r e l	R V R	R E L	burn tr.:701	701
858	Tangkul	tang1336	burn tr.		chui	tsʰ u i	C u i	K V V	C Y I	burn tr.:170	170
859	Pa'O	paok1235	burn tr.		kho⁵⁵	kʰ o	k o	K V	K U	burn tr.:701	701
861	Kulung	kulu1253	burn tr.		khi-ma	kʰ i m a	k i m a	K V M V	K I M A	burn tr.:1174	1174
862	Geker	geko1235	burn tr.		ḍʒuʔ⁵³_kæʔ⁵	ɖʐ u ʔ k æ ʔ	j u 7 k E 7	K V H K V H	C Y H K E H	burn tr.:170	170
864	Ao-Mongsen	mong1332	burn tr.		ruŋ	r u ŋ	r u N	R V N	R Y N	burn tr.:1436	1436
865	Rawang	rawa1265	burn tr.		whəR	w h ə	w h I	W H V	W H E	burn tr.:701	701
867	Nusu	nusu1239	burn tr.		mrə̃r⁵³	m r ə̃ ∼ r	m r I n r	M R V N R	M R E 9 R	burn tr.:1436	1436
868	Geba	geba1237	burn tr.		b̄o⁴⁴_kəla³³	b̄ o k ə l a	b o k I l a	P V K V R V	P U K E L A	burn tr.:416	416
869	Manu	manu1255	burn tr.		ʃho¹¹	ʃʰ o	S o	S V	S U	burn tr.:175	175
870	Alike Tibetan	amdo1237	burn tr.		par	p a r	p a r	P V R	P A R	burn tr.:1191	1191
871	Shixing	shix1238	burn tr.		nga³¹	ŋ a	N a	N V	N A	burn tr.:620	620
873	Ninglang-Naxi	naxi1245	burn tr.		ka¹³	k a	k a	K V	K A	burn tr.:701	701
874	Khaling	khal1275	burn tr.		hannä	h a n n æ	h a n n E	H V N N V	H A N N E	burn tr.:684	684
875	W. Kayah	west2409	burn tr.		i¹¹_shɨ⁵⁵	i sʰ ɨ	i s I	V S V	I S I	burn tr.:175	175
876	Written Tibetan	tibe1272	burn tr.		ãbar	ã ∼ b a r	a n b a r	V N P V R	A 9 P A R	burn tr.:1191	1191
877	Batang Tibetan	kham1282	burn tr.		mba³⁵	m b a	m b a	M P V	M P A	burn tr.:1191	1191
879	Gurung	guru1261	burn tr.		khrõbaː²	kʰ r õ ∼ b aː	k r o n b a	K R V N P V	K R U 9 P A	burn tr.:1436	1436
880	Lhasa Tibetan	tibe1272	burn tr.		par¹³_EE	p a r	p a r	P V R	P A R	burn tr.:1191	1191
881	Garo	garo1247	burn tr.		so-a	s o a	s o a	S V V	S U A	burn tr.:170	170
882	Limbu	limb1266	burn tr.		haːmmaʔ	h aː m m a ʔ	h a m m a 7	H V M M V H	H A M M A H	burn tr.:684	684
884	Hakka	hakk1236	burn tr.		seu¹_fo³	s e u f o	s e u f o	S V V P V	S E Y B U	burn tr.:620	620
885	Motuo-M	dakp1242	burn tr.		der	d e r	d e r	T V R	T E R	burn tr.:136	136
886	Tujia	nort2732	burn tr.		ta¹	t a	t a	T V	T A	burn tr.:1345	1345
887	Beijing	mand1415	burn tr.		shāo	sʰ aː o	s a o	S V V	S A U	burn tr.:620	620
888	Zhaba	zhab1238	burn tr.		mut²¹	m u t	m u t	M V T	M Y T	burn tr.:684	684
889	Yintale	yint1235	burn tr.		shu⁵⁵_mi⁴⁴	sʰ u m i	s u m i	S V M V	S Y M I	burn tr.:175	175
890	Jinuo	youl1235	burn tr.		phu⁴²	pʰ u	p u	P V	P Y	burn tr.:1342	1342
891	Namuzi	namu1246	burn tr.		luo³¹_nʒæ³⁵	l u o n ʒ æ	l u o n Z E	R V V N S V	L Y U N S E	burn tr.:219	219
892	Xiaxe Tibetan	amdo1237	burn tr.		mbar	m b a r	m b a r	M P V R	M P A R	burn tr.:1191	1191
893	Lüsu	lisu1250	burn tr.		de³³_bær⁵³	d e b æ r	d e b E r	T V P V R	T E P E R	burn tr.:1191	1191
895	Liangmai	lian1251	burn tr.		ntoh	n t o h	n t o h	N T V H	N T U H	burn tr.:170	170
896	Dimasa	dima1251	burn tr.		sao	s a o	s a o	S V V	S A U	burn tr.:170	170
897	Yeinbaw	yinb1236	burn tr.		cụ²²_kại²²	ts ṵ k a̰ i	C u k a i	K V K V V	C Y K A I	burn tr.:170	170
898	N-Qiang	nort2722	burn tr.		dɛ_wu	d ɛ w u	d E w u	T V W V	T E W Y	burn tr.:136	136
899	Lijiang-Naxi	lich1241	burn tr.		khɨ⁵⁵	kʰ ɨ	k I	K V	K I	burn tr.:701	701
900	Zeme	zeme1240	burn tr.		ru	r u	r u	R V	R Y	burn tr.:1444	1444
901	Jingpo	kach1280	burn tr.		wut³¹	w u t	w u t	W V T	W Y T	burn tr.:684	684
902	Fuzhou	mind1253	burn tr.		siu⁵⁵	s i u	s i u	S V V	S I Y	burn tr.:620	620
903	Burmese	nucl1310	burn tr.		miː_hrui	m iː h r u i	m i h r u i	M V H R V V	M I H R Y I	burn tr.:1444	1444
904	Horpa	horp1239	burn tr.		_rjɛ	r j ɛ	r y E	R J V	R J E	burn tr.:219	219
905	Ao-Chungli	chon1286	burn tr.		aroŋ	a r o ŋ	a r o N	V R V N	A R U N	burn tr.:1436	1436
906	Padam	pada1257	burn tr.		uk	u k	u k	V K	Y K	burn tr.:482	482
907	Bola	pela1242	burn tr.		tɛʔ³¹	t ɛ ʔ	t E 7	T V H	T E H	burn tr.:1345	1345
908	Guiqiong	guiq1238	burn tr.		lə³⁵	l ə	l I	R V	L E	burn tr.:416	416
911	Zeme	zeme1240	burn tr.		tei	t e i	t e i	T V V	T E I	burn tr.:730	730
912	Quueyu	quey1238	claw(nail)		ṣcɛ¹³_ćni⁵	ʂ ts ɛ tsʲ n i	S C E t n i	S K V T N V	S C E T N I	claw(nail):287	287
913	Dhimal	dhim1246	claw(nail)		khursiŋ	kʰ u r s i ŋ	k u r s i N	K V R S V N	K Y R S I N	claw(nail):287	287
914	Apatari	apat1240	claw(nail)		lɨhiŋ	l ɨ h i ŋ	l I h i N	R V H V N	L I H I N	claw(nail):287	287
916	Jirel	jire1238	claw(nail)		ser_T¹muk_T¹	s e r m u k	s e r m u k	S V R M V K	S E R M Y K	claw(nail):287	287
917	Old Chinese	oldc1244	claw(nail)		ćūʔ_	tsʲ uː ʔ	t u 7	T V H	T Y H	claw(nail):1291	1291
918	Idu	idum1241	claw(nail)		a¹_huŋ¹_koŋ²	a h u ŋ k o ŋ	a h u N k o N	V H V N K V N	A H Y N K U N	claw(nail):1128	1128
919	Lhota	loth1237	claw(nail)		yiŋ-kyep	y i ŋ k y e p	i i N k i e p	V V N K V V P	Y I N K Y E P	claw(nail):287	287
920	Lushai	lush1249	claw(nail)		tin	t i n	t i n	T V N	T I N	claw(nail):287	287
921	Lepcha	lepc1244	claw(nail)		pŭn-či	p u n tʃ i	p u n t i	P V N T V	P Y N T I	claw(nail):1212	1212
922	Sgaw	sgaw1245	claw(nail)		mẽʔ⁵³	m ẽ ∼ ʔ	m e n 7	M V N H	M E 9 H	claw(nail):731	731
923	Rourou	nusu1239	claw(nail)		_se³¹	s e	s e	S V	S E	claw(nail):287	287
925	Dulong	drun1238	claw(nail)		ńɨːl⁵⁵	nʲ ɨː l	n I l	N V R	N I L	claw(nail):899	899
926	Tangkul	tang1336	claw(nail)		ašo	a ʃ o	a S o	V S V	A S U	claw(nail):287	287
927	Pa'O	paok1235	claw(nail)		cu³³_mi³³	ts u m i	C u m i	K V M V	C Y M I	claw(nail):731	731
929	Kulung	kulu1253	claw(nail)		sen	s e n	s e n	S V N	S E N	claw(nail):287	287
930	Geker	geko1235	claw(nail)		ḍʒɨ¹¹_mə⁴⁴_b	ɖʐ ɨ m ə b	j I m I b	K V M V P	C I M E P	claw(nail):731	731
931	Ersu	ersu1241	claw(nail)		lɛ³³_ʒɨ⁵⁵	l ɛ ʒ ɨ	l E Z I	R V S V	L E S I	claw(nail):287	287
932	Ao-Mongsen	mong1332	claw(nail)		tɨmecɨ	t ɨ m e ts ɨ	t I m e C I	T V M V K V	T I M E C I	claw(nail):287	287
933	Sherpa	sher1255	claw(nail)		sermuHF	s e r m u	s e r m u	S V R M V	S E R M Y	claw(nail):287	287
934	Rawang	rawa1265	claw(nail)		ńin	nʲ i n	n i n	N V N	N I N	claw(nail):899	899
936	Bokar	bori1243	claw(nail)		lu_gin__<_*lak	l u g i n	l u g i n	R V K V N	L Y K I N	claw(nail):287	287
938	Hmar	hmar1241	claw(nail)		tin	t i n	t i n	T V N	T I N	claw(nail):287	287
939	Nusu	nusu1239	claw(nail)		_sə̃r⁵⁵	s ə̃ ∼ r	s I n r	S V N R	S E 9 R	claw(nail):287	287
940	Geba	geba1237	claw(nail)		kəsɨ³³ṭi⁴⁴_mi	k ə s ɨ ʈ i m i	k I s I t i m i	K V S V T V M V	K E S I T I M I	claw(nail):731	731
941	Manu	manu1255	claw(nail)		khɔ⁴⁴_mụ¹¹_b	kʰ ɔ m ṵ b	k o m u b	K V M V P	K U M Y P	claw(nail):731	731
942	Alike Tibetan	amdo1237	claw(nail)		shen_mo	sʰ e n m o	s e n m o	S V N M V	S E N M U	claw(nail):287	287
943	Shixing	shix1238	claw(nail)		lie³³_c̣ɛ̃³⁵	l i e tʂ ɛ̃ ∼	l i e t E n	R V V T V N	L I E T E 9	claw(nail):287	287
944	Ninglang-Naxi	naxi1245	claw(nail)		_c̣ɨ¹³	tʂ ɨ	t I	T V	T I	claw(nail):287	287
945	Khaling	khal1275	claw(nail)		sendü_L	s e n d y	s e n d i	S V N T V	S E N T Y	claw(nail):287	287
